date,median_price,volume_sold,item,weapon,skin,wear,stattrak
Jan 11 2017,19.669,68,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 12 2017,19.396,80,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 13 2017,19.191,100,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 14 2017,19.689,116,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 15 2017,19.621,94,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 16 2017,19.799,63,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 17 2017,21.036,88,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 18 2017,20.376,74,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 19 2017,20.885,67,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 20 2017,19.853,85,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 21 2017,22.021,71,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 22 2017,19.929,88,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 23 2017,19.975,97,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 24 2017,20.336,86,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 25 2017,21.122,86,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 26 2017,22.174,79,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 27 2017,22.377,95,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 28 2017,21.616,98,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 29 2017,21.677,105,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 30 2017,23.495,94,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jan 31 2017,22.957,80,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 01 2017,24.087,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 02 2017,24.141,69,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 03 2017,23.682,76,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 04 2017,23.239,90,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 05 2017,22.605,91,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 06 2017,22.668,58,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 07 2017,22.97,69,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 08 2017,22.116,76,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 09 2017,22.167,78,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 10 2017,23.323,75,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 11 2017,23.559,66,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 12 2017,23.118,80,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 13 2017,23.299,68,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 14 2017,22.516,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 15 2017,22.833,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 16 2017,22.549,67,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 17 2017,22.559,66,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 18 2017,22.319,90,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 19 2017,22.448,71,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 20 2017,22.706,65,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 21 2017,22.213,69,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 22 2017,23.795,61,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 23 2017,23.287,58,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 24 2017,22.98,80,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 25 2017,27.103,74,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 26 2017,22.706,85,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 27 2017,22.82,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Feb 28 2017,22.934,72,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 01 2017,22.745,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 02 2017,23.355,80,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 03 2017,23.589,75,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 04 2017,22.011,91,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 05 2017,22.445,80,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 06 2017,23.424,71,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 07 2017,23.589,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 08 2017,22.747,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 09 2017,26.591,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 10 2017,26.137,64,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 11 2017,23.94,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 12 2017,23.034,58,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 13 2017,24.528,63,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 14 2017,23.044,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 15 2017,23.845,54,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 16 2017,21.926,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 17 2017,22.342,75,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 18 2017,22.361,85,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 19 2017,23.433,73,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 20 2017,22.788,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 21 2017,21.913,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 22 2017,22.077,57,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 23 2017,23.789,64,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 24 2017,21.107,76,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 25 2017,20.802,88,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 26 2017,22.378,85,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 27 2017,21.664,75,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 28 2017,25.902,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 29 2017,20.777,65,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 30 2017,21.991,64,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Mar 31 2017,21.972,77,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 01 2017,21.221,76,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 02 2017,21.793,63,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 03 2017,22.279,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 04 2017,20.719,74,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 05 2017,20.515,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 06 2017,21.413,57,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 07 2017,22.554,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 08 2017,22.294,69,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 09 2017,21.838,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 10 2017,21.853,71,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 11 2017,22.342,58,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 12 2017,22.81,66,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 13 2017,22.164,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 14 2017,22.182,71,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 15 2017,22.764,50,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 16 2017,22.337,55,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 17 2017,22.765,73,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 18 2017,22.715,71,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 19 2017,23.415,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 20 2017,24.079,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 21 2017,24.777,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 22 2017,24.174,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 23 2017,22.64,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 24 2017,23.938,57,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 25 2017,25.13,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 26 2017,24.798,52,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 27 2017,23.985,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 28 2017,24.491,65,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 29 2017,25.077,64,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Apr 30 2017,24.209,52,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 01 2017,24.135,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 02 2017,28.704,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 03 2017,25.342,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 04 2017,25.175,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 05 2017,24.341,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 06 2017,24.871,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 07 2017,23.494,65,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 08 2017,25.108,52,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 09 2017,24.49,34,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 10 2017,24.723,47,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 11 2017,25.092,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 12 2017,25.109,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 13 2017,26.176,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 14 2017,25.368,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 15 2017,25.519,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 16 2017,24.84,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 17 2017,27.402,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 18 2017,25.914,28,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 19 2017,25.967,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 20 2017,24.837,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 21 2017,28.531,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 22 2017,25.412,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 23 2017,25.576,39,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 24 2017,22.357,85,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 25 2017,22.96,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 26 2017,21.801,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 27 2017,23.013,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 28 2017,22.88,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 29 2017,22.411,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 30 2017,23.165,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
May 31 2017,24.096,50,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 01 2017,25.837,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 02 2017,24.088,42,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 03 2017,24.748,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 04 2017,24.266,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 05 2017,24.333,47,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 06 2017,24.555,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 07 2017,23.565,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 08 2017,24.322,49,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 09 2017,25.436,49,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 10 2017,24.797,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 11 2017,23.785,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 12 2017,23.245,55,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 13 2017,23.559,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 14 2017,24.725,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 15 2017,24.222,39,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 16 2017,24.048,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 17 2017,24.696,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 18 2017,24.445,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 19 2017,23.167,32,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 20 2017,22.949,68,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 21 2017,22.486,50,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 22 2017,22.257,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 23 2017,20.508,69,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 24 2017,21.422,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 25 2017,20.284,42,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 26 2017,21.006,58,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 27 2017,21.027,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 28 2017,20.437,57,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 29 2017,21.658,52,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jun 30 2017,22.525,66,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 01 2017,22.435,57,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 02 2017,22.397,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 03 2017,22.358,66,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 04 2017,23.988,49,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 05 2017,21.847,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 06 2017,23.006,50,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 07 2017,24.409,55,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 08 2017,22.88,63,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 09 2017,23.944,41,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 10 2017,22.986,60,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 11 2017,24.36,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 12 2017,23.277,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 13 2017,24.269,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 14 2017,24.119,38,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 15 2017,23.786,57,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 16 2017,24.442,41,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 17 2017,24.212,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 18 2017,24.783,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 19 2017,25.938,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 20 2017,25.31,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 21 2017,25.859,49,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 22 2017,27.013,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 23 2017,26.26,58,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 24 2017,26.235,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 25 2017,28.348,52,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 26 2017,27.208,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 27 2017,27.516,69,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 28 2017,26.993,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 29 2017,28.942,52,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 30 2017,27.477,50,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Jul 31 2017,28.885,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 01 2017,28.131,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 02 2017,27.403,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 03 2017,28.133,50,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 04 2017,27.696,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 05 2017,26.704,64,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 06 2017,28.623,54,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 07 2017,27.42,62,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 08 2017,26.597,61,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 09 2017,27.095,49,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 10 2017,26.422,52,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 11 2017,25.74,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 12 2017,27.381,55,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 13 2017,29.446,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 14 2017,26.619,40,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 15 2017,26.892,59,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 16 2017,26.73,40,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 17 2017,26.72,47,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 18 2017,26.514,50,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 19 2017,26.657,56,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 20 2017,25.674,55,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 21 2017,25.383,40,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 22 2017,25.281,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 23 2017,26.55,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 24 2017,26.084,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 25 2017,31.054,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 26 2017,29.094,41,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 27 2017,25.214,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 28 2017,26.441,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 29 2017,32.257,39,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 30 2017,26.07,41,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Aug 31 2017,27.492,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 01 2017,27.567,41,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 02 2017,26.993,47,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 03 2017,25.444,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 04 2017,26.939,51,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 05 2017,26.247,40,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 06 2017,25.886,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 07 2017,26.164,39,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 08 2017,26.869,40,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 09 2017,26.643,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 10 2017,25.501,42,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 11 2017,26.314,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 12 2017,29.847,38,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 13 2017,26.745,37,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 14 2017,27.565,30,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 15 2017,25.446,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 16 2017,25.541,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 17 2017,26.247,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 18 2017,28.087,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 19 2017,25.379,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 20 2017,26.913,42,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 21 2017,25.453,37,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 22 2017,25.518,48,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 23 2017,25.299,33,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 24 2017,24.435,33,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 25 2017,25.767,37,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 26 2017,26.093,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 27 2017,26.16,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 28 2017,28.329,31,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 29 2017,26.118,39,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Sep 30 2017,25.741,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 01 2017,27.093,46,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 02 2017,26.546,37,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 03 2017,28.449,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 04 2017,23.921,42,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 05 2017,24.627,34,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 06 2017,25.849,33,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 07 2017,25.808,53,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 08 2017,25.166,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 09 2017,25.025,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 10 2017,26.703,38,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 11 2017,26.347,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 12 2017,26.428,30,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 13 2017,26.001,37,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 14 2017,26.551,44,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 15 2017,26.536,43,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 16 2017,24.395,31,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 17 2017,24.465,32,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 18 2017,25.9,40,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 19 2017,26.208,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 20 2017,28.605,28,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 21 2017,26.007,32,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 22 2017,25.893,20,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 23 2017,24.951,30,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 24 2017,30.56,24,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 25 2017,26.515,31,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 26 2017,25.147,26,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 27 2017,25.335,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 28 2017,24.831,42,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 29 2017,25.226,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 30 2017,24.794,30,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Oct 31 2017,25.4,26,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 01 2017,24.463,33,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 02 2017,25.093,28,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 03 2017,25.828,31,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 04 2017,26.051,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 05 2017,25.31,38,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 06 2017,25.108,26,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 07 2017,27.372,25,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 08 2017,25.038,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 09 2017,24.895,40,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 10 2017,27.77,29,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 11 2017,24.883,41,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 12 2017,24.29,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 13 2017,24.621,25,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 14 2017,23.668,30,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 15 2017,23.889,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 16 2017,24.229,28,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 17 2017,26.411,45,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 18 2017,24.689,35,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 19 2017,22.945,34,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 20 2017,21.69,36,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 21 2017,24.27,30,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 22 2017,26.649,34,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 23 2017,22.234,38,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
Nov 24 2017,21.48,55,AK-47 | Redline,AK-47,Redline,Minimal Wear,0
