date,median_price,volume_sold,item,weapon,skin,wear,stattrak
Mar 23 2016,21.396,265,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 24 2016,21.63,281,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 25 2016,21.163,299,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 26 2016,21.577,299,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 27 2016,22.027,306,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 28 2016,21.787,304,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 29 2016,22.662,307,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 30 2016,23.428,347,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Mar 31 2016,24.731,348,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 01 2016,25.206,393,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 02 2016,25.678,392,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 03 2016,23.814,485,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 04 2016,25.479,328,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 05 2016,26.895,275,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 06 2016,26.944,228,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 07 2016,26.807,261,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 08 2016,26.488,271,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 09 2016,27.675,289,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 10 2016,27.133,249,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 11 2016,26.81,211,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 12 2016,27.249,234,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 13 2016,26.479,209,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 14 2016,26.802,229,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 15 2016,27.051,218,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 16 2016,26.492,244,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 17 2016,26.32,229,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 18 2016,26.187,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 19 2016,26.545,222,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 20 2016,26.897,207,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 21 2016,27.835,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 22 2016,28.324,195,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 23 2016,27.11,231,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 24 2016,26.869,200,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 25 2016,26.728,199,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 26 2016,26.536,187,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 27 2016,27.173,201,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 28 2016,26.089,215,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 29 2016,28.252,233,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Apr 30 2016,26.677,248,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 01 2016,26.275,220,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 02 2016,26.878,199,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 03 2016,27.14,180,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 04 2016,26.904,186,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 05 2016,27.292,169,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 06 2016,27.056,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 07 2016,27.338,188,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 08 2016,27.35,185,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 09 2016,26.894,163,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 10 2016,28.318,150,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 11 2016,27.763,186,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 12 2016,28.822,166,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 13 2016,26.466,193,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 14 2016,27.115,201,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 15 2016,25.838,201,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 16 2016,26.199,182,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 17 2016,25.578,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 18 2016,26.072,165,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 19 2016,26.268,128,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 20 2016,24.652,189,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 21 2016,24.619,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 22 2016,23.688,223,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 23 2016,23.475,176,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 24 2016,23.55,163,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 25 2016,23.885,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 26 2016,24.709,155,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 27 2016,24.93,186,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 28 2016,24.784,181,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 29 2016,24.728,162,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 30 2016,25.916,172,AK-47 | Redline,AK-47,Redline,Field-Tested,1
May 31 2016,27.271,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 01 2016,25.845,260,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 02 2016,25.951,183,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 03 2016,24.1,183,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 04 2016,23.91,196,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 05 2016,23.402,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 06 2016,23.705,187,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 07 2016,23.87,158,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 08 2016,24.365,150,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 09 2016,24.154,161,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 10 2016,24.921,164,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 11 2016,24.724,165,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 12 2016,24.104,163,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 13 2016,23.243,199,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 14 2016,23.66,184,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 15 2016,23.671,187,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 16 2016,22.473,205,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 17 2016,22.352,199,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 18 2016,21.767,212,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 19 2016,21.883,190,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 20 2016,21.82,247,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 21 2016,23.234,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 22 2016,20.419,192,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 23 2016,17.789,289,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 24 2016,17.441,319,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 25 2016,18.158,310,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 26 2016,18.106,279,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 27 2016,18.718,257,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 28 2016,18.642,244,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 29 2016,18.536,249,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jun 30 2016,18.358,261,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 01 2016,18.329,251,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 02 2016,18.239,275,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 03 2016,18.546,231,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 04 2016,18.492,269,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 05 2016,19.939,258,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 06 2016,21.778,256,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 07 2016,22.142,212,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 08 2016,22.284,258,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 09 2016,22.37,235,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 10 2016,20.28,331,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 11 2016,21.508,271,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 12 2016,22.45,214,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 13 2016,23.947,169,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 14 2016,20.822,277,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 15 2016,21.722,245,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 16 2016,22.68,229,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 17 2016,22.396,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 18 2016,22.563,204,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 19 2016,22.822,172,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 20 2016,21.656,179,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 21 2016,21.399,183,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 22 2016,20.828,200,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 23 2016,19.879,214,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 24 2016,19.175,208,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 25 2016,20.215,204,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 26 2016,20.85,199,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 27 2016,21.089,176,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 28 2016,20.876,168,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 29 2016,20.708,216,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 30 2016,20.951,190,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jul 31 2016,19.988,215,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 01 2016,21.103,203,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 02 2016,20.642,215,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 03 2016,20.174,236,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 04 2016,19.09,220,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 05 2016,18.967,212,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 06 2016,19.592,201,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 07 2016,18.571,195,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 08 2016,18.127,239,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 09 2016,17.929,269,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 10 2016,17.588,225,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 11 2016,17.34,244,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 12 2016,18.001,231,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 13 2016,16.489,284,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 14 2016,17.034,222,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 15 2016,18.246,232,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 16 2016,18.267,204,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 17 2016,18.313,210,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 18 2016,18.392,217,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 19 2016,17.773,267,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 20 2016,18.34,216,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 21 2016,18.406,223,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 22 2016,18.111,227,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 23 2016,17.879,230,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 24 2016,17.823,220,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 25 2016,18.21,233,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 26 2016,18.6,241,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 27 2016,19.323,213,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 28 2016,18.891,238,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 29 2016,18.492,230,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 30 2016,18.426,222,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Aug 31 2016,18.95,224,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 01 2016,19.376,225,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 02 2016,19.362,205,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 03 2016,19.198,241,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 04 2016,18.85,223,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 05 2016,19.131,192,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 06 2016,19.703,177,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 07 2016,18.588,191,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 08 2016,20.134,213,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 09 2016,18.748,228,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 10 2016,18.763,256,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 11 2016,18.85,267,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 12 2016,19.609,215,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 13 2016,19.804,157,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 14 2016,20.164,170,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 15 2016,19.928,185,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 16 2016,19.969,209,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 17 2016,19.766,237,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 18 2016,19.491,251,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 19 2016,19.91,177,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 20 2016,19.966,179,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 21 2016,19.892,171,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 22 2016,19.857,177,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 23 2016,19.957,179,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 24 2016,19.872,211,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 25 2016,19.805,217,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 26 2016,19.467,187,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 27 2016,19.759,171,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 28 2016,18.954,171,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 29 2016,18.694,185,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Sep 30 2016,19.312,224,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 01 2016,19.446,233,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 02 2016,19.008,266,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 03 2016,19.252,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 04 2016,19.883,189,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 05 2016,19.614,184,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 06 2016,19.243,172,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 07 2016,19.113,208,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 08 2016,18.982,230,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 09 2016,18.504,225,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 10 2016,19.239,207,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 11 2016,19.417,166,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 12 2016,19.262,173,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 13 2016,19.119,163,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 14 2016,19.017,187,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 15 2016,19.032,198,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 16 2016,18.828,218,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 17 2016,19.567,164,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 18 2016,18.517,179,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 19 2016,19.314,200,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 20 2016,18.373,188,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 21 2016,17.951,202,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 22 2016,18.227,216,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 23 2016,18.024,192,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 24 2016,18.165,200,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 25 2016,18.093,171,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 26 2016,17.913,185,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 27 2016,17.997,168,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 28 2016,17.714,190,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 29 2016,16.507,260,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 30 2016,16.884,232,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Oct 31 2016,16.462,215,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 01 2016,17.366,190,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 02 2016,17.905,177,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 03 2016,18.906,133,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 04 2016,19.025,218,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 05 2016,19.119,209,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 06 2016,18.818,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 07 2016,19.38,156,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 08 2016,19.565,145,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 09 2016,19.888,153,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 10 2016,19.577,169,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 11 2016,19.506,196,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 12 2016,19.922,202,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 13 2016,19.484,188,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 14 2016,19.024,157,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 15 2016,20.264,142,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 16 2016,19.166,154,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 17 2016,21.443,160,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 18 2016,20.078,164,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 19 2016,20.041,193,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 20 2016,18.833,207,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 21 2016,18.506,173,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 22 2016,18.794,161,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 23 2016,18.275,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 24 2016,16.98,186,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 25 2016,17.312,231,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 26 2016,17.448,242,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 27 2016,17.372,203,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 28 2016,17.594,179,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 29 2016,16.967,214,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Nov 30 2016,18.287,156,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 01 2016,18.615,173,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 02 2016,19.288,193,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 03 2016,19.69,205,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 04 2016,19.574,197,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 05 2016,19.273,137,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 06 2016,19.464,143,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 07 2016,19.62,152,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 08 2016,19.691,168,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 09 2016,20.144,173,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 10 2016,20.314,187,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 11 2016,20.04,195,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 12 2016,20.207,160,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 13 2016,20.048,153,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 14 2016,19.624,134,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 15 2016,20.229,158,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 16 2016,19.642,195,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 17 2016,19.59,194,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 18 2016,19.63,184,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 19 2016,19.014,198,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 20 2016,18.992,190,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 21 2016,19.65,182,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 22 2016,18.485,214,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 23 2016,17.48,219,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 24 2016,18.928,277,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 25 2016,20.783,357,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 26 2016,21.148,335,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 27 2016,21.568,263,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 28 2016,20.537,269,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 29 2016,20.857,224,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 30 2016,21.341,216,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Dec 31 2016,21.381,188,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 01 2017,20.559,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 02 2017,20.866,214,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 03 2017,21.907,176,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 04 2017,22.695,160,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 05 2017,22.817,159,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 06 2017,22.796,181,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 07 2017,23.028,196,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 08 2017,22.507,178,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 09 2017,22.951,146,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 10 2017,22.78,164,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 11 2017,22.658,160,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 12 2017,22.9,146,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 13 2017,22.365,195,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 14 2017,23.512,190,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 15 2017,23.227,175,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 16 2017,23.44,147,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 17 2017,24.366,167,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 18 2017,23.646,138,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 19 2017,22.696,124,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 20 2017,23.115,161,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 21 2017,23.312,177,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 22 2017,23.007,164,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 23 2017,23.001,174,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 24 2017,23.447,170,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 25 2017,24.261,172,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 26 2017,24.394,185,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 27 2017,24.709,195,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 28 2017,25.685,223,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 29 2017,25.535,247,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 30 2017,26.355,177,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Jan 31 2017,25.64,173,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 01 2017,26.504,161,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 02 2017,27.467,150,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 03 2017,26.607,160,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 04 2017,26.097,205,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 05 2017,26.148,208,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 06 2017,26.112,160,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 07 2017,25.609,173,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 08 2017,25.991,131,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 09 2017,26.06,147,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 10 2017,26.403,138,AK-47 | Redline,AK-47,Redline,Field-Tested,1
Feb 11 2017,26.712,189,AK-47 | Redline,AK-47,Redline,Field-Tested,1
