date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak
Feb 24 2016,2016-02-24,9.512,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 25 2016,2016-02-25,9.296,48,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 26 2016,2016-02-26,8.858,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 27 2016,2016-02-27,8.958,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 28 2016,2016-02-28,8.985,50,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 29 2016,2016-02-29,9.06,56,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 01 2016,2016-03-01,9.108,67,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 02 2016,2016-03-02,9.619,50,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 03 2016,2016-03-03,9.193,57,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 04 2016,2016-03-04,9.037,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 05 2016,2016-03-05,8.947,76,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 06 2016,2016-03-06,9.161,65,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 07 2016,2016-03-07,9.173,48,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 08 2016,2016-03-08,8.864,62,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 09 2016,2016-03-09,9.354,45,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 10 2016,2016-03-10,10.09,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 11 2016,2016-03-11,10.34,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 12 2016,2016-03-12,10.227,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 13 2016,2016-03-13,9.736,48,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 14 2016,2016-03-14,10.71,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 15 2016,2016-03-15,10.417,50,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 16 2016,2016-03-16,10.164,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 17 2016,2016-03-17,10.243,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 18 2016,2016-03-18,10.102,63,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 19 2016,2016-03-19,10.534,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 20 2016,2016-03-20,10.786,66,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 21 2016,2016-03-21,10.417,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 22 2016,2016-03-22,10.417,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 23 2016,2016-03-23,12.192,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 24 2016,2016-03-24,9.834,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 25 2016,2016-03-25,9.911,50,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 26 2016,2016-03-26,9.681,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 27 2016,2016-03-27,9.68,54,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 28 2016,2016-03-28,9.85,44,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 29 2016,2016-03-29,10.05,60,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 30 2016,2016-03-30,10.478,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 31 2016,2016-03-31,10.848,59,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 01 2016,2016-04-01,11.528,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 02 2016,2016-04-02,11.804,57,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 03 2016,2016-04-03,10.629,76,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 04 2016,2016-04-04,11.682,60,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 05 2016,2016-04-05,11.338,47,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 06 2016,2016-04-06,12.601,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 07 2016,2016-04-07,12.194,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 08 2016,2016-04-08,11.96,41,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 09 2016,2016-04-09,12.017,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 10 2016,2016-04-10,11.81,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 11 2016,2016-04-11,12.111,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 12 2016,2016-04-12,11.797,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 13 2016,2016-04-13,12.516,44,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 14 2016,2016-04-14,11.677,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 15 2016,2016-04-15,11.807,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 16 2016,2016-04-16,11.928,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 17 2016,2016-04-17,11.17,54,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 18 2016,2016-04-18,11.125,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 19 2016,2016-04-19,11.663,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 20 2016,2016-04-20,11.534,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 21 2016,2016-04-21,11.73,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 22 2016,2016-04-22,11.928,45,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 23 2016,2016-04-23,12.172,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 24 2016,2016-04-24,11.173,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 25 2016,2016-04-25,10.863,45,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 26 2016,2016-04-26,11.036,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 27 2016,2016-04-27,11.349,53,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 28 2016,2016-04-28,10.998,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 29 2016,2016-04-29,11.3,53,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 30 2016,2016-04-30,12.022,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 01 2016,2016-05-01,11.763,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 02 2016,2016-05-02,11.806,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 03 2016,2016-05-03,11.923,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 04 2016,2016-05-04,12.428,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 05 2016,2016-05-05,12.96,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 06 2016,2016-05-06,12.715,25,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 07 2016,2016-05-07,11.704,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 08 2016,2016-05-08,11.912,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 09 2016,2016-05-09,12.768,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 10 2016,2016-05-10,11.936,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 11 2016,2016-05-11,11.629,41,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 12 2016,2016-05-12,11.588,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 13 2016,2016-05-13,12.074,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 14 2016,2016-05-14,11.505,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 15 2016,2016-05-15,10.951,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 16 2016,2016-05-16,11.021,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 17 2016,2016-05-17,11.175,37,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 18 2016,2016-05-18,10.643,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 19 2016,2016-05-19,11.178,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 20 2016,2016-05-20,10.442,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 21 2016,2016-05-21,10.65,44,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 22 2016,2016-05-22,10.456,47,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 23 2016,2016-05-23,10.243,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 24 2016,2016-05-24,10.28,45,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 25 2016,2016-05-25,10.299,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 26 2016,2016-05-26,9.461,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 27 2016,2016-05-27,10.318,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 28 2016,2016-05-28,10.435,48,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 29 2016,2016-05-29,10.452,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 30 2016,2016-05-30,10.919,25,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 31 2016,2016-05-31,10.703,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 01 2016,2016-06-01,10.679,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 02 2016,2016-06-02,10.44,47,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 03 2016,2016-06-03,10.265,59,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 04 2016,2016-06-04,9.936,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 05 2016,2016-06-05,10.045,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 06 2016,2016-06-06,9.666,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 07 2016,2016-06-07,10.024,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 08 2016,2016-06-08,10.294,37,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 09 2016,2016-06-09,10.099,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 10 2016,2016-06-10,10.126,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 11 2016,2016-06-11,10.164,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 12 2016,2016-06-12,10.992,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 13 2016,2016-06-13,10.799,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 14 2016,2016-06-14,10.1,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 15 2016,2016-06-15,10.555,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 16 2016,2016-06-16,10.091,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 17 2016,2016-06-17,10.537,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 18 2016,2016-06-18,10.509,46,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 19 2016,2016-06-19,10.074,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 20 2016,2016-06-20,9.467,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 21 2016,2016-06-21,9.321,46,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 22 2016,2016-06-22,9.384,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 23 2016,2016-06-23,7.518,60,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 24 2016,2016-06-24,7.65,62,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 25 2016,2016-06-25,7.325,62,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 26 2016,2016-06-26,7.428,48,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 27 2016,2016-06-27,7.252,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 28 2016,2016-06-28,7.841,46,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 29 2016,2016-06-29,8.019,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 30 2016,2016-06-30,7.768,50,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 01 2016,2016-07-01,7.759,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 02 2016,2016-07-02,7.608,59,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 03 2016,2016-07-03,7.186,58,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 04 2016,2016-07-04,7.929,65,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 05 2016,2016-07-05,9.094,47,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 06 2016,2016-07-06,9.682,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 07 2016,2016-07-07,9.744,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 08 2016,2016-07-08,9.801,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 09 2016,2016-07-09,9.976,53,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 10 2016,2016-07-10,9.196,64,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 11 2016,2016-07-11,10.568,56,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 12 2016,2016-07-12,10.451,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 13 2016,2016-07-13,10.56,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 14 2016,2016-07-14,9.88,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 15 2016,2016-07-15,10.049,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 16 2016,2016-07-16,10.862,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 17 2016,2016-07-17,10.791,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 18 2016,2016-07-18,9.697,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 19 2016,2016-07-19,10.328,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 20 2016,2016-07-20,10.072,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 21 2016,2016-07-21,9.91,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 22 2016,2016-07-22,9.7,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 23 2016,2016-07-23,9.307,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 24 2016,2016-07-24,10.7,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 25 2016,2016-07-25,9.494,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 26 2016,2016-07-26,9.199,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 27 2016,2016-07-27,8.819,48,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 28 2016,2016-07-28,8.737,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 29 2016,2016-07-29,9.529,41,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 30 2016,2016-07-30,9.57,47,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 31 2016,2016-07-31,10.087,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 01 2016,2016-08-01,10.096,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 02 2016,2016-08-02,9.475,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 03 2016,2016-08-03,9.117,37,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 04 2016,2016-08-04,9.044,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 05 2016,2016-08-05,9.189,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 06 2016,2016-08-06,9.063,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 07 2016,2016-08-07,8.571,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 08 2016,2016-08-08,8.998,27,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 09 2016,2016-08-09,9.065,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 10 2016,2016-08-10,8.768,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 11 2016,2016-08-11,8.843,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 12 2016,2016-08-12,8.417,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 13 2016,2016-08-13,8.529,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 14 2016,2016-08-14,8.807,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 15 2016,2016-08-15,9.21,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 16 2016,2016-08-16,8.982,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 17 2016,2016-08-17,8.664,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 18 2016,2016-08-18,8.4,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 19 2016,2016-08-19,8.308,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 20 2016,2016-08-20,8.233,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 21 2016,2016-08-21,8.347,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 22 2016,2016-08-22,9.014,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 23 2016,2016-08-23,9.36,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 24 2016,2016-08-24,8.808,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 25 2016,2016-08-25,8.79,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 26 2016,2016-08-26,8.926,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 27 2016,2016-08-27,8.651,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 28 2016,2016-08-28,9.185,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 29 2016,2016-08-29,10.079,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 30 2016,2016-08-30,10.203,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Aug 31 2016,2016-08-31,10.022,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 01 2016,2016-09-01,9.665,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 02 2016,2016-09-02,9.697,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 03 2016,2016-09-03,9.516,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 04 2016,2016-09-04,9.105,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 05 2016,2016-09-05,9.123,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 06 2016,2016-09-06,9.24,37,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 07 2016,2016-09-07,9.266,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 08 2016,2016-09-08,10.134,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 09 2016,2016-09-09,9.895,37,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 10 2016,2016-09-10,9.908,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 11 2016,2016-09-11,9.64,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 12 2016,2016-09-12,9.723,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 13 2016,2016-09-13,9.532,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 14 2016,2016-09-14,9.974,41,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 15 2016,2016-09-15,9.521,25,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 16 2016,2016-09-16,9.22,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 17 2016,2016-09-17,9.185,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 18 2016,2016-09-18,9.391,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 19 2016,2016-09-19,10.609,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 20 2016,2016-09-20,9.588,27,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 21 2016,2016-09-21,10.761,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 22 2016,2016-09-22,10.253,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 23 2016,2016-09-23,10.08,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 24 2016,2016-09-24,10.063,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 25 2016,2016-09-25,9.586,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 26 2016,2016-09-26,9.706,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 27 2016,2016-09-27,9.448,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 28 2016,2016-09-28,9.704,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 29 2016,2016-09-29,9.355,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Sep 30 2016,2016-09-30,10.077,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 01 2016,2016-10-01,9.912,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 02 2016,2016-10-02,9.315,47,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 03 2016,2016-10-03,10.023,27,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 04 2016,2016-10-04,9.458,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 05 2016,2016-10-05,10.293,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 06 2016,2016-10-06,9.206,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 07 2016,2016-10-07,9.555,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 08 2016,2016-10-08,9.345,40,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 09 2016,2016-10-09,8.908,44,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 10 2016,2016-10-10,9.169,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 11 2016,2016-10-11,9.778,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 12 2016,2016-10-12,9.785,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 13 2016,2016-10-13,9.931,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 14 2016,2016-10-14,9.885,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 15 2016,2016-10-15,10.023,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 16 2016,2016-10-16,10.12,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 17 2016,2016-10-17,9.99,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 18 2016,2016-10-18,9.431,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 19 2016,2016-10-19,10.131,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 20 2016,2016-10-20,10.897,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 21 2016,2016-10-21,10.676,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 22 2016,2016-10-22,9.652,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 23 2016,2016-10-23,9.751,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 24 2016,2016-10-24,9.494,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 25 2016,2016-10-25,8.726,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 26 2016,2016-10-26,9.121,27,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 27 2016,2016-10-27,8.834,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 28 2016,2016-10-28,8.558,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 29 2016,2016-10-29,8.423,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 30 2016,2016-10-30,8.804,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 31 2016,2016-10-31,9.247,27,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 01 2016,2016-11-01,9.204,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 02 2016,2016-11-02,9.748,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 03 2016,2016-11-03,10.169,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 04 2016,2016-11-04,10.345,25,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 05 2016,2016-11-05,9.571,39,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 06 2016,2016-11-06,9.941,24,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 07 2016,2016-11-07,11.688,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 08 2016,2016-11-08,10.153,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 09 2016,2016-11-09,9.509,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 10 2016,2016-11-10,9.844,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 11 2016,2016-11-11,9.803,31,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 12 2016,2016-11-12,10.323,37,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 13 2016,2016-11-13,9.806,25,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 14 2016,2016-11-14,10.146,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 15 2016,2016-11-15,9.623,29,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 16 2016,2016-11-16,10.724,25,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 17 2016,2016-11-17,12.164,27,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 18 2016,2016-11-18,11.357,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
