date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak
Oct 08 2019,2019-10-08,23.547,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 09 2019,2019-10-09,24.22,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 10 2019,2019-10-10,22.41,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 11 2019,2019-10-11,22.782,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 12 2019,2019-10-12,22.313,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 13 2019,2019-10-13,21.904,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 14 2019,2019-10-14,24.619,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 15 2019,2019-10-15,22.668,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 16 2019,2019-10-16,21.886,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 17 2019,2019-10-17,19.321,1,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 18 2019,2019-10-18,25.05,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 19 2019,2019-10-19,20.68,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 20 2019,2019-10-20,22.115,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 21 2019,2019-10-21,20.206,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 22 2019,2019-10-22,22.375,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 23 2019,2019-10-23,23.581,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 24 2019,2019-10-24,19.641,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 25 2019,2019-10-25,20.64,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 26 2019,2019-10-26,20.838,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 27 2019,2019-10-27,20.374,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 28 2019,2019-10-28,18.584,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 29 2019,2019-10-29,19.808,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 30 2019,2019-10-30,20.917,3,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Oct 31 2019,2019-10-31,20.49,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 01 2019,2019-11-01,21.244,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 02 2019,2019-11-02,21.0,4,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 03 2019,2019-11-03,20.945,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 04 2019,2019-11-04,20.738,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 05 2019,2019-11-05,20.619,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 06 2019,2019-11-06,20.94,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 07 2019,2019-11-07,20.532,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 08 2019,2019-11-08,22.243,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 09 2019,2019-11-09,21.299,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 10 2019,2019-11-10,22.135,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 11 2019,2019-11-11,22.579,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 12 2019,2019-11-12,25.695,2,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 13 2019,2019-11-13,21.148,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 14 2019,2019-11-14,21.09,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 15 2019,2019-11-15,21.076,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 16 2019,2019-11-16,19.977,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 17 2019,2019-11-17,19.341,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 18 2019,2019-11-18,18.94,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 19 2019,2019-11-19,15.691,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 20 2019,2019-11-20,15.001,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 21 2019,2019-11-21,16.651,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 22 2019,2019-11-22,18.04,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 23 2019,2019-11-23,16.589,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 24 2019,2019-11-24,16.581,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 25 2019,2019-11-25,15.418,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 26 2019,2019-11-26,17.083,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 27 2019,2019-11-27,17.0,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 28 2019,2019-11-28,17.477,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 29 2019,2019-11-29,16.643,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Nov 30 2019,2019-11-30,16.235,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 01 2019,2019-12-01,17.667,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 02 2019,2019-12-02,16.778,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 03 2019,2019-12-03,16.6,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 04 2019,2019-12-04,16.986,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 05 2019,2019-12-05,20.974,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 06 2019,2019-12-06,16.497,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 07 2019,2019-12-07,17.882,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 08 2019,2019-12-08,17.241,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 09 2019,2019-12-09,16.997,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 10 2019,2019-12-10,18.341,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 11 2019,2019-12-11,18.126,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 12 2019,2019-12-12,18.226,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 13 2019,2019-12-13,18.741,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 14 2019,2019-12-14,18.154,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 15 2019,2019-12-15,18.185,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 16 2019,2019-12-16,18.705,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 17 2019,2019-12-17,17.556,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 18 2019,2019-12-18,20.547,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 19 2019,2019-12-19,18.392,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 20 2019,2019-12-20,19.1,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 21 2019,2019-12-21,18.425,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 22 2019,2019-12-22,17.953,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 23 2019,2019-12-23,18.213,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 24 2019,2019-12-24,19.742,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 25 2019,2019-12-25,17.425,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 26 2019,2019-12-26,19.086,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 27 2019,2019-12-27,19.181,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 28 2019,2019-12-28,19.725,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 29 2019,2019-12-29,20.167,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 30 2019,2019-12-30,19.779,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Dec 31 2019,2019-12-31,19.846,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 01 2020,2020-01-01,20.889,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 02 2020,2020-01-02,21.532,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 03 2020,2020-01-03,19.847,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 04 2020,2020-01-04,20.444,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 05 2020,2020-01-05,20.644,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 06 2020,2020-01-06,24.775,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 07 2020,2020-01-07,22.717,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 08 2020,2020-01-08,22.252,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 09 2020,2020-01-09,21.132,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 10 2020,2020-01-10,23.311,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 11 2020,2020-01-11,22.382,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 12 2020,2020-01-12,22.9,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 13 2020,2020-01-13,22.616,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 14 2020,2020-01-14,23.214,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 15 2020,2020-01-15,23.78,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 16 2020,2020-01-16,23.08,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 17 2020,2020-01-17,28.372,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 18 2020,2020-01-18,24.494,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 19 2020,2020-01-19,23.361,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 20 2020,2020-01-20,23.13,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 21 2020,2020-01-21,22.989,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 22 2020,2020-01-22,22.875,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 23 2020,2020-01-23,25.296,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 24 2020,2020-01-24,22.536,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 25 2020,2020-01-25,22.116,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 26 2020,2020-01-26,21.046,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 27 2020,2020-01-27,21.372,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 28 2020,2020-01-28,23.882,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 29 2020,2020-01-29,20.361,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 30 2020,2020-01-30,20.84,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jan 31 2020,2020-01-31,20.482,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 01 2020,2020-02-01,21.193,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 02 2020,2020-02-02,21.972,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 03 2020,2020-02-03,23.285,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 04 2020,2020-02-04,21.852,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 05 2020,2020-02-05,22.116,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 06 2020,2020-02-06,22.043,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 07 2020,2020-02-07,22.373,4,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 08 2020,2020-02-08,24.775,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 09 2020,2020-02-09,22.136,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 10 2020,2020-02-10,18.807,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 11 2020,2020-02-11,23.362,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 12 2020,2020-02-12,24.877,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 13 2020,2020-02-13,22.534,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 14 2020,2020-02-14,20.194,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 15 2020,2020-02-15,22.32,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 16 2020,2020-02-16,21.127,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 17 2020,2020-02-17,21.82,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 18 2020,2020-02-18,22.595,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 19 2020,2020-02-19,22.002,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 20 2020,2020-02-20,21.983,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 21 2020,2020-02-21,22.053,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 22 2020,2020-02-22,21.363,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 23 2020,2020-02-23,20.573,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 24 2020,2020-02-24,22.005,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 25 2020,2020-02-25,21.676,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 26 2020,2020-02-26,20.568,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 27 2020,2020-02-27,20.275,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 28 2020,2020-02-28,19.958,6,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Feb 29 2020,2020-02-29,19.964,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 01 2020,2020-03-01,21.139,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 02 2020,2020-03-02,20.905,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 03 2020,2020-03-03,20.227,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 04 2020,2020-03-04,21.331,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 05 2020,2020-03-05,21.511,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 06 2020,2020-03-06,20.575,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 07 2020,2020-03-07,21.677,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 08 2020,2020-03-08,20.563,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 09 2020,2020-03-09,22.273,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 10 2020,2020-03-10,20.259,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 11 2020,2020-03-11,20.69,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 12 2020,2020-03-12,21.893,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 13 2020,2020-03-13,20.048,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 14 2020,2020-03-14,20.675,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 15 2020,2020-03-15,21.829,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 16 2020,2020-03-16,21.481,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 17 2020,2020-03-17,20.019,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 18 2020,2020-03-18,19.24,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 19 2020,2020-03-19,18.874,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 20 2020,2020-03-20,19.415,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 21 2020,2020-03-21,19.835,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 22 2020,2020-03-22,19.596,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 23 2020,2020-03-23,19.248,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 24 2020,2020-03-24,18.602,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 25 2020,2020-03-25,18.717,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 26 2020,2020-03-26,18.412,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 27 2020,2020-03-27,18.521,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 28 2020,2020-03-28,17.975,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 29 2020,2020-03-29,18.934,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 30 2020,2020-03-30,18.73,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Mar 31 2020,2020-03-31,18.846,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 01 2020,2020-04-01,18.525,23,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 02 2020,2020-04-02,18.613,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 03 2020,2020-04-03,18.87,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 04 2020,2020-04-04,19.854,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 05 2020,2020-04-05,18.901,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 06 2020,2020-04-06,19.826,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 07 2020,2020-04-07,18.777,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 08 2020,2020-04-08,19.294,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 09 2020,2020-04-09,20.263,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 10 2020,2020-04-10,19.413,26,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 11 2020,2020-04-11,20.02,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 12 2020,2020-04-12,19.708,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 13 2020,2020-04-13,18.892,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 14 2020,2020-04-14,20.397,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 15 2020,2020-04-15,20.173,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 16 2020,2020-04-16,19.709,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 17 2020,2020-04-17,20.468,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 18 2020,2020-04-18,20.391,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 19 2020,2020-04-19,21.114,5,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 20 2020,2020-04-20,21.269,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 21 2020,2020-04-21,20.957,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 22 2020,2020-04-22,20.703,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 23 2020,2020-04-23,21.391,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 24 2020,2020-04-24,21.246,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 25 2020,2020-04-25,19.971,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 26 2020,2020-04-26,20.233,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 27 2020,2020-04-27,20.19,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 28 2020,2020-04-28,20.08,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 29 2020,2020-04-29,20.452,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Apr 30 2020,2020-04-30,21.288,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 01 2020,2020-05-01,20.945,23,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 02 2020,2020-05-02,20.781,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 03 2020,2020-05-03,20.665,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 04 2020,2020-05-04,20.771,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 05 2020,2020-05-05,21.227,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 06 2020,2020-05-06,22.491,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 07 2020,2020-05-07,21.881,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 08 2020,2020-05-08,20.917,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 09 2020,2020-05-09,20.652,20,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 10 2020,2020-05-10,20.567,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 11 2020,2020-05-11,21.695,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 12 2020,2020-05-12,22.898,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 13 2020,2020-05-13,22.495,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 14 2020,2020-05-14,21.181,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 15 2020,2020-05-15,21.268,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 16 2020,2020-05-16,21.774,23,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 17 2020,2020-05-17,21.351,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 18 2020,2020-05-18,20.752,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 19 2020,2020-05-19,21.353,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 20 2020,2020-05-20,21.215,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 21 2020,2020-05-21,21.033,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 22 2020,2020-05-22,22.169,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 23 2020,2020-05-23,22.653,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 24 2020,2020-05-24,22.73,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 25 2020,2020-05-25,21.765,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 26 2020,2020-05-26,23.498,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 27 2020,2020-05-27,18.811,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 28 2020,2020-05-28,21.353,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 29 2020,2020-05-29,19.978,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 30 2020,2020-05-30,20.029,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
May 31 2020,2020-05-31,20.826,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 01 2020,2020-06-01,20.381,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 02 2020,2020-06-02,21.414,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 03 2020,2020-06-03,21.178,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 04 2020,2020-06-04,20.752,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 05 2020,2020-06-05,21.014,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 06 2020,2020-06-06,20.635,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 07 2020,2020-06-07,20.732,19,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 08 2020,2020-06-08,20.744,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 09 2020,2020-06-09,21.148,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 10 2020,2020-06-10,20.933,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 11 2020,2020-06-11,21.178,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 12 2020,2020-06-12,26.951,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 13 2020,2020-06-13,21.551,15,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 14 2020,2020-06-14,20.324,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 15 2020,2020-06-15,20.144,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 16 2020,2020-06-16,21.625,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 17 2020,2020-06-17,20.006,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 18 2020,2020-06-18,21.479,10,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 19 2020,2020-06-19,21.618,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 20 2020,2020-06-20,21.01,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 21 2020,2020-06-21,20.871,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 22 2020,2020-06-22,22.116,8,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 23 2020,2020-06-23,20.096,14,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 24 2020,2020-06-24,20.156,11,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 25 2020,2020-06-25,19.926,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 26 2020,2020-06-26,21.348,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 27 2020,2020-06-27,20.271,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 28 2020,2020-06-28,19.901,18,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 29 2020,2020-06-29,20.165,12,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jun 30 2020,2020-06-30,20.22,13,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 01 2020,2020-07-01,20.856,9,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
Jul 02 2020,2020-07-02,20.883,7,AK-47 | Redline,AK-47,Redline,Battle-Scarred,1
