date,median_price,volume_sold,item,weapon,skin,wear,stattrak
Feb 21 2014,41.08,6,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 22 2014,37.436,14,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 23 2014,32.013,17,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 24 2014,31.277,14,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 25 2014,38.594,16,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 26 2014,39.8,6,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 27 2014,39.055,8,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 28 2014,44.063,12,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 01 2014,33.973,18,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 02 2014,33.451,18,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 03 2014,30.69,22,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 04 2014,36.548,21,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 05 2014,31.22,8,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 06 2014,33.762,11,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 07 2014,35.084,15,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 08 2014,39.16,6,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 09 2014,30.507,16,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 10 2014,29.486,21,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 11 2014,29.903,19,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 12 2014,28.176,15,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 13 2014,28.919,13,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 14 2014,33.56,14,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 15 2014,30.608,17,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 16 2014,31.971,23,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 17 2014,32.615,12,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 18 2014,32.849,11,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 19 2014,29.233,17,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 20 2014,27.879,16,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 21 2014,28.463,21,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 22 2014,29.957,23,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 23 2014,28.192,17,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 24 2014,28.738,20,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 25 2014,30.565,15,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 26 2014,31.994,15,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 27 2014,33.241,11,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 28 2014,30.364,23,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 29 2014,29.391,21,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 30 2014,29.144,22,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 31 2014,29.358,21,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 01 2014,31.184,14,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 02 2014,29.287,19,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 03 2014,26.772,26,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 04 2014,27.679,17,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 05 2014,27.096,16,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 06 2014,26.218,21,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 07 2014,26.517,20,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 08 2014,27.169,25,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 09 2014,25.626,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 10 2014,26.432,31,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 11 2014,24.552,30,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 12 2014,26.496,36,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 13 2014,27.834,33,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 14 2014,26.952,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 15 2014,27.392,16,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 16 2014,25.115,29,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 17 2014,24.44,34,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 18 2014,26.858,27,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 19 2014,25.626,25,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 20 2014,23.381,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 21 2014,24.406,29,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 22 2014,24.772,31,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 23 2014,23.633,37,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 24 2014,24.058,35,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 25 2014,26.276,39,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 26 2014,25.727,35,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 27 2014,25.325,26,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 28 2014,23.623,32,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 29 2014,24.012,35,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 30 2014,25.776,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 01 2014,25.384,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 02 2014,20.845,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 03 2014,21.242,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 04 2014,19.871,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 05 2014,19.355,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 06 2014,19.593,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 07 2014,22.047,35,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 08 2014,21.256,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 09 2014,19.273,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 10 2014,18.035,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 11 2014,15.716,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 12 2014,14.735,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 13 2014,17.614,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 14 2014,17.466,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 15 2014,16.689,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 16 2014,15.74,39,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 17 2014,16.171,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 18 2014,15.754,34,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 19 2014,14.989,33,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 20 2014,14.968,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 21 2014,17.097,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 22 2014,15.656,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 23 2014,15.189,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 24 2014,15.327,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 25 2014,15.013,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 26 2014,14.859,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 27 2014,16.128,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 28 2014,14.559,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 29 2014,14.417,32,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 30 2014,13.594,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 31 2014,14.414,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 01 2014,13.243,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 02 2014,13.661,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 03 2014,14.855,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 04 2014,13.392,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 05 2014,12.934,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 06 2014,12.45,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 07 2014,12.678,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 08 2014,12.445,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 09 2014,12.803,45,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 10 2014,13.151,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 11 2014,13.326,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 12 2014,12.666,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 13 2014,13.019,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 14 2014,13.782,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 15 2014,13.843,70,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 16 2014,15.069,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 17 2014,12.534,81,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 18 2014,12.449,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 19 2014,11.967,57,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 20 2014,10.56,83,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 21 2014,10.762,66,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 22 2014,10.596,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 23 2014,9.769,69,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 24 2014,9.299,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 25 2014,9.323,61,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 26 2014,9.991,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 27 2014,10.876,61,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 28 2014,10.979,69,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 29 2014,11.726,76,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 30 2014,11.208,80,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 01 2014,12.049,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 02 2014,9.752,105,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 03 2014,10.102,76,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 04 2014,10.755,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 05 2014,10.193,70,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 06 2014,10.778,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 07 2014,11.622,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 08 2014,11.091,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 09 2014,11.091,70,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 10 2014,11.637,77,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 11 2014,10.348,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 12 2014,11.094,69,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 13 2014,11.315,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 14 2014,11.15,76,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 15 2014,11.63,82,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 16 2014,11.288,84,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 17 2014,10.948,78,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 18 2014,11.425,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 19 2014,11.099,69,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 20 2014,10.496,80,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 21 2014,10.568,78,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 22 2014,11.215,84,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 23 2014,11.262,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 24 2014,10.932,73,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 25 2014,11.839,77,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 26 2014,11.299,88,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 27 2014,11.829,74,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 28 2014,11.605,91,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 29 2014,11.291,104,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 30 2014,12.296,82,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 31 2014,13.058,84,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 01 2014,13.587,86,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 02 2014,14.972,91,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 03 2014,13.379,82,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 04 2014,11.917,124,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 05 2014,12.849,85,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 06 2014,12.118,99,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 07 2014,13.15,90,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 08 2014,12.995,79,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 09 2014,12.952,70,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 10 2014,12.542,69,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 11 2014,12.598,83,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 12 2014,11.846,86,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 13 2014,12.201,108,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 14 2014,14.913,88,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 15 2014,14.271,106,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 16 2014,14.569,96,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 17 2014,12.739,121,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 18 2014,11.98,90,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 19 2014,12.713,91,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 20 2014,12.84,100,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 21 2014,12.941,77,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 22 2014,12.747,89,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 23 2014,11.969,104,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 24 2014,12.844,103,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 25 2014,13.296,93,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 26 2014,13.662,81,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 27 2014,12.692,98,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 28 2014,12.342,121,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 29 2014,13.636,124,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 30 2014,13.46,117,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 31 2014,12.579,106,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 01 2014,13.441,116,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 02 2014,13.511,92,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 03 2014,14.196,87,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 04 2014,14.278,91,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 05 2014,13.794,94,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 06 2014,13.838,86,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 07 2014,13.909,84,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 08 2014,13.926,91,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 09 2014,13.397,93,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 10 2014,13.978,83,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 11 2014,13.153,86,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 12 2014,12.634,100,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 13 2014,11.681,129,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 14 2014,11.77,108,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 15 2014,12.619,94,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 16 2014,12.779,85,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 17 2014,12.286,106,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 18 2014,13.062,97,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 19 2014,12.916,108,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 20 2014,11.871,120,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 21 2014,12.147,107,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 22 2014,11.708,80,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 23 2014,11.86,81,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 24 2014,11.474,95,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 25 2014,12.281,70,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 26 2014,11.711,116,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 27 2014,11.413,116,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 28 2014,11.344,97,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 29 2014,11.292,93,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 30 2014,11.272,109,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 01 2014,11.495,86,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 02 2014,11.431,111,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 03 2014,11.908,112,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 04 2014,11.265,137,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 05 2014,11.237,125,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 06 2014,11.283,121,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 07 2014,11.215,105,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 08 2014,11.475,114,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 09 2014,11.086,115,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 10 2014,11.114,134,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 11 2014,11.069,126,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 12 2014,11.094,116,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 13 2014,11.148,114,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 14 2014,11.603,88,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 15 2014,11.65,91,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 16 2014,11.337,96,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 17 2014,10.797,124,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 18 2014,10.108,131,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 19 2014,9.982,126,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 20 2014,10.747,111,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 21 2014,10.911,92,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 22 2014,10.993,99,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 23 2014,10.508,106,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 24 2014,10.999,142,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 25 2014,11.66,128,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 26 2014,9.795,153,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 27 2014,9.984,124,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 28 2014,9.684,122,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 29 2014,10.21,101,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 30 2014,10.928,113,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 31 2014,10.1,168,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 01 2014,10.374,175,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 02 2014,9.63,150,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 03 2014,9.356,129,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 04 2014,10.052,101,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 05 2014,9.603,124,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 06 2014,9.575,120,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 07 2014,9.325,146,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 08 2014,10.178,146,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 09 2014,9.435,106,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 10 2014,9.805,107,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 11 2014,9.742,128,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 12 2014,7.961,216,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 13 2014,7.683,148,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 14 2014,8.31,157,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 15 2014,8.376,127,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 16 2014,7.97,145,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 17 2014,7.541,139,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 18 2014,7.98,86,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 19 2014,7.883,116,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 20 2014,8.056,113,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 21 2014,7.861,130,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 22 2014,8.097,145,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 23 2014,7.36,141,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 24 2014,7.656,127,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 25 2014,8.477,113,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 26 2014,8.719,133,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 27 2014,9.035,185,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 28 2014,8.833,172,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 29 2014,12.957,18,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 30 2014,7.384,261,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 01 2014,7.87,155,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 02 2014,8.017,158,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 03 2014,8.486,125,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 04 2014,8.784,129,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 05 2014,9.461,140,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 06 2014,9.585,179,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 07 2014,9.415,164,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 08 2014,8.806,153,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 09 2014,8.869,155,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 10 2014,8.995,152,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 11 2014,9.515,142,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 12 2014,9.5,129,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 13 2014,9.455,174,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 14 2014,9.071,179,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 15 2014,9.176,141,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 16 2014,8.329,158,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 17 2014,8.409,168,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 18 2014,8.71,149,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 19 2014,8.843,191,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 20 2014,8.619,173,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 21 2014,8.415,155,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 22 2014,8.743,167,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 23 2014,8.94,145,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 24 2014,9.038,204,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 25 2014,10.336,196,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 26 2014,10.592,200,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 27 2014,10.734,194,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 28 2014,10.635,167,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 29 2014,10.088,204,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 30 2014,10.546,180,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 31 2014,10.503,161,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 01 2015,10.41,142,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 02 2015,10.575,220,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 03 2015,10.273,198,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 04 2015,10.189,186,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 05 2015,10.163,187,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 06 2015,10.032,174,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 07 2015,10.741,150,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 08 2015,10.615,173,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 09 2015,10.429,222,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 10 2015,9.961,233,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 11 2015,9.451,232,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 12 2015,9.712,205,AK-47 | Redline,AK-47,Redline,Well-Worn,0
