date,median_price,volume_sold,item,weapon,skin,wear,stattrak
May 19 2017,8.616,73,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 20 2017,8.921,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 21 2017,8.873,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 22 2017,8.773,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 23 2017,8.722,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 24 2017,6.672,175,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 25 2017,6.884,98,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 26 2017,7.134,118,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 27 2017,7.604,98,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 28 2017,7.699,84,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 29 2017,7.627,71,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 30 2017,7.896,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
May 31 2017,7.691,75,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 01 2017,7.997,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 02 2017,8.193,87,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 03 2017,8.156,87,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 04 2017,7.826,79,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 05 2017,8.331,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 06 2017,8.102,75,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 07 2017,7.776,75,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 08 2017,7.612,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 09 2017,7.676,88,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 10 2017,7.541,74,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 11 2017,7.43,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 12 2017,7.606,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 13 2017,7.824,57,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 14 2017,7.534,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 15 2017,7.971,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 16 2017,7.741,78,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 17 2017,7.912,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 18 2017,8.124,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 19 2017,8.613,57,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 20 2017,7.951,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 21 2017,7.483,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 22 2017,7.545,73,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 23 2017,6.349,109,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 24 2017,6.523,93,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 25 2017,6.603,75,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 26 2017,6.556,82,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 27 2017,6.97,79,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 28 2017,7.458,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 29 2017,7.329,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jun 30 2017,7.568,83,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 01 2017,7.405,80,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 02 2017,7.455,77,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 03 2017,7.404,82,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 04 2017,7.368,71,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 05 2017,7.592,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 06 2017,7.893,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 07 2017,7.888,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 08 2017,8.12,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 09 2017,7.863,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 10 2017,8.011,77,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 11 2017,8.25,65,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 12 2017,8.05,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 13 2017,8.012,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 14 2017,8.09,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 15 2017,8.211,57,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 16 2017,8.457,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 17 2017,8.776,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 18 2017,8.654,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 19 2017,8.591,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 20 2017,8.662,65,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 21 2017,8.664,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 22 2017,8.631,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 23 2017,8.518,81,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 24 2017,9.351,74,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 25 2017,9.003,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 26 2017,9.093,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 27 2017,9.155,73,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 28 2017,9.28,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 29 2017,9.538,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 30 2017,9.344,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jul 31 2017,9.797,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 01 2017,10.378,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 02 2017,9.254,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 03 2017,9.335,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 04 2017,9.486,74,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 05 2017,9.453,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 06 2017,9.317,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 07 2017,8.929,78,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 08 2017,8.881,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 09 2017,9.322,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 10 2017,9.162,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 11 2017,9.392,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 12 2017,9.684,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 13 2017,9.463,66,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 14 2017,9.299,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 15 2017,9.207,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 16 2017,9.315,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 17 2017,9.502,65,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 18 2017,9.087,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 19 2017,8.925,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 20 2017,9.12,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 21 2017,8.883,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 22 2017,8.488,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 23 2017,8.526,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 24 2017,8.841,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 25 2017,8.797,76,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 26 2017,8.844,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 27 2017,8.529,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 28 2017,8.443,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 29 2017,8.669,65,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 30 2017,8.961,45,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Aug 31 2017,9.026,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 01 2017,8.562,70,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 02 2017,8.937,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 03 2017,9.157,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 04 2017,9.547,66,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 05 2017,9.108,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 06 2017,9.421,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 07 2017,9.394,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 08 2017,9.651,61,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 09 2017,9.382,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 10 2017,9.362,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 11 2017,9.477,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 12 2017,9.495,37,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 13 2017,9.648,37,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 14 2017,9.527,45,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 15 2017,9.477,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 16 2017,9.409,64,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 17 2017,9.479,57,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 18 2017,8.954,35,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 19 2017,9.482,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 20 2017,9.253,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 21 2017,9.05,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 22 2017,8.64,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 23 2017,8.548,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 24 2017,8.549,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 25 2017,8.924,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 26 2017,9.108,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 27 2017,8.742,61,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 28 2017,8.64,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 29 2017,8.531,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Sep 30 2017,8.784,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 01 2017,8.436,44,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 02 2017,9.043,69,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 03 2017,8.698,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 04 2017,8.695,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 05 2017,8.304,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 06 2017,8.77,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 07 2017,8.661,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 08 2017,8.525,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 09 2017,8.46,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 10 2017,8.567,64,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 11 2017,8.592,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 12 2017,8.627,39,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 13 2017,9.075,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 14 2017,9.32,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 15 2017,9.094,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 16 2017,8.748,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 17 2017,9.045,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 18 2017,9.055,33,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 19 2017,8.73,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 20 2017,8.749,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 21 2017,9.203,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 22 2017,8.629,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 23 2017,8.73,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 24 2017,8.662,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 25 2017,8.693,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 26 2017,8.655,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 27 2017,8.033,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 28 2017,7.999,61,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 29 2017,8.273,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 30 2017,8.319,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Oct 31 2017,8.101,39,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 01 2017,8.082,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 02 2017,8.196,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 03 2017,8.394,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 04 2017,8.238,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 05 2017,8.2,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 06 2017,8.507,36,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 07 2017,8.608,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 08 2017,7.882,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 09 2017,7.682,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 10 2017,7.934,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 11 2017,8.049,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 12 2017,7.909,60,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 13 2017,7.801,44,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 14 2017,7.962,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 15 2017,7.919,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 16 2017,7.938,44,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 17 2017,7.832,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 18 2017,7.817,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 19 2017,7.768,63,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 20 2017,7.848,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 21 2017,7.73,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 22 2017,7.594,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 23 2017,7.001,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 24 2017,7.028,79,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 25 2017,6.907,61,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 26 2017,6.933,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 27 2017,6.995,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 28 2017,6.923,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 29 2017,7.081,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Nov 30 2017,7.302,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 01 2017,7.658,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 02 2017,7.784,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 03 2017,7.744,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 04 2017,7.635,44,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 05 2017,8.087,37,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 06 2017,8.264,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 07 2017,8.505,45,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 08 2017,8.072,57,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 09 2017,8.284,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 10 2017,8.551,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 11 2017,8.415,37,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 12 2017,8.721,39,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 13 2017,8.872,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 14 2017,8.69,32,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 15 2017,7.875,35,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 16 2017,8.155,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 17 2017,8.309,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 18 2017,8.632,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 19 2017,9.181,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 20 2017,8.512,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 21 2017,8.356,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 22 2017,7.777,84,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 23 2017,7.736,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 24 2017,8.713,78,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 25 2017,9.785,89,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 26 2017,9.789,79,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 27 2017,9.924,76,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 28 2017,9.853,70,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 29 2017,9.481,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 30 2017,9.924,64,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Dec 31 2017,9.744,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 01 2018,9.79,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 02 2018,9.643,72,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 03 2018,9.401,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 04 2018,9.538,49,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 05 2018,9.857,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 06 2018,9.901,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 07 2018,9.934,32,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 08 2018,9.757,57,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 09 2018,9.816,45,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 10 2018,9.757,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 11 2018,9.684,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 12 2018,9.909,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 13 2018,9.814,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 14 2018,9.914,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 15 2018,9.873,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 16 2018,10.554,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 17 2018,10.164,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 18 2018,9.938,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 19 2018,9.967,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 20 2018,10.13,62,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 21 2018,10.432,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 22 2018,10.28,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 23 2018,10.864,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 24 2018,10.619,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 25 2018,10.316,39,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 26 2018,10.808,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 27 2018,10.023,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 28 2018,9.969,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 29 2018,10.092,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 30 2018,10.353,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Jan 31 2018,10.274,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 01 2018,10.579,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 02 2018,10.669,61,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 03 2018,10.312,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 04 2018,10.806,55,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 05 2018,9.954,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 06 2018,10.296,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 07 2018,10.381,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 08 2018,10.682,45,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 09 2018,10.524,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 10 2018,10.379,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 11 2018,10.203,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 12 2018,9.767,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 13 2018,10.649,44,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 14 2018,12.777,32,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 15 2018,10.156,36,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 16 2018,10.091,68,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 17 2018,10.237,54,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 18 2018,10.064,56,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 19 2018,9.766,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 20 2018,10.349,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 21 2018,11.862,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 22 2018,10.333,67,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 23 2018,10.777,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 24 2018,10.732,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 25 2018,10.645,51,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 26 2018,10.404,44,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 27 2018,10.868,50,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Feb 28 2018,10.159,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 01 2018,10.167,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 02 2018,10.032,59,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 03 2018,9.909,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 04 2018,10.288,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 05 2018,10.133,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 06 2018,10.209,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 07 2018,10.31,32,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 08 2018,10.234,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 09 2018,10.121,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 10 2018,10.545,39,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 11 2018,10.799,36,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 12 2018,11.728,37,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 13 2018,10.338,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 14 2018,10.182,35,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 15 2018,10.163,43,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 16 2018,10.53,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 17 2018,10.243,45,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 18 2018,9.806,44,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 19 2018,10.426,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 20 2018,17.976,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 21 2018,10.762,29,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 22 2018,10.186,33,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 23 2018,9.648,52,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 24 2018,10.305,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 25 2018,9.615,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 26 2018,9.857,31,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 27 2018,10.024,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 28 2018,10.128,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 29 2018,10.076,42,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 30 2018,8.758,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Mar 31 2018,8.98,58,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 01 2018,8.856,53,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 02 2018,8.683,48,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 03 2018,8.908,38,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 04 2018,8.822,64,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 05 2018,9.394,47,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 06 2018,9.337,40,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 07 2018,8.979,46,AK-47 | Redline,AK-47,Redline,Well-Worn,0
Apr 08 2018,9.099,41,AK-47 | Redline,AK-47,Redline,Well-Worn,0
