,date,median_price,volume_sold,item,weapon,skin,wear
0,Feb 21 2014,24.714,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred
1,Feb 22 2014,22.946,28,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2,Feb 23 2014,21.965,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred
3,Feb 24 2014,25.918,21,AK-47 | Redline,AK-47,Redline,Battle-Scarred
4,Feb 25 2014,26.908,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred
5,Feb 26 2014,27.91,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred
6,Feb 27 2014,29.079,16,AK-47 | Redline,AK-47,Redline,Battle-Scarred
7,Feb 28 2014,29.455,17,AK-47 | Redline,AK-47,Redline,Battle-Scarred
8,Mar 01 2014,23.606,37,AK-47 | Redline,AK-47,Redline,Battle-Scarred
9,Mar 02 2014,19.059,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred
10,Mar 03 2014,17.997,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred
11,Mar 04 2014,19.313,23,AK-47 | Redline,AK-47,Redline,Battle-Scarred
12,Mar 05 2014,19.889,25,AK-47 | Redline,AK-47,Redline,Battle-Scarred
13,Mar 06 2014,22.642,22,AK-47 | Redline,AK-47,Redline,Battle-Scarred
14,Mar 07 2014,21.238,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred
15,Mar 08 2014,20.061,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred
16,Mar 09 2014,19.577,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred
17,Mar 10 2014,20.534,30,AK-47 | Redline,AK-47,Redline,Battle-Scarred
18,Mar 11 2014,20.586,35,AK-47 | Redline,AK-47,Redline,Battle-Scarred
19,Mar 12 2014,20.822,27,AK-47 | Redline,AK-47,Redline,Battle-Scarred
20,Mar 13 2014,21.004,32,AK-47 | Redline,AK-47,Redline,Battle-Scarred
21,Mar 14 2014,23.376,38,AK-47 | Redline,AK-47,Redline,Battle-Scarred
22,Mar 15 2014,21.193,53,AK-47 | Redline,AK-47,Redline,Battle-Scarred
23,Mar 16 2014,20.002,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred
24,Mar 17 2014,18.793,56,AK-47 | Redline,AK-47,Redline,Battle-Scarred
25,Mar 18 2014,19.631,45,AK-47 | Redline,AK-47,Redline,Battle-Scarred
26,Mar 19 2014,18.969,33,AK-47 | Redline,AK-47,Redline,Battle-Scarred
27,Mar 20 2014,18.893,44,AK-47 | Redline,AK-47,Redline,Battle-Scarred
28,Mar 21 2014,18.986,36,AK-47 | Redline,AK-47,Redline,Battle-Scarred
29,Mar 22 2014,18.467,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred
30,Mar 23 2014,17.445,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred
31,Mar 24 2014,18.428,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred
32,Mar 25 2014,18.443,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred
33,Mar 26 2014,19.092,48,AK-47 | Redline,AK-47,Redline,Battle-Scarred
34,Mar 27 2014,17.597,51,AK-47 | Redline,AK-47,Redline,Battle-Scarred
35,Mar 28 2014,17.21,63,AK-47 | Redline,AK-47,Redline,Battle-Scarred
36,Mar 29 2014,17.778,53,AK-47 | Redline,AK-47,Redline,Battle-Scarred
37,Mar 30 2014,17.993,82,AK-47 | Redline,AK-47,Redline,Battle-Scarred
38,Mar 31 2014,18.859,64,AK-47 | Redline,AK-47,Redline,Battle-Scarred
39,Apr 01 2014,20.455,34,AK-47 | Redline,AK-47,Redline,Battle-Scarred
40,Apr 02 2014,19.274,49,AK-47 | Redline,AK-47,Redline,Battle-Scarred
41,Apr 03 2014,17.543,54,AK-47 | Redline,AK-47,Redline,Battle-Scarred
42,Apr 04 2014,18.065,68,AK-47 | Redline,AK-47,Redline,Battle-Scarred
43,Apr 05 2014,18.728,60,AK-47 | Redline,AK-47,Redline,Battle-Scarred
44,Apr 06 2014,18.897,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred
45,Apr 07 2014,17.564,61,AK-47 | Redline,AK-47,Redline,Battle-Scarred
46,Apr 08 2014,17.757,66,AK-47 | Redline,AK-47,Redline,Battle-Scarred
47,Apr 09 2014,17.294,81,AK-47 | Redline,AK-47,Redline,Battle-Scarred
48,Apr 10 2014,17.626,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred
49,Apr 11 2014,16.972,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
50,Apr 12 2014,16.95,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
51,Apr 13 2014,16.684,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
52,Apr 14 2014,17.195,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred
53,Apr 15 2014,17.4,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
54,Apr 16 2014,17.042,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
55,Apr 17 2014,16.943,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
56,Apr 18 2014,16.259,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
57,Apr 19 2014,16.709,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
58,Apr 20 2014,15.878,97,AK-47 | Redline,AK-47,Redline,Battle-Scarred
59,Apr 21 2014,16.1,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
60,Apr 22 2014,16.715,73,AK-47 | Redline,AK-47,Redline,Battle-Scarred
61,Apr 23 2014,15.998,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
62,Apr 24 2014,16.205,98,AK-47 | Redline,AK-47,Redline,Battle-Scarred
63,Apr 25 2014,16.579,102,AK-47 | Redline,AK-47,Redline,Battle-Scarred
64,Apr 26 2014,16.429,102,AK-47 | Redline,AK-47,Redline,Battle-Scarred
65,Apr 27 2014,17.095,99,AK-47 | Redline,AK-47,Redline,Battle-Scarred
66,Apr 28 2014,16.873,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
67,Apr 29 2014,17.472,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
68,Apr 30 2014,17.436,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
69,May 01 2014,17.981,106,AK-47 | Redline,AK-47,Redline,Battle-Scarred
70,May 02 2014,15.407,106,AK-47 | Redline,AK-47,Redline,Battle-Scarred
71,May 03 2014,14.9,134,AK-47 | Redline,AK-47,Redline,Battle-Scarred
72,May 04 2014,14.203,128,AK-47 | Redline,AK-47,Redline,Battle-Scarred
73,May 05 2014,13.084,135,AK-47 | Redline,AK-47,Redline,Battle-Scarred
74,May 06 2014,13.267,132,AK-47 | Redline,AK-47,Redline,Battle-Scarred
75,May 07 2014,14.81,137,AK-47 | Redline,AK-47,Redline,Battle-Scarred
76,May 08 2014,15.25,160,AK-47 | Redline,AK-47,Redline,Battle-Scarred
77,May 09 2014,12.401,102,AK-47 | Redline,AK-47,Redline,Battle-Scarred
78,May 10 2014,10.1,135,AK-47 | Redline,AK-47,Redline,Battle-Scarred
79,May 11 2014,8.712,117,AK-47 | Redline,AK-47,Redline,Battle-Scarred
80,May 12 2014,8.377,112,AK-47 | Redline,AK-47,Redline,Battle-Scarred
81,May 13 2014,8.899,95,AK-47 | Redline,AK-47,Redline,Battle-Scarred
82,May 14 2014,8.957,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
83,May 15 2014,8.469,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
84,May 16 2014,8.016,138,AK-47 | Redline,AK-47,Redline,Battle-Scarred
85,May 17 2014,8.025,144,AK-47 | Redline,AK-47,Redline,Battle-Scarred
86,May 18 2014,8.126,148,AK-47 | Redline,AK-47,Redline,Battle-Scarred
87,May 19 2014,8.24,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
88,May 20 2014,8.43,99,AK-47 | Redline,AK-47,Redline,Battle-Scarred
89,May 21 2014,8.336,121,AK-47 | Redline,AK-47,Redline,Battle-Scarred
90,May 22 2014,7.683,118,AK-47 | Redline,AK-47,Redline,Battle-Scarred
91,May 23 2014,7.446,138,AK-47 | Redline,AK-47,Redline,Battle-Scarred
92,May 24 2014,7.415,107,AK-47 | Redline,AK-47,Redline,Battle-Scarred
93,May 25 2014,7.367,124,AK-47 | Redline,AK-47,Redline,Battle-Scarred
94,May 26 2014,7.282,138,AK-47 | Redline,AK-47,Redline,Battle-Scarred
95,May 27 2014,7.373,128,AK-47 | Redline,AK-47,Redline,Battle-Scarred
96,May 28 2014,7.71,107,AK-47 | Redline,AK-47,Redline,Battle-Scarred
97,May 29 2014,7.141,113,AK-47 | Redline,AK-47,Redline,Battle-Scarred
98,May 30 2014,7.867,117,AK-47 | Redline,AK-47,Redline,Battle-Scarred
99,May 31 2014,7.377,112,AK-47 | Redline,AK-47,Redline,Battle-Scarred
100,Jun 01 2014,7.198,125,AK-47 | Redline,AK-47,Redline,Battle-Scarred
101,Jun 02 2014,6.66,140,AK-47 | Redline,AK-47,Redline,Battle-Scarred
102,Jun 03 2014,7.146,126,AK-47 | Redline,AK-47,Redline,Battle-Scarred
103,Jun 04 2014,7.176,111,AK-47 | Redline,AK-47,Redline,Battle-Scarred
104,Jun 05 2014,6.477,111,AK-47 | Redline,AK-47,Redline,Battle-Scarred
105,Jun 06 2014,6.425,110,AK-47 | Redline,AK-47,Redline,Battle-Scarred
106,Jun 07 2014,6.527,106,AK-47 | Redline,AK-47,Redline,Battle-Scarred
107,Jun 08 2014,6.148,115,AK-47 | Redline,AK-47,Redline,Battle-Scarred
108,Jun 09 2014,6.473,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
109,Jun 10 2014,6.232,136,AK-47 | Redline,AK-47,Redline,Battle-Scarred
110,Jun 11 2014,6.289,118,AK-47 | Redline,AK-47,Redline,Battle-Scarred
111,Jun 12 2014,6.09,143,AK-47 | Redline,AK-47,Redline,Battle-Scarred
112,Jun 13 2014,6.514,114,AK-47 | Redline,AK-47,Redline,Battle-Scarred
113,Jun 14 2014,6.75,131,AK-47 | Redline,AK-47,Redline,Battle-Scarred
114,Jun 15 2014,6.6,146,AK-47 | Redline,AK-47,Redline,Battle-Scarred
115,Jun 16 2014,6.704,159,AK-47 | Redline,AK-47,Redline,Battle-Scarred
116,Jun 17 2014,5.891,157,AK-47 | Redline,AK-47,Redline,Battle-Scarred
117,Jun 18 2014,5.979,117,AK-47 | Redline,AK-47,Redline,Battle-Scarred
118,Jun 19 2014,5.877,126,AK-47 | Redline,AK-47,Redline,Battle-Scarred
119,Jun 20 2014,4.738,184,AK-47 | Redline,AK-47,Redline,Battle-Scarred
120,Jun 21 2014,4.952,136,AK-47 | Redline,AK-47,Redline,Battle-Scarred
121,Jun 22 2014,5.309,133,AK-47 | Redline,AK-47,Redline,Battle-Scarred
122,Jun 23 2014,4.637,151,AK-47 | Redline,AK-47,Redline,Battle-Scarred
123,Jun 24 2014,4.315,140,AK-47 | Redline,AK-47,Redline,Battle-Scarred
124,Jun 25 2014,4.832,140,AK-47 | Redline,AK-47,Redline,Battle-Scarred
125,Jun 26 2014,5.205,118,AK-47 | Redline,AK-47,Redline,Battle-Scarred
126,Jun 27 2014,5.015,155,AK-47 | Redline,AK-47,Redline,Battle-Scarred
127,Jun 28 2014,5.203,187,AK-47 | Redline,AK-47,Redline,Battle-Scarred
128,Jun 29 2014,5.173,165,AK-47 | Redline,AK-47,Redline,Battle-Scarred
129,Jun 30 2014,4.991,160,AK-47 | Redline,AK-47,Redline,Battle-Scarred
130,Jul 01 2014,5.491,139,AK-47 | Redline,AK-47,Redline,Battle-Scarred
131,Jul 02 2014,4.159,247,AK-47 | Redline,AK-47,Redline,Battle-Scarred
132,Jul 03 2014,4.8,157,AK-47 | Redline,AK-47,Redline,Battle-Scarred
133,Jul 04 2014,5.112,142,AK-47 | Redline,AK-47,Redline,Battle-Scarred
134,Jul 05 2014,5.507,130,AK-47 | Redline,AK-47,Redline,Battle-Scarred
135,Jul 06 2014,5.406,142,AK-47 | Redline,AK-47,Redline,Battle-Scarred
136,Jul 07 2014,5.493,172,AK-47 | Redline,AK-47,Redline,Battle-Scarred
137,Jul 08 2014,5.553,159,AK-47 | Redline,AK-47,Redline,Battle-Scarred
138,Jul 09 2014,5.497,182,AK-47 | Redline,AK-47,Redline,Battle-Scarred
139,Jul 10 2014,5.263,164,AK-47 | Redline,AK-47,Redline,Battle-Scarred
140,Jul 11 2014,5.156,181,AK-47 | Redline,AK-47,Redline,Battle-Scarred
141,Jul 12 2014,5.251,179,AK-47 | Redline,AK-47,Redline,Battle-Scarred
142,Jul 13 2014,5.767,162,AK-47 | Redline,AK-47,Redline,Battle-Scarred
143,Jul 14 2014,5.566,179,AK-47 | Redline,AK-47,Redline,Battle-Scarred
144,Jul 15 2014,5.983,193,AK-47 | Redline,AK-47,Redline,Battle-Scarred
145,Jul 16 2014,5.875,183,AK-47 | Redline,AK-47,Redline,Battle-Scarred
146,Jul 17 2014,5.456,182,AK-47 | Redline,AK-47,Redline,Battle-Scarred
147,Jul 18 2014,5.541,155,AK-47 | Redline,AK-47,Redline,Battle-Scarred
148,Jul 19 2014,5.678,173,AK-47 | Redline,AK-47,Redline,Battle-Scarred
149,Jul 20 2014,5.214,165,AK-47 | Redline,AK-47,Redline,Battle-Scarred
150,Jul 21 2014,5.355,171,AK-47 | Redline,AK-47,Redline,Battle-Scarred
151,Jul 22 2014,5.549,137,AK-47 | Redline,AK-47,Redline,Battle-Scarred
152,Jul 23 2014,5.563,162,AK-47 | Redline,AK-47,Redline,Battle-Scarred
153,Jul 24 2014,5.455,159,AK-47 | Redline,AK-47,Redline,Battle-Scarred
154,Jul 25 2014,5.75,189,AK-47 | Redline,AK-47,Redline,Battle-Scarred
155,Jul 26 2014,5.731,186,AK-47 | Redline,AK-47,Redline,Battle-Scarred
156,Jul 27 2014,5.981,184,AK-47 | Redline,AK-47,Redline,Battle-Scarred
157,Jul 28 2014,5.786,179,AK-47 | Redline,AK-47,Redline,Battle-Scarred
158,Jul 29 2014,5.714,198,AK-47 | Redline,AK-47,Redline,Battle-Scarred
159,Jul 30 2014,6.001,182,AK-47 | Redline,AK-47,Redline,Battle-Scarred
160,Jul 31 2014,6.043,205,AK-47 | Redline,AK-47,Redline,Battle-Scarred
161,Aug 01 2014,5.938,227,AK-47 | Redline,AK-47,Redline,Battle-Scarred
162,Aug 02 2014,6.561,237,AK-47 | Redline,AK-47,Redline,Battle-Scarred
163,Aug 03 2014,6.433,233,AK-47 | Redline,AK-47,Redline,Battle-Scarred
164,Aug 04 2014,6.042,235,AK-47 | Redline,AK-47,Redline,Battle-Scarred
165,Aug 05 2014,5.923,237,AK-47 | Redline,AK-47,Redline,Battle-Scarred
166,Aug 06 2014,6.167,201,AK-47 | Redline,AK-47,Redline,Battle-Scarred
167,Aug 07 2014,6.294,224,AK-47 | Redline,AK-47,Redline,Battle-Scarred
168,Aug 08 2014,6.242,207,AK-47 | Redline,AK-47,Redline,Battle-Scarred
169,Aug 09 2014,6.279,173,AK-47 | Redline,AK-47,Redline,Battle-Scarred
170,Aug 10 2014,6.071,201,AK-47 | Redline,AK-47,Redline,Battle-Scarred
171,Aug 11 2014,6.103,201,AK-47 | Redline,AK-47,Redline,Battle-Scarred
172,Aug 12 2014,6.338,184,AK-47 | Redline,AK-47,Redline,Battle-Scarred
173,Aug 13 2014,6.446,195,AK-47 | Redline,AK-47,Redline,Battle-Scarred
174,Aug 14 2014,7.023,233,AK-47 | Redline,AK-47,Redline,Battle-Scarred
175,Aug 15 2014,6.996,248,AK-47 | Redline,AK-47,Redline,Battle-Scarred
176,Aug 16 2014,6.843,239,AK-47 | Redline,AK-47,Redline,Battle-Scarred
177,Aug 17 2014,5.779,282,AK-47 | Redline,AK-47,Redline,Battle-Scarred
178,Aug 18 2014,5.885,229,AK-47 | Redline,AK-47,Redline,Battle-Scarred
179,Aug 19 2014,6.272,208,AK-47 | Redline,AK-47,Redline,Battle-Scarred
180,Aug 20 2014,6.232,196,AK-47 | Redline,AK-47,Redline,Battle-Scarred
181,Aug 21 2014,6.256,212,AK-47 | Redline,AK-47,Redline,Battle-Scarred
182,Aug 22 2014,5.904,258,AK-47 | Redline,AK-47,Redline,Battle-Scarred
183,Aug 23 2014,6.064,241,AK-47 | Redline,AK-47,Redline,Battle-Scarred
184,Aug 24 2014,5.927,235,AK-47 | Redline,AK-47,Redline,Battle-Scarred
185,Aug 25 2014,6.19,252,AK-47 | Redline,AK-47,Redline,Battle-Scarred
186,Aug 26 2014,6.311,242,AK-47 | Redline,AK-47,Redline,Battle-Scarred
187,Aug 27 2014,6.12,236,AK-47 | Redline,AK-47,Redline,Battle-Scarred
188,Aug 28 2014,6.169,236,AK-47 | Redline,AK-47,Redline,Battle-Scarred
189,Aug 29 2014,6.542,240,AK-47 | Redline,AK-47,Redline,Battle-Scarred
190,Aug 30 2014,6.381,248,AK-47 | Redline,AK-47,Redline,Battle-Scarred
191,Aug 31 2014,6.505,222,AK-47 | Redline,AK-47,Redline,Battle-Scarred
192,Sep 01 2014,6.799,232,AK-47 | Redline,AK-47,Redline,Battle-Scarred
193,Sep 02 2014,6.532,218,AK-47 | Redline,AK-47,Redline,Battle-Scarred
194,Sep 03 2014,6.917,206,AK-47 | Redline,AK-47,Redline,Battle-Scarred
195,Sep 04 2014,6.929,185,AK-47 | Redline,AK-47,Redline,Battle-Scarred
196,Sep 05 2014,6.439,241,AK-47 | Redline,AK-47,Redline,Battle-Scarred
197,Sep 06 2014,6.551,223,AK-47 | Redline,AK-47,Redline,Battle-Scarred
198,Sep 07 2014,6.383,270,AK-47 | Redline,AK-47,Redline,Battle-Scarred
199,Sep 08 2014,6.913,184,AK-47 | Redline,AK-47,Redline,Battle-Scarred
200,Sep 09 2014,6.47,226,AK-47 | Redline,AK-47,Redline,Battle-Scarred
201,Sep 10 2014,6.583,208,AK-47 | Redline,AK-47,Redline,Battle-Scarred
202,Sep 11 2014,6.831,196,AK-47 | Redline,AK-47,Redline,Battle-Scarred
203,Sep 12 2014,5.859,256,AK-47 | Redline,AK-47,Redline,Battle-Scarred
204,Sep 13 2014,5.759,266,AK-47 | Redline,AK-47,Redline,Battle-Scarred
205,Sep 14 2014,6.066,210,AK-47 | Redline,AK-47,Redline,Battle-Scarred
206,Sep 15 2014,5.886,224,AK-47 | Redline,AK-47,Redline,Battle-Scarred
207,Sep 16 2014,6.031,219,AK-47 | Redline,AK-47,Redline,Battle-Scarred
208,Sep 17 2014,6.177,203,AK-47 | Redline,AK-47,Redline,Battle-Scarred
209,Sep 18 2014,6.052,225,AK-47 | Redline,AK-47,Redline,Battle-Scarred
210,Sep 19 2014,5.946,250,AK-47 | Redline,AK-47,Redline,Battle-Scarred
211,Sep 20 2014,5.779,261,AK-47 | Redline,AK-47,Redline,Battle-Scarred
212,Sep 21 2014,5.927,206,AK-47 | Redline,AK-47,Redline,Battle-Scarred
213,Sep 22 2014,5.782,234,AK-47 | Redline,AK-47,Redline,Battle-Scarred
214,Sep 23 2014,5.897,186,AK-47 | Redline,AK-47,Redline,Battle-Scarred
215,Sep 24 2014,5.745,218,AK-47 | Redline,AK-47,Redline,Battle-Scarred
216,Sep 25 2014,5.889,176,AK-47 | Redline,AK-47,Redline,Battle-Scarred
217,Sep 26 2014,5.611,257,AK-47 | Redline,AK-47,Redline,Battle-Scarred
218,Sep 27 2014,5.388,310,AK-47 | Redline,AK-47,Redline,Battle-Scarred
219,Sep 28 2014,5.814,223,AK-47 | Redline,AK-47,Redline,Battle-Scarred
220,Sep 29 2014,5.495,211,AK-47 | Redline,AK-47,Redline,Battle-Scarred
221,Sep 30 2014,5.363,239,AK-47 | Redline,AK-47,Redline,Battle-Scarred
222,Oct 01 2014,5.472,227,AK-47 | Redline,AK-47,Redline,Battle-Scarred
223,Oct 02 2014,5.648,234,AK-47 | Redline,AK-47,Redline,Battle-Scarred
224,Oct 03 2014,5.564,257,AK-47 | Redline,AK-47,Redline,Battle-Scarred
225,Oct 04 2014,5.561,303,AK-47 | Redline,AK-47,Redline,Battle-Scarred
226,Oct 05 2014,5.58,294,AK-47 | Redline,AK-47,Redline,Battle-Scarred
227,Oct 06 2014,5.609,245,AK-47 | Redline,AK-47,Redline,Battle-Scarred
228,Oct 07 2014,5.811,216,AK-47 | Redline,AK-47,Redline,Battle-Scarred
229,Oct 08 2014,5.913,230,AK-47 | Redline,AK-47,Redline,Battle-Scarred
230,Oct 09 2014,5.686,239,AK-47 | Redline,AK-47,Redline,Battle-Scarred
231,Oct 10 2014,5.473,274,AK-47 | Redline,AK-47,Redline,Battle-Scarred
232,Oct 11 2014,5.502,282,AK-47 | Redline,AK-47,Redline,Battle-Scarred
233,Oct 12 2014,5.512,291,AK-47 | Redline,AK-47,Redline,Battle-Scarred
234,Oct 13 2014,5.412,257,AK-47 | Redline,AK-47,Redline,Battle-Scarred
235,Oct 14 2014,5.494,224,AK-47 | Redline,AK-47,Redline,Battle-Scarred
236,Oct 15 2014,5.422,252,AK-47 | Redline,AK-47,Redline,Battle-Scarred
237,Oct 16 2014,5.527,232,AK-47 | Redline,AK-47,Redline,Battle-Scarred
238,Oct 17 2014,5.184,277,AK-47 | Redline,AK-47,Redline,Battle-Scarred
239,Oct 18 2014,5.142,312,AK-47 | Redline,AK-47,Redline,Battle-Scarred
240,Oct 19 2014,4.972,262,AK-47 | Redline,AK-47,Redline,Battle-Scarred
241,Oct 20 2014,4.913,249,AK-47 | Redline,AK-47,Redline,Battle-Scarred
242,Oct 21 2014,5.002,207,AK-47 | Redline,AK-47,Redline,Battle-Scarred
243,Oct 22 2014,5.169,236,AK-47 | Redline,AK-47,Redline,Battle-Scarred
244,Oct 23 2014,5.365,215,AK-47 | Redline,AK-47,Redline,Battle-Scarred
245,Oct 24 2014,5.516,277,AK-47 | Redline,AK-47,Redline,Battle-Scarred
246,Oct 25 2014,5.623,245,AK-47 | Redline,AK-47,Redline,Battle-Scarred
247,Oct 26 2014,4.721,341,AK-47 | Redline,AK-47,Redline,Battle-Scarred
248,Oct 27 2014,4.824,234,AK-47 | Redline,AK-47,Redline,Battle-Scarred
249,Oct 28 2014,5.047,215,AK-47 | Redline,AK-47,Redline,Battle-Scarred
250,Oct 29 2014,4.904,199,AK-47 | Redline,AK-47,Redline,Battle-Scarred
251,Oct 30 2014,5.719,212,AK-47 | Redline,AK-47,Redline,Battle-Scarred
252,Oct 31 2014,4.799,355,AK-47 | Redline,AK-47,Redline,Battle-Scarred
253,Nov 01 2014,4.801,338,AK-47 | Redline,AK-47,Redline,Battle-Scarred
254,Nov 02 2014,4.699,325,AK-47 | Redline,AK-47,Redline,Battle-Scarred
255,Nov 03 2014,4.708,226,AK-47 | Redline,AK-47,Redline,Battle-Scarred
256,Nov 04 2014,4.931,240,AK-47 | Redline,AK-47,Redline,Battle-Scarred
257,Nov 05 2014,4.731,229,AK-47 | Redline,AK-47,Redline,Battle-Scarred
258,Nov 06 2014,4.853,228,AK-47 | Redline,AK-47,Redline,Battle-Scarred
259,Nov 07 2014,4.934,260,AK-47 | Redline,AK-47,Redline,Battle-Scarred
260,Nov 08 2014,4.921,298,AK-47 | Redline,AK-47,Redline,Battle-Scarred
261,Nov 09 2014,4.75,243,AK-47 | Redline,AK-47,Redline,Battle-Scarred
262,Nov 10 2014,4.711,237,AK-47 | Redline,AK-47,Redline,Battle-Scarred
263,Nov 11 2014,4.885,244,AK-47 | Redline,AK-47,Redline,Battle-Scarred
264,Nov 12 2014,3.751,503,AK-47 | Redline,AK-47,Redline,Battle-Scarred
265,Nov 13 2014,3.794,354,AK-47 | Redline,AK-47,Redline,Battle-Scarred
266,Nov 14 2014,3.856,323,AK-47 | Redline,AK-47,Redline,Battle-Scarred
267,Nov 15 2014,3.934,313,AK-47 | Redline,AK-47,Redline,Battle-Scarred
268,Nov 16 2014,3.82,350,AK-47 | Redline,AK-47,Redline,Battle-Scarred
269,Nov 17 2014,3.758,297,AK-47 | Redline,AK-47,Redline,Battle-Scarred
270,Nov 18 2014,3.822,240,AK-47 | Redline,AK-47,Redline,Battle-Scarred
271,Nov 19 2014,3.84,235,AK-47 | Redline,AK-47,Redline,Battle-Scarred
272,Nov 20 2014,3.825,242,AK-47 | Redline,AK-47,Redline,Battle-Scarred
273,Nov 21 2014,3.87,252,AK-47 | Redline,AK-47,Redline,Battle-Scarred
274,Nov 22 2014,3.781,290,AK-47 | Redline,AK-47,Redline,Battle-Scarred
275,Nov 23 2014,3.732,287,AK-47 | Redline,AK-47,Redline,Battle-Scarred
276,Nov 24 2014,3.684,254,AK-47 | Redline,AK-47,Redline,Battle-Scarred
277,Nov 25 2014,4.238,210,AK-47 | Redline,AK-47,Redline,Battle-Scarred
278,Nov 26 2014,4.246,260,AK-47 | Redline,AK-47,Redline,Battle-Scarred
279,Nov 27 2014,4.474,339,AK-47 | Redline,AK-47,Redline,Battle-Scarred
280,Nov 28 2014,4.598,348,AK-47 | Redline,AK-47,Redline,Battle-Scarred
281,Nov 29 2014,7.784,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred
282,Nov 30 2014,3.832,564,AK-47 | Redline,AK-47,Redline,Battle-Scarred
283,Dec 01 2014,3.603,308,AK-47 | Redline,AK-47,Redline,Battle-Scarred
284,Dec 02 2014,3.87,286,AK-47 | Redline,AK-47,Redline,Battle-Scarred
285,Dec 03 2014,4.295,261,AK-47 | Redline,AK-47,Redline,Battle-Scarred
286,Dec 04 2014,4.386,260,AK-47 | Redline,AK-47,Redline,Battle-Scarred
287,Dec 05 2014,4.523,323,AK-47 | Redline,AK-47,Redline,Battle-Scarred
288,Dec 06 2014,4.945,321,AK-47 | Redline,AK-47,Redline,Battle-Scarred
289,Dec 07 2014,4.695,338,AK-47 | Redline,AK-47,Redline,Battle-Scarred
290,Dec 08 2014,4.44,309,AK-47 | Redline,AK-47,Redline,Battle-Scarred
291,Dec 09 2014,4.523,272,AK-47 | Redline,AK-47,Redline,Battle-Scarred
292,Dec 10 2014,4.355,294,AK-47 | Redline,AK-47,Redline,Battle-Scarred
293,Dec 11 2014,4.735,298,AK-47 | Redline,AK-47,Redline,Battle-Scarred
294,Dec 12 2014,4.417,320,AK-47 | Redline,AK-47,Redline,Battle-Scarred
295,Dec 13 2014,4.55,334,AK-47 | Redline,AK-47,Redline,Battle-Scarred
296,Dec 14 2014,4.551,330,AK-47 | Redline,AK-47,Redline,Battle-Scarred
297,Dec 15 2014,4.641,287,AK-47 | Redline,AK-47,Redline,Battle-Scarred
298,Dec 16 2014,4.466,305,AK-47 | Redline,AK-47,Redline,Battle-Scarred
299,Dec 17 2014,4.388,336,AK-47 | Redline,AK-47,Redline,Battle-Scarred
300,Dec 18 2014,4.17,293,AK-47 | Redline,AK-47,Redline,Battle-Scarred
301,Dec 19 2014,4.282,356,AK-47 | Redline,AK-47,Redline,Battle-Scarred
302,Dec 20 2014,4.231,347,AK-47 | Redline,AK-47,Redline,Battle-Scarred
303,Dec 21 2014,4.234,347,AK-47 | Redline,AK-47,Redline,Battle-Scarred
304,Dec 22 2014,4.137,339,AK-47 | Redline,AK-47,Redline,Battle-Scarred
305,Dec 23 2014,4.15,375,AK-47 | Redline,AK-47,Redline,Battle-Scarred
306,Dec 24 2014,4.063,468,AK-47 | Redline,AK-47,Redline,Battle-Scarred
307,Dec 25 2014,4.715,425,AK-47 | Redline,AK-47,Redline,Battle-Scarred
308,Dec 26 2014,4.688,411,AK-47 | Redline,AK-47,Redline,Battle-Scarred
309,Dec 27 2014,4.665,455,AK-47 | Redline,AK-47,Redline,Battle-Scarred
310,Dec 28 2014,4.791,366,AK-47 | Redline,AK-47,Redline,Battle-Scarred
