,date,median_price,volume_sold,item,weapon,skin,wear
2501,Dec 27 2020,8.708,96,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2502,Dec 28 2020,8.826,124,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2503,Dec 29 2020,8.69,126,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2504,Dec 30 2020,9.371,110,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2505,Dec 31 2020,9.591,129,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2506,Jan 01 2021,9.586,127,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2507,Jan 02 2021,9.615,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2508,Jan 03 2021,9.56,111,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2509,Jan 04 2021,9.433,117,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2510,Jan 05 2021,9.609,111,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2511,Jan 06 2021,9.673,119,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2512,Jan 07 2021,10.324,99,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2513,Jan 08 2021,10.196,107,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2514,Jan 09 2021,9.972,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2515,Jan 10 2021,9.963,118,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2516,Jan 11 2021,10.05,97,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2517,Jan 12 2021,10.241,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2518,Jan 13 2021,10.475,98,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2519,Jan 14 2021,10.693,146,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2520,Jan 15 2021,10.993,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2521,Jan 16 2021,11.343,118,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2522,Jan 17 2021,11.047,105,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2523,Jan 18 2021,11.165,112,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2524,Jan 19 2021,11.412,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2525,Jan 20 2021,12.208,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2526,Jan 21 2021,11.953,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2527,Jan 22 2021,11.547,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2528,Jan 23 2021,11.009,80,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2529,Jan 24 2021,11.023,68,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2530,Jan 25 2021,10.958,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2531,Jan 26 2021,11.5,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2532,Jan 27 2021,10.486,65,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2533,Jan 28 2021,9.711,167,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2534,Jan 29 2021,9.944,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2535,Jan 30 2021,10.163,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2536,Jan 31 2021,10.356,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2537,Feb 01 2021,9.829,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2538,Feb 02 2021,10.163,85,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2539,Feb 03 2021,10.045,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2540,Feb 04 2021,10.297,100,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2541,Feb 05 2021,10.375,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2542,Feb 06 2021,10.635,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2543,Feb 07 2021,10.069,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2544,Feb 08 2021,10.314,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2545,Feb 09 2021,10.005,95,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2546,Feb 10 2021,10.091,81,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2547,Feb 11 2021,9.845,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2548,Feb 12 2021,9.864,111,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2549,Feb 13 2021,10.326,105,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2550,Feb 14 2021,10.404,100,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2551,Feb 15 2021,10.245,95,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2552,Feb 16 2021,10.427,73,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2553,Feb 17 2021,10.623,79,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2554,Feb 18 2021,10.471,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2555,Feb 19 2021,10.517,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2556,Feb 20 2021,10.423,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2557,Feb 21 2021,10.353,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2558,Feb 22 2021,10.562,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2559,Feb 23 2021,10.539,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2560,Feb 24 2021,10.641,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2561,Feb 25 2021,11.679,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2562,Feb 26 2021,10.855,106,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2563,Feb 27 2021,10.645,100,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2564,Feb 28 2021,10.718,102,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2565,Mar 01 2021,10.426,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2566,Mar 02 2021,11.145,73,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2567,Mar 03 2021,11.208,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2568,Mar 04 2021,11.121,75,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2569,Mar 05 2021,11.582,100,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2570,Mar 06 2021,11.984,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2571,Mar 07 2021,11.754,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2572,Mar 08 2021,11.731,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2573,Mar 09 2021,11.832,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2574,Mar 10 2021,14.156,99,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2575,Mar 11 2021,11.603,102,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2576,Mar 12 2021,11.64,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2577,Mar 13 2021,12.768,76,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2578,Mar 14 2021,11.846,102,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2579,Mar 15 2021,11.922,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2580,Mar 16 2021,11.699,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2581,Mar 17 2021,12.388,98,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2582,Mar 18 2021,12.214,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2583,Mar 19 2021,12.061,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2584,Mar 20 2021,11.958,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2585,Mar 21 2021,11.992,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2586,Mar 22 2021,11.624,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2587,Mar 23 2021,11.726,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2588,Mar 24 2021,11.381,73,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2589,Mar 25 2021,10.794,118,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2590,Mar 26 2021,10.94,99,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2591,Mar 27 2021,11.379,85,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2592,Mar 28 2021,12.106,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2593,Mar 29 2021,11.354,85,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2594,Mar 30 2021,11.561,82,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2595,Mar 31 2021,11.674,95,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2596,Apr 01 2021,12.04,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2597,Apr 02 2021,11.911,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2598,Apr 03 2021,11.841,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2599,Apr 04 2021,12.235,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2600,Apr 05 2021,12.058,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2601,Apr 06 2021,11.715,97,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2602,Apr 07 2021,11.247,145,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2603,Apr 08 2021,10.541,159,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2604,Apr 09 2021,10.626,156,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2605,Apr 10 2021,10.565,132,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2606,Apr 11 2021,10.626,101,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2607,Apr 12 2021,10.683,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2608,Apr 13 2021,10.758,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2609,Apr 14 2021,10.761,42,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2610,Apr 15 2021,11.023,120,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2611,Apr 16 2021,11.005,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2612,Apr 17 2021,10.858,96,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2613,Apr 18 2021,11.198,84,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2614,Apr 19 2021,10.599,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2615,Apr 20 2021,10.469,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2616,Apr 21 2021,9.917,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2617,Apr 22 2021,10.257,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2618,Apr 23 2021,10.039,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2619,Apr 24 2021,10.323,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2620,Apr 25 2021,10.029,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2621,Apr 26 2021,10.198,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2622,Apr 27 2021,10.095,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2623,Apr 28 2021,10.067,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2624,Apr 29 2021,10.185,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2625,Apr 30 2021,9.9,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2626,May 01 2021,10.048,79,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2627,May 02 2021,10.066,85,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2628,May 03 2021,10.637,85,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2629,May 04 2021,10.74,122,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2630,May 05 2021,10.414,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2631,May 06 2021,10.758,102,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2632,May 07 2021,10.594,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2633,May 08 2021,10.658,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2634,May 09 2021,10.46,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2635,May 10 2021,10.228,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2636,May 11 2021,10.224,97,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2637,May 12 2021,10.69,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2638,May 13 2021,10.698,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2639,May 14 2021,11.016,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2640,May 15 2021,10.735,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2641,May 16 2021,11.28,78,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2642,May 17 2021,10.78,76,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2643,May 18 2021,10.938,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2644,May 19 2021,11.782,75,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2645,May 20 2021,10.597,80,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2646,May 21 2021,10.637,98,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2647,May 22 2021,10.643,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2648,May 23 2021,10.448,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2649,May 24 2021,10.639,84,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2650,May 25 2021,10.498,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2651,May 26 2021,10.589,84,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2652,May 27 2021,11.936,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2653,May 28 2021,10.719,109,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2654,May 29 2021,10.204,100,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2655,May 30 2021,10.119,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2656,May 31 2021,10.224,78,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2657,Jun 01 2021,10.18,82,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2658,Jun 02 2021,10.489,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2659,Jun 03 2021,10.509,74,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2660,Jun 04 2021,10.288,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2661,Jun 05 2021,10.051,98,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2662,Jun 06 2021,9.904,73,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2663,Jun 07 2021,9.86,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2664,Jun 08 2021,10.28,66,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2665,Jun 09 2021,10.121,76,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2666,Jun 10 2021,9.89,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2667,Jun 11 2021,9.935,74,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2668,Jun 12 2021,9.883,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2669,Jun 13 2021,9.885,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2670,Jun 14 2021,9.546,68,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2671,Jun 15 2021,9.906,79,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2672,Jun 16 2021,9.745,101,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2673,Jun 17 2021,9.806,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2674,Jun 18 2021,10.246,91,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2675,Jun 19 2021,10.116,81,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2676,Jun 20 2021,10.062,58,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2677,Jun 21 2021,9.378,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2678,Jun 22 2021,9.292,81,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2679,Jun 23 2021,9.664,82,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2680,Jun 24 2021,9.052,110,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2681,Jun 25 2021,8.788,100,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2682,Jun 26 2021,8.889,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2683,Jun 27 2021,8.849,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2684,Jun 28 2021,8.987,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2685,Jun 29 2021,8.952,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2686,Jun 30 2021,8.901,82,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2687,Jul 01 2021,8.982,100,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2688,Jul 02 2021,8.802,75,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2689,Jul 03 2021,8.67,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2690,Jul 04 2021,8.599,65,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2691,Jul 05 2021,8.56,87,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2692,Jul 06 2021,8.419,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2693,Jul 07 2021,8.396,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2694,Jul 08 2021,8.528,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2695,Jul 09 2021,8.716,75,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2696,Jul 10 2021,8.715,62,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2697,Jul 11 2021,8.557,53,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2698,Jul 12 2021,8.571,63,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2699,Jul 13 2021,8.425,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2700,Jul 14 2021,8.192,64,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2701,Jul 15 2021,8.559,67,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2702,Jul 16 2021,8.708,43,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2703,Jul 17 2021,8.551,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2704,Jul 18 2021,8.509,64,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2705,Jul 19 2021,8.611,78,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2706,Jul 20 2021,8.385,67,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2707,Jul 21 2021,8.349,65,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2708,Jul 22 2021,8.255,62,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2709,Jul 23 2021,8.382,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2710,Jul 24 2021,8.662,58,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2711,Jul 25 2021,8.275,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2712,Jul 26 2021,8.663,59,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2713,Jul 27 2021,8.684,56,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2714,Jul 28 2021,8.598,63,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2715,Jul 29 2021,8.509,74,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2716,Jul 30 2021,8.365,67,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2717,Jul 31 2021,8.513,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2718,Aug 01 2021,8.6,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2719,Aug 02 2021,8.608,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2720,Aug 03 2021,8.612,55,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2721,Aug 04 2021,8.361,59,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2722,Aug 05 2021,8.648,57,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2723,Aug 06 2021,8.789,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2724,Aug 07 2021,8.58,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2725,Aug 08 2021,8.497,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2726,Aug 09 2021,8.567,57,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2727,Aug 10 2021,8.715,74,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2728,Aug 11 2021,8.24,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2729,Aug 12 2021,8.041,67,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2730,Aug 13 2021,8.153,64,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2731,Aug 14 2021,8.201,80,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2732,Aug 15 2021,7.801,73,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2733,Aug 16 2021,7.683,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2734,Aug 17 2021,7.931,75,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2735,Aug 18 2021,7.782,68,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2736,Aug 19 2021,7.764,78,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2737,Aug 20 2021,7.463,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2738,Aug 21 2021,7.834,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2739,Aug 22 2021,7.516,58,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2740,Aug 23 2021,7.277,67,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2741,Aug 24 2021,8.53,82,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2742,Aug 25 2021,7.292,68,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2743,Aug 26 2021,7.314,79,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2744,Aug 27 2021,7.248,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2745,Aug 28 2021,7.5,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2746,Aug 29 2021,7.223,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2747,Aug 30 2021,7.573,60,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2748,Aug 31 2021,7.4,67,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2749,Sep 01 2021,7.486,68,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2750,Sep 02 2021,7.446,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2751,Sep 03 2021,7.526,54,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2752,Sep 04 2021,7.311,75,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2753,Sep 05 2021,7.321,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2754,Sep 06 2021,7.306,60,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2755,Sep 07 2021,11.087,52,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2756,Sep 08 2021,7.433,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2757,Sep 09 2021,7.604,58,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2758,Sep 10 2021,7.74,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2759,Sep 11 2021,7.468,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2760,Sep 12 2021,7.256,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2761,Sep 13 2021,7.374,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2762,Sep 14 2021,7.256,70,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2763,Sep 15 2021,7.49,73,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2764,Sep 16 2021,7.496,72,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2765,Sep 17 2021,7.354,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2766,Sep 18 2021,7.248,77,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2767,Sep 19 2021,7.449,85,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2768,Sep 20 2021,7.368,84,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2769,Sep 21 2021,7.321,69,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2770,Sep 22 2021,5.994,276,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2771,Sep 23 2021,5.751,112,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2772,Sep 24 2021,5.643,129,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2773,Sep 25 2021,5.808,122,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2774,Sep 26 2021,5.813,101,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2775,Sep 27 2021,5.775,101,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2776,Sep 28 2021,6.133,104,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2777,Sep 29 2021,5.926,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2778,Sep 30 2021,5.863,94,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2779,Oct 01 2021,6.057,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2780,Oct 02 2021,6.205,95,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2781,Oct 03 2021,6.407,122,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2782,Oct 04 2021,6.525,105,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2783,Oct 05 2021,6.539,88,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2784,Oct 06 2021,7.178,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2785,Oct 07 2021,6.697,65,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2786,Oct 08 2021,7.097,84,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2787,Oct 09 2021,7.148,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2788,Oct 10 2021,7.117,106,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2789,Oct 11 2021,7.458,92,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2790,Oct 12 2021,7.235,90,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2791,Oct 13 2021,7.211,71,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2792,Oct 14 2021,6.92,98,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2793,Oct 15 2021,6.944,103,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2794,Oct 16 2021,6.543,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2795,Oct 17 2021,6.73,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2796,Oct 18 2021,6.833,89,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2797,Oct 19 2021,6.767,81,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2798,Oct 20 2021,6.603,83,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2799,Oct 21 2021,6.696,93,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2800,Oct 22 2021,5.843,168,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2801,Oct 23 2021,6.047,135,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2802,Oct 24 2021,5.929,134,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2803,Oct 25 2021,6.011,114,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2804,Oct 26 2021,6.164,101,AK-47 | Redline,AK-47,Redline,Battle-Scarred
2805,Oct 27 2021,6.264,86,AK-47 | Redline,AK-47,Redline,Battle-Scarred
