,date,median_price,volume_sold
105,Jun 06 2014,12.882,644
106,Jun 07 2014,12.497,632
107,Jun 08 2014,11.917,685
108,Jun 09 2014,12.08,656
109,Jun 10 2014,12.34,628
110,Jun 11 2014,11.745,653
111,Jun 12 2014,11.597,820
112,Jun 13 2014,12.024,739
113,Jun 14 2014,12.451,831
114,Jun 15 2014,12.284,822
115,Jun 16 2014,12.768,866
116,Jun 17 2014,11.536,951
117,Jun 18 2014,11.655,740
118,Jun 19 2014,11.287,810
119,Jun 20 2014,9.947,964
120,Jun 21 2014,9.46,894
121,Jun 22 2014,9.097,986
122,Jun 23 2014,8.833,935
123,Jun 24 2014,8.66,808
124,Jun 25 2014,9.176,813
125,Jun 26 2014,9.311,779
126,Jun 27 2014,9.535,841
127,Jun 28 2014,9.865,927
128,Jun 29 2014,9.691,1023
129,Jun 30 2014,9.425,1006
130,Jul 01 2014,10.529,914
131,Jul 02 2014,7.607,1885
132,Jul 03 2014,8.922,1051
133,Jul 04 2014,9.469,864
134,Jul 05 2014,9.713,896
135,Jul 06 2014,9.773,933
136,Jul 07 2014,9.958,1015
137,Jul 08 2014,10.169,913
138,Jul 09 2014,10.4,1013
139,Jul 10 2014,10.415,1037
140,Jul 11 2014,9.958,1057
141,Jul 12 2014,10.25,936
142,Jul 13 2014,10.375,935
143,Jul 14 2014,10.564,1050
144,Jul 15 2014,11.051,1061
145,Jul 16 2014,10.949,1044
146,Jul 17 2014,10.439,977
147,Jul 18 2014,10.526,959
148,Jul 19 2014,10.51,955
149,Jul 20 2014,9.832,1066
150,Jul 21 2014,10.129,995
151,Jul 22 2014,10.232,939
152,Jul 23 2014,10.462,995
153,Jul 24 2014,10.479,991
154,Jul 25 2014,10.951,1137
155,Jul 26 2014,10.679,1135
156,Jul 27 2014,10.974,1123
157,Jul 28 2014,10.975,1157
158,Jul 29 2014,11.179,1207
159,Jul 30 2014,11.444,1129
160,Jul 31 2014,11.496,1265
161,Aug 01 2014,11.534,1298
162,Aug 02 2014,12.62,1327
163,Aug 03 2014,12.085,1418
164,Aug 04 2014,11.474,1391
165,Aug 05 2014,11.117,1484
166,Aug 06 2014,11.56,1283
167,Aug 07 2014,11.665,1293
168,Aug 08 2014,12.012,1359
169,Aug 09 2014,11.609,1164
170,Aug 10 2014,11.61,1159
171,Aug 11 2014,11.578,1357
172,Aug 12 2014,11.536,1265
173,Aug 13 2014,11.881,1279
174,Aug 14 2014,12.765,1443
175,Aug 15 2014,12.669,1614
176,Aug 16 2014,12.812,1638
177,Aug 17 2014,11.342,2081
178,Aug 18 2014,11.402,1581
179,Aug 19 2014,11.969,1330
180,Aug 20 2014,11.781,1307
181,Aug 21 2014,11.987,1361
182,Aug 22 2014,11.943,1463
183,Aug 23 2014,11.958,1417
184,Aug 24 2014,11.973,1350
185,Aug 25 2014,12.133,1569
186,Aug 26 2014,12.49,1503
187,Aug 27 2014,12.625,1455
188,Aug 28 2014,12.524000000000001,1469
189,Aug 29 2014,12.531,1603
190,Aug 30 2014,12.756,1621
191,Aug 31 2014,12.429,1512
192,Sep 01 2014,13.082,1490
193,Sep 02 2014,12.927,1397
194,Sep 03 2014,13.338,1236
195,Sep 04 2014,13.382,1243
196,Sep 05 2014,12.659,1411
197,Sep 06 2014,12.742,1519
198,Sep 07 2014,12.508,1521
199,Sep 08 2014,12.757,1280
200,Sep 09 2014,12.896,1220
201,Sep 10 2014,12.998,1261
202,Sep 11 2014,12.824,1383
203,Sep 12 2014,12.242,1620
204,Sep 13 2014,12.217,1567
205,Sep 14 2014,11.992,1450
206,Sep 15 2014,12.161,1450
207,Sep 16 2014,12.153,1339
208,Sep 17 2014,12.079,1414
209,Sep 18 2014,12.005,1500
210,Sep 19 2014,11.92,1582
211,Sep 20 2014,11.418,1771
212,Sep 21 2014,11.426,1432
213,Sep 22 2014,11.438,1390
214,Sep 23 2014,11.459,1290
215,Sep 24 2014,11.435,1216
216,Sep 25 2014,11.503,1253
217,Sep 26 2014,11.192,1591
218,Sep 27 2014,10.867,1675
219,Sep 28 2014,10.815,1605
220,Sep 29 2014,10.798,1391
221,Sep 30 2014,10.819,1527
222,Oct 01 2014,11.004,1554
223,Oct 02 2014,10.95,1571
224,Oct 03 2014,11.179,1722
225,Oct 04 2014,11.025,1871
226,Oct 05 2014,10.705,1871
227,Oct 06 2014,10.786,1617
228,Oct 07 2014,10.956,1475
229,Oct 08 2014,10.951,1627
230,Oct 09 2014,10.985,1679
231,Oct 10 2014,10.779,1861
232,Oct 11 2014,10.846,2037
233,Oct 12 2014,10.68,1878
234,Oct 13 2014,10.584,1658
235,Oct 14 2014,10.871,1444
236,Oct 15 2014,10.673,1478
237,Oct 16 2014,10.596,1628
238,Oct 17 2014,10.314,1870
239,Oct 18 2014,10.107,2143
240,Oct 19 2014,9.843,1967
241,Oct 20 2014,9.682,1705
242,Oct 21 2014,9.727,1502
243,Oct 22 2014,9.956,1550
244,Oct 23 2014,9.85,1642
245,Oct 24 2014,10.293,1921
246,Oct 25 2014,10.759,1853
247,Oct 26 2014,9.448,2312
248,Oct 27 2014,9.155,1811
249,Oct 28 2014,9.332,1665
250,Oct 29 2014,9.327,1593
251,Oct 30 2014,10.652,1541
252,Oct 31 2014,9.37,2563
253,Nov 01 2014,9.432,2314
254,Nov 02 2014,9.105,2253
255,Nov 03 2014,8.85,1788
256,Nov 04 2014,9.045,1731
257,Nov 05 2014,8.973,1626
258,Nov 06 2014,8.938,1772
259,Nov 07 2014,8.963,1800
260,Nov 08 2014,9.096,2042
261,Nov 09 2014,8.74,1947
262,Nov 10 2014,8.528,1810
263,Nov 11 2014,8.57,1880
264,Nov 12 2014,7.019,5198
265,Nov 13 2014,7.287,2800
266,Nov 14 2014,7.385,2300
267,Nov 15 2014,7.374,2434
268,Nov 16 2014,7.365,2308
269,Nov 17 2014,7.178,2039
270,Nov 18 2014,7.356,1785
271,Nov 19 2014,7.131,1697
272,Nov 20 2014,7.118,1735
273,Nov 21 2014,7.0,2130
274,Nov 22 2014,7.144,2291
275,Nov 23 2014,7.043,2048
276,Nov 24 2014,7.023,2030
277,Nov 25 2014,7.584,1697
278,Nov 26 2014,7.68,2009
279,Nov 27 2014,7.938,2713
280,Nov 28 2014,8.111,2702
281,Nov 29 2014,11.454,319
282,Nov 30 2014,8.249,4379
283,Dec 01 2014,6.948,2523
284,Dec 02 2014,7.275,2136
285,Dec 03 2014,7.875,1908
286,Dec 04 2014,8.007,1832
287,Dec 05 2014,8.443,2313
288,Dec 06 2014,8.684,2649
289,Dec 07 2014,8.382,2716
290,Dec 08 2014,8.007,2344
291,Dec 09 2014,8.245,2127
292,Dec 10 2014,7.969,2585
293,Dec 11 2014,8.336,2278
294,Dec 12 2014,8.245,2305
295,Dec 13 2014,8.471,2641
296,Dec 14 2014,8.335,2422
297,Dec 15 2014,8.23,2235
298,Dec 16 2014,8.186,2223
299,Dec 17 2014,7.998,2458
300,Dec 18 2014,8.009,2484
301,Dec 19 2014,8.174,2916
302,Dec 20 2014,8.095,2841
303,Dec 21 2014,8.013,2813
304,Dec 22 2014,7.906,2849
305,Dec 23 2014,8.08,2611
306,Dec 24 2014,8.079,3438
307,Dec 25 2014,8.975999999999999,3717
308,Dec 26 2014,9.027,3449
309,Dec 27 2014,9.018,3513
310,Dec 28 2014,8.952,2904
311,Dec 29 2014,8.848,3155
312,Dec 30 2014,8.937,3219
313,Dec 31 2014,8.858,2787
314,Jan 01 2015,8.573,2709
315,Jan 02 2015,8.66,3611
316,Jan 03 2015,8.839,3354
317,Jan 04 2015,8.824,3062
318,Jan 05 2015,8.849,3188
319,Jan 06 2015,9.107,2781
320,Jan 07 2015,9.355,2463
321,Jan 08 2015,9.187,2854
322,Jan 09 2015,9.049,4572
323,Jan 10 2015,9.317,4266
324,Jan 11 2015,9.022,3826
325,Jan 12 2015,9.052,3545
326,Jan 13 2015,9.297,3473
327,Jan 14 2015,9.254,3557
328,Jan 15 2015,9.356,3660
329,Jan 16 2015,9.095,4029
330,Jan 17 2015,8.983,4438
331,Jan 18 2015,8.901,4002
332,Jan 19 2015,8.822,3662
333,Jan 20 2015,9.027,3603
334,Jan 21 2015,8.972,3392
335,Jan 22 2015,9.025,3779
336,Jan 23 2015,9.079,3994
337,Jan 24 2015,9.396,4443
338,Jan 25 2015,8.869,4722
339,Jan 26 2015,8.565,4065
340,Jan 27 2015,8.675,3858
341,Jan 28 2015,8.846,3608
342,Jan 29 2015,8.688,4224
343,Jan 30 2015,8.807,5242
344,Jan 31 2015,9.01,4858
345,Feb 01 2015,8.684,4953
346,Feb 02 2015,8.647,4119
347,Feb 03 2015,8.762,4136
348,Feb 04 2015,8.799,3788
349,Feb 05 2015,8.659,3912
350,Feb 06 2015,8.499,4211
351,Feb 07 2015,8.846,4726
352,Feb 08 2015,8.346,4507
353,Feb 09 2015,8.56,3777
354,Feb 10 2015,8.611,3196
355,Feb 11 2015,8.535,3752
356,Feb 12 2015,8.433,3760
357,Feb 13 2015,8.526,4305
358,Feb 14 2015,8.748,4683
359,Feb 15 2015,8.481,4565
360,Feb 16 2015,8.494,4551
361,Feb 17 2015,8.362,3717
362,Feb 18 2015,8.434,3507
363,Feb 19 2015,8.48,3551
364,Feb 20 2015,8.355,3893
365,Feb 21 2015,8.437,3386
366,Feb 22 2015,8.478,3320
367,Feb 23 2015,8.453,3293
368,Feb 24 2015,8.479,3157
369,Feb 25 2015,8.61,3047
370,Feb 26 2015,8.623,3062
371,Feb 27 2015,8.356,4336
372,Feb 28 2015,8.575,3849
373,Mar 01 2015,8.415,3544
374,Mar 02 2015,8.496,3096
375,Mar 03 2015,8.574,3047
376,Mar 04 2015,8.678,3072
377,Mar 05 2015,8.488,3163
378,Mar 06 2015,8.447,3686
379,Mar 07 2015,8.418,4039
380,Mar 08 2015,8.288,3723
381,Mar 09 2015,8.254,3121
382,Mar 10 2015,8.202,3046
383,Mar 11 2015,8.23,2707
384,Mar 12 2015,8.289,3185
385,Mar 13 2015,8.247,4162
386,Mar 14 2015,8.176,5370
387,Mar 15 2015,7.955,5069
388,Mar 16 2015,7.8100000000000005,4038
389,Mar 17 2015,8.201,3184
390,Mar 18 2015,8.339,2934
391,Mar 19 2015,8.371,3153
392,Mar 20 2015,8.396,3779
393,Mar 21 2015,8.462,4352
394,Mar 22 2015,8.408,3536
395,Mar 23 2015,8.428,3582
396,Mar 24 2015,8.452,3230
397,Mar 25 2015,8.582,3407
398,Mar 26 2015,8.504,3431
399,Mar 27 2015,8.575,3877
400,Mar 28 2015,8.55,4325
401,Mar 29 2015,8.209,4129
402,Mar 30 2015,8.298,3652
403,Mar 31 2015,8.34,3526
404,Apr 01 2015,8.217,4907
405,Apr 02 2015,8.512,4337
406,Apr 03 2015,8.718,4307
407,Apr 04 2015,8.552,4943
408,Apr 05 2015,8.638,4646
409,Apr 06 2015,8.641,4674
410,Apr 07 2015,8.914,5036
411,Apr 08 2015,8.797,4468
412,Apr 09 2015,8.859,4123
413,Apr 10 2015,9.008,3849
414,Apr 11 2015,8.799,4939
415,Apr 12 2015,8.513,4503
416,Apr 13 2015,8.356,4148
417,Apr 14 2015,8.156,4090
418,Apr 15 2015,7.995,3683
419,Apr 16 2015,7.316,8991
420,Apr 17 2015,7.125,7107
421,Apr 18 2015,7.021,6361
422,Apr 19 2015,6.881,4404
423,Apr 20 2015,6.666,5325
424,Apr 21 2015,6.534,4630
425,Apr 22 2015,6.515,4396
426,Apr 23 2015,6.5440000000000005,4221
427,Apr 24 2015,6.491,5008
428,Apr 25 2015,6.535,5644
429,Apr 26 2015,6.358,5034
430,Apr 27 2015,6.269,4482
431,Apr 28 2015,6.313,4156
432,Apr 29 2015,6.344,4097
433,Apr 30 2015,6.466,5008
434,May 01 2015,5.851,6195
435,May 02 2015,6.31,5806
436,May 03 2015,6.109,5296
437,May 04 2015,6.017,5255
438,May 05 2015,6.087,4625
439,May 06 2015,6.162,4157
440,May 07 2015,6.175,4122
441,May 08 2015,6.049,5451
442,May 09 2015,6.127,5530
443,May 10 2015,5.931,5040
444,May 11 2015,5.921,4471
445,May 12 2015,6.068,4128
446,May 13 2015,6.084,4476
447,May 14 2015,6.012,4356
448,May 15 2015,6.056,4322
449,May 16 2015,6.106,5238
450,May 17 2015,5.924,5000
451,May 18 2015,6.003,4297
452,May 19 2015,6.023,4149
453,May 20 2015,5.941,4100
454,May 21 2015,5.957,3937
455,May 22 2015,5.961,4737
456,May 23 2015,5.971,5184
457,May 24 2015,5.82,4767
458,May 25 2015,5.779,4487
459,May 26 2015,5.751,4566
460,May 27 2015,4.568,15605
461,May 28 2015,4.948,7566
462,May 29 2015,5.175,6848
463,May 30 2015,5.368,6408
464,May 31 2015,5.335,5789
465,Jun 01 2015,5.5,5875
466,Jun 02 2015,5.531,5404
467,Jun 03 2015,5.431,5600
468,Jun 04 2015,5.315,5342
469,Jun 05 2015,5.077,5826
470,Jun 06 2015,5.12,5387
471,Jun 07 2015,5.104,5318
472,Jun 08 2015,5.158,5421
473,Jun 09 2015,5.331,5144
474,Jun 10 2015,5.22,5589
475,Jun 11 2015,5.018,5715
476,Jun 12 2015,4.708,6917
477,Jun 13 2015,4.675,6853
478,Jun 14 2015,4.474,6424
479,Jun 15 2015,4.432,6480
480,Jun 16 2015,4.434,5943
481,Jun 17 2015,4.372,5961
482,Jun 18 2015,4.464,5546
483,Jun 19 2015,4.479,6553
484,Jun 20 2015,4.448,6382
485,Jun 21 2015,4.241,6389
486,Jun 22 2015,4.301,6413
487,Jun 23 2015,4.578,5127
488,Jun 24 2015,4.877,5184
489,Jun 25 2015,4.947,5109
490,Jun 26 2015,5.004,5707
491,Jun 27 2015,5.025,5379
492,Jun 28 2015,5.002,5287
493,Jun 29 2015,4.993,5637
494,Jun 30 2015,5.04,5568
495,Jul 01 2015,5.067,5482
496,Jul 02 2015,5.109,5069
497,Jul 03 2015,5.13,5109
498,Jul 04 2015,5.129,4709
499,Jul 05 2015,5.055,4694
500,Jul 06 2015,5.063,4953
501,Jul 07 2015,5.146,4896
502,Jul 08 2015,5.142,4861
503,Jul 09 2015,5.184,5177
504,Jul 10 2015,5.332,4817
505,Jul 11 2015,5.165,5067
506,Jul 12 2015,5.125,5036
507,Jul 13 2015,5.088,5301
508,Jul 14 2015,5.104,4620
509,Jul 15 2015,5.089,4987
510,Jul 16 2015,5.13,5002
511,Jul 17 2015,5.154,4879
512,Jul 18 2015,5.159,4979
513,Jul 19 2015,5.05,4739
514,Jul 20 2015,5.157,5202
515,Jul 21 2015,5.182,4985
516,Jul 22 2015,5.293,4331
517,Jul 23 2015,5.182,5156
518,Jul 24 2015,5.182,4788
519,Jul 25 2015,5.261,4678
520,Jul 26 2015,5.223,4479
521,Jul 27 2015,5.248,5145
522,Jul 28 2015,5.231,4820
523,Jul 29 2015,5.191,4840
524,Jul 30 2015,5.031,5002
525,Jul 31 2015,5.201,4980
526,Aug 01 2015,5.139,4716
527,Aug 02 2015,5.062,4811
528,Aug 03 2015,5.104,5013
529,Aug 04 2015,5.139,4425
530,Aug 05 2015,5.14,4864
531,Aug 06 2015,5.133,4825
532,Aug 07 2015,5.087,4966
533,Aug 08 2015,5.064,4630
534,Aug 09 2015,5.054,4420
535,Aug 10 2015,5.127,5015
536,Aug 11 2015,5.183,4781
537,Aug 12 2015,5.09,4603
538,Aug 13 2015,5.099,4897
539,Aug 14 2015,5.017,5073
540,Aug 15 2015,4.645,7250
541,Aug 16 2015,4.713,5393
542,Aug 17 2015,4.824,5526
543,Aug 18 2015,4.892,4808
544,Aug 19 2015,4.938,4684
545,Aug 20 2015,4.9510000000000005,5725
546,Aug 21 2015,4.931,6886
547,Aug 22 2015,5.105,6203
548,Aug 23 2015,4.736,8103
549,Aug 24 2015,4.869,6781
550,Aug 25 2015,5.255,5392
551,Aug 26 2015,5.489,4967
552,Aug 27 2015,5.619,4574
553,Aug 28 2015,5.729,4831
554,Aug 29 2015,5.7059999999999995,4624
555,Aug 30 2015,5.684,4925
556,Aug 31 2015,5.742,4623
557,Sep 01 2015,5.983,4863
558,Sep 02 2015,5.904,4298
559,Sep 03 2015,5.758,4342
560,Sep 04 2015,5.822,4805
561,Sep 05 2015,5.816,5779
562,Sep 06 2015,5.759,4843
563,Sep 07 2015,5.713,4181
564,Sep 08 2015,5.773,4266
565,Sep 09 2015,5.9190000000000005,3496
566,Sep 10 2015,5.922,4364
567,Sep 11 2015,5.86,5262
568,Sep 12 2015,5.954,5299
569,Sep 13 2015,5.825,5194
570,Sep 14 2015,5.812,4547
571,Sep 15 2015,5.923,3999
572,Sep 16 2015,5.905,4537
573,Sep 17 2015,5.968,4469
574,Sep 18 2015,6.123,8848
575,Sep 19 2015,6.219,7626
576,Sep 20 2015,6.185,6112
577,Sep 21 2015,5.967,5024
578,Sep 22 2015,5.942,4721
579,Sep 23 2015,5.962,4736
580,Sep 24 2015,5.907,4515
581,Sep 25 2015,5.877,5197
582,Sep 26 2015,5.96,6008
583,Sep 27 2015,5.9,5179
584,Sep 28 2015,5.825,4495
585,Sep 29 2015,5.785,4265
586,Sep 30 2015,5.698,4646
587,Oct 01 2015,5.774,4441
588,Oct 02 2015,5.869,5271
589,Oct 03 2015,5.845,5454
590,Oct 04 2015,5.759,4848
591,Oct 05 2015,5.756,4326
592,Oct 06 2015,5.838,3966
593,Oct 07 2015,5.917,4032
594,Oct 08 2015,5.836,4020
595,Oct 09 2015,5.923,4644
596,Oct 10 2015,5.954,4949
597,Oct 11 2015,5.844,4801
598,Oct 12 2015,5.821,4109
599,Oct 13 2015,5.8,3676
600,Oct 14 2015,5.735,4192
601,Oct 15 2015,5.713,4116
602,Oct 16 2015,5.774,4305
603,Oct 17 2015,5.742,5244
604,Oct 18 2015,5.666,4759
605,Oct 19 2015,5.62,3693
606,Oct 20 2015,5.707,3749
607,Oct 21 2015,5.537,4590
608,Oct 22 2015,5.453,3626
609,Oct 23 2015,5.474,4953
610,Oct 24 2015,5.515,5219
611,Oct 25 2015,5.442,5015
612,Oct 26 2015,5.352,4045
613,Oct 27 2015,5.364,3903
614,Oct 28 2015,5.38,5063
615,Oct 29 2015,5.496,4584
616,Oct 30 2015,5.434,5598
617,Oct 31 2015,5.429,6154
618,Nov 01 2015,5.171,6757
619,Nov 02 2015,5.204,5360
620,Nov 03 2015,5.437,4491
621,Nov 04 2015,5.62,4398
622,Nov 05 2015,5.617,4156
623,Nov 06 2015,5.6690000000000005,4876
624,Nov 07 2015,5.672,5561
625,Nov 08 2015,5.52,4937
626,Nov 09 2015,5.524,3929
627,Nov 10 2015,5.556,3847
628,Nov 11 2015,5.425,3768
629,Nov 12 2015,5.352,3800
630,Nov 13 2015,5.447,4673
631,Nov 14 2015,5.484,5300
632,Nov 15 2015,5.396,4643
633,Nov 16 2015,5.441,3870
634,Nov 17 2015,5.533,3544
635,Nov 18 2015,5.604,3755
636,Nov 19 2015,5.567,3447
637,Nov 20 2015,5.625,4444
638,Nov 21 2015,5.697,4823
639,Nov 22 2015,5.662,4140
640,Nov 23 2015,5.632,3472
641,Nov 24 2015,5.66,3709
642,Nov 25 2015,5.469,4615
643,Nov 26 2015,5.041,5779
644,Nov 27 2015,5.038,7117
645,Nov 28 2015,5.031,7301
646,Nov 29 2015,4.933,6488
647,Nov 30 2015,4.878,5261
648,Dec 01 2015,4.965,4890
649,Dec 02 2015,5.306,4104
650,Dec 03 2015,5.41,4153
651,Dec 04 2015,5.541,4824
652,Dec 05 2015,5.644,5558
653,Dec 06 2015,5.74,5569
654,Dec 07 2015,5.703,4523
655,Dec 08 2015,5.7010000000000005,3991
656,Dec 09 2015,5.773,6536
657,Dec 10 2015,5.779,4664
658,Dec 11 2015,5.812,4981
659,Dec 12 2015,5.785,5668
660,Dec 13 2015,5.73,4834
661,Dec 14 2015,5.709,3802
662,Dec 15 2015,5.7219999999999995,3693
663,Dec 16 2015,5.7010000000000005,3523
664,Dec 17 2015,5.58,3371
665,Dec 18 2015,5.575,4101
666,Dec 19 2015,5.426,4655
667,Dec 20 2015,5.25,4286
668,Dec 21 2015,5.204,4073
669,Dec 22 2015,5.242,4442
670,Dec 23 2015,4.7,7091
671,Dec 24 2015,4.698,6399
672,Dec 25 2015,5.096,6435
673,Dec 26 2015,5.051,6700
674,Dec 27 2015,5.034,6244
675,Dec 28 2015,5.197,5832
676,Dec 29 2015,4.999,6341
677,Dec 30 2015,4.933,6160
678,Dec 31 2015,4.88,5347
679,Jan 01 2016,4.759,5888
680,Jan 02 2016,4.615,6790
681,Jan 03 2016,4.538,5825
682,Jan 04 2016,4.571,5816
683,Jan 05 2016,4.957,4568
684,Jan 06 2016,5.002,4467
685,Jan 07 2016,5.093,4232
686,Jan 08 2016,5.149,4833
687,Jan 09 2016,5.138,5091
688,Jan 10 2016,5.1,4693
689,Jan 11 2016,5.126,3803
690,Jan 12 2016,5.076,3861
691,Jan 13 2016,5.152,3592
692,Jan 14 2016,4.995,3888
693,Jan 15 2016,5.07,4299
694,Jan 16 2016,5.065,5234
695,Jan 17 2016,4.978,4525
696,Jan 18 2016,5.022,4081
697,Jan 19 2016,5.062,3516
698,Jan 20 2016,5.082,3483
699,Jan 21 2016,4.995,3437
700,Jan 22 2016,5.126,4302
701,Jan 23 2016,5.028,4866
702,Jan 24 2016,4.97,4303
703,Jan 25 2016,4.978,3861
704,Jan 26 2016,5.063,3576
705,Jan 27 2016,5.043,3838
706,Jan 28 2016,4.923,3823
707,Jan 29 2016,4.895,4345
708,Jan 30 2016,4.942,4903
709,Jan 31 2016,4.838,4354
710,Feb 01 2016,4.875,4028
711,Feb 02 2016,4.96,3661
712,Feb 03 2016,4.9,3686
713,Feb 04 2016,4.967,3436
714,Feb 05 2016,4.911,4392
715,Feb 06 2016,4.523,5846
716,Feb 07 2016,4.413,5308
717,Feb 08 2016,4.394,4534
718,Feb 09 2016,4.453,4141
719,Feb 10 2016,4.408,4000
720,Feb 11 2016,4.419,4099
721,Feb 12 2016,4.457,4418
722,Feb 13 2016,4.74,4818
723,Feb 14 2016,4.856,4425
724,Feb 15 2016,4.85,4015
725,Feb 16 2016,4.891,3660
726,Feb 17 2016,4.823,3564
727,Feb 18 2016,4.299,10547
728,Feb 19 2016,4.509,6156
729,Feb 20 2016,4.58,6151
730,Feb 21 2016,4.574,5180
731,Feb 22 2016,4.612,4586
732,Feb 23 2016,4.716,4481
733,Feb 24 2016,4.702,4422
734,Feb 25 2016,4.703,4461
735,Feb 26 2016,4.659,5064
736,Feb 27 2016,4.673,5914
737,Feb 28 2016,4.694,4058
738,Feb 29 2016,4.606,4332
739,Mar 01 2016,4.6530000000000005,4172
740,Mar 02 2016,4.739,4050
741,Mar 03 2016,4.68,4345
742,Mar 04 2016,4.69,4892
743,Mar 05 2016,4.732,5596
744,Mar 06 2016,4.609,5214
745,Mar 07 2016,4.6370000000000005,4161
746,Mar 08 2016,4.752,4081
747,Mar 09 2016,4.7010000000000005,3693
748,Mar 10 2016,4.781,3226
749,Mar 11 2016,4.868,4022
750,Mar 12 2016,5.096,4240
751,Mar 13 2016,5.035,3994
752,Mar 14 2016,5.092,3436
753,Mar 15 2016,5.164,3226
754,Mar 16 2016,5.21,3010
755,Mar 17 2016,5.154,3126
756,Mar 18 2016,5.12,4741
757,Mar 19 2016,5.353,4311
758,Mar 20 2016,5.319,3967
759,Mar 21 2016,5.429,3524
760,Mar 22 2016,5.446,3227
761,Mar 23 2016,5.416,3306
762,Mar 24 2016,5.414,3562
763,Mar 25 2016,5.238,3827
764,Mar 26 2016,5.145,3957
765,Mar 27 2016,5.113,4137
766,Mar 28 2016,5.11,3726
767,Mar 29 2016,5.327,4149
768,Mar 30 2016,5.484,4118
769,Mar 31 2016,5.651,4296
770,Apr 01 2016,5.88,4658
771,Apr 02 2016,5.929,4808
772,Apr 03 2016,5.3870000000000005,6354
773,Apr 04 2016,5.592,4398
774,Apr 05 2016,5.835,3432
775,Apr 06 2016,5.899,3435
776,Apr 07 2016,5.956,3131
777,Apr 08 2016,6.061,3830
778,Apr 09 2016,6.087,4481
779,Apr 10 2016,5.943,3916
780,Apr 11 2016,5.878,3418
781,Apr 12 2016,5.957,3124
782,Apr 13 2016,5.894,3102
783,Apr 14 2016,5.943,3011
784,Apr 15 2016,5.9510000000000005,3486
785,Apr 16 2016,5.941,3971
