,date,median_price,volume_sold,item,weapon,skin,wear
0,Feb 21 2014,41.08,6,AK-47 | Redline,AK-47,Redline,Well-Worn
1,Feb 22 2014,37.436,14,AK-47 | Redline,AK-47,Redline,Well-Worn
2,Feb 23 2014,32.013,17,AK-47 | Redline,AK-47,Redline,Well-Worn
3,Feb 24 2014,31.277,14,AK-47 | Redline,AK-47,Redline,Well-Worn
4,Feb 25 2014,38.594,16,AK-47 | Redline,AK-47,Redline,Well-Worn
5,Feb 26 2014,39.8,6,AK-47 | Redline,AK-47,Redline,Well-Worn
6,Feb 27 2014,39.055,8,AK-47 | Redline,AK-47,Redline,Well-Worn
7,Feb 28 2014,44.063,12,AK-47 | Redline,AK-47,Redline,Well-Worn
8,Mar 01 2014,33.973,18,AK-47 | Redline,AK-47,Redline,Well-Worn
9,Mar 02 2014,33.451,18,AK-47 | Redline,AK-47,Redline,Well-Worn
10,Mar 03 2014,30.69,22,AK-47 | Redline,AK-47,Redline,Well-Worn
11,Mar 04 2014,36.548,21,AK-47 | Redline,AK-47,Redline,Well-Worn
12,Mar 05 2014,31.22,8,AK-47 | Redline,AK-47,Redline,Well-Worn
13,Mar 06 2014,33.762,11,AK-47 | Redline,AK-47,Redline,Well-Worn
14,Mar 07 2014,35.084,15,AK-47 | Redline,AK-47,Redline,Well-Worn
15,Mar 08 2014,39.16,6,AK-47 | Redline,AK-47,Redline,Well-Worn
16,Mar 09 2014,30.507,16,AK-47 | Redline,AK-47,Redline,Well-Worn
17,Mar 10 2014,29.486,21,AK-47 | Redline,AK-47,Redline,Well-Worn
18,Mar 11 2014,29.903,19,AK-47 | Redline,AK-47,Redline,Well-Worn
19,Mar 12 2014,28.176,15,AK-47 | Redline,AK-47,Redline,Well-Worn
20,Mar 13 2014,28.919,13,AK-47 | Redline,AK-47,Redline,Well-Worn
21,Mar 14 2014,33.56,14,AK-47 | Redline,AK-47,Redline,Well-Worn
22,Mar 15 2014,30.608,17,AK-47 | Redline,AK-47,Redline,Well-Worn
23,Mar 16 2014,31.971,23,AK-47 | Redline,AK-47,Redline,Well-Worn
24,Mar 17 2014,32.615,12,AK-47 | Redline,AK-47,Redline,Well-Worn
25,Mar 18 2014,32.849,11,AK-47 | Redline,AK-47,Redline,Well-Worn
26,Mar 19 2014,29.233,17,AK-47 | Redline,AK-47,Redline,Well-Worn
27,Mar 20 2014,27.879,16,AK-47 | Redline,AK-47,Redline,Well-Worn
28,Mar 21 2014,28.463,21,AK-47 | Redline,AK-47,Redline,Well-Worn
29,Mar 22 2014,29.957,23,AK-47 | Redline,AK-47,Redline,Well-Worn
30,Mar 23 2014,28.192,17,AK-47 | Redline,AK-47,Redline,Well-Worn
31,Mar 24 2014,28.738,20,AK-47 | Redline,AK-47,Redline,Well-Worn
32,Mar 25 2014,30.565,15,AK-47 | Redline,AK-47,Redline,Well-Worn
33,Mar 26 2014,31.994,15,AK-47 | Redline,AK-47,Redline,Well-Worn
34,Mar 27 2014,33.241,11,AK-47 | Redline,AK-47,Redline,Well-Worn
35,Mar 28 2014,30.364,23,AK-47 | Redline,AK-47,Redline,Well-Worn
36,Mar 29 2014,29.391,21,AK-47 | Redline,AK-47,Redline,Well-Worn
37,Mar 30 2014,29.144,22,AK-47 | Redline,AK-47,Redline,Well-Worn
38,Mar 31 2014,29.358,21,AK-47 | Redline,AK-47,Redline,Well-Worn
39,Apr 01 2014,31.184,14,AK-47 | Redline,AK-47,Redline,Well-Worn
40,Apr 02 2014,29.287,19,AK-47 | Redline,AK-47,Redline,Well-Worn
41,Apr 03 2014,26.772,26,AK-47 | Redline,AK-47,Redline,Well-Worn
42,Apr 04 2014,27.679,17,AK-47 | Redline,AK-47,Redline,Well-Worn
43,Apr 05 2014,27.096,16,AK-47 | Redline,AK-47,Redline,Well-Worn
44,Apr 06 2014,26.218,21,AK-47 | Redline,AK-47,Redline,Well-Worn
45,Apr 07 2014,26.517,20,AK-47 | Redline,AK-47,Redline,Well-Worn
46,Apr 08 2014,27.169,25,AK-47 | Redline,AK-47,Redline,Well-Worn
47,Apr 09 2014,25.626,38,AK-47 | Redline,AK-47,Redline,Well-Worn
48,Apr 10 2014,26.432,31,AK-47 | Redline,AK-47,Redline,Well-Worn
49,Apr 11 2014,24.552,30,AK-47 | Redline,AK-47,Redline,Well-Worn
50,Apr 12 2014,26.496,36,AK-47 | Redline,AK-47,Redline,Well-Worn
51,Apr 13 2014,27.834,33,AK-47 | Redline,AK-47,Redline,Well-Worn
52,Apr 14 2014,26.952,38,AK-47 | Redline,AK-47,Redline,Well-Worn
53,Apr 15 2014,27.392,16,AK-47 | Redline,AK-47,Redline,Well-Worn
54,Apr 16 2014,25.115,29,AK-47 | Redline,AK-47,Redline,Well-Worn
55,Apr 17 2014,24.44,34,AK-47 | Redline,AK-47,Redline,Well-Worn
56,Apr 18 2014,26.858,27,AK-47 | Redline,AK-47,Redline,Well-Worn
57,Apr 19 2014,25.626,25,AK-47 | Redline,AK-47,Redline,Well-Worn
58,Apr 20 2014,23.381,38,AK-47 | Redline,AK-47,Redline,Well-Worn
59,Apr 21 2014,24.406,29,AK-47 | Redline,AK-47,Redline,Well-Worn
60,Apr 22 2014,24.772,31,AK-47 | Redline,AK-47,Redline,Well-Worn
61,Apr 23 2014,23.633,37,AK-47 | Redline,AK-47,Redline,Well-Worn
62,Apr 24 2014,24.058,35,AK-47 | Redline,AK-47,Redline,Well-Worn
63,Apr 25 2014,26.276,39,AK-47 | Redline,AK-47,Redline,Well-Worn
64,Apr 26 2014,25.727,35,AK-47 | Redline,AK-47,Redline,Well-Worn
65,Apr 27 2014,25.325,26,AK-47 | Redline,AK-47,Redline,Well-Worn
66,Apr 28 2014,23.623,32,AK-47 | Redline,AK-47,Redline,Well-Worn
67,Apr 29 2014,24.012,35,AK-47 | Redline,AK-47,Redline,Well-Worn
68,Apr 30 2014,25.776,38,AK-47 | Redline,AK-47,Redline,Well-Worn
69,May 01 2014,25.384,42,AK-47 | Redline,AK-47,Redline,Well-Worn
70,May 02 2014,20.845,50,AK-47 | Redline,AK-47,Redline,Well-Worn
71,May 03 2014,21.242,55,AK-47 | Redline,AK-47,Redline,Well-Worn
72,May 04 2014,19.871,51,AK-47 | Redline,AK-47,Redline,Well-Worn
73,May 05 2014,19.355,55,AK-47 | Redline,AK-47,Redline,Well-Worn
74,May 06 2014,19.593,50,AK-47 | Redline,AK-47,Redline,Well-Worn
75,May 07 2014,22.047,35,AK-47 | Redline,AK-47,Redline,Well-Worn
76,May 08 2014,21.256,51,AK-47 | Redline,AK-47,Redline,Well-Worn
77,May 09 2014,19.273,63,AK-47 | Redline,AK-47,Redline,Well-Worn
78,May 10 2014,18.035,55,AK-47 | Redline,AK-47,Redline,Well-Worn
79,May 11 2014,15.716,46,AK-47 | Redline,AK-47,Redline,Well-Worn
80,May 12 2014,14.735,63,AK-47 | Redline,AK-47,Redline,Well-Worn
81,May 13 2014,17.614,47,AK-47 | Redline,AK-47,Redline,Well-Worn
82,May 14 2014,17.466,51,AK-47 | Redline,AK-47,Redline,Well-Worn
83,May 15 2014,16.689,49,AK-47 | Redline,AK-47,Redline,Well-Worn
84,May 16 2014,15.74,39,AK-47 | Redline,AK-47,Redline,Well-Worn
85,May 17 2014,16.171,48,AK-47 | Redline,AK-47,Redline,Well-Worn
86,May 18 2014,15.754,34,AK-47 | Redline,AK-47,Redline,Well-Worn
87,May 19 2014,14.989,33,AK-47 | Redline,AK-47,Redline,Well-Worn
88,May 20 2014,14.968,53,AK-47 | Redline,AK-47,Redline,Well-Worn
89,May 21 2014,17.097,43,AK-47 | Redline,AK-47,Redline,Well-Worn
90,May 22 2014,15.656,38,AK-47 | Redline,AK-47,Redline,Well-Worn
91,May 23 2014,15.189,43,AK-47 | Redline,AK-47,Redline,Well-Worn
92,May 24 2014,15.327,47,AK-47 | Redline,AK-47,Redline,Well-Worn
93,May 25 2014,15.013,50,AK-47 | Redline,AK-47,Redline,Well-Worn
94,May 26 2014,14.859,58,AK-47 | Redline,AK-47,Redline,Well-Worn
95,May 27 2014,16.128,38,AK-47 | Redline,AK-47,Redline,Well-Worn
96,May 28 2014,14.559,51,AK-47 | Redline,AK-47,Redline,Well-Worn
97,May 29 2014,14.417,32,AK-47 | Redline,AK-47,Redline,Well-Worn
98,May 30 2014,13.594,62,AK-47 | Redline,AK-47,Redline,Well-Worn
99,May 31 2014,14.414,49,AK-47 | Redline,AK-47,Redline,Well-Worn
100,Jun 01 2014,13.243,62,AK-47 | Redline,AK-47,Redline,Well-Worn
101,Jun 02 2014,13.661,52,AK-47 | Redline,AK-47,Redline,Well-Worn
102,Jun 03 2014,14.855,46,AK-47 | Redline,AK-47,Redline,Well-Worn
103,Jun 04 2014,13.392,47,AK-47 | Redline,AK-47,Redline,Well-Worn
104,Jun 05 2014,12.934,49,AK-47 | Redline,AK-47,Redline,Well-Worn
105,Jun 06 2014,12.45,62,AK-47 | Redline,AK-47,Redline,Well-Worn
106,Jun 07 2014,12.678,60,AK-47 | Redline,AK-47,Redline,Well-Worn
107,Jun 08 2014,12.445,51,AK-47 | Redline,AK-47,Redline,Well-Worn
108,Jun 09 2014,12.803,45,AK-47 | Redline,AK-47,Redline,Well-Worn
109,Jun 10 2014,13.151,47,AK-47 | Redline,AK-47,Redline,Well-Worn
110,Jun 11 2014,13.326,48,AK-47 | Redline,AK-47,Redline,Well-Worn
111,Jun 12 2014,12.666,53,AK-47 | Redline,AK-47,Redline,Well-Worn
112,Jun 13 2014,13.019,46,AK-47 | Redline,AK-47,Redline,Well-Worn
113,Jun 14 2014,13.782,42,AK-47 | Redline,AK-47,Redline,Well-Worn
114,Jun 15 2014,13.843,70,AK-47 | Redline,AK-47,Redline,Well-Worn
115,Jun 16 2014,15.069,59,AK-47 | Redline,AK-47,Redline,Well-Worn
116,Jun 17 2014,12.534,81,AK-47 | Redline,AK-47,Redline,Well-Worn
117,Jun 18 2014,12.449,56,AK-47 | Redline,AK-47,Redline,Well-Worn
118,Jun 19 2014,11.967,57,AK-47 | Redline,AK-47,Redline,Well-Worn
119,Jun 20 2014,10.56,83,AK-47 | Redline,AK-47,Redline,Well-Worn
120,Jun 21 2014,10.762,66,AK-47 | Redline,AK-47,Redline,Well-Worn
121,Jun 22 2014,10.596,54,AK-47 | Redline,AK-47,Redline,Well-Worn
122,Jun 23 2014,9.769,69,AK-47 | Redline,AK-47,Redline,Well-Worn
123,Jun 24 2014,9.299,72,AK-47 | Redline,AK-47,Redline,Well-Worn
124,Jun 25 2014,9.323,61,AK-47 | Redline,AK-47,Redline,Well-Worn
125,Jun 26 2014,9.991,60,AK-47 | Redline,AK-47,Redline,Well-Worn
126,Jun 27 2014,10.876,61,AK-47 | Redline,AK-47,Redline,Well-Worn
127,Jun 28 2014,10.979,69,AK-47 | Redline,AK-47,Redline,Well-Worn
128,Jun 29 2014,11.726,76,AK-47 | Redline,AK-47,Redline,Well-Worn
129,Jun 30 2014,11.208,80,AK-47 | Redline,AK-47,Redline,Well-Worn
130,Jul 01 2014,12.049,68,AK-47 | Redline,AK-47,Redline,Well-Worn
131,Jul 02 2014,9.752,105,AK-47 | Redline,AK-47,Redline,Well-Worn
132,Jul 03 2014,10.102,76,AK-47 | Redline,AK-47,Redline,Well-Worn
133,Jul 04 2014,10.755,59,AK-47 | Redline,AK-47,Redline,Well-Worn
134,Jul 05 2014,10.193,70,AK-47 | Redline,AK-47,Redline,Well-Worn
135,Jul 06 2014,10.778,72,AK-47 | Redline,AK-47,Redline,Well-Worn
136,Jul 07 2014,11.622,63,AK-47 | Redline,AK-47,Redline,Well-Worn
137,Jul 08 2014,11.091,62,AK-47 | Redline,AK-47,Redline,Well-Worn
138,Jul 09 2014,11.091,70,AK-47 | Redline,AK-47,Redline,Well-Worn
139,Jul 10 2014,11.637,77,AK-47 | Redline,AK-47,Redline,Well-Worn
140,Jul 11 2014,10.348,72,AK-47 | Redline,AK-47,Redline,Well-Worn
141,Jul 12 2014,11.094,69,AK-47 | Redline,AK-47,Redline,Well-Worn
142,Jul 13 2014,11.315,53,AK-47 | Redline,AK-47,Redline,Well-Worn
143,Jul 14 2014,11.15,76,AK-47 | Redline,AK-47,Redline,Well-Worn
144,Jul 15 2014,11.63,82,AK-47 | Redline,AK-47,Redline,Well-Worn
145,Jul 16 2014,11.288,84,AK-47 | Redline,AK-47,Redline,Well-Worn
146,Jul 17 2014,10.948,78,AK-47 | Redline,AK-47,Redline,Well-Worn
147,Jul 18 2014,11.425,63,AK-47 | Redline,AK-47,Redline,Well-Worn
148,Jul 19 2014,11.099,69,AK-47 | Redline,AK-47,Redline,Well-Worn
149,Jul 20 2014,10.496,80,AK-47 | Redline,AK-47,Redline,Well-Worn
150,Jul 21 2014,10.568,78,AK-47 | Redline,AK-47,Redline,Well-Worn
151,Jul 22 2014,11.215,84,AK-47 | Redline,AK-47,Redline,Well-Worn
152,Jul 23 2014,11.262,67,AK-47 | Redline,AK-47,Redline,Well-Worn
153,Jul 24 2014,10.932,73,AK-47 | Redline,AK-47,Redline,Well-Worn
154,Jul 25 2014,11.839,77,AK-47 | Redline,AK-47,Redline,Well-Worn
155,Jul 26 2014,11.299,88,AK-47 | Redline,AK-47,Redline,Well-Worn
156,Jul 27 2014,11.829,74,AK-47 | Redline,AK-47,Redline,Well-Worn
157,Jul 28 2014,11.605,91,AK-47 | Redline,AK-47,Redline,Well-Worn
158,Jul 29 2014,11.291,104,AK-47 | Redline,AK-47,Redline,Well-Worn
159,Jul 30 2014,12.296,82,AK-47 | Redline,AK-47,Redline,Well-Worn
160,Jul 31 2014,13.058,84,AK-47 | Redline,AK-47,Redline,Well-Worn
161,Aug 01 2014,13.587,86,AK-47 | Redline,AK-47,Redline,Well-Worn
162,Aug 02 2014,14.972,91,AK-47 | Redline,AK-47,Redline,Well-Worn
163,Aug 03 2014,13.379,82,AK-47 | Redline,AK-47,Redline,Well-Worn
164,Aug 04 2014,11.917,124,AK-47 | Redline,AK-47,Redline,Well-Worn
165,Aug 05 2014,12.849,85,AK-47 | Redline,AK-47,Redline,Well-Worn
166,Aug 06 2014,12.118,99,AK-47 | Redline,AK-47,Redline,Well-Worn
167,Aug 07 2014,13.15,90,AK-47 | Redline,AK-47,Redline,Well-Worn
168,Aug 08 2014,12.995,79,AK-47 | Redline,AK-47,Redline,Well-Worn
169,Aug 09 2014,12.952,70,AK-47 | Redline,AK-47,Redline,Well-Worn
170,Aug 10 2014,12.542,69,AK-47 | Redline,AK-47,Redline,Well-Worn
171,Aug 11 2014,12.598,83,AK-47 | Redline,AK-47,Redline,Well-Worn
172,Aug 12 2014,11.846,86,AK-47 | Redline,AK-47,Redline,Well-Worn
173,Aug 13 2014,12.201,108,AK-47 | Redline,AK-47,Redline,Well-Worn
174,Aug 14 2014,14.913,88,AK-47 | Redline,AK-47,Redline,Well-Worn
175,Aug 15 2014,14.271,106,AK-47 | Redline,AK-47,Redline,Well-Worn
176,Aug 16 2014,14.569,96,AK-47 | Redline,AK-47,Redline,Well-Worn
177,Aug 17 2014,12.739,121,AK-47 | Redline,AK-47,Redline,Well-Worn
178,Aug 18 2014,11.98,90,AK-47 | Redline,AK-47,Redline,Well-Worn
179,Aug 19 2014,12.713,91,AK-47 | Redline,AK-47,Redline,Well-Worn
180,Aug 20 2014,12.84,100,AK-47 | Redline,AK-47,Redline,Well-Worn
181,Aug 21 2014,12.941,77,AK-47 | Redline,AK-47,Redline,Well-Worn
182,Aug 22 2014,12.747,89,AK-47 | Redline,AK-47,Redline,Well-Worn
183,Aug 23 2014,11.969,104,AK-47 | Redline,AK-47,Redline,Well-Worn
184,Aug 24 2014,12.844,103,AK-47 | Redline,AK-47,Redline,Well-Worn
185,Aug 25 2014,13.296,93,AK-47 | Redline,AK-47,Redline,Well-Worn
186,Aug 26 2014,13.662,81,AK-47 | Redline,AK-47,Redline,Well-Worn
187,Aug 27 2014,12.692,98,AK-47 | Redline,AK-47,Redline,Well-Worn
188,Aug 28 2014,12.342,121,AK-47 | Redline,AK-47,Redline,Well-Worn
189,Aug 29 2014,13.636,124,AK-47 | Redline,AK-47,Redline,Well-Worn
190,Aug 30 2014,13.46,117,AK-47 | Redline,AK-47,Redline,Well-Worn
191,Aug 31 2014,12.579,106,AK-47 | Redline,AK-47,Redline,Well-Worn
192,Sep 01 2014,13.441,116,AK-47 | Redline,AK-47,Redline,Well-Worn
193,Sep 02 2014,13.511,92,AK-47 | Redline,AK-47,Redline,Well-Worn
194,Sep 03 2014,14.196,87,AK-47 | Redline,AK-47,Redline,Well-Worn
195,Sep 04 2014,14.278,91,AK-47 | Redline,AK-47,Redline,Well-Worn
196,Sep 05 2014,13.794,94,AK-47 | Redline,AK-47,Redline,Well-Worn
197,Sep 06 2014,13.838,86,AK-47 | Redline,AK-47,Redline,Well-Worn
198,Sep 07 2014,13.909,84,AK-47 | Redline,AK-47,Redline,Well-Worn
199,Sep 08 2014,13.926,91,AK-47 | Redline,AK-47,Redline,Well-Worn
200,Sep 09 2014,13.397,93,AK-47 | Redline,AK-47,Redline,Well-Worn
201,Sep 10 2014,13.978,83,AK-47 | Redline,AK-47,Redline,Well-Worn
202,Sep 11 2014,13.153,86,AK-47 | Redline,AK-47,Redline,Well-Worn
203,Sep 12 2014,12.634,100,AK-47 | Redline,AK-47,Redline,Well-Worn
204,Sep 13 2014,11.681,129,AK-47 | Redline,AK-47,Redline,Well-Worn
205,Sep 14 2014,11.77,108,AK-47 | Redline,AK-47,Redline,Well-Worn
206,Sep 15 2014,12.619,94,AK-47 | Redline,AK-47,Redline,Well-Worn
207,Sep 16 2014,12.779,85,AK-47 | Redline,AK-47,Redline,Well-Worn
208,Sep 17 2014,12.286,106,AK-47 | Redline,AK-47,Redline,Well-Worn
209,Sep 18 2014,13.062,97,AK-47 | Redline,AK-47,Redline,Well-Worn
210,Sep 19 2014,12.916,108,AK-47 | Redline,AK-47,Redline,Well-Worn
211,Sep 20 2014,11.871,120,AK-47 | Redline,AK-47,Redline,Well-Worn
212,Sep 21 2014,12.147,107,AK-47 | Redline,AK-47,Redline,Well-Worn
213,Sep 22 2014,11.708,80,AK-47 | Redline,AK-47,Redline,Well-Worn
214,Sep 23 2014,11.86,81,AK-47 | Redline,AK-47,Redline,Well-Worn
215,Sep 24 2014,11.474,95,AK-47 | Redline,AK-47,Redline,Well-Worn
216,Sep 25 2014,12.281,70,AK-47 | Redline,AK-47,Redline,Well-Worn
217,Sep 26 2014,11.711,116,AK-47 | Redline,AK-47,Redline,Well-Worn
218,Sep 27 2014,11.413,116,AK-47 | Redline,AK-47,Redline,Well-Worn
219,Sep 28 2014,11.344,97,AK-47 | Redline,AK-47,Redline,Well-Worn
220,Sep 29 2014,11.292,93,AK-47 | Redline,AK-47,Redline,Well-Worn
221,Sep 30 2014,11.272,109,AK-47 | Redline,AK-47,Redline,Well-Worn
222,Oct 01 2014,11.495,86,AK-47 | Redline,AK-47,Redline,Well-Worn
223,Oct 02 2014,11.431,111,AK-47 | Redline,AK-47,Redline,Well-Worn
224,Oct 03 2014,11.908,112,AK-47 | Redline,AK-47,Redline,Well-Worn
225,Oct 04 2014,11.265,137,AK-47 | Redline,AK-47,Redline,Well-Worn
226,Oct 05 2014,11.237,125,AK-47 | Redline,AK-47,Redline,Well-Worn
227,Oct 06 2014,11.283,121,AK-47 | Redline,AK-47,Redline,Well-Worn
228,Oct 07 2014,11.215,105,AK-47 | Redline,AK-47,Redline,Well-Worn
229,Oct 08 2014,11.475,114,AK-47 | Redline,AK-47,Redline,Well-Worn
230,Oct 09 2014,11.086,115,AK-47 | Redline,AK-47,Redline,Well-Worn
231,Oct 10 2014,11.114,134,AK-47 | Redline,AK-47,Redline,Well-Worn
232,Oct 11 2014,11.069,126,AK-47 | Redline,AK-47,Redline,Well-Worn
233,Oct 12 2014,11.094,116,AK-47 | Redline,AK-47,Redline,Well-Worn
234,Oct 13 2014,11.148,114,AK-47 | Redline,AK-47,Redline,Well-Worn
235,Oct 14 2014,11.603,88,AK-47 | Redline,AK-47,Redline,Well-Worn
236,Oct 15 2014,11.65,91,AK-47 | Redline,AK-47,Redline,Well-Worn
237,Oct 16 2014,11.337,96,AK-47 | Redline,AK-47,Redline,Well-Worn
238,Oct 17 2014,10.797,124,AK-47 | Redline,AK-47,Redline,Well-Worn
239,Oct 18 2014,10.108,131,AK-47 | Redline,AK-47,Redline,Well-Worn
240,Oct 19 2014,9.982,126,AK-47 | Redline,AK-47,Redline,Well-Worn
241,Oct 20 2014,10.747,111,AK-47 | Redline,AK-47,Redline,Well-Worn
242,Oct 21 2014,10.911,92,AK-47 | Redline,AK-47,Redline,Well-Worn
243,Oct 22 2014,10.993,99,AK-47 | Redline,AK-47,Redline,Well-Worn
244,Oct 23 2014,10.508,106,AK-47 | Redline,AK-47,Redline,Well-Worn
245,Oct 24 2014,10.999,142,AK-47 | Redline,AK-47,Redline,Well-Worn
246,Oct 25 2014,11.66,128,AK-47 | Redline,AK-47,Redline,Well-Worn
247,Oct 26 2014,9.795,153,AK-47 | Redline,AK-47,Redline,Well-Worn
248,Oct 27 2014,9.984,124,AK-47 | Redline,AK-47,Redline,Well-Worn
249,Oct 28 2014,9.684,122,AK-47 | Redline,AK-47,Redline,Well-Worn
250,Oct 29 2014,10.21,101,AK-47 | Redline,AK-47,Redline,Well-Worn
251,Oct 30 2014,10.928,113,AK-47 | Redline,AK-47,Redline,Well-Worn
252,Oct 31 2014,10.1,168,AK-47 | Redline,AK-47,Redline,Well-Worn
253,Nov 01 2014,10.374,175,AK-47 | Redline,AK-47,Redline,Well-Worn
254,Nov 02 2014,9.63,150,AK-47 | Redline,AK-47,Redline,Well-Worn
255,Nov 03 2014,9.356,129,AK-47 | Redline,AK-47,Redline,Well-Worn
256,Nov 04 2014,10.052,101,AK-47 | Redline,AK-47,Redline,Well-Worn
257,Nov 05 2014,9.603,124,AK-47 | Redline,AK-47,Redline,Well-Worn
258,Nov 06 2014,9.575,120,AK-47 | Redline,AK-47,Redline,Well-Worn
259,Nov 07 2014,9.325,146,AK-47 | Redline,AK-47,Redline,Well-Worn
260,Nov 08 2014,10.178,146,AK-47 | Redline,AK-47,Redline,Well-Worn
261,Nov 09 2014,9.435,106,AK-47 | Redline,AK-47,Redline,Well-Worn
262,Nov 10 2014,9.805,107,AK-47 | Redline,AK-47,Redline,Well-Worn
263,Nov 11 2014,9.742,128,AK-47 | Redline,AK-47,Redline,Well-Worn
264,Nov 12 2014,7.961,216,AK-47 | Redline,AK-47,Redline,Well-Worn
265,Nov 13 2014,7.683,148,AK-47 | Redline,AK-47,Redline,Well-Worn
266,Nov 14 2014,8.31,157,AK-47 | Redline,AK-47,Redline,Well-Worn
267,Nov 15 2014,8.376,127,AK-47 | Redline,AK-47,Redline,Well-Worn
268,Nov 16 2014,7.97,145,AK-47 | Redline,AK-47,Redline,Well-Worn
269,Nov 17 2014,7.541,139,AK-47 | Redline,AK-47,Redline,Well-Worn
270,Nov 18 2014,7.98,86,AK-47 | Redline,AK-47,Redline,Well-Worn
271,Nov 19 2014,7.883,116,AK-47 | Redline,AK-47,Redline,Well-Worn
272,Nov 20 2014,8.056,113,AK-47 | Redline,AK-47,Redline,Well-Worn
273,Nov 21 2014,7.861,130,AK-47 | Redline,AK-47,Redline,Well-Worn
274,Nov 22 2014,8.097,145,AK-47 | Redline,AK-47,Redline,Well-Worn
275,Nov 23 2014,7.36,141,AK-47 | Redline,AK-47,Redline,Well-Worn
276,Nov 24 2014,7.656,127,AK-47 | Redline,AK-47,Redline,Well-Worn
277,Nov 25 2014,8.477,113,AK-47 | Redline,AK-47,Redline,Well-Worn
278,Nov 26 2014,8.719,133,AK-47 | Redline,AK-47,Redline,Well-Worn
279,Nov 27 2014,9.035,185,AK-47 | Redline,AK-47,Redline,Well-Worn
280,Nov 28 2014,8.833,172,AK-47 | Redline,AK-47,Redline,Well-Worn
281,Nov 29 2014,12.957,18,AK-47 | Redline,AK-47,Redline,Well-Worn
282,Nov 30 2014,7.384,261,AK-47 | Redline,AK-47,Redline,Well-Worn
283,Dec 01 2014,7.87,155,AK-47 | Redline,AK-47,Redline,Well-Worn
284,Dec 02 2014,8.017,158,AK-47 | Redline,AK-47,Redline,Well-Worn
285,Dec 03 2014,8.486,125,AK-47 | Redline,AK-47,Redline,Well-Worn
286,Dec 04 2014,8.784,129,AK-47 | Redline,AK-47,Redline,Well-Worn
287,Dec 05 2014,9.461,140,AK-47 | Redline,AK-47,Redline,Well-Worn
288,Dec 06 2014,9.585,179,AK-47 | Redline,AK-47,Redline,Well-Worn
289,Dec 07 2014,9.415,164,AK-47 | Redline,AK-47,Redline,Well-Worn
290,Dec 08 2014,8.806,153,AK-47 | Redline,AK-47,Redline,Well-Worn
291,Dec 09 2014,8.869,155,AK-47 | Redline,AK-47,Redline,Well-Worn
292,Dec 10 2014,8.995,152,AK-47 | Redline,AK-47,Redline,Well-Worn
293,Dec 11 2014,9.515,142,AK-47 | Redline,AK-47,Redline,Well-Worn
294,Dec 12 2014,9.5,129,AK-47 | Redline,AK-47,Redline,Well-Worn
295,Dec 13 2014,9.455,174,AK-47 | Redline,AK-47,Redline,Well-Worn
296,Dec 14 2014,9.071,179,AK-47 | Redline,AK-47,Redline,Well-Worn
297,Dec 15 2014,9.176,141,AK-47 | Redline,AK-47,Redline,Well-Worn
298,Dec 16 2014,8.329,158,AK-47 | Redline,AK-47,Redline,Well-Worn
299,Dec 17 2014,8.409,168,AK-47 | Redline,AK-47,Redline,Well-Worn
300,Dec 18 2014,8.71,149,AK-47 | Redline,AK-47,Redline,Well-Worn
301,Dec 19 2014,8.843,191,AK-47 | Redline,AK-47,Redline,Well-Worn
302,Dec 20 2014,8.619,173,AK-47 | Redline,AK-47,Redline,Well-Worn
303,Dec 21 2014,8.415,155,AK-47 | Redline,AK-47,Redline,Well-Worn
304,Dec 22 2014,8.743,167,AK-47 | Redline,AK-47,Redline,Well-Worn
305,Dec 23 2014,8.94,145,AK-47 | Redline,AK-47,Redline,Well-Worn
306,Dec 24 2014,9.038,204,AK-47 | Redline,AK-47,Redline,Well-Worn
307,Dec 25 2014,10.336,196,AK-47 | Redline,AK-47,Redline,Well-Worn
308,Dec 26 2014,10.592,200,AK-47 | Redline,AK-47,Redline,Well-Worn
309,Dec 27 2014,10.734,194,AK-47 | Redline,AK-47,Redline,Well-Worn
310,Dec 28 2014,10.635,167,AK-47 | Redline,AK-47,Redline,Well-Worn
311,Dec 29 2014,10.088,204,AK-47 | Redline,AK-47,Redline,Well-Worn
312,Dec 30 2014,10.546,180,AK-47 | Redline,AK-47,Redline,Well-Worn
313,Dec 31 2014,10.503,161,AK-47 | Redline,AK-47,Redline,Well-Worn
314,Jan 01 2015,10.41,142,AK-47 | Redline,AK-47,Redline,Well-Worn
315,Jan 02 2015,10.575,220,AK-47 | Redline,AK-47,Redline,Well-Worn
316,Jan 03 2015,10.273,198,AK-47 | Redline,AK-47,Redline,Well-Worn
317,Jan 04 2015,10.189,186,AK-47 | Redline,AK-47,Redline,Well-Worn
318,Jan 05 2015,10.163,187,AK-47 | Redline,AK-47,Redline,Well-Worn
319,Jan 06 2015,10.032,174,AK-47 | Redline,AK-47,Redline,Well-Worn
320,Jan 07 2015,10.741,150,AK-47 | Redline,AK-47,Redline,Well-Worn
321,Jan 08 2015,10.615,173,AK-47 | Redline,AK-47,Redline,Well-Worn
322,Jan 09 2015,10.429,222,AK-47 | Redline,AK-47,Redline,Well-Worn
323,Jan 10 2015,9.961,233,AK-47 | Redline,AK-47,Redline,Well-Worn
324,Jan 11 2015,9.451,232,AK-47 | Redline,AK-47,Redline,Well-Worn
325,Jan 12 2015,9.712,205,AK-47 | Redline,AK-47,Redline,Well-Worn
