,date,median_price,volume_sold,item,weapon,skin,wear
1205,Jun 10 2017,7.541,74,AK-47 | Redline,AK-47,Redline,Well-Worn
1206,Jun 11 2017,7.43,67,AK-47 | Redline,AK-47,Redline,Well-Worn
1207,Jun 12 2017,7.606,60,AK-47 | Redline,AK-47,Redline,Well-Worn
1208,Jun 13 2017,7.824,57,AK-47 | Redline,AK-47,Redline,Well-Worn
1209,Jun 14 2017,7.534,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1210,Jun 15 2017,7.971,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1211,Jun 16 2017,7.741,78,AK-47 | Redline,AK-47,Redline,Well-Worn
1212,Jun 17 2017,7.912,60,AK-47 | Redline,AK-47,Redline,Well-Worn
1213,Jun 18 2017,8.124,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1214,Jun 19 2017,8.613,57,AK-47 | Redline,AK-47,Redline,Well-Worn
1215,Jun 20 2017,7.951,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1216,Jun 21 2017,7.483,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1217,Jun 22 2017,7.545,73,AK-47 | Redline,AK-47,Redline,Well-Worn
1218,Jun 23 2017,6.349,109,AK-47 | Redline,AK-47,Redline,Well-Worn
1219,Jun 24 2017,6.523,93,AK-47 | Redline,AK-47,Redline,Well-Worn
1220,Jun 25 2017,6.603,75,AK-47 | Redline,AK-47,Redline,Well-Worn
1221,Jun 26 2017,6.556,82,AK-47 | Redline,AK-47,Redline,Well-Worn
1222,Jun 27 2017,6.97,79,AK-47 | Redline,AK-47,Redline,Well-Worn
1223,Jun 28 2017,7.458,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1224,Jun 29 2017,7.329,72,AK-47 | Redline,AK-47,Redline,Well-Worn
1225,Jun 30 2017,7.568,83,AK-47 | Redline,AK-47,Redline,Well-Worn
1226,Jul 01 2017,7.405,80,AK-47 | Redline,AK-47,Redline,Well-Worn
1227,Jul 02 2017,7.455,77,AK-47 | Redline,AK-47,Redline,Well-Worn
1228,Jul 03 2017,7.404,82,AK-47 | Redline,AK-47,Redline,Well-Worn
1229,Jul 04 2017,7.368,71,AK-47 | Redline,AK-47,Redline,Well-Worn
1230,Jul 05 2017,7.592,67,AK-47 | Redline,AK-47,Redline,Well-Worn
1231,Jul 06 2017,7.893,59,AK-47 | Redline,AK-47,Redline,Well-Worn
1232,Jul 07 2017,7.888,72,AK-47 | Redline,AK-47,Redline,Well-Worn
1233,Jul 08 2017,8.12,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1234,Jul 09 2017,7.863,67,AK-47 | Redline,AK-47,Redline,Well-Worn
1235,Jul 10 2017,8.011,77,AK-47 | Redline,AK-47,Redline,Well-Worn
1236,Jul 11 2017,8.25,65,AK-47 | Redline,AK-47,Redline,Well-Worn
1237,Jul 12 2017,8.05,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1238,Jul 13 2017,8.012,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1239,Jul 14 2017,8.09,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1240,Jul 15 2017,8.211,57,AK-47 | Redline,AK-47,Redline,Well-Worn
1241,Jul 16 2017,8.457,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1242,Jul 17 2017,8.776,60,AK-47 | Redline,AK-47,Redline,Well-Worn
1243,Jul 18 2017,8.654,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1244,Jul 19 2017,8.591,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1245,Jul 20 2017,8.662,65,AK-47 | Redline,AK-47,Redline,Well-Worn
1246,Jul 21 2017,8.664,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1247,Jul 22 2017,8.631,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1248,Jul 23 2017,8.518,81,AK-47 | Redline,AK-47,Redline,Well-Worn
1249,Jul 24 2017,9.351,74,AK-47 | Redline,AK-47,Redline,Well-Worn
1250,Jul 25 2017,9.003,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1251,Jul 26 2017,9.093,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1252,Jul 27 2017,9.155,73,AK-47 | Redline,AK-47,Redline,Well-Worn
1253,Jul 28 2017,9.28,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1254,Jul 29 2017,9.538,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1255,Jul 30 2017,9.344,72,AK-47 | Redline,AK-47,Redline,Well-Worn
1256,Jul 31 2017,9.797,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1257,Aug 01 2017,10.378,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1258,Aug 02 2017,9.254,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1259,Aug 03 2017,9.335,72,AK-47 | Redline,AK-47,Redline,Well-Worn
1260,Aug 04 2017,9.486,74,AK-47 | Redline,AK-47,Redline,Well-Worn
1261,Aug 05 2017,9.453,60,AK-47 | Redline,AK-47,Redline,Well-Worn
1262,Aug 06 2017,9.317,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1263,Aug 07 2017,8.929,78,AK-47 | Redline,AK-47,Redline,Well-Worn
1264,Aug 08 2017,8.881,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1265,Aug 09 2017,9.322,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1266,Aug 10 2017,9.162,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1267,Aug 11 2017,9.392,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1268,Aug 12 2017,9.684,60,AK-47 | Redline,AK-47,Redline,Well-Worn
1269,Aug 13 2017,9.463,66,AK-47 | Redline,AK-47,Redline,Well-Worn
1270,Aug 14 2017,9.299,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1271,Aug 15 2017,9.207,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1272,Aug 16 2017,9.315,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1273,Aug 17 2017,9.502,65,AK-47 | Redline,AK-47,Redline,Well-Worn
1274,Aug 18 2017,9.087,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1275,Aug 19 2017,8.925,54,AK-47 | Redline,AK-47,Redline,Well-Worn
1276,Aug 20 2017,9.12,67,AK-47 | Redline,AK-47,Redline,Well-Worn
1277,Aug 21 2017,8.883,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1278,Aug 22 2017,8.488,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1279,Aug 23 2017,8.526,54,AK-47 | Redline,AK-47,Redline,Well-Worn
1280,Aug 24 2017,8.841,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1281,Aug 25 2017,8.797,76,AK-47 | Redline,AK-47,Redline,Well-Worn
1282,Aug 26 2017,8.844,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1283,Aug 27 2017,8.529,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1284,Aug 28 2017,8.443,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1285,Aug 29 2017,8.669,65,AK-47 | Redline,AK-47,Redline,Well-Worn
1286,Aug 30 2017,8.961,45,AK-47 | Redline,AK-47,Redline,Well-Worn
1287,Aug 31 2017,9.026,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1288,Sep 01 2017,8.562,70,AK-47 | Redline,AK-47,Redline,Well-Worn
1289,Sep 02 2017,8.937,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1290,Sep 03 2017,9.157,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1291,Sep 04 2017,9.547,66,AK-47 | Redline,AK-47,Redline,Well-Worn
1292,Sep 05 2017,9.108,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1293,Sep 06 2017,9.421,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1294,Sep 07 2017,9.394,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1295,Sep 08 2017,9.651,61,AK-47 | Redline,AK-47,Redline,Well-Worn
1296,Sep 09 2017,9.382,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1297,Sep 10 2017,9.362,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1298,Sep 11 2017,9.477,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1299,Sep 12 2017,9.495,37,AK-47 | Redline,AK-47,Redline,Well-Worn
1300,Sep 13 2017,9.648,37,AK-47 | Redline,AK-47,Redline,Well-Worn
1301,Sep 14 2017,9.527,45,AK-47 | Redline,AK-47,Redline,Well-Worn
1302,Sep 15 2017,9.477,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1303,Sep 16 2017,9.409,64,AK-47 | Redline,AK-47,Redline,Well-Worn
1304,Sep 17 2017,9.479,57,AK-47 | Redline,AK-47,Redline,Well-Worn
1305,Sep 18 2017,8.954,35,AK-47 | Redline,AK-47,Redline,Well-Worn
1306,Sep 19 2017,9.482,38,AK-47 | Redline,AK-47,Redline,Well-Worn
1307,Sep 20 2017,9.253,38,AK-47 | Redline,AK-47,Redline,Well-Worn
1308,Sep 21 2017,9.05,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1309,Sep 22 2017,8.64,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1310,Sep 23 2017,8.548,59,AK-47 | Redline,AK-47,Redline,Well-Worn
1311,Sep 24 2017,8.549,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1312,Sep 25 2017,8.924,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1313,Sep 26 2017,9.108,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1314,Sep 27 2017,8.742,61,AK-47 | Redline,AK-47,Redline,Well-Worn
1315,Sep 28 2017,8.64,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1316,Sep 29 2017,8.531,59,AK-47 | Redline,AK-47,Redline,Well-Worn
1317,Sep 30 2017,8.784,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1318,Oct 01 2017,8.436,44,AK-47 | Redline,AK-47,Redline,Well-Worn
1319,Oct 02 2017,9.043,69,AK-47 | Redline,AK-47,Redline,Well-Worn
1320,Oct 03 2017,8.698,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1321,Oct 04 2017,8.695,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1322,Oct 05 2017,8.304,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1323,Oct 06 2017,8.77,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1324,Oct 07 2017,8.661,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1325,Oct 08 2017,8.525,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1326,Oct 09 2017,8.46,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1327,Oct 10 2017,8.567,64,AK-47 | Redline,AK-47,Redline,Well-Worn
1328,Oct 11 2017,8.592,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1329,Oct 12 2017,8.627,39,AK-47 | Redline,AK-47,Redline,Well-Worn
1330,Oct 13 2017,9.075,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1331,Oct 14 2017,9.32,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1332,Oct 15 2017,9.094,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1333,Oct 16 2017,8.748,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1334,Oct 17 2017,9.045,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1335,Oct 18 2017,9.055,33,AK-47 | Redline,AK-47,Redline,Well-Worn
1336,Oct 19 2017,8.73,46,AK-47 | Redline,AK-47,Redline,Well-Worn
1337,Oct 20 2017,8.749,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1338,Oct 21 2017,9.203,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1339,Oct 22 2017,8.629,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1340,Oct 23 2017,8.73,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1341,Oct 24 2017,8.662,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1342,Oct 25 2017,8.693,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1343,Oct 26 2017,8.655,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1344,Oct 27 2017,8.033,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1345,Oct 28 2017,7.999,61,AK-47 | Redline,AK-47,Redline,Well-Worn
1346,Oct 29 2017,8.273,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1347,Oct 30 2017,8.319,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1348,Oct 31 2017,8.101,39,AK-47 | Redline,AK-47,Redline,Well-Worn
1349,Nov 01 2017,8.082,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1350,Nov 02 2017,8.196,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1351,Nov 03 2017,8.394,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1352,Nov 04 2017,8.238,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1353,Nov 05 2017,8.2,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1354,Nov 06 2017,8.507,36,AK-47 | Redline,AK-47,Redline,Well-Worn
1355,Nov 07 2017,8.608,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1356,Nov 08 2017,7.882,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1357,Nov 09 2017,7.682,42,AK-47 | Redline,AK-47,Redline,Well-Worn
1358,Nov 10 2017,7.934,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1359,Nov 11 2017,8.049,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1360,Nov 12 2017,7.909,60,AK-47 | Redline,AK-47,Redline,Well-Worn
1361,Nov 13 2017,7.801,44,AK-47 | Redline,AK-47,Redline,Well-Worn
1362,Nov 14 2017,7.962,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1363,Nov 15 2017,7.919,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1364,Nov 16 2017,7.938,44,AK-47 | Redline,AK-47,Redline,Well-Worn
1365,Nov 17 2017,7.832,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1366,Nov 18 2017,7.817,72,AK-47 | Redline,AK-47,Redline,Well-Worn
1367,Nov 19 2017,7.768,63,AK-47 | Redline,AK-47,Redline,Well-Worn
1368,Nov 20 2017,7.848,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1369,Nov 21 2017,7.73,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1370,Nov 22 2017,7.594,42,AK-47 | Redline,AK-47,Redline,Well-Worn
1371,Nov 23 2017,7.001,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1372,Nov 24 2017,7.028,79,AK-47 | Redline,AK-47,Redline,Well-Worn
1373,Nov 25 2017,6.907,61,AK-47 | Redline,AK-47,Redline,Well-Worn
1374,Nov 26 2017,6.933,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1375,Nov 27 2017,6.995,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1376,Nov 28 2017,6.923,46,AK-47 | Redline,AK-47,Redline,Well-Worn
1377,Nov 29 2017,7.081,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1378,Nov 30 2017,7.302,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1379,Dec 01 2017,7.658,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1380,Dec 02 2017,7.784,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1381,Dec 03 2017,7.744,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1382,Dec 04 2017,7.635,44,AK-47 | Redline,AK-47,Redline,Well-Worn
1383,Dec 05 2017,8.087,37,AK-47 | Redline,AK-47,Redline,Well-Worn
1384,Dec 06 2017,8.264,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1385,Dec 07 2017,8.505,45,AK-47 | Redline,AK-47,Redline,Well-Worn
1386,Dec 08 2017,8.072,57,AK-47 | Redline,AK-47,Redline,Well-Worn
1387,Dec 09 2017,8.284,54,AK-47 | Redline,AK-47,Redline,Well-Worn
1388,Dec 10 2017,8.551,42,AK-47 | Redline,AK-47,Redline,Well-Worn
1389,Dec 11 2017,8.415,37,AK-47 | Redline,AK-47,Redline,Well-Worn
1390,Dec 12 2017,8.721,39,AK-47 | Redline,AK-47,Redline,Well-Worn
1391,Dec 13 2017,8.872,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1392,Dec 14 2017,8.69,32,AK-47 | Redline,AK-47,Redline,Well-Worn
1393,Dec 15 2017,7.875,35,AK-47 | Redline,AK-47,Redline,Well-Worn
1394,Dec 16 2017,8.155,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1395,Dec 17 2017,8.309,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1396,Dec 18 2017,8.632,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1397,Dec 19 2017,9.181,38,AK-47 | Redline,AK-47,Redline,Well-Worn
1398,Dec 20 2017,8.512,42,AK-47 | Redline,AK-47,Redline,Well-Worn
1399,Dec 21 2017,8.356,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1400,Dec 22 2017,7.777,84,AK-47 | Redline,AK-47,Redline,Well-Worn
1401,Dec 23 2017,7.736,67,AK-47 | Redline,AK-47,Redline,Well-Worn
1402,Dec 24 2017,8.713,78,AK-47 | Redline,AK-47,Redline,Well-Worn
1403,Dec 25 2017,9.785,89,AK-47 | Redline,AK-47,Redline,Well-Worn
1404,Dec 26 2017,9.789,79,AK-47 | Redline,AK-47,Redline,Well-Worn
1405,Dec 27 2017,9.924,76,AK-47 | Redline,AK-47,Redline,Well-Worn
1406,Dec 28 2017,9.853,70,AK-47 | Redline,AK-47,Redline,Well-Worn
1407,Dec 29 2017,9.481,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1408,Dec 30 2017,9.924,64,AK-47 | Redline,AK-47,Redline,Well-Worn
1409,Dec 31 2017,9.744,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1410,Jan 01 2018,9.79,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1411,Jan 02 2018,9.643,72,AK-47 | Redline,AK-47,Redline,Well-Worn
1412,Jan 03 2018,9.401,59,AK-47 | Redline,AK-47,Redline,Well-Worn
1413,Jan 04 2018,9.538,49,AK-47 | Redline,AK-47,Redline,Well-Worn
1414,Jan 05 2018,9.857,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1415,Jan 06 2018,9.901,54,AK-47 | Redline,AK-47,Redline,Well-Worn
1416,Jan 07 2018,9.934,32,AK-47 | Redline,AK-47,Redline,Well-Worn
1417,Jan 08 2018,9.757,57,AK-47 | Redline,AK-47,Redline,Well-Worn
1418,Jan 09 2018,9.816,45,AK-47 | Redline,AK-47,Redline,Well-Worn
1419,Jan 10 2018,9.757,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1420,Jan 11 2018,9.684,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1421,Jan 12 2018,9.909,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1422,Jan 13 2018,9.814,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1423,Jan 14 2018,9.914,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1424,Jan 15 2018,9.873,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1425,Jan 16 2018,10.554,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1426,Jan 17 2018,10.164,54,AK-47 | Redline,AK-47,Redline,Well-Worn
1427,Jan 18 2018,9.938,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1428,Jan 19 2018,9.967,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1429,Jan 20 2018,10.13,62,AK-47 | Redline,AK-47,Redline,Well-Worn
1430,Jan 21 2018,10.432,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1431,Jan 22 2018,10.28,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1432,Jan 23 2018,10.864,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1433,Jan 24 2018,10.619,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1434,Jan 25 2018,10.316,39,AK-47 | Redline,AK-47,Redline,Well-Worn
1435,Jan 26 2018,10.808,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1436,Jan 27 2018,10.023,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1437,Jan 28 2018,9.969,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1438,Jan 29 2018,10.092,59,AK-47 | Redline,AK-47,Redline,Well-Worn
1439,Jan 30 2018,10.353,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1440,Jan 31 2018,10.274,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1441,Feb 01 2018,10.579,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1442,Feb 02 2018,10.669,61,AK-47 | Redline,AK-47,Redline,Well-Worn
1443,Feb 03 2018,10.312,46,AK-47 | Redline,AK-47,Redline,Well-Worn
1444,Feb 04 2018,10.806,55,AK-47 | Redline,AK-47,Redline,Well-Worn
1445,Feb 05 2018,9.954,42,AK-47 | Redline,AK-47,Redline,Well-Worn
1446,Feb 06 2018,10.296,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1447,Feb 07 2018,10.381,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1448,Feb 08 2018,10.682,45,AK-47 | Redline,AK-47,Redline,Well-Worn
1449,Feb 09 2018,10.524,42,AK-47 | Redline,AK-47,Redline,Well-Worn
1450,Feb 10 2018,10.379,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1451,Feb 11 2018,10.203,38,AK-47 | Redline,AK-47,Redline,Well-Worn
1452,Feb 12 2018,9.767,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1453,Feb 13 2018,10.649,44,AK-47 | Redline,AK-47,Redline,Well-Worn
1454,Feb 14 2018,12.777,32,AK-47 | Redline,AK-47,Redline,Well-Worn
1455,Feb 15 2018,10.156,36,AK-47 | Redline,AK-47,Redline,Well-Worn
1456,Feb 16 2018,10.091,68,AK-47 | Redline,AK-47,Redline,Well-Worn
1457,Feb 17 2018,10.237,54,AK-47 | Redline,AK-47,Redline,Well-Worn
1458,Feb 18 2018,10.064,56,AK-47 | Redline,AK-47,Redline,Well-Worn
1459,Feb 19 2018,9.766,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1460,Feb 20 2018,10.349,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1461,Feb 21 2018,11.862,46,AK-47 | Redline,AK-47,Redline,Well-Worn
1462,Feb 22 2018,10.333,67,AK-47 | Redline,AK-47,Redline,Well-Worn
1463,Feb 23 2018,10.777,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1464,Feb 24 2018,10.732,38,AK-47 | Redline,AK-47,Redline,Well-Worn
1465,Feb 25 2018,10.645,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1466,Feb 26 2018,10.404,44,AK-47 | Redline,AK-47,Redline,Well-Worn
1467,Feb 27 2018,10.868,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1468,Feb 28 2018,10.159,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1469,Mar 01 2018,10.167,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1470,Mar 02 2018,10.032,59,AK-47 | Redline,AK-47,Redline,Well-Worn
1471,Mar 03 2018,9.909,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1472,Mar 04 2018,10.288,46,AK-47 | Redline,AK-47,Redline,Well-Worn
1473,Mar 05 2018,10.133,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1474,Mar 06 2018,10.209,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1475,Mar 07 2018,10.31,32,AK-47 | Redline,AK-47,Redline,Well-Worn
1476,Mar 08 2018,10.234,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1477,Mar 09 2018,10.121,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1478,Mar 10 2018,10.545,39,AK-47 | Redline,AK-47,Redline,Well-Worn
1479,Mar 11 2018,10.799,36,AK-47 | Redline,AK-47,Redline,Well-Worn
1480,Mar 12 2018,11.728,37,AK-47 | Redline,AK-47,Redline,Well-Worn
1481,Mar 13 2018,10.338,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1482,Mar 14 2018,10.182,35,AK-47 | Redline,AK-47,Redline,Well-Worn
1483,Mar 15 2018,10.163,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1484,Mar 16 2018,10.53,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1485,Mar 17 2018,10.243,45,AK-47 | Redline,AK-47,Redline,Well-Worn
1486,Mar 18 2018,9.806,44,AK-47 | Redline,AK-47,Redline,Well-Worn
1487,Mar 19 2018,10.426,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1488,Mar 20 2018,17.976,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1489,Mar 21 2018,10.762,29,AK-47 | Redline,AK-47,Redline,Well-Worn
1490,Mar 22 2018,10.186,33,AK-47 | Redline,AK-47,Redline,Well-Worn
1491,Mar 23 2018,9.648,52,AK-47 | Redline,AK-47,Redline,Well-Worn
1492,Mar 24 2018,10.305,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1493,Mar 25 2018,9.615,46,AK-47 | Redline,AK-47,Redline,Well-Worn
1494,Mar 26 2018,9.857,31,AK-47 | Redline,AK-47,Redline,Well-Worn
1495,Mar 27 2018,10.024,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1496,Mar 28 2018,10.128,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1497,Mar 29 2018,10.076,42,AK-47 | Redline,AK-47,Redline,Well-Worn
1498,Mar 30 2018,8.758,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1499,Mar 31 2018,8.98,58,AK-47 | Redline,AK-47,Redline,Well-Worn
1500,Apr 01 2018,8.856,53,AK-47 | Redline,AK-47,Redline,Well-Worn
1501,Apr 02 2018,8.683,48,AK-47 | Redline,AK-47,Redline,Well-Worn
1502,Apr 03 2018,8.908,38,AK-47 | Redline,AK-47,Redline,Well-Worn
1503,Apr 04 2018,8.822,64,AK-47 | Redline,AK-47,Redline,Well-Worn
1504,Apr 05 2018,9.394,47,AK-47 | Redline,AK-47,Redline,Well-Worn
1505,Apr 06 2018,9.337,40,AK-47 | Redline,AK-47,Redline,Well-Worn
1506,Apr 07 2018,8.979,46,AK-47 | Redline,AK-47,Redline,Well-Worn
1507,Apr 08 2018,9.099,41,AK-47 | Redline,AK-47,Redline,Well-Worn
1508,Apr 09 2018,9.114,35,AK-47 | Redline,AK-47,Redline,Well-Worn
1509,Apr 10 2018,9.071,35,AK-47 | Redline,AK-47,Redline,Well-Worn
1510,Apr 11 2018,8.741,36,AK-47 | Redline,AK-47,Redline,Well-Worn
1511,Apr 12 2018,9.042,32,AK-47 | Redline,AK-47,Redline,Well-Worn
1512,Apr 13 2018,8.926,32,AK-47 | Redline,AK-47,Redline,Well-Worn
1513,Apr 14 2018,8.926,50,AK-47 | Redline,AK-47,Redline,Well-Worn
1514,Apr 15 2018,11.155,33,AK-47 | Redline,AK-47,Redline,Well-Worn
1515,Apr 16 2018,9.292,38,AK-47 | Redline,AK-47,Redline,Well-Worn
1516,Apr 17 2018,8.887,32,AK-47 | Redline,AK-47,Redline,Well-Worn
1517,Apr 18 2018,8.791,35,AK-47 | Redline,AK-47,Redline,Well-Worn
1518,Apr 19 2018,8.997,31,AK-47 | Redline,AK-47,Redline,Well-Worn
1519,Apr 20 2018,8.913,51,AK-47 | Redline,AK-47,Redline,Well-Worn
1520,Apr 21 2018,9.092,43,AK-47 | Redline,AK-47,Redline,Well-Worn
1521,Apr 22 2018,8.965,35,AK-47 | Redline,AK-47,Redline,Well-Worn
