date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Jul 11 2014,2014-07-11,156.116,,,,14.749217304659952,11.535490253259441,15.687932064724228,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 12 2014,2014-07-12,135.347,14.68590073846341,14.685900738463411,14.68590073846341,14.749217304659952,11.535490253259441,15.687932064724228,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 13 2014,2014-07-13,87.123,35.395243526967484,36.44215104515653,35.395243526967484,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 14 2014,2014-07-14,79.408,37.181704501900754,42.85503577064927,37.181704501900754,14.749217304659952,11.535490253259441,15.687932064724228,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 15 2014,2014-07-15,87.12,34.44961269303329,43.48340631720371,34.44961269303329,14.749217304659952,11.535490253259441,15.687932064724228,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 16 2014,2014-07-16,87.291,32.064505406549884,43.44189169876221,32.064505406549884,14.749217304659952,11.535490253259441,15.687932064724228,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 17 2014,2014-07-17,58.106,34.29752361739422,47.88333652911475,34.29752361739422,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 18 2014,2014-07-18,62.435,34.236891413252714,49.63482686936527,34.236891413252714,14.749217304659952,11.535490253259441,15.687932064724228,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 19 2014,2014-07-19,69.199,33.08535476276139,49.69649051493059,33.08535476276139,14.749217304659952,11.535490253259441,15.687932064724228,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 20 2014,2014-07-20,67.764,32.07243792296155,49.59934040079716,32.07243792296155,14.749217304659952,11.535490253259441,15.687932064724228,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 21 2014,2014-07-21,38.544,34.016624726207574,52.56755764173607,34.016624726207574,14.749217304659952,11.535490253259441,15.687932064724228,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 22 2014,2014-07-22,56.644,33.40896543378829,52.529323502732474,33.40896543378829,14.749217304659952,11.535490253259441,15.687932064724228,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 23 2014,2014-07-23,68.678,32.202262408973844,51.336548662069326,32.202262408973844,14.749217304659952,11.535490253259441,15.687932064724228,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 24 2014,2014-07-24,75.341,30.976660091745856,49.77185815806974,30.976660091745856,14.749217304659952,11.535490253259441,15.687932064724228,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 25 2014,2014-07-25,66.613,30.06911871830031,48.76360953219861,30.06911871830031,14.749217304659952,11.535490253259441,15.687932064724228,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 26 2014,2014-07-26,64.528,29.29660260045807,47.85397435793239,29.29660260045807,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 27 2014,2014-07-27,66.009,28.534555154542833,46.82305982043284,28.534555154542833,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 28 2014,2014-07-28,70.21,27.743654956637226,45.57631074317056,27.743654956637226,14.749217304659952,11.535490253259441,15.687932064724228,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 29 2014,2014-07-29,61.306,27.21931736063466,44.79276966450414,27.21931736063466,14.749217304659952,11.535490253259441,15.687932064724228,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 30 2014,2014-07-30,69.913,26.537094416912062,43.562554101310916,26.537094416912062,14.749217304659952,11.535490253259441,15.687932064724228,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Jul 31 2014,2014-07-31,72.142,25.881725176546592,42.279208393860955,25.881725176546592,14.749217304659952,11.535490253259441,15.687932064724228,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 01 2014,2014-08-01,56.214,25.61426177603346,41.75345624411101,25.61426177603346,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 02 2014,2014-08-02,68.224,25.068500839734686,40.607973618148826,25.068500839734686,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 03 2014,2014-08-03,74.228,24.517943400546287,39.310963483468214,24.517943400546287,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 04 2014,2014-08-04,66.137,24.066169701124714,38.301540419170244,24.066169701124714,14.749217304659952,11.535490253259441,15.687932064724228,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 05 2014,2014-08-05,65.384,23.648886234694825,37.3274462267017,23.648886234694825,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 06 2014,2014-08-06,63.4,23.283144836770404,36.4318748098965,23.283144836770404,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 07 2014,2014-08-07,59.461,23.00872164597038,35.69097474349577,23.00872164597038,14.749217304659952,11.535490253259441,15.687932064724228,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 08 2014,2014-08-08,58.635,22.75802168856818,34.96191463885477,22.75802168856818,14.749217304659952,11.535490253259441,15.687932064724228,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 09 2014,2014-08-09,63.425,22.42776334272928,34.03689330989513,22.42776334272928,14.749217304659952,11.535490253259441,15.687932064724228,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 10 2014,2014-08-10,54.73,16.154705535226725,33.45874741183306,22.280526709812463,14.749217304659952,11.535490253259441,15.687932064724228,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 11 2014,2014-08-11,53.507,10.508662831973055,32.89690865835534,22.1587222525789,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 12 2014,2014-08-12,55.175,9.938543489868122,32.223532325450876,21.990738751638222,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 13 2014,2014-08-13,59.295,9.629406287185013,31.383870589003553,21.74561097125967,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 14 2014,2014-08-14,56.834,8.739469998659608,30.63088150639494,21.547960028306917,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 15 2014,2014-08-15,56.778,7.593109610072469,29.876662469108595,21.354137833885297,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 16 2014,2014-08-16,53.299,7.741116593253521,29.24732183892768,21.228602190888097,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 17 2014,2014-08-17,57.414,7.795947649739026,28.464280330597433,21.0285371167945,14.749217304659952,11.535490253259441,15.687932064724228,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 18 2014,2014-08-18,58.604,7.7122193761424676,27.658198065694705,20.81666220595322,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 19 2014,2014-08-19,62.817,7.636084321003236,26.78498696063094,20.569327719153797,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 20 2014,2014-08-20,61.736,6.250537634715007,25.954186235328596,20.33872936395595,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 21 2014,2014-08-21,55.862,6.277614748444288,25.282831245788014,20.18237191691797,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 22 2014,2014-08-22,59.701,6.187761786497357,24.521908177925138,19.981936815958147,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 23 2014,2014-08-23,56.674,5.746802545764053,23.848553306210228,19.820904947881665,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 24 2014,2014-08-24,58.633,5.691591939900913,23.139197858732125,19.640602947553173,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 25 2014,2014-08-25,63.795,5.679004835923015,22.38146895118565,19.428691960777066,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 26 2014,2014-08-26,63.16,5.621384921701345,21.652573227360115,19.226238885846918,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 27 2014,2014-08-27,72.123,5.736515064484506,21.00652153201858,19.03335543584376,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 28 2014,2014-08-28,65.957,5.799551905104411,20.315203210518575,18.835172058102717,14.749217304659952,11.535490253259441,15.687932064724228,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 29 2014,2014-08-29,72.277,5.9331414029076335,19.71224974574143,18.65490735397274,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 30 2014,2014-08-30,67.054,5.686661073254602,19.06502915807123,18.467506342317293,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Aug 31 2014,2014-08-31,70.772,5.851920872277966,18.47176109446751,18.291329451314656,14.749217304659952,11.535490253259441,15.687932064724228,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 01 2014,2014-09-01,62.316,5.727637369826244,17.89701152932443,18.12870655167033,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 02 2014,2014-09-02,59.741,5.217693146852627,17.387370132772634,17.987276136740583,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 03 2014,2014-09-03,58.11,5.1589690595574895,16.928935592012675,17.86280939153327,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 04 2014,2014-09-04,60.517,5.088788677308096,16.418555473081685,17.721620207766325,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 05 2014,2014-09-05,57.678,5.0923688004699965,15.987223472559023,17.605999625594002,14.749217304659952,11.535490253259441,15.687932064724228,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 06 2014,2014-09-06,61.213,5.089660808426021,15.485708374683767,17.466475546279277,14.749217304659952,11.535490253259441,15.687932064724228,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 07 2014,2014-09-07,56.121,5.143446292663847,15.119447027486755,17.370313377558844,14.749217304659952,11.535490253259441,15.687932064724228,13,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 08 2014,2014-09-08,54.904,5.211777582012498,14.793537426987713,17.288053643442083,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 09 2014,2014-09-09,56.793,5.149996353084323,14.39966937381722,17.18710888682072,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 10 2014,2014-09-10,56.512,5.0414918136298486,14.017315392826616,17.090046452034038,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 11 2014,2014-09-11,55.145,5.042565888650294,13.679865722028882,17.007239457467687,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 12 2014,2014-09-12,57.517,5.0663269064469905,13.277997714042469,16.904045814143338,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 13 2014,2014-09-13,57.134,5.059469242187752,12.892830685115149,16.805441098950322,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 14 2014,2014-09-14,52.211,5.236127780901767,12.679533759295007,16.757066847913887,14.749217304659952,11.535490253259441,15.687932064724228,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 15 2014,2014-09-15,55.459,5.152240858312933,12.336188198926035,16.674011932886373,14.749217304659952,11.535490253259441,15.687932064724228,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 16 2014,2014-09-16,52.752,5.309115398749739,12.086076011223314,16.618493574810124,14.749217304659952,11.535490253259441,15.687932064724228,13,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 17 2014,2014-09-17,51.416,5.536724065664694,11.883212814336732,16.577629215192974,14.749217304659952,11.535490253259441,15.687932064724228,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 18 2014,2014-09-18,49.568,5.814960737456544,11.753779621143984,16.55850437773703,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 19 2014,2014-09-19,49.21,6.08689691104978,11.616947509611144,16.541749111822213,14.749217304659952,11.535490253259441,15.687932064724228,16,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 20 2014,2014-09-20,44.935,6.588111186591858,11.711875366194167,16.584967819868453,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 21 2014,2014-09-21,44.961,7.040852945652188,11.74034623005507,16.622171573076564,14.749217304659952,11.535490253259441,15.687932064724228,18,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 22 2014,2014-09-22,45.2,7.425239011130486,11.701739345926283,16.650578953019973,14.749217304659952,11.535490253259441,15.687932064724228,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 23 2014,2014-09-23,48.529,7.611687755206389,11.462098081194329,16.629682617352444,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 24 2014,2014-09-24,47.185,7.7362684595456725,11.2706836967073,16.623534214654526,14.749217304659952,11.535490253259441,15.687932064724228,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 25 2014,2014-09-25,45.041,7.934017647657055,11.169847741080037,16.64353742841033,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 26 2014,2014-09-26,43.519,7.678870509391356,11.125901685563672,16.681647283608978,14.749217304659952,11.535490253259441,15.687932064724228,18,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 27 2014,2014-09-27,44.946,7.633752472355628,10.969938611139192,16.695030240394477,14.749217304659952,11.535490253259441,15.687932064724228,16,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 28 2014,2014-09-28,41.842,7.2179336019119384,10.965516304178912,16.749482895243954,14.749217304659952,11.535490253259441,15.687932064724228,13,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 29 2014,2014-09-29,42.357,7.037871751190637,10.887805550854825,16.790886489733392,14.749217304659952,11.535490253259441,15.687932064724228,22,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Sep 30 2014,2014-09-30,49.207,6.1874830071983276,10.547297771769676,16.746840880159223,14.749217304659952,11.535490253259441,15.687932064724228,13,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 01 2014,2014-10-01,47.637,5.923920756259069,10.245086814086685,16.717551057627567,14.749217304659952,11.535490253259441,15.687932064724228,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 02 2014,2014-10-02,48.155,5.748509766307575,9.937795675143088,16.68209705405506,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 03 2014,2014-10-03,43.58,5.757680296386951,9.78816896894204,16.696474283160367,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 04 2014,2014-10-04,40.485,5.742455756063345,9.792551423964222,16.74939504920593,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 05 2014,2014-10-05,42.668,5.707851488615673,9.64025037802799,16.768347114206843,14.749217304659952,11.535490253259441,15.687932064724228,18,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 06 2014,2014-10-06,43.041,5.381259302260122,9.45823437449458,16.779684457681174,14.749217304659952,11.535490253259441,15.687932064724228,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 07 2014,2014-10-07,43.178,5.3034918643449025,9.262350325246768,16.786756817501978,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 08 2014,2014-10-08,40.034,5.378954440661567,9.211259375875192,16.83062046864066,14.749217304659952,11.535490253259441,15.687932064724228,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 09 2014,2014-10-09,38.539,5.383282460277052,9.22107205844962,16.890806323981018,14.749217304659952,11.535490253259441,15.687932064724228,26,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 10 2014,2014-10-10,41.739,5.193229646464678,9.0317811542747,16.905353102541806,14.749217304659952,11.535490253259441,15.687932064724228,13,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 11 2014,2014-10-11,40.543,5.077429750273813,8.88669766554308,16.931475107062454,14.749217304659952,11.535490253259441,15.687932064724228,22,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 12 2014,2014-10-12,38.73,4.813204212575452,8.820277582011045,16.97721451209817,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 13 2014,2014-10-13,40.037,4.420264157602863,8.666300356002509,17.00285591466538,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 14 2014,2014-10-14,40.575,4.29471497669339,8.481145897948817,17.01932471157884,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 15 2014,2014-10-15,40.116,3.8794942799050616,8.309130299561017,17.0384530076564,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 16 2014,2014-10-16,40.898,3.5839206664877707,8.104022529306947,17.046439463158702,14.749217304659952,11.535490253259441,15.687932064724228,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 17 2014,2014-10-17,39.31,3.388040617250316,7.957501441739302,17.069737801671444,14.749217304659952,11.535490253259441,15.687932064724228,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 18 2014,2014-10-18,39.313,3.2727380009692895,7.80276602415419,17.090323454507736,14.749217304659952,11.535490253259441,15.687932064724228,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 19 2014,2014-10-19,38.22,3.1889296478364835,7.689374811154987,17.120683568817125,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 20 2014,2014-10-20,37.526,3.3040874214381315,7.597379020626911,17.156140966851805,14.749217304659952,11.535490253259441,15.687932064724228,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 21 2014,2014-10-21,38.255,3.363091066710569,7.457087216661735,17.180321620378095,14.749217304659952,11.535490253259441,15.687932064724228,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 22 2014,2014-10-22,37.3,3.440382384020093,7.352202743325273,17.21253662346692,14.749217304659952,11.535490253259441,15.687932064724228,16,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 23 2014,2014-10-23,34.77,3.468494523200399,7.377970106646014,17.27177779971239,14.749217304659952,11.535490253259441,15.687932064724228,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 24 2014,2014-10-24,35.318,3.4891480449115697,7.33632108935221,17.32043897358137,14.749217304659952,11.535490253259441,15.687932064724228,23,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 25 2014,2014-10-25,37.356,3.4817515581447727,7.177979378226987,17.342947729062463,14.749217304659952,11.535490253259441,15.687932064724228,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 26 2014,2014-10-26,35.366,3.592607433503448,7.105079478730625,17.384805513228493,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 27 2014,2014-10-27,33.096,3.7574842875605245,7.1517950944566975,17.45031599977534,14.749217304659952,11.535490253259441,15.687932064724228,19,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 28 2014,2014-10-28,33.399,3.9497680414942145,7.141886067297837,17.50812890779481,14.749217304659952,11.535490253259441,15.687932064724228,19,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 29 2014,2014-10-29,33.064,4.121251718820982,7.124955940285203,17.566205508329112,14.749217304659952,11.535490253259441,15.687932064724228,21,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 30 2014,2014-10-30,34.866,3.801636659644614,6.992136439521769,17.600500590822378,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Oct 31 2014,2014-10-31,36.006,3.49627349087401,6.812605789523203,17.620476779254744,14.749217304659952,11.535490253259441,15.687932064724228,19,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 01 2014,2014-11-01,33.668,3.1499963298646456,6.726704968331514,17.66252867498346,14.749217304659952,11.535490253259441,15.687932064724228,19,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 02 2014,2014-11-02,32.92,3.142854329734492,6.666335820844343,17.70982021730358,14.749217304659952,11.535490253259441,15.687932064724228,25,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 03 2014,2014-11-03,31.409,3.3278968851454396,6.6774934959099514,17.77096824982905,14.749217304659952,11.535490253259441,15.687932064724228,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 04 2014,2014-11-04,30.303,3.4557523433574455,6.732452187125498,17.841347131136946,14.749217304659952,11.535490253259441,15.687932064724228,28,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 05 2014,2014-11-05,32.434,3.3897352549794144,6.629767592074909,17.88412903851881,14.749217304659952,11.535490253259441,15.687932064724228,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 06 2014,2014-11-06,32.948,3.252658614789997,6.495656343929077,17.91882219463378,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 07 2014,2014-11-07,31.985,3.2915319720440603,6.398229160381109,17.960874145596307,14.749217304659952,11.535490253259441,15.687932064724228,16,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 08 2014,2014-11-08,31.395,3.3836143269871717,6.31939919498264,18.00632870190192,14.749217304659952,11.535490253259441,15.687932064724228,22,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 09 2014,2014-11-09,31.816,3.2968080794373535,6.208983077159717,18.044676375254596,14.749217304659952,11.535490253259441,15.687932064724228,22,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 10 2014,2014-11-10,30.624,3.2984589750889044,6.148642219014025,18.09265413905366,14.749217304659952,11.535490253259441,15.687932064724228,24,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 11 2014,2014-11-11,31.302,3.3212338665850427,6.041621361374418,18.130929194435836,14.749217304659952,11.535490253259441,15.687932064724228,17,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 12 2014,2014-11-12,23.784,3.7946039721882463,6.512406752077729,18.25255533114165,14.749217304659952,11.535490253259441,15.687932064724228,32,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
Nov 13 2014,2014-11-13,24.112,4.086595509824677,6.817198476539,18.364258317719692,14.749217304659952,11.535490253259441,15.687932064724228,24,M4A4 | Bullet Rain,M4A4,Bullet Rain,Field-Tested,1,1,0
