date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Mar 15 2016,2016-03-15,1.525,0.1273374961707442,0.15444749808017175,0.7799979194823071,1.4817791662072608,0.8800812620360657,1.3064485582196734,556,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 16 2016,2016-03-16,1.533,0.13892781554114472,0.16511759653014293,0.7793154416351384,1.4817791662072608,0.8800812620360657,1.3064485582196734,575,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 17 2016,2016-03-17,1.544,0.1495465521647614,0.17379582540979452,0.778643302745085,1.4817791662072608,0.8800812620360657,1.3064485582196734,598,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 18 2016,2016-03-18,1.444,0.15332110396008808,0.17259431941738274,0.7779063535230303,1.4817791662072608,0.8800812620360657,1.3064485582196734,748,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 19 2016,2016-03-19,1.483,0.1454255309685037,0.1732536031021216,0.7771942341539985,1.4817791662072608,0.8800812620360657,1.3064485582196734,804,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 20 2016,2016-03-20,1.484,0.14690530220550907,0.17315714577071686,0.7764846706308477,1.4817791662072608,0.8800812620360657,1.3064485582196734,764,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 21 2016,2016-03-21,1.508,0.14936817507132488,0.17389631251868823,0.7757929550171565,1.4817791662072608,0.8800812620360657,1.3064485582196734,702,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 22 2016,2016-03-22,1.516,0.15239639782148912,0.17431402698436257,0.7751086688888733,1.4817791662072608,0.8800812620360657,1.3064485582196734,573,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 23 2016,2016-03-23,1.51,0.15442992682395035,0.17358999331072505,0.7744219187282017,1.4817791662072608,0.8800812620360657,1.3064485582196734,590,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 24 2016,2016-03-24,1.495,0.15565146742111022,0.17148966873340402,0.7737268298837993,1.4817791662072608,0.8800812620360657,1.3064485582196734,621,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 25 2016,2016-03-25,1.526,0.15762980055493517,0.1707175709049828,0.7730550605677052,1.4817791662072608,0.8800812620360657,1.3064485582196734,698,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 26 2016,2016-03-26,1.482,0.15763477721780145,0.16728118613295886,0.7723553251860914,1.4817791662072608,0.8800812620360657,1.3064485582196734,746,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 27 2016,2016-03-27,1.467,0.15570014284758632,0.16319534709136346,0.7716485199380336,1.4817791662072608,0.8800812620360657,1.3064485582196734,719,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 28 2016,2016-03-28,1.454,0.15319051319626004,0.15872504177976027,0.7709363759718018,1.4817791662072608,0.8800812620360657,1.3064485582196734,633,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 29 2016,2016-03-29,1.417,0.15041229162294073,0.15365223605726513,0.7702079798834753,1.4817791662072608,0.8800812620360657,1.3064485582196734,736,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 30 2016,2016-03-30,1.428,0.14606251220372934,0.14886877717917543,0.7694866659751977,1.4817791662072608,0.8800812620360657,1.3064485582196734,740,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Mar 31 2016,2016-03-31,1.488,0.14315496386140847,0.14583580782023367,0.7688001853607748,1.4817791662072608,0.8800812620360657,1.3064485582196734,810,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 01 2016,2016-04-01,1.581,0.14193004590654776,0.14802546738527642,0.7681844753104491,1.4817791662072608,0.8800812620360657,1.3064485582196734,855,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 02 2016,2016-04-02,1.607,0.1409011596176891,0.15116117960371636,0.767593315806121,1.4817791662072608,0.8800812620360657,1.3064485582196734,954,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 03 2016,2016-04-03,1.488,0.13349321305233014,0.1470370499025616,0.7669117952038282,1.4817791662072608,0.8800812620360657,1.3064485582196734,979,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 04 2016,2016-04-04,1.534,0.12762572795789237,0.1445932102589599,0.7662630708244464,1.4817791662072608,0.8800812620360657,1.3064485582196734,722,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 05 2016,2016-04-05,1.636,0.12333958822287712,0.14849341142532152,0.7657037633484243,1.4817791662072608,0.8800812620360657,1.3064485582196734,667,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 06 2016,2016-04-06,1.692,0.11778726684105324,0.15592034718284511,0.7652048287733058,1.4817791662072608,0.8800812620360657,1.3064485582196734,633,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 07 2016,2016-04-07,1.768,0.11124396406201263,0.1687696295507625,0.764799582450062,1.4817791662072608,0.8800812620360657,1.3064485582196734,601,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 08 2016,2016-04-08,1.814,0.10739314924960365,0.18284063720591587,0.7644576229793113,1.4817791662072608,0.8800812620360657,1.3064485582196734,661,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 09 2016,2016-04-09,1.816,0.11111898975898775,0.19310365861516005,0.7641181386721281,1.4817791662072608,0.8800812620360657,1.3064485582196734,818,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 10 2016,2016-04-10,1.779,0.11436224459368717,0.197208625540542,0.7637271301293098,1.4817791662072608,0.8800812620360657,1.3064485582196734,806,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 11 2016,2016-04-11,1.754,0.1184782826018189,0.19796142179776055,0.7633036116746597,1.4817791662072608,0.8800812620360657,1.3064485582196734,620,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 12 2016,2016-04-12,1.756,0.12316868164404317,0.19790487283303512,0.7628828072482531,1.4817791662072608,0.8800812620360657,1.3064485582196734,601,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 13 2016,2016-04-13,1.718,0.12543176466193695,0.1950213865846448,0.7624159719147174,1.4817791662072608,0.8800812620360657,1.3064485582196734,590,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 14 2016,2016-04-14,1.72,0.12778716140790633,0.19192328194071762,0.7619519479053148,1.4817791662072608,0.8800812620360657,1.3064485582196734,616,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 15 2016,2016-04-15,1.738,0.13056077547240094,0.18940622671446047,0.7615097737252675,1.4817791662072608,0.8800812620360657,1.3064485582196734,671,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 16 2016,2016-04-16,1.766,0.1342076320696696,0.1879934844530009,0.7611027038878381,1.4817791662072608,0.8800812620360657,1.3064485582196734,714,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 17 2016,2016-04-17,1.746,0.13376720643432038,0.18506943612590437,0.7606707826623811,1.4817791662072608,0.8800812620360657,1.3064485582196734,723,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 18 2016,2016-04-18,1.741,0.13390015580326506,0.18166637056871596,0.7602330731332821,1.4817791662072608,0.8800812620360657,1.3064485582196734,643,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 19 2016,2016-04-19,1.735,0.13331821753397968,0.17784919593505893,0.7597885121907263,1.4817791662072608,0.8800812620360657,1.3064485582196734,584,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 20 2016,2016-04-20,1.762,0.13384930624254263,0.1750565772238696,0.7593771838398837,1.4817791662072608,0.8800812620360657,1.3064485582196734,587,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 21 2016,2016-04-21,1.775,0.13451821651625265,0.17262406357836874,0.7589824345036073,1.4817791662072608,0.8800812620360657,1.3064485582196734,523,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 22 2016,2016-04-22,1.753,0.13374879524648384,0.168970117537013,0.7585602894061076,1.4817791662072608,0.8800812620360657,1.3064485582196734,623,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 23 2016,2016-04-23,1.779,0.13260164177829653,0.16630365083477905,0.758170852263999,1.4817791662072608,0.8800812620360657,1.3064485582196734,732,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 24 2016,2016-04-24,1.739,0.1310200519881951,0.16194548992762986,0.7577323582527224,1.4817791662072608,0.8800812620360657,1.3064485582196734,750,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 25 2016,2016-04-25,1.763,0.12752590000629146,0.15840104726185614,0.7573231043553567,1.4817791662072608,0.8800812620360657,1.3064485582196734,540,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 26 2016,2016-04-26,1.756,0.12216853348842953,0.15454789876328914,0.7569054786156133,1.4817791662072608,0.8800812620360657,1.3064485582196734,568,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 27 2016,2016-04-27,1.769,0.11510173411119055,0.1511274222804037,0.7565040005257325,1.4817791662072608,0.8800812620360657,1.3064485582196734,551,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 28 2016,2016-04-28,1.748,0.10285291920264919,0.1469984773072712,0.7560772388465893,1.4817791662072608,0.8800812620360657,1.3064485582196734,694,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 29 2016,2016-04-29,1.833,0.09116061359636264,0.1466176057418538,0.7557600602035217,1.4817791662072608,0.8800812620360657,1.3064485582196734,821,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Apr 30 2016,2016-04-30,1.951,0.08998250787869239,0.1551667513628313,0.7556232072625517,1.4817791662072608,0.8800812620360657,1.3064485582196734,940,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 01 2016,2016-05-01,1.97,0.0950733775903529,0.16302425795269512,0.755516918708155,1.4817791662072608,0.8800812620360657,1.3064485582196734,900,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 02 2016,2016-05-02,2.029,0.10442450938798134,0.17430738534868154,0.7555140593096842,1.4817791662072608,0.8800812620360657,1.3064485582196734,775,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 03 2016,2016-05-03,2.102,0.10914988113472793,0.19005981145751144,0.7556501818679574,1.4817791662072608,0.8800812620360657,1.3064485582196734,689,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 04 2016,2016-05-04,2.043,0.10892720863774273,0.19577442898726122,0.7556677040897863,1.4817791662072608,0.8800812620360657,1.3064485582196734,660,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 05 2016,2016-05-05,2.065,0.11487394390594813,0.20136235899467014,0.7557242313182778,1.4817791662072608,0.8800812620360657,1.3064485582196734,649,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 06 2016,2016-05-06,2.019,0.11848663050824175,0.20173248542993957,0.7556922001423391,1.4817791662072608,0.8800812620360657,1.3064485582196734,615,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 07 2016,2016-05-07,1.984,0.12151761141932756,0.19926454634573257,0.755596416950626,1.4817791662072608,0.8800812620360657,1.3064485582196734,706,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 08 2016,2016-05-08,1.887,0.12190058131173598,0.19320871474181642,0.7553447005204819,1.4817791662072608,0.8800812620360657,1.3064485582196734,634,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 09 2016,2016-05-09,1.865,0.12199041322801336,0.18701189014800637,0.755060543822878,1.4817791662072608,0.8800812620360657,1.3064485582196734,545,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 10 2016,2016-05-10,1.862,0.12162111885575372,0.1809784723081821,0.754771611183738,1.4817791662072608,0.8800812620360657,1.3064485582196734,543,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 11 2016,2016-05-11,1.907,0.12120178387216234,0.17585377750698172,0.7545474062569578,1.4817791662072608,0.8800812620360657,1.3064485582196734,578,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 12 2016,2016-05-12,1.864,0.1201370338261811,0.17016095977112944,0.7542600077224848,1.4817791662072608,0.8800812620360657,1.3064485582196734,562,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 13 2016,2016-05-13,1.875,0.11775126716745557,0.1647492390882175,0.753987532347203,1.4817791662072608,0.8800812620360657,1.3064485582196734,599,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 14 2016,2016-05-14,1.89,0.11526742519179523,0.15970660501953715,0.7537359066804327,1.4817791662072608,0.8800812620360657,1.3064485582196734,712,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 15 2016,2016-05-15,1.893,0.11319543165308277,0.15484471217740023,0.7534878786878283,1.4817791662072608,0.8800812620360657,1.3064485582196734,684,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 16 2016,2016-05-16,1.862,0.11172462554882112,0.14978473097060532,0.7531953925794621,1.4817791662072608,0.8800812620360657,1.3064485582196734,534,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 17 2016,2016-05-17,1.786,0.11048025256532436,0.14584336181906649,0.752805413680509,1.4817791662072608,0.8800812620360657,1.3064485582196734,548,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 18 2016,2016-05-18,1.698,0.11243165995804227,0.14601272343952387,0.752320875097582,1.4817791662072608,0.8800812620360657,1.3064485582196734,518,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 19 2016,2016-05-19,1.722,0.1129755797028575,0.14422668052979337,0.7518609881987348,1.4817791662072608,0.8800812620360657,1.3064485582196734,493,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 20 2016,2016-05-20,1.745,0.11355136566188653,0.14116519998869098,0.7514258370091194,1.4817791662072608,0.8800812620360657,1.3064485582196734,586,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 21 2016,2016-05-21,1.717,0.11560239030262072,0.1392264464759283,0.7509619921471995,1.4817791662072608,0.8800812620360657,1.3064485582196734,674,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 22 2016,2016-05-22,1.648,0.1205179864479678,0.14127549297213157,0.750435158267925,1.4817791662072608,0.8800812620360657,1.3064485582196734,585,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 23 2016,2016-05-23,1.596,0.1290386024395084,0.14654677263953542,0.7498690113512013,1.4817791662072608,0.8800812620360657,1.3064485582196734,531,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 24 2016,2016-05-24,1.599,0.13566259701880368,0.14990432789195984,0.749306228296373,1.4817791662072608,0.8800812620360657,1.3064485582196734,484,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 25 2016,2016-05-25,1.628,0.14073273357272578,0.14998706381661542,0.7487664200887744,1.4817791662072608,0.8800812620360657,1.3064485582196734,487,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 26 2016,2016-05-26,1.612,0.14617973899263625,0.15046067993293108,0.748215464810788,1.4817791662072608,0.8800812620360657,1.3064485582196734,538,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 27 2016,2016-05-27,1.568,0.15389963889033634,0.1533446185969863,0.7476352651949694,1.4817791662072608,0.8800812620360657,1.3064485582196734,556,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 28 2016,2016-05-28,1.552,0.16156944345225818,0.15626893264253686,0.7470464928815418,1.4817791662072608,0.8800812620360657,1.3064485582196734,574,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 29 2016,2016-05-29,1.578,0.16776290398662083,0.15623198737345956,0.7464754021711432,1.4817791662072608,0.8800812620360657,1.3064485582196734,559,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 30 2016,2016-05-30,1.554,0.1724400945456064,0.15710512111426528,0.7458904943698466,1.4817791662072608,0.8800812620360657,1.3064485582196734,602,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
May 31 2016,2016-05-31,1.547,0.17566236226705612,0.15764169587283292,0.7453027988978592,1.4817791662072608,0.8800812620360657,1.3064485582196734,544,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 01 2016,2016-06-01,1.524,0.17615567827494738,0.15897561472316044,0.7447037453367299,1.4817791662072608,0.8800812620360657,1.3064485582196734,582,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 02 2016,2016-06-02,1.495,0.17187968593403516,0.1614871137194392,0.7440919027639696,1.4817791662072608,0.8800812620360657,1.3064485582196734,570,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 03 2016,2016-06-03,1.498,0.16892955751525468,0.1626599180473746,0.7434829302520899,1.4817791662072608,0.8800812620360657,1.3064485582196734,548,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 04 2016,2016-06-04,1.527,0.16102429316257402,0.16122377623124032,0.7428897849855524,1.4817791662072608,0.8800812620360657,1.3064485582196734,616,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 05 2016,2016-06-05,1.444,0.15799753017129933,0.16492545209559198,0.7422623752015962,1.4817791662072608,0.8800812620360657,1.3064485582196734,565,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 06 2016,2016-06-06,1.425,0.1560024167216303,0.16872827335313775,0.741630684073502,1.4817791662072608,0.8800812620360657,1.3064485582196734,530,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 07 2016,2016-06-07,1.428,0.15739462448283478,0.17088612984460055,0.7410014688431784,1.4817791662072608,0.8800812620360657,1.3064485582196734,468,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 08 2016,2016-06-08,1.407,0.15938880749294648,0.17347033502157921,0.7403682391062921,1.4817791662072608,0.8800812620360657,1.3064485582196734,541,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 09 2016,2016-06-09,1.439,0.1585461824012912,0.1727833423155946,0.7397455722990919,1.4817791662072608,0.8800812620360657,1.3064485582196734,529,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 10 2016,2016-06-10,1.485,0.15210373048543765,0.16930254858710048,0.7391414967257782,1.4817791662072608,0.8800812620360657,1.3064485582196734,559,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 11 2016,2016-06-11,1.475,0.14710204840068872,0.16610429796968768,0.7385347788913061,1.4817791662072608,0.8800812620360657,1.3064485582196734,620,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 12 2016,2016-06-12,1.453,0.1406492539748381,0.1637283952731998,0.7379213473422181,1.4817791662072608,0.8800812620360657,1.3064485582196734,540,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 13 2016,2016-06-13,1.451,0.13122256253990974,0.1611807662743806,0.7373087510015705,1.4817791662072608,0.8800812620360657,1.3064485582196734,522,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 14 2016,2016-06-14,1.453,0.11887075953010734,0.15831761659780147,0.7366983602160664,1.4817791662072608,0.8800812620360657,1.3064485582196734,488,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 15 2016,2016-06-15,1.427,0.10720894305637266,0.15649674927967303,0.7360813181428982,1.4817791662072608,0.8800812620360657,1.3064485582196734,548,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 16 2016,2016-06-16,1.45,0.09886147861539973,0.15333059600155008,0.7354729441206006,1.4817791662072608,0.8800812620360657,1.3064485582196734,709,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 17 2016,2016-06-17,1.534,0.09414008270876931,0.14831427101898634,0.7349024816792381,1.4817791662072608,0.8800812620360657,1.3064485582196734,786,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 18 2016,2016-06-18,1.61,0.08842120331347239,0.14447820339397732,0.7343803172332022,1.4817791662072608,0.8800812620360657,1.3064485582196734,832,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 19 2016,2016-06-19,1.661,0.08247427324400348,0.142684523362641,0.7338981723128717,1.4817791662072608,0.8800812620360657,1.3064485582196734,862,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 20 2016,2016-06-20,1.646,0.0776892128490407,0.13994642854482045,0.7334048058243794,1.4817791662072608,0.8800812620360657,1.3064485582196734,766,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 21 2016,2016-06-21,1.589,0.07514174345325969,0.13556373668841218,0.7328714099526203,1.4817791662072608,0.8800812620360657,1.3064485582196734,740,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 22 2016,2016-06-22,1.496,0.07394674225180752,0.13211883061664934,0.732288688926464,1.4817791662072608,0.8800812620360657,1.3064485582196734,726,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 23 2016,2016-06-23,1.33,0.07991708346708551,0.13978568497275246,0.7316673048455838,1.4817791662072608,0.8800812620360657,1.3064485582196734,789,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 24 2016,2016-06-24,1.16,0.09931730179974492,0.1655203577289257,0.73107264379278,1.4817791662072608,0.8800812620360657,1.3064485582196734,920,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 25 2016,2016-06-25,1.154,0.11457216769004311,0.18406143358095928,0.7304815309862202,1.4817791662072608,0.8800812620360657,1.3064485582196734,908,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 26 2016,2016-06-26,1.16,0.12712956554940916,0.19662013089968616,0.7298897470689323,1.4817791662072608,0.8800812620360657,1.3064485582196734,794,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 27 2016,2016-06-27,1.146,0.13864460478785848,0.20693115240870247,0.7293044094024141,1.4817791662072608,0.8800812620360657,1.3064485582196734,844,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 28 2016,2016-06-28,1.231,0.1421600563069501,0.2075846492732483,0.728697071989354,1.4817791662072608,0.8800812620360657,1.3064485582196734,819,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 29 2016,2016-06-29,1.241,0.14496057331595974,0.20667549617236242,0.7280895959757991,1.4817791662072608,0.8800812620360657,1.3064485582196734,732,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jun 30 2016,2016-06-30,1.232,0.14754391125060426,0.20560555139504608,0.7274851104931497,1.4817791662072608,0.8800812620360657,1.3064485582196734,693,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 01 2016,2016-07-01,1.233,0.14995110314143423,0.20383699754536683,0.7268819553691521,1.4817791662072608,0.8800812620360657,1.3064485582196734,742,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 02 2016,2016-07-02,1.23,0.15251404683752345,0.2017060010319127,0.7262808210176359,1.4817791662072608,0.8800812620360657,1.3064485582196734,755,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 03 2016,2016-07-03,1.218,0.1548906362418398,0.1997451515145638,0.7256834696701284,1.4817791662072608,0.8800812620360657,1.3064485582196734,770,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 04 2016,2016-07-04,1.259,0.15451429647800088,0.19548794810918807,0.725081135498654,1.4817791662072608,0.8800812620360657,1.3064485582196734,809,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 05 2016,2016-07-05,1.454,0.15466285543262906,0.19021665557983988,0.7245024226947376,1.4817791662072608,0.8800812620360657,1.3064485582196734,775,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 06 2016,2016-07-06,1.572,0.15833851413181468,0.19037540484637921,0.7239807024992686,1.4817791662072608,0.8800812620360657,1.3064485582196734,809,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 07 2016,2016-07-07,1.644,0.16501542944228773,0.19486183866349807,0.7235095518932553,1.4817791662072608,0.8800812620360657,1.3064485582196734,804,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 08 2016,2016-07-08,1.755,0.17765948315252603,0.20774648457233325,0.7231384996737968,1.4817791662072608,0.8800812620360657,1.3064485582196734,868,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 09 2016,2016-07-09,1.836,0.1941976863387154,0.22533673471846136,0.7228576976704831,1.4817791662072608,0.8800812620360657,1.3064485582196734,754,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 10 2016,2016-07-10,1.704,0.20075038540779716,0.22671165483233363,0.7224381774125188,1.4817791662072608,0.8800812620360657,1.3064485582196734,751,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 11 2016,2016-07-11,1.701,0.206771627036028,0.2267287752397278,0.7220165360615888,1.4817791662072608,0.8800812620360657,1.3064485582196734,635,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 12 2016,2016-07-12,1.782,0.21630089992957657,0.23149715597583462,0.7216747836537152,1.4817791662072608,0.8800812620360657,1.3064485582196734,590,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 13 2016,2016-07-13,1.896,0.23143431828093441,0.24436117837154717,0.7214697086851372,1.4817791662072608,0.8800812620360657,1.3064485582196734,564,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 14 2016,2016-07-14,1.771,0.23827757405775846,0.24392407290962234,0.7211162969106617,1.4817791662072608,0.8800812620360657,1.3064485582196734,628,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 15 2016,2016-07-15,1.813,0.2461270487734558,0.24523353006304563,0.7208086380429123,1.4817791662072608,0.8800812620360657,1.3064485582196734,571,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 16 2016,2016-07-16,1.809,0.2530665284388516,0.24506167217426872,0.7204964357889513,1.4817791662072608,0.8800812620360657,1.3064485582196734,606,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 17 2016,2016-07-17,1.803,0.2591673315584481,0.243581327102399,0.7201775578897649,1.4817791662072608,0.8800812620360657,1.3064485582196734,548,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jul 18 2016,2016-07-18,1.832,0.2653775363168658,0.24305399435029282,0.7198915509587628,1.4817791662072608,0.8800812620360657,1.3064485582196734,576,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
