date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Dec 05 2014,2014-12-05,2.192,1.4379179896390255,2.2140141521888057,1.4379179896390255,1.4817791662072608,0.8800812620360657,1.3064485582196734,1645,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 06 2014,2014-12-06,2.342,1.4127539807057705,2.1549759655537977,1.4127539807057705,1.4817791662072608,0.8800812620360657,1.3064485582196734,1435,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 07 2014,2014-12-07,1.997,1.3959535042951277,2.1100030750749115,1.3959535042951277,1.4817791662072608,0.8800812620360657,1.3064485582196734,1325,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 08 2014,2014-12-08,1.947,1.3806435883126094,2.065995186017377,1.3806435883126094,1.4817791662072608,0.8800812620360657,1.3064485582196734,1047,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 09 2014,2014-12-09,2.714,1.3550723208408453,1.9986363294169225,1.3550723208408453,1.4817791662072608,0.8800812620360657,1.3064485582196734,2624,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 10 2014,2014-12-10,8.833,1.7342749098842973,2.398098527080863,1.7342749098842973,1.4817791662072608,0.8800812620360657,1.3064485582196734,8263,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 11 2014,2014-12-11,5.016,1.7415046358111497,2.3446577159020507,1.7415046358111497,1.4817791662072608,0.8800812620360657,1.3064485582196734,2738,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 12 2014,2014-12-12,4.816,1.595661288706304,2.283427998017058,1.739259738095245,1.4817791662072608,0.8800812620360657,1.3064485582196734,1523,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 13 2014,2014-12-13,3.596,1.5053552587918952,2.2062534682160257,1.7126309247692006,1.4817791662072608,0.8800812620360657,1.3064485582196734,1617,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 14 2014,2014-12-14,3.282,1.4673854910385153,2.1346567125509655,1.6857456031787135,1.4817791662072608,0.8800812620360657,1.3064485582196734,1618,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 15 2014,2014-12-15,3.385,1.450345004140216,2.0643123681629496,1.6603560632239378,1.4817791662072608,0.8800812620360657,1.3064485582196734,1281,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 16 2014,2014-12-16,3.271,1.4466065165735649,1.997671911807516,1.63581069254628,1.4817791662072608,0.8800812620360657,1.3064485582196734,1227,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 17 2014,2014-12-17,2.965,1.4431639028796115,1.9385109790133805,1.6127271312903495,1.4817791662072608,0.8800812620360657,1.3064485582196734,1121,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 18 2014,2014-12-18,2.672,1.4430866937738447,1.8884418795225848,1.5924343934044183,1.4817791662072608,0.8800812620360657,1.3064485582196734,1443,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 19 2014,2014-12-19,2.165,1.448372717081555,1.8581361964770333,1.579279135166099,1.4817791662072608,0.8800812620360657,1.3064485582196734,2054,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 20 2014,2014-12-20,2.105,1.4535580270257649,1.8280791676844697,1.5672815617900715,1.4817791662072608,0.8800812620360657,1.3064485582196734,1640,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 21 2014,2014-12-21,2.01,1.4575304906019917,1.7999734484083927,1.5570002914875476,1.4817791662072608,0.8800812620360657,1.3064485582196734,1504,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 22 2014,2014-12-22,1.933,1.462948677614267,1.7728465145907364,1.5480568949492781,1.4817791662072608,0.8800812620360657,1.3064485582196734,1562,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 23 2014,2014-12-23,1.892,1.4670684898882493,1.7449668386017896,1.5397368700267786,1.4817791662072608,0.8800812620360657,1.3064485582196734,1344,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 24 2014,2014-12-24,1.873,1.47117410652993,1.7155212897252488,1.5316185338828117,1.4817791662072608,0.8800812620360657,1.3064485582196734,1365,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 25 2014,2014-12-25,1.881,1.4756274056244296,1.6836668084558357,1.5232431426978095,1.4817791662072608,0.8800812620360657,1.3064485582196734,1769,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 26 2014,2014-12-26,1.888,1.4788322917513117,1.649946621470026,1.514677050620616,1.4817791662072608,0.8800812620360657,1.3064485582196734,1693,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 27 2014,2014-12-27,1.882,1.4770320878389023,1.6152815367017577,1.506162330140513,1.4817791662072608,0.8800812620360657,1.3064485582196734,1802,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 28 2014,2014-12-28,1.852,1.4784949881163134,1.5808401156595595,1.498077258283225,1.4817791662072608,0.8800812620360657,1.3064485582196734,1729,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 29 2014,2014-12-29,1.832,1.4480510647787586,1.5463235777378557,1.4902522905963471,1.4817791662072608,0.8800812620360657,1.3064485582196734,1741,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 30 2014,2014-12-30,1.793,1.4567086282390884,1.5125580981978644,1.4829651055408217,1.4817791662072608,0.8800812620360657,1.3064485582196734,1753,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Dec 31 2014,2014-12-31,1.809,1.4534479026601284,1.4775564283288036,1.4753834314495735,1.4817791662072608,0.8800812620360657,1.3064485582196734,1614,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 01 2015,2015-01-01,1.692,1.4548052383770123,1.4464335328117974,1.4694876316620848,1.4817791662072608,0.8800812620360657,1.3064485582196734,1536,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 02 2015,2015-01-02,1.676,1.458704236839913,1.4151018741035968,1.4637033378254583,1.4817791662072608,0.8800812620360657,1.3064485582196734,2225,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 03 2015,2015-01-03,1.733,1.46113294256959,1.3811213007158214,1.4569874799362061,1.4817791662072608,0.8800812620360657,1.3064485582196734,2044,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 04 2015,2015-01-04,1.712,1.468757189857677,1.3476640803241247,1.4505094813257144,1.4817791662072608,0.8800812620360657,1.3064485582196734,1881,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 05 2015,2015-01-05,1.716,1.4772475554997153,1.3139623096124387,1.4439289348938087,1.4817791662072608,0.8800812620360657,1.3064485582196734,1957,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 06 2015,2015-01-06,1.716,1.4820722138703082,1.2802959407932404,1.4373162708108687,1.4817791662072608,0.8800812620360657,1.3064485582196734,1790,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 07 2015,2015-01-07,1.774,1.484988294392504,1.2451692870617874,1.4299864398116202,1.4817791662072608,0.8800812620360657,1.3064485582196734,1536,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 08 2015,2015-01-08,1.706,1.4932978177221692,1.2123491455114979,1.4234869383035698,1.4817791662072608,0.8800812620360657,1.3064485582196734,2082,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 09 2015,2015-01-09,1.647,0.9149099949451719,1.1815202092035684,1.4176955356472956,1.4817791662072608,0.8800812620360657,1.3064485582196734,2791,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
Jan 10 2015,2015-01-10,1.844,0.7618482034220931,1.1460230564051768,1.4097035881692206,1.4817791662072608,0.8800812620360657,1.3064485582196734,2847,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,0,1,0
