date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Feb 22 2015,2015-02-22,35.748,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Feb 23 2015,2015-02-23,37.7,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Feb 24 2015,2015-02-24,39.739,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Feb 25 2015,2015-02-25,33.032,1,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Feb 26 2015,2015-02-26,39.338,1,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Feb 27 2015,2015-02-27,41.52,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Feb 28 2015,2015-02-28,39.088,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 01 2015,2015-03-01,24.505,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 02 2015,2015-03-02,38.721,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 03 2015,2015-03-03,28.724,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 04 2015,2015-03-04,31.989,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 05 2015,2015-03-05,32.308,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 06 2015,2015-03-06,32.159,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 07 2015,2015-03-07,34.319,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 08 2015,2015-03-08,30.111,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 09 2015,2015-03-09,30.217,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 10 2015,2015-03-10,31.779,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 11 2015,2015-03-11,30.948,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 12 2015,2015-03-12,26.168,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 13 2015,2015-03-13,28.52,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 14 2015,2015-03-14,23.293,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 15 2015,2015-03-15,27.394,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 16 2015,2015-03-16,25.868,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 17 2015,2015-03-17,27.341,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 18 2015,2015-03-18,22.341,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 19 2015,2015-03-19,25.271,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 20 2015,2015-03-20,25.545,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 21 2015,2015-03-21,26.598,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 22 2015,2015-03-22,24.147,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 23 2015,2015-03-23,25.495,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 24 2015,2015-03-24,26.456,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 25 2015,2015-03-25,27.218,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 26 2015,2015-03-26,28.631,2,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 27 2015,2015-03-27,26.91,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 28 2015,2015-03-28,26.896,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 29 2015,2015-03-29,25.21,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 30 2015,2015-03-30,24.346,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Mar 31 2015,2015-03-31,26.352,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 01 2015,2015-04-01,25.756,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 02 2015,2015-04-02,25.952,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 03 2015,2015-04-03,26.601,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 04 2015,2015-04-04,27.301,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 05 2015,2015-04-05,26.22,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 06 2015,2015-04-06,27.458,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 07 2015,2015-04-07,32.659,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 08 2015,2015-04-08,29.895,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 09 2015,2015-04-09,26.173,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 10 2015,2015-04-10,25.535,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 11 2015,2015-04-11,24.827,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 12 2015,2015-04-12,25.291,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 13 2015,2015-04-13,25.181,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 14 2015,2015-04-14,25.289,2,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 15 2015,2015-04-15,25.95,1,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 16 2015,2015-04-16,19.748,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 17 2015,2015-04-17,20.791,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 18 2015,2015-04-18,23.283,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 19 2015,2015-04-19,20.033,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 20 2015,2015-04-20,19.894,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 21 2015,2015-04-21,16.808,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 22 2015,2015-04-22,17.739,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 23 2015,2015-04-23,17.239,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 24 2015,2015-04-24,18.64,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 25 2015,2015-04-25,19.827,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 26 2015,2015-04-26,17.687,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 27 2015,2015-04-27,18.962,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 28 2015,2015-04-28,19.549,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 29 2015,2015-04-29,20.596,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Apr 30 2015,2015-04-30,20.793,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 01 2015,2015-05-01,17.473,16,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 02 2015,2015-05-02,18.433,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 03 2015,2015-05-03,15.178,3,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 04 2015,2015-05-04,16.144,13,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 05 2015,2015-05-05,17.789,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 06 2015,2015-05-06,18.925,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 07 2015,2015-05-07,20.636,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 08 2015,2015-05-08,18.664,13,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 09 2015,2015-05-09,17.558,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 10 2015,2015-05-10,17.268,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 11 2015,2015-05-11,17.825,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 12 2015,2015-05-12,19.03,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 13 2015,2015-05-13,18.516,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 14 2015,2015-05-14,17.842,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 15 2015,2015-05-15,17.319,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 16 2015,2015-05-16,17.882,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 17 2015,2015-05-17,16.413,4,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 18 2015,2015-05-18,16.104,15,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 19 2015,2015-05-19,15.052,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 20 2015,2015-05-20,16.479,13,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 21 2015,2015-05-21,17.93,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 22 2015,2015-05-22,19.037,1,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 23 2015,2015-05-23,15.653,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 24 2015,2015-05-24,15.91,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 25 2015,2015-05-25,16.215,9,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 26 2015,2015-05-26,14.868,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 27 2015,2015-05-27,12.407,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 28 2015,2015-05-28,12.365,14,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 29 2015,2015-05-29,13.511,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 30 2015,2015-05-30,14.45,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
May 31 2015,2015-05-31,13.139,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
