date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Mar 09 2017,2017-03-09,37.598,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 10 2017,2017-03-10,38.873,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 11 2017,2017-03-11,35.744,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 12 2017,2017-03-12,36.041,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 13 2017,2017-03-13,35.575,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 14 2017,2017-03-14,40.025,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 15 2017,2017-03-15,37.148,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 16 2017,2017-03-16,34.013,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 17 2017,2017-03-17,32.408,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 18 2017,2017-03-18,30.17,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 19 2017,2017-03-19,31.922,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 20 2017,2017-03-20,31.456,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 21 2017,2017-03-21,31.686,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 22 2017,2017-03-22,34.969,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 23 2017,2017-03-23,33.982,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 24 2017,2017-03-24,31.634,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 26 2017,2017-03-26,27.77,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 27 2017,2017-03-27,33.175,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 28 2017,2017-03-28,33.362,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 29 2017,2017-03-29,32.942,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 30 2017,2017-03-30,35.03,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 31 2017,2017-03-31,32.29,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 02 2017,2017-04-02,34.12,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 03 2017,2017-04-03,31.803,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 04 2017,2017-04-04,29.865,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 05 2017,2017-04-05,29.768,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 06 2017,2017-04-06,33.435,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 07 2017,2017-04-07,32.81,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 08 2017,2017-04-08,32.533,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 10 2017,2017-04-10,31.815,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 11 2017,2017-04-11,32.159,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 12 2017,2017-04-12,31.429,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 13 2017,2017-04-13,30.599,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 14 2017,2017-04-14,29.25,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 15 2017,2017-04-15,29.289,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 16 2017,2017-04-16,29.876,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 17 2017,2017-04-17,32.08,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 18 2017,2017-04-18,32.15,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 19 2017,2017-04-19,29.976,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 20 2017,2017-04-20,29.558,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 21 2017,2017-04-21,31.98,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 22 2017,2017-04-22,31.739,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 23 2017,2017-04-23,32.535,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 24 2017,2017-04-24,34.64,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 25 2017,2017-04-25,29.891,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 26 2017,2017-04-26,33.647,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 27 2017,2017-04-27,30.75,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 29 2017,2017-04-29,31.48,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 30 2017,2017-04-30,33.916,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 01 2017,2017-05-01,28.91,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 02 2017,2017-05-02,33.226,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 03 2017,2017-05-03,33.879,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 04 2017,2017-05-04,30.989,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 05 2017,2017-05-05,29.911,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 06 2017,2017-05-06,30.03,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 07 2017,2017-05-07,30.452,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 08 2017,2017-05-08,29.414,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 09 2017,2017-05-09,33.18,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 10 2017,2017-05-10,31.954,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 11 2017,2017-05-11,29.664,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 12 2017,2017-05-12,30.493,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 13 2017,2017-05-13,34.361,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 14 2017,2017-05-14,34.249,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 15 2017,2017-05-15,36.778,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 16 2017,2017-05-16,36.527,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 17 2017,2017-05-17,34.162,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 18 2017,2017-05-18,36.193,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 19 2017,2017-05-19,38.314,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 20 2017,2017-05-20,32.93,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 21 2017,2017-05-21,32.294,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 22 2017,2017-05-22,33.115,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 23 2017,2017-05-23,32.856,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 24 2017,2017-05-24,31.624,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 26 2017,2017-05-26,30.503,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 27 2017,2017-05-27,30.277,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 28 2017,2017-05-28,30.08,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 29 2017,2017-05-29,32.561,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 30 2017,2017-05-30,32.4,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 31 2017,2017-05-31,36.19,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 01 2017,2017-06-01,35.135,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 02 2017,2017-06-02,33.563,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 03 2017,2017-06-03,32.643,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 04 2017,2017-06-04,33.944,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 05 2017,2017-06-05,38.073,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 08 2017,2017-06-08,37.197,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 09 2017,2017-06-09,42.808,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 10 2017,2017-06-10,35.41,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 11 2017,2017-06-11,33.65,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 12 2017,2017-06-12,30.375,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 13 2017,2017-06-13,25.925,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 14 2017,2017-06-14,31.065,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 15 2017,2017-06-15,30.813,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 16 2017,2017-06-16,28.763,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 17 2017,2017-06-17,31.779,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 18 2017,2017-06-18,26.805,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 19 2017,2017-06-19,29.597,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 20 2017,2017-06-20,23.47,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 21 2017,2017-06-21,28.701,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 22 2017,2017-06-22,25.42,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 23 2017,2017-06-23,24.805,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 24 2017,2017-06-24,25.275,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 25 2017,2017-06-25,27.084,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 26 2017,2017-06-26,25.439,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 27 2017,2017-06-27,26.035,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 28 2017,2017-06-28,26.357,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 29 2017,2017-06-29,27.726,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 01 2017,2017-07-01,29.713,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 02 2017,2017-07-02,27.204,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 03 2017,2017-07-03,31.844,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 04 2017,2017-07-04,32.605,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 05 2017,2017-07-05,29.178,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 06 2017,2017-07-06,31.45,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 07 2017,2017-07-07,32.94,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 08 2017,2017-07-08,26.178,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 09 2017,2017-07-09,38.24,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 11 2017,2017-07-11,29.165,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 12 2017,2017-07-12,33.309,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 13 2017,2017-07-13,33.755,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 14 2017,2017-07-14,44.872,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 15 2017,2017-07-15,37.85,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 16 2017,2017-07-16,31.53,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 17 2017,2017-07-17,31.984,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 18 2017,2017-07-18,32.033,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 19 2017,2017-07-19,29.23,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 20 2017,2017-07-20,31.785,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 21 2017,2017-07-21,34.926,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 22 2017,2017-07-22,33.18,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 23 2017,2017-07-23,35.336,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 24 2017,2017-07-24,35.766,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 25 2017,2017-07-25,37.243,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 26 2017,2017-07-26,39.173,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 27 2017,2017-07-27,38.394,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 28 2017,2017-07-28,35.445,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 29 2017,2017-07-29,37.479,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 30 2017,2017-07-30,34.815,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 31 2017,2017-07-31,36.467,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 01 2017,2017-08-01,33.249,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 02 2017,2017-08-02,35.96,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 03 2017,2017-08-03,37.599,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 04 2017,2017-08-04,35.996,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 05 2017,2017-08-05,37.914,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 06 2017,2017-08-06,38.59,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 07 2017,2017-08-07,40.715,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 08 2017,2017-08-08,39.671,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 09 2017,2017-08-09,38.315,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 10 2017,2017-08-10,37.446,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 11 2017,2017-08-11,34.147,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 12 2017,2017-08-12,42.709,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 13 2017,2017-08-13,35.42,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 14 2017,2017-08-14,36.155,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 17 2017,2017-08-17,35.125,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 19 2017,2017-08-19,40.395,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 20 2017,2017-08-20,36.774,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 21 2017,2017-08-21,35.105,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 22 2017,2017-08-22,34.422,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 23 2017,2017-08-23,35.095,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 25 2017,2017-08-25,33.77,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 27 2017,2017-08-27,26.243,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 28 2017,2017-08-28,35.491,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 29 2017,2017-08-29,30.585,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 30 2017,2017-08-30,37.006,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 01 2017,2017-09-01,32.173,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 02 2017,2017-09-02,34.092,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 03 2017,2017-09-03,34.246,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 04 2017,2017-09-04,35.917,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 05 2017,2017-09-05,36.04,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 06 2017,2017-09-06,33.241,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 07 2017,2017-09-07,37.816,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 08 2017,2017-09-08,32.98,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 09 2017,2017-09-09,32.171,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 10 2017,2017-09-10,35.78,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 11 2017,2017-09-11,36.615,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 13 2017,2017-09-13,38.305,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 14 2017,2017-09-14,37.209,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 15 2017,2017-09-15,31.64,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 16 2017,2017-09-16,31.6,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 17 2017,2017-09-17,31.785,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 18 2017,2017-09-18,34.472,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 19 2017,2017-09-19,35.894,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 20 2017,2017-09-20,33.447,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 22 2017,2017-09-22,34.539,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 23 2017,2017-09-23,35.145,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 24 2017,2017-09-24,29.536,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 25 2017,2017-09-25,32.205,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 26 2017,2017-09-26,32.37,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 27 2017,2017-09-27,34.592,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 28 2017,2017-09-28,31.808,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 29 2017,2017-09-29,29.26,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 30 2017,2017-09-30,32.427,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 01 2017,2017-10-01,33.637,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 02 2017,2017-10-02,32.847,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 03 2017,2017-10-03,35.245,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 04 2017,2017-10-04,33.534,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 05 2017,2017-10-05,31.386,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 06 2017,2017-10-06,31.023,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 07 2017,2017-10-07,37.227,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 09 2017,2017-10-09,37.89,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 10 2017,2017-10-10,39.537,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 11 2017,2017-10-11,32.965,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 12 2017,2017-10-12,34.823,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 13 2017,2017-10-13,38.1,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 15 2017,2017-10-15,36.57,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 16 2017,2017-10-16,35.543,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 17 2017,2017-10-17,33.515,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 18 2017,2017-10-18,31.867,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 20 2017,2017-10-20,35.45,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 21 2017,2017-10-21,30.058,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 22 2017,2017-10-22,27.94,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 23 2017,2017-10-23,33.605,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 24 2017,2017-10-24,29.982,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 25 2017,2017-10-25,29.33,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 26 2017,2017-10-26,30.695,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 27 2017,2017-10-27,25.978,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 28 2017,2017-10-28,30.332,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 29 2017,2017-10-29,32.265,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 30 2017,2017-10-30,30.516,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Oct 31 2017,2017-10-31,34.012,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 02 2017,2017-11-02,34.493,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 03 2017,2017-11-03,32.35,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 04 2017,2017-11-04,32.838,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 05 2017,2017-11-05,34.45,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 06 2017,2017-11-06,29.97,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 07 2017,2017-11-07,34.483,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 08 2017,2017-11-08,31.285,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 09 2017,2017-11-09,35.951,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 10 2017,2017-11-10,38.658,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 11 2017,2017-11-11,39.123,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 12 2017,2017-11-12,29.99,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 13 2017,2017-11-13,37.286,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 14 2017,2017-11-14,29.86,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 15 2017,2017-11-15,28.195,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 16 2017,2017-11-16,34.835,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 17 2017,2017-11-17,30.386,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 18 2017,2017-11-18,34.634,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 20 2017,2017-11-20,33.525,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 22 2017,2017-11-22,34.16,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Nov 25 2017,2017-11-25,37.46,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
