date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jan 10 2015,2015-01-10,194.992,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 11 2015,2015-01-11,199.791,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 12 2015,2015-01-12,184.975,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 13 2015,2015-01-13,177.002,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 15 2015,2015-01-15,171.578,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 16 2015,2015-01-16,176.075,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 18 2015,2015-01-18,179.389,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 19 2015,2015-01-19,139.329,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 20 2015,2015-01-20,117.941,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 21 2015,2015-01-21,112.814,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 22 2015,2015-01-22,140.63,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 23 2015,2015-01-23,134.87,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 24 2015,2015-01-24,134.385,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 25 2015,2015-01-25,104.574,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 26 2015,2015-01-26,99.08,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 27 2015,2015-01-27,94.364,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 28 2015,2015-01-28,106.216,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 29 2015,2015-01-29,107.197,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 30 2015,2015-01-30,118.614,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jan 31 2015,2015-01-31,125.329,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 01 2015,2015-02-01,109.205,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 02 2015,2015-02-02,102.212,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 03 2015,2015-02-03,116.659,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 04 2015,2015-02-04,109.721,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 05 2015,2015-02-05,104.589,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 06 2015,2015-02-06,108.77,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 07 2015,2015-02-07,112.167,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 08 2015,2015-02-08,104.482,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 09 2015,2015-02-09,101.525,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 10 2015,2015-02-10,99.872,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 11 2015,2015-02-11,99.864,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 12 2015,2015-02-12,97.159,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 13 2015,2015-02-13,99.068,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 14 2015,2015-02-14,110.716,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 15 2015,2015-02-15,100.99,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 16 2015,2015-02-16,94.947,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 17 2015,2015-02-17,101.073,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 18 2015,2015-02-18,81.986,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 19 2015,2015-02-19,85.8,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 20 2015,2015-02-20,92.569,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 21 2015,2015-02-21,96.717,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 22 2015,2015-02-22,91.291,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 23 2015,2015-02-23,101.703,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 24 2015,2015-02-24,94.102,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 25 2015,2015-02-25,96.577,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 26 2015,2015-02-26,97.052,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 27 2015,2015-02-27,100.325,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Feb 28 2015,2015-02-28,105.482,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 01 2015,2015-03-01,89.077,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 02 2015,2015-03-02,94.144,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 03 2015,2015-03-03,100.517,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 04 2015,2015-03-04,97.459,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 05 2015,2015-03-05,100.219,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 06 2015,2015-03-06,92.425,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 07 2015,2015-03-07,90.832,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 08 2015,2015-03-08,88.393,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 09 2015,2015-03-09,80.555,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 10 2015,2015-03-10,83.172,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 11 2015,2015-03-11,93.323,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 12 2015,2015-03-12,78.882,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 13 2015,2015-03-13,89.405,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 14 2015,2015-03-14,92.056,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 15 2015,2015-03-15,76.08,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 16 2015,2015-03-16,86.088,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 17 2015,2015-03-17,83.288,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 18 2015,2015-03-18,82.042,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 19 2015,2015-03-19,91.701,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 20 2015,2015-03-20,99.516,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 21 2015,2015-03-21,89.649,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 22 2015,2015-03-22,97.022,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 23 2015,2015-03-23,84.582,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 24 2015,2015-03-24,89.507,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 25 2015,2015-03-25,87.997,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 26 2015,2015-03-26,85.711,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 27 2015,2015-03-27,87.137,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 28 2015,2015-03-28,88.992,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 29 2015,2015-03-29,90.465,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 30 2015,2015-03-30,79.735,1,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Mar 31 2015,2015-03-31,85.746,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 01 2015,2015-04-01,80.023,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 02 2015,2015-04-02,76.282,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 03 2015,2015-04-03,78.575,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 04 2015,2015-04-04,82.078,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 05 2015,2015-04-05,84.196,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 06 2015,2015-04-06,82.495,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 07 2015,2015-04-07,80.302,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 08 2015,2015-04-08,72.569,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 09 2015,2015-04-09,78.354,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 10 2015,2015-04-10,79.545,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 11 2015,2015-04-11,74.32,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 12 2015,2015-04-12,73.146,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 13 2015,2015-04-13,67.884,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 14 2015,2015-04-14,61.662,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 15 2015,2015-04-15,58.905,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 16 2015,2015-04-16,50.484,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 17 2015,2015-04-17,55.072,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 18 2015,2015-04-18,49.785,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 19 2015,2015-04-19,53.489,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 20 2015,2015-04-20,54.939,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 21 2015,2015-04-21,56.915,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 22 2015,2015-04-22,57.235,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 23 2015,2015-04-23,52.886,16,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 24 2015,2015-04-24,56.47,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 25 2015,2015-04-25,53.709,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 26 2015,2015-04-26,54.765,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 27 2015,2015-04-27,55.591,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 28 2015,2015-04-28,54.826,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 29 2015,2015-04-29,55.668,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Apr 30 2015,2015-04-30,59.447,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 01 2015,2015-05-01,44.196,32,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 02 2015,2015-05-02,56.321,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 03 2015,2015-05-03,57.646,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 04 2015,2015-05-04,57.554,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 05 2015,2015-05-05,51.964,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 06 2015,2015-05-06,57.778,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 07 2015,2015-05-07,57.525,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 08 2015,2015-05-08,57.06,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 09 2015,2015-05-09,55.252,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 10 2015,2015-05-10,58.363,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 11 2015,2015-05-11,50.451,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 12 2015,2015-05-12,57.193,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 13 2015,2015-05-13,57.899,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 14 2015,2015-05-14,57.033,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 15 2015,2015-05-15,56.305,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 16 2015,2015-05-16,59.242,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 17 2015,2015-05-17,51.092,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 18 2015,2015-05-18,54.373,16,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 19 2015,2015-05-19,56.73,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 20 2015,2015-05-20,55.569,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 21 2015,2015-05-21,54.606,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 22 2015,2015-05-22,53.501,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 23 2015,2015-05-23,54.236,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 24 2015,2015-05-24,55.493,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 25 2015,2015-05-25,52.922,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 26 2015,2015-05-26,56.249,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 27 2015,2015-05-27,44.314,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 28 2015,2015-05-28,44.044,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 29 2015,2015-05-29,46.197,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 30 2015,2015-05-30,50.739,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
May 31 2015,2015-05-31,49.153,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 01 2015,2015-06-01,50.139,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 02 2015,2015-06-02,50.154,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 03 2015,2015-06-03,48.087,3,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 04 2015,2015-06-04,44.731,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 05 2015,2015-06-05,41.638,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 06 2015,2015-06-06,39.43,18,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 07 2015,2015-06-07,42.977,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 08 2015,2015-06-08,43.091,23,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 09 2015,2015-06-09,39.853,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 10 2015,2015-06-10,44.564,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 11 2015,2015-06-11,41.922,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 12 2015,2015-06-12,43.193,14,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 13 2015,2015-06-13,43.252,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 14 2015,2015-06-14,40.574,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 15 2015,2015-06-15,38.725,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 16 2015,2015-06-16,41.913,17,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 17 2015,2015-06-17,42.587,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 18 2015,2015-06-18,39.93,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 19 2015,2015-06-19,39.168,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 20 2015,2015-06-20,43.827,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 21 2015,2015-06-21,39.121,19,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 22 2015,2015-06-22,40.714,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 23 2015,2015-06-23,41.713,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 24 2015,2015-06-24,41.367,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 25 2015,2015-06-25,43.362,14,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 26 2015,2015-06-26,40.645,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 27 2015,2015-06-27,42.617,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 28 2015,2015-06-28,41.649,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 29 2015,2015-06-29,42.612,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jun 30 2015,2015-06-30,45.678,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 01 2015,2015-07-01,46.276,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 02 2015,2015-07-02,47.779,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 03 2015,2015-07-03,43.781,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 04 2015,2015-07-04,44.187,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 05 2015,2015-07-05,44.639,14,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 06 2015,2015-07-06,43.292,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 07 2015,2015-07-07,47.891,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 08 2015,2015-07-08,44.106,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 09 2015,2015-07-09,41.064,14,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 10 2015,2015-07-10,43.665,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 11 2015,2015-07-11,42.128,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 12 2015,2015-07-12,42.372,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 13 2015,2015-07-13,39.495,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 14 2015,2015-07-14,41.531,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 15 2015,2015-07-15,40.941,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 16 2015,2015-07-16,43.33,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 17 2015,2015-07-17,40.782,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 18 2015,2015-07-18,39.039,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 19 2015,2015-07-19,40.1,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 20 2015,2015-07-20,38.291,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 21 2015,2015-07-21,40.847,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 22 2015,2015-07-22,39.883,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 23 2015,2015-07-23,39.25,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 24 2015,2015-07-24,39.869,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 25 2015,2015-07-25,38.59,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 26 2015,2015-07-26,38.521,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 27 2015,2015-07-27,38.471,16,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 28 2015,2015-07-28,37.895,4,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 29 2015,2015-07-29,38.256,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 30 2015,2015-07-30,36.65,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Jul 31 2015,2015-07-31,38.712,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 01 2015,2015-08-01,38.68,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 02 2015,2015-08-02,40.268,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 03 2015,2015-08-03,38.395,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 04 2015,2015-08-04,37.467,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 05 2015,2015-08-05,39.113,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 06 2015,2015-08-06,38.18,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 07 2015,2015-08-07,36.158,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 08 2015,2015-08-08,36.101,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 09 2015,2015-08-09,37.036,6,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 10 2015,2015-08-10,36.364,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 11 2015,2015-08-11,36.578,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 12 2015,2015-08-12,38.717,5,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 13 2015,2015-08-13,35.872,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 14 2015,2015-08-14,36.306,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 15 2015,2015-08-15,36.171,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 16 2015,2015-08-16,34.183,8,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 17 2015,2015-08-17,34.743,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 18 2015,2015-08-18,34.277,2,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 19 2015,2015-08-19,32.762,17,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 20 2015,2015-08-20,34.56,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 21 2015,2015-08-21,33.861,16,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 22 2015,2015-08-22,34.835,22,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 23 2015,2015-08-23,32.799,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 24 2015,2015-08-24,34.751,18,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 25 2015,2015-08-25,35.322,17,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 26 2015,2015-08-26,35.279,18,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 27 2015,2015-08-27,37.727,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 28 2015,2015-08-28,37.884,11,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 29 2015,2015-08-29,38.545,13,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 30 2015,2015-08-30,39.429,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Aug 31 2015,2015-08-31,39.248,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 01 2015,2015-09-01,39.682,9,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 02 2015,2015-09-02,36.376,12,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 03 2015,2015-09-03,41.001,7,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 04 2015,2015-09-04,35.695,10,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
Sep 05 2015,2015-09-05,39.121,15,AWP | Man-o'-war,AWP,Man-o'-war,Field-Tested,1,1,0
