date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Nov 12 2014,2014-11-12,3.106,,,,3.230353830475892,0.3153437505335547,3.350381550472741,171,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 13 2014,2014-11-13,3.123,0.012020815280171555,0.012020815280171555,0.012020815280171555,3.230353830475892,0.3153437505335547,3.350381550472741,124,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 14 2014,2014-11-14,2.806,0.17831526388207303,0.15571196889963726,0.17831526388207303,3.230353830475892,0.3153437505335547,3.350381550472741,94,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 15 2014,2014-11-15,2.686,0.21843133932657194,0.21598577802226906,0.21843133932657194,3.230353830475892,0.3153437505335547,3.350381550472741,106,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 16 2014,2014-11-16,2.453,0.28519765076171305,0.3012743529910635,0.28519765076171305,3.230353830475892,0.3153437505335547,3.350381550472741,99,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 17 2014,2014-11-17,2.446,0.3004403434960092,0.33876905166476173,0.3004403434960092,3.230353830475892,0.3153437505335547,3.350381550472741,92,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 18 2014,2014-11-18,2.425,0.3036838895330221,0.36118056879612115,0.3036838895330221,3.230353830475892,0.3153437505335547,3.350381550472741,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 19 2014,2014-11-19,2.262,0.324578820495555,0.3991625144093971,0.324578820495555,3.230353830475892,0.3153437505335547,3.350381550472741,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 20 2014,2014-11-20,1.943,0.3870949495924739,0.47533659054770794,0.3870949495924739,3.230353830475892,0.3153437505335547,3.350381550472741,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 21 2014,2014-11-21,1.755,0.44922927825826797,0.5514268107886061,0.44922927825826797,3.230353830475892,0.3153437505335547,3.350381550472741,82,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 22 2014,2014-11-22,1.799,0.4757760168207495,0.5918478926376501,0.4757760168207495,3.230353830475892,0.3153437505335547,3.350381550472741,85,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 23 2014,2014-11-23,1.912,0.47825649261381975,0.6044145236268379,0.47825649261381975,3.230353830475892,0.3153437505335547,3.350381550472741,78,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
Nov 24 2014,2014-11-24,1.793,0.48719688801582833,0.6228855491408901,0.48719688801582833,3.230353830475892,0.3153437505335547,3.350381550472741,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Well-Worn,0,1,0
