date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Dec 16 2016,2016-12-16,8.566,433,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 17 2016,2016-12-17,8.572,514,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 18 2016,2016-12-18,8.456,475,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 19 2016,2016-12-19,8.181,484,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 20 2016,2016-12-20,8.25,466,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 21 2016,2016-12-21,8.395,448,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 22 2016,2016-12-22,8.432,539,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 23 2016,2016-12-23,7.877,537,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 24 2016,2016-12-24,8.398,827,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 25 2016,2016-12-25,9.515,1019,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 26 2016,2016-12-26,9.584,801,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 27 2016,2016-12-27,9.672,753,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 28 2016,2016-12-28,9.64,662,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 29 2016,2016-12-29,9.363,623,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 30 2016,2016-12-30,9.307,636,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Dec 31 2016,2016-12-31,9.489,549,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 01 2017,2017-01-01,9.351,570,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 02 2017,2017-01-02,9.263,644,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 03 2017,2017-01-03,9.751,526,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 04 2017,2017-01-04,10.103,498,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 05 2017,2017-01-05,10.237,477,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 06 2017,2017-01-06,10.318,475,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 07 2017,2017-01-07,10.398,535,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 08 2017,2017-01-08,10.404,489,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 09 2017,2017-01-09,10.56,442,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 10 2017,2017-01-10,10.418,440,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 11 2017,2017-01-11,10.385,388,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 12 2017,2017-01-12,10.164,395,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 13 2017,2017-01-13,10.309,515,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 14 2017,2017-01-14,10.445,520,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 15 2017,2017-01-15,10.214,467,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 16 2017,2017-01-16,10.565,417,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 17 2017,2017-01-17,10.526,348,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 18 2017,2017-01-18,10.503,372,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 19 2017,2017-01-19,10.381,399,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 20 2017,2017-01-20,10.528,403,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 21 2017,2017-01-21,10.322,510,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 22 2017,2017-01-22,10.412,474,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 23 2017,2017-01-23,10.709,448,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 24 2017,2017-01-24,10.857,444,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 25 2017,2017-01-25,11.206,478,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 26 2017,2017-01-26,11.369,456,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 27 2017,2017-01-27,11.205,463,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 28 2017,2017-01-28,11.185,542,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 29 2017,2017-01-29,10.967,590,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 30 2017,2017-01-30,11.079,521,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jan 31 2017,2017-01-31,11.119,425,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 01 2017,2017-02-01,11.062,454,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 02 2017,2017-02-02,11.016,414,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 03 2017,2017-02-03,11.263,463,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 04 2017,2017-02-04,11.335,521,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 05 2017,2017-02-05,11.128,458,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 06 2017,2017-02-06,11.282,503,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 07 2017,2017-02-07,11.217,346,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 08 2017,2017-02-08,11.708,429,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 09 2017,2017-02-09,11.454,386,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 10 2017,2017-02-10,11.747,409,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 11 2017,2017-02-11,11.674,464,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 12 2017,2017-02-12,11.607,445,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 13 2017,2017-02-13,11.358,371,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 14 2017,2017-02-14,11.383,464,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 15 2017,2017-02-15,11.091,358,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 16 2017,2017-02-16,11.053,396,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 17 2017,2017-02-17,11.025,468,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 18 2017,2017-02-18,11.067,490,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 19 2017,2017-02-19,10.749,455,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 20 2017,2017-02-20,10.596,477,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 21 2017,2017-02-21,10.698,350,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 22 2017,2017-02-22,11.516,394,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 23 2017,2017-02-23,11.651,370,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 24 2017,2017-02-24,11.649,413,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 25 2017,2017-02-25,11.641,435,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 26 2017,2017-02-26,11.608,394,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 27 2017,2017-02-27,11.381,448,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Feb 28 2017,2017-02-28,11.582,333,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 01 2017,2017-03-01,11.745,347,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 02 2017,2017-03-02,11.511,341,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 03 2017,2017-03-03,11.508,407,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 04 2017,2017-03-04,11.497,441,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 05 2017,2017-03-05,11.22,379,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 06 2017,2017-03-06,11.124,368,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 07 2017,2017-03-07,11.181,355,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 08 2017,2017-03-08,11.399,350,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 09 2017,2017-03-09,11.721,334,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 10 2017,2017-03-10,11.571,386,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 11 2017,2017-03-11,11.738,397,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 12 2017,2017-03-12,11.589,369,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 13 2017,2017-03-13,11.509,308,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 14 2017,2017-03-14,11.758,295,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 15 2017,2017-03-15,11.669,300,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 16 2017,2017-03-16,11.264,464,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 17 2017,2017-03-17,11.034,480,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 18 2017,2017-03-18,11.141,486,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 19 2017,2017-03-19,10.938,469,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 20 2017,2017-03-20,10.949,400,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 21 2017,2017-03-21,11.096,334,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 22 2017,2017-03-22,10.893,381,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 23 2017,2017-03-23,10.719,337,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 24 2017,2017-03-24,10.395,417,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 25 2017,2017-03-25,10.64,475,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 26 2017,2017-03-26,9.909,400,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 27 2017,2017-03-27,9.694,388,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 28 2017,2017-03-28,10.197,322,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 29 2017,2017-03-29,10.172,355,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 30 2017,2017-03-30,10.213,371,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Mar 31 2017,2017-03-31,10.318,449,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 01 2017,2017-04-01,10.55,490,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 02 2017,2017-04-02,10.302,427,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 03 2017,2017-04-03,10.302,367,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 04 2017,2017-04-04,10.376,333,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 05 2017,2017-04-05,10.383,315,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 06 2017,2017-04-06,10.393,346,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 07 2017,2017-04-07,10.588,364,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 08 2017,2017-04-08,10.561,382,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 09 2017,2017-04-09,10.671,407,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 10 2017,2017-04-10,10.69,338,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 11 2017,2017-04-11,10.596,347,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 12 2017,2017-04-12,10.598,325,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 13 2017,2017-04-13,10.552,360,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 14 2017,2017-04-14,10.644,357,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 15 2017,2017-04-15,10.785,379,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 16 2017,2017-04-16,10.883,417,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 17 2017,2017-04-17,11.028,370,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 18 2017,2017-04-18,11.121,378,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 19 2017,2017-04-19,10.997,390,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 20 2017,2017-04-20,11.074,389,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 21 2017,2017-04-21,11.097,384,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 22 2017,2017-04-22,11.15,390,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 23 2017,2017-04-23,11.018,354,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 24 2017,2017-04-24,10.949,278,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 25 2017,2017-04-25,10.832,303,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 26 2017,2017-04-26,10.668,310,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 27 2017,2017-04-27,10.603,310,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 28 2017,2017-04-28,10.805,406,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 29 2017,2017-04-29,11.009,352,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Apr 30 2017,2017-04-30,10.775,356,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 01 2017,2017-05-01,10.769,312,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 02 2017,2017-05-02,10.737,318,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 03 2017,2017-05-03,10.931,311,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 04 2017,2017-05-04,10.985,292,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 05 2017,2017-05-05,10.638,376,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 06 2017,2017-05-06,11.051,489,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 07 2017,2017-05-07,10.916,297,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 08 2017,2017-05-08,10.779,337,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 09 2017,2017-05-09,10.928,286,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 10 2017,2017-05-10,10.798,278,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 11 2017,2017-05-11,10.994,296,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 12 2017,2017-05-12,11.339,261,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 13 2017,2017-05-13,11.295,355,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 14 2017,2017-05-14,10.95,328,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 15 2017,2017-05-15,10.853,259,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 16 2017,2017-05-16,11.132,288,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 17 2017,2017-05-17,11.107,249,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 18 2017,2017-05-18,11.11,283,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 19 2017,2017-05-19,11.157,275,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 20 2017,2017-05-20,11.165,346,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 21 2017,2017-05-21,10.751,267,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 22 2017,2017-05-22,11.099,358,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 23 2017,2017-05-23,11.333,240,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 24 2017,2017-05-24,8.865,1029,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 25 2017,2017-05-25,9.301,447,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 26 2017,2017-05-26,9.887,408,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 27 2017,2017-05-27,10.139,359,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 28 2017,2017-05-28,10.113,310,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 29 2017,2017-05-29,10.34,258,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 30 2017,2017-05-30,10.231,274,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
May 31 2017,2017-05-31,10.353,319,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 01 2017,2017-06-01,10.325,329,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 02 2017,2017-06-02,10.594,332,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 03 2017,2017-06-03,10.621,384,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 04 2017,2017-06-04,10.661,305,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 05 2017,2017-06-05,10.696,314,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 06 2017,2017-06-06,10.702,305,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 07 2017,2017-06-07,10.664,282,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 08 2017,2017-06-08,10.779,259,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 09 2017,2017-06-09,11.015,275,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 10 2017,2017-06-10,10.728,292,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 11 2017,2017-06-11,10.493,284,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 12 2017,2017-06-12,10.562,292,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 13 2017,2017-06-13,10.713,249,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 14 2017,2017-06-14,10.151,247,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 15 2017,2017-06-15,10.405,252,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 16 2017,2017-06-16,10.242,306,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 17 2017,2017-06-17,10.416,308,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 18 2017,2017-06-18,10.062,259,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 19 2017,2017-06-19,10.298,275,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 20 2017,2017-06-20,10.379,270,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 21 2017,2017-06-21,10.284,352,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 22 2017,2017-06-22,9.267,358,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 23 2017,2017-06-23,8.81,441,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 24 2017,2017-06-24,8.717,383,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 25 2017,2017-06-25,8.731,335,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 26 2017,2017-06-26,9.045,392,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 27 2017,2017-06-27,9.323,344,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 28 2017,2017-06-28,9.573,282,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 29 2017,2017-06-29,9.652,318,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jun 30 2017,2017-06-30,9.687,337,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 01 2017,2017-07-01,9.894,326,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 02 2017,2017-07-02,9.46,309,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 03 2017,2017-07-03,9.635,335,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 04 2017,2017-07-04,9.714,313,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 05 2017,2017-07-05,9.942,288,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 06 2017,2017-07-06,10.225,254,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 07 2017,2017-07-07,10.505,327,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 08 2017,2017-07-08,10.432,314,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 09 2017,2017-07-09,10.329,278,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 10 2017,2017-07-10,10.352,313,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 11 2017,2017-07-11,10.502,277,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 12 2017,2017-07-12,10.341,273,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 13 2017,2017-07-13,10.502,269,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 14 2017,2017-07-14,10.863,279,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 15 2017,2017-07-15,10.863,258,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 16 2017,2017-07-16,10.66,249,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 17 2017,2017-07-17,10.589,292,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 18 2017,2017-07-18,10.745,298,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 19 2017,2017-07-19,10.821,273,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 20 2017,2017-07-20,10.711,321,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 21 2017,2017-07-21,10.866,348,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 22 2017,2017-07-22,11.048,321,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 23 2017,2017-07-23,10.379,359,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 24 2017,2017-07-24,10.788,322,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 25 2017,2017-07-25,11.309,273,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 26 2017,2017-07-26,11.239,303,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 27 2017,2017-07-27,11.426,287,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 28 2017,2017-07-28,11.637,328,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 29 2017,2017-07-29,11.608,323,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 30 2017,2017-07-30,11.534,235,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Jul 31 2017,2017-07-31,11.677,303,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Aug 01 2017,2017-08-01,11.596,344,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Aug 02 2017,2017-08-02,11.559,274,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Aug 03 2017,2017-08-03,11.386,279,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Aug 04 2017,2017-08-04,11.495,313,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
Aug 05 2017,2017-08-05,11.731,282,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,0
