date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Nov 13 2020,2020-11-13,19.773,66,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 14 2020,2020-11-14,20.133,84,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 15 2020,2020-11-15,20.047,83,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 16 2020,2020-11-16,19.408,65,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 17 2020,2020-11-17,19.088,69,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 18 2020,2020-11-18,19.154,57,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 19 2020,2020-11-19,19.356,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 20 2020,2020-11-20,19.19,71,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 21 2020,2020-11-21,19.957,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 22 2020,2020-11-22,19.634,72,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 23 2020,2020-11-23,19.467,72,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 24 2020,2020-11-24,18.94,50,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 25 2020,2020-11-25,18.523,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 26 2020,2020-11-26,18.254,84,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 27 2020,2020-11-27,18.952,62,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 28 2020,2020-11-28,18.002,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 29 2020,2020-11-29,18.512,67,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Nov 30 2020,2020-11-30,17.85,55,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 01 2020,2020-12-01,18.439,71,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 02 2020,2020-12-02,18.858,63,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 03 2020,2020-12-03,18.71,161,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 04 2020,2020-12-04,14.918,346,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 05 2020,2020-12-05,15.455,148,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 06 2020,2020-12-06,15.856,116,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 07 2020,2020-12-07,15.94,97,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 08 2020,2020-12-08,16.288,85,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 09 2020,2020-12-09,15.941,101,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 10 2020,2020-12-10,15.522,91,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 11 2020,2020-12-11,15.829,99,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 12 2020,2020-12-12,16.478,109,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 13 2020,2020-12-13,16.981,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 14 2020,2020-12-14,16.71,82,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 15 2020,2020-12-15,16.445,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 16 2020,2020-12-16,16.893,71,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 17 2020,2020-12-17,17.212,91,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 18 2020,2020-12-18,17.842,86,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 19 2020,2020-12-19,17.421,86,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 20 2020,2020-12-20,18.254,82,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 21 2020,2020-12-21,17.641,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 22 2020,2020-12-22,16.95,98,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 23 2020,2020-12-23,17.556,100,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 24 2020,2020-12-24,18.458,140,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 25 2020,2020-12-25,19.363,116,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 26 2020,2020-12-26,19.368,104,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 27 2020,2020-12-27,19.179,109,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 28 2020,2020-12-28,19.63,107,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 29 2020,2020-12-29,19.795,96,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 30 2020,2020-12-30,20.349,109,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Dec 31 2020,2020-12-31,20.484,100,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 01 2021,2021-01-01,20.854,111,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 02 2021,2021-01-02,24.759,83,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 03 2021,2021-01-03,20.741,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 04 2021,2021-01-04,20.498,100,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 05 2021,2021-01-05,20.667,103,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 06 2021,2021-01-06,21.084,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 07 2021,2021-01-07,21.668,99,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 08 2021,2021-01-08,21.653,106,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 09 2021,2021-01-09,21.355,101,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 10 2021,2021-01-10,22.211,83,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 11 2021,2021-01-11,21.583,84,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 12 2021,2021-01-12,21.634,77,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 13 2021,2021-01-13,21.892,102,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 14 2021,2021-01-14,22.015,98,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 15 2021,2021-01-15,22.613,99,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 16 2021,2021-01-16,21.803,85,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 17 2021,2021-01-17,23.19,107,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 18 2021,2021-01-18,22.635,88,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 19 2021,2021-01-19,26.605,90,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 20 2021,2021-01-20,22.486,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 21 2021,2021-01-21,22.64,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 22 2021,2021-01-22,23.222,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 23 2021,2021-01-23,22.123,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 24 2021,2021-01-24,22.263,92,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 25 2021,2021-01-25,21.887,80,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 26 2021,2021-01-26,21.73,103,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 27 2021,2021-01-27,22.191,77,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 28 2021,2021-01-28,20.774,161,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 29 2021,2021-01-29,20.609,108,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 30 2021,2021-01-30,20.9,95,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jan 31 2021,2021-01-31,21.411,90,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 01 2021,2021-02-01,21.065,86,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 02 2021,2021-02-02,20.569,95,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 03 2021,2021-02-03,20.953,104,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 04 2021,2021-02-04,20.798,94,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 05 2021,2021-02-05,21.149,105,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 06 2021,2021-02-06,21.231,95,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 07 2021,2021-02-07,21.17,113,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 08 2021,2021-02-08,21.246,88,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 09 2021,2021-02-09,20.892,98,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 10 2021,2021-02-10,20.569,103,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 11 2021,2021-02-11,20.663,114,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 12 2021,2021-02-12,20.664,106,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 13 2021,2021-02-13,21.426,111,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 14 2021,2021-02-14,20.924,100,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 15 2021,2021-02-15,20.902,97,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 16 2021,2021-02-16,21.975,91,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 17 2021,2021-02-17,21.667,78,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 18 2021,2021-02-18,21.452,70,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 19 2021,2021-02-19,21.884,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 20 2021,2021-02-20,22.302,110,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 21 2021,2021-02-21,22.162,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 22 2021,2021-02-22,22.514,76,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 23 2021,2021-02-23,22.818,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 24 2021,2021-02-24,22.923,84,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 25 2021,2021-02-25,23.351,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 26 2021,2021-02-26,23.327,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 27 2021,2021-02-27,23.827,96,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Feb 28 2021,2021-02-28,23.509,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 01 2021,2021-03-01,22.989,91,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 02 2021,2021-03-02,23.734,80,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 03 2021,2021-03-03,23.688,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 04 2021,2021-03-04,23.25,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 05 2021,2021-03-05,24.192,106,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 06 2021,2021-03-06,24.526,99,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 07 2021,2021-03-07,25.132,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 08 2021,2021-03-08,24.485,98,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 09 2021,2021-03-09,24.229,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 10 2021,2021-03-10,24.116,91,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 11 2021,2021-03-11,26.735,86,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 12 2021,2021-03-12,25.151,94,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 13 2021,2021-03-13,24.42,110,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 14 2021,2021-03-14,24.81,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 15 2021,2021-03-15,24.109,94,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 16 2021,2021-03-16,23.816,88,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 17 2021,2021-03-17,24.636,88,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 18 2021,2021-03-18,24.715,97,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 19 2021,2021-03-19,25.25,101,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 20 2021,2021-03-20,25.13,117,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 21 2021,2021-03-21,25.74,85,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 22 2021,2021-03-22,26.335,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 23 2021,2021-03-23,25.997,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 24 2021,2021-03-24,25.643,77,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 25 2021,2021-03-25,26.237,111,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 26 2021,2021-03-26,26.257,95,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 27 2021,2021-03-27,25.922,83,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 28 2021,2021-03-28,26.272,102,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 29 2021,2021-03-29,25.995,94,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 30 2021,2021-03-30,25.991,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Mar 31 2021,2021-03-31,25.659,85,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 01 2021,2021-04-01,25.985,80,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 02 2021,2021-04-02,26.227,91,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 03 2021,2021-04-03,26.359,96,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 04 2021,2021-04-04,27.472,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 05 2021,2021-04-05,26.761,110,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 06 2021,2021-04-06,26.616,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 07 2021,2021-04-07,25.048,104,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 08 2021,2021-04-08,24.558,132,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 09 2021,2021-04-09,24.856,121,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 10 2021,2021-04-10,25.082,118,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 11 2021,2021-04-11,24.679,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 12 2021,2021-04-12,24.97,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 13 2021,2021-04-13,23.929,103,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 14 2021,2021-04-14,24.612,29,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 15 2021,2021-04-15,25.465,104,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 16 2021,2021-04-16,25.287,95,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 17 2021,2021-04-17,25.375,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 18 2021,2021-04-18,25.64,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 19 2021,2021-04-19,24.975,83,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 20 2021,2021-04-20,24.351,71,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 21 2021,2021-04-21,24.672,76,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 22 2021,2021-04-22,24.151,68,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 23 2021,2021-04-23,24.457,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 24 2021,2021-04-24,24.198,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 25 2021,2021-04-25,24.241,84,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 26 2021,2021-04-26,24.318,92,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 27 2021,2021-04-27,24.522,75,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 28 2021,2021-04-28,24.411,78,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 29 2021,2021-04-29,23.656,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Apr 30 2021,2021-04-30,24.744,72,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 01 2021,2021-05-01,23.777,75,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 02 2021,2021-05-02,24.628,78,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 03 2021,2021-05-03,24.891,71,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 04 2021,2021-05-04,24.499,104,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 05 2021,2021-05-05,24.267,107,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 06 2021,2021-05-06,24.454,103,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 07 2021,2021-05-07,25.095,82,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 08 2021,2021-05-08,25.143,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 09 2021,2021-05-09,24.711,89,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 10 2021,2021-05-10,24.463,91,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 11 2021,2021-05-11,25.214,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 12 2021,2021-05-12,25.74,78,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 13 2021,2021-05-13,25.736,90,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 14 2021,2021-05-14,26.396,87,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 15 2021,2021-05-15,26.81,78,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 16 2021,2021-05-16,25.699,77,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 17 2021,2021-05-17,26.314,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 18 2021,2021-05-18,27.097,79,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 19 2021,2021-05-19,26.666,73,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 20 2021,2021-05-20,25.716,70,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 21 2021,2021-05-21,27.992,80,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 22 2021,2021-05-22,26.834,62,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 23 2021,2021-05-23,26.719,61,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 24 2021,2021-05-24,25.798,70,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 25 2021,2021-05-25,25.523,72,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 26 2021,2021-05-26,26.102,54,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 27 2021,2021-05-27,26.316,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 28 2021,2021-05-28,25.212,84,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 29 2021,2021-05-29,25.544,72,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 30 2021,2021-05-30,25.501,78,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
May 31 2021,2021-05-31,25.386,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 01 2021,2021-06-01,26.636,61,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 02 2021,2021-06-02,26.742,62,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 03 2021,2021-06-03,26.504,54,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 04 2021,2021-06-04,25.484,83,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 05 2021,2021-06-05,26.864,62,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 06 2021,2021-06-06,25.625,67,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 07 2021,2021-06-07,25.436,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 08 2021,2021-06-08,26.736,62,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 09 2021,2021-06-09,26.118,61,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 10 2021,2021-06-10,26.303,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 11 2021,2021-06-11,26.504,61,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 12 2021,2021-06-12,26.68,71,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 13 2021,2021-06-13,26.33,73,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 14 2021,2021-06-14,25.99,49,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 15 2021,2021-06-15,25.945,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 16 2021,2021-06-16,25.752,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 17 2021,2021-06-17,25.746,46,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 18 2021,2021-06-18,25.509,65,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 19 2021,2021-06-19,25.802,66,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 20 2021,2021-06-20,25.843,64,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 21 2021,2021-06-21,25.386,76,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 22 2021,2021-06-22,25.8,73,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 23 2021,2021-06-23,26.032,56,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 24 2021,2021-06-24,24.738,77,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 25 2021,2021-06-25,23.858,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 26 2021,2021-06-26,24.542,74,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 27 2021,2021-06-27,24.654,93,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 28 2021,2021-06-28,24.446,71,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 29 2021,2021-06-29,23.461,84,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jun 30 2021,2021-06-30,23.948,85,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jul 01 2021,2021-07-01,23.224,67,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jul 02 2021,2021-07-02,23.919,61,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
Jul 03 2021,2021-07-03,24.033,72,AWP | Man-o'-war,AWP,Man-o'-war,Minimal Wear,0,1,1
