date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Nov 12 2014,2014-11-12,2.537,542,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 13 2014,2014-11-13,2.366,391,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 14 2014,2014-11-14,2.252,289,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 15 2014,2014-11-15,2.116,345,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 16 2014,2014-11-16,1.977,258,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 17 2014,2014-11-17,1.873,234,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 18 2014,2014-11-18,1.834,181,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 19 2014,2014-11-19,1.649,219,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 20 2014,2014-11-20,1.436,193,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 21 2014,2014-11-21,1.229,252,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 22 2014,2014-11-22,1.27,276,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 23 2014,2014-11-23,1.258,220,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 24 2014,2014-11-24,1.241,192,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 25 2014,2014-11-25,1.27,195,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 26 2014,2014-11-26,1.249,189,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 27 2014,2014-11-27,1.128,282,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 28 2014,2014-11-28,1.314,261,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 29 2014,2014-11-29,2.523,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Nov 30 2014,2014-11-30,1.139,354,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 01 2014,2014-12-01,1.195,219,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 02 2014,2014-12-02,1.234,217,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 03 2014,2014-12-03,1.347,204,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 04 2014,2014-12-04,1.32,218,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 05 2014,2014-12-05,1.43,288,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 06 2014,2014-12-06,1.519,318,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 07 2014,2014-12-07,1.471,312,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 08 2014,2014-12-08,1.386,219,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 09 2014,2014-12-09,1.352,240,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 10 2014,2014-12-10,1.159,399,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 11 2014,2014-12-11,1.146,342,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 12 2014,2014-12-12,1.077,298,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 13 2014,2014-12-13,1.083,345,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 14 2014,2014-12-14,1.043,354,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 15 2014,2014-12-15,1.024,306,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 16 2014,2014-12-16,0.983,276,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 17 2014,2014-12-17,0.994,299,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 18 2014,2014-12-18,0.917,255,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 19 2014,2014-12-19,0.89,309,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 20 2014,2014-12-20,0.886,292,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 21 2014,2014-12-21,0.854,314,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 22 2014,2014-12-22,0.835,284,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 23 2014,2014-12-23,0.898,242,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 24 2014,2014-12-24,0.852,263,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 25 2014,2014-12-25,0.903,322,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 26 2014,2014-12-26,0.928,386,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 27 2014,2014-12-27,0.971,385,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 28 2014,2014-12-28,1.015,370,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 29 2014,2014-12-29,0.971,372,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 30 2014,2014-12-30,0.994,366,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Dec 31 2014,2014-12-31,0.985,318,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 01 2015,2015-01-01,0.941,345,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 02 2015,2015-01-02,0.927,426,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 03 2015,2015-01-03,0.985,455,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 04 2015,2015-01-04,0.994,402,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 05 2015,2015-01-05,1.028,380,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 06 2015,2015-01-06,1.028,385,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 07 2015,2015-01-07,1.032,306,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 08 2015,2015-01-08,1.007,389,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 09 2015,2015-01-09,0.989,501,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 10 2015,2015-01-10,1.053,591,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 11 2015,2015-01-11,1.071,532,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 12 2015,2015-01-12,1.085,425,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 13 2015,2015-01-13,1.092,408,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 14 2015,2015-01-14,1.088,495,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 15 2015,2015-01-15,1.104,425,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 16 2015,2015-01-16,1.079,458,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 17 2015,2015-01-17,1.069,527,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 18 2015,2015-01-18,1.085,630,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 19 2015,2015-01-19,1.091,481,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 20 2015,2015-01-20,1.088,449,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 21 2015,2015-01-21,1.121,448,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 22 2015,2015-01-22,1.099,402,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 23 2015,2015-01-23,1.157,479,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 24 2015,2015-01-24,1.238,537,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 25 2015,2015-01-25,1.149,587,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 26 2015,2015-01-26,1.135,427,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 27 2015,2015-01-27,1.137,404,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 28 2015,2015-01-28,1.15,415,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 29 2015,2015-01-29,1.13,459,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 30 2015,2015-01-30,1.101,562,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jan 31 2015,2015-01-31,1.15,598,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 01 2015,2015-02-01,1.079,544,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 02 2015,2015-02-02,1.074,421,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 03 2015,2015-02-03,1.086,439,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 04 2015,2015-02-04,1.13,384,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 05 2015,2015-02-05,1.139,367,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 06 2015,2015-02-06,1.102,465,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 07 2015,2015-02-07,1.125,508,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 08 2015,2015-02-08,1.039,477,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 09 2015,2015-02-09,1.046,353,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 10 2015,2015-02-10,1.057,331,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 11 2015,2015-02-11,1.014,387,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 12 2015,2015-02-12,0.991,427,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 13 2015,2015-02-13,1.002,442,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 14 2015,2015-02-14,1.05,499,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 15 2015,2015-02-15,1.03,515,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 16 2015,2015-02-16,0.984,426,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 17 2015,2015-02-17,0.983,446,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 18 2015,2015-02-18,1.017,381,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 19 2015,2015-02-19,1.033,378,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 20 2015,2015-02-20,1.008,452,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 21 2015,2015-02-21,1.02,415,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 22 2015,2015-02-22,1.039,398,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 23 2015,2015-02-23,1.008,369,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 24 2015,2015-02-24,1.022,358,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 25 2015,2015-02-25,1.054,340,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 26 2015,2015-02-26,1.056,359,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 27 2015,2015-02-27,0.986,478,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Feb 28 2015,2015-02-28,0.969,453,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 01 2015,2015-03-01,0.985,422,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 02 2015,2015-03-02,1.049,330,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 03 2015,2015-03-03,0.991,334,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 04 2015,2015-03-04,1.016,321,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 05 2015,2015-03-05,0.985,356,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 06 2015,2015-03-06,0.972,391,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 07 2015,2015-03-07,0.964,411,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 08 2015,2015-03-08,0.935,422,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 09 2015,2015-03-09,0.913,321,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 10 2015,2015-03-10,0.916,312,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 11 2015,2015-03-11,0.929,320,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 12 2015,2015-03-12,0.961,342,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 13 2015,2015-03-13,0.891,457,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 14 2015,2015-03-14,0.904,505,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 15 2015,2015-03-15,0.836,564,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 16 2015,2015-03-16,0.774,421,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 17 2015,2015-03-17,0.923,382,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 18 2015,2015-03-18,0.975,336,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 19 2015,2015-03-19,1.002,330,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 20 2015,2015-03-20,0.993,401,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 21 2015,2015-03-21,0.99,484,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 22 2015,2015-03-22,1.011,381,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 23 2015,2015-03-23,1.029,361,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 24 2015,2015-03-24,1.033,339,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 25 2015,2015-03-25,1.055,369,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 26 2015,2015-03-26,1.065,394,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 27 2015,2015-03-27,1.06,408,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 28 2015,2015-03-28,1.082,465,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 29 2015,2015-03-29,1.049,480,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 30 2015,2015-03-30,1.041,356,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Mar 31 2015,2015-03-31,1.042,385,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 01 2015,2015-04-01,1.037,497,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 02 2015,2015-04-02,1.053,432,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 03 2015,2015-04-03,1.092,487,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 04 2015,2015-04-04,1.077,483,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 05 2015,2015-04-05,1.09,447,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 06 2015,2015-04-06,1.095,415,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 07 2015,2015-04-07,1.12,388,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 08 2015,2015-04-08,1.135,392,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 09 2015,2015-04-09,1.115,412,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 10 2015,2015-04-10,1.137,380,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 11 2015,2015-04-11,1.139,516,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 12 2015,2015-04-12,1.125,487,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 13 2015,2015-04-13,1.106,385,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 14 2015,2015-04-14,1.086,376,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 15 2015,2015-04-15,1.135,292,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 16 2015,2015-04-16,0.982,419,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 17 2015,2015-04-17,1.027,468,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 18 2015,2015-04-18,1.093,593,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 19 2015,2015-04-19,1.115,513,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 20 2015,2015-04-20,1.086,450,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 21 2015,2015-04-21,1.125,464,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 22 2015,2015-04-22,1.178,436,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 23 2015,2015-04-23,1.225,415,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 24 2015,2015-04-24,1.268,457,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 25 2015,2015-04-25,1.29,571,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 26 2015,2015-04-26,1.316,485,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 27 2015,2015-04-27,1.329,416,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 28 2015,2015-04-28,1.375,361,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 29 2015,2015-04-29,1.45,359,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Apr 30 2015,2015-04-30,1.448,414,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 01 2015,2015-05-01,1.438,460,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 02 2015,2015-05-02,1.404,469,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 03 2015,2015-05-03,1.339,468,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 04 2015,2015-05-04,1.285,406,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 05 2015,2015-05-05,1.306,407,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 06 2015,2015-05-06,1.3,345,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 07 2015,2015-05-07,1.316,332,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 08 2015,2015-05-08,1.266,428,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 09 2015,2015-05-09,1.278,496,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 10 2015,2015-05-10,1.262,405,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 11 2015,2015-05-11,1.232,352,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 12 2015,2015-05-12,1.292,295,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 13 2015,2015-05-13,1.286,343,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 14 2015,2015-05-14,1.268,335,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 15 2015,2015-05-15,1.294,386,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 16 2015,2015-05-16,1.307,472,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 17 2015,2015-05-17,1.319,411,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 18 2015,2015-05-18,1.302,345,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 19 2015,2015-05-19,1.345,295,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 20 2015,2015-05-20,1.355,349,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 21 2015,2015-05-21,1.396,292,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 22 2015,2015-05-22,1.341,356,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 23 2015,2015-05-23,1.348,449,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 24 2015,2015-05-24,1.316,385,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 25 2015,2015-05-25,1.293,397,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 26 2015,2015-05-26,1.305,296,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 27 2015,2015-05-27,0.79,577,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 28 2015,2015-05-28,0.966,478,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 29 2015,2015-05-29,1.072,421,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 30 2015,2015-05-30,1.161,424,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
May 31 2015,2015-05-31,1.151,432,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 01 2015,2015-06-01,1.178,390,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 02 2015,2015-06-02,1.23,354,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 03 2015,2015-06-03,1.203,384,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 04 2015,2015-06-04,1.221,377,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 05 2015,2015-06-05,1.109,431,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 06 2015,2015-06-06,1.183,372,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 07 2015,2015-06-07,1.182,423,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 08 2015,2015-06-08,1.175,328,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 09 2015,2015-06-09,1.198,320,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 10 2015,2015-06-10,1.208,377,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 11 2015,2015-06-11,1.136,356,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 12 2015,2015-06-12,0.936,433,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 13 2015,2015-06-13,0.945,483,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 14 2015,2015-06-14,0.916,491,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 15 2015,2015-06-15,0.893,426,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 16 2015,2015-06-16,0.926,391,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 17 2015,2015-06-17,0.93,414,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 18 2015,2015-06-18,0.961,382,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 19 2015,2015-06-19,0.985,372,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 20 2015,2015-06-20,0.961,415,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
Jun 21 2015,2015-06-21,0.911,438,M4A1-S | Basilisk,M4A1-S,Basilisk,Battle-Scarred,0,1,0
