date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Apr 18 2016,2016-04-18,34.22,72,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 19 2016,2016-04-19,33.706,68,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 20 2016,2016-04-20,33.953,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 21 2016,2016-04-21,35.706,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 22 2016,2016-04-22,36.534,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 23 2016,2016-04-23,34.62,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 24 2016,2016-04-24,34.151,71,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 25 2016,2016-04-25,32.5,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 26 2016,2016-04-26,33.086,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 27 2016,2016-04-27,32.863,85,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 28 2016,2016-04-28,34.759,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 29 2016,2016-04-29,36.461,90,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Apr 30 2016,2016-04-30,36.41,76,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 01 2016,2016-05-01,35.038,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 02 2016,2016-05-02,33.706,67,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 03 2016,2016-05-03,34.812,62,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 04 2016,2016-05-04,35.592,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 05 2016,2016-05-05,36.44,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 06 2016,2016-05-06,35.573,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 07 2016,2016-05-07,36.721,73,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 08 2016,2016-05-08,33.836,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 09 2016,2016-05-09,33.748,67,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 10 2016,2016-05-10,35.37,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 11 2016,2016-05-11,36.058,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 12 2016,2016-05-12,34.02,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 13 2016,2016-05-13,34.566,67,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 14 2016,2016-05-14,34.135,77,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 15 2016,2016-05-15,32.914,77,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 16 2016,2016-05-16,32.614,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 17 2016,2016-05-17,29.632,78,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 18 2016,2016-05-18,30.739,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 19 2016,2016-05-19,31.434,85,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 20 2016,2016-05-20,32.542,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 21 2016,2016-05-21,33.204,74,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 22 2016,2016-05-22,31.556,78,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 23 2016,2016-05-23,31.446,68,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 24 2016,2016-05-24,32.426,65,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 25 2016,2016-05-25,32.613,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 26 2016,2016-05-26,32.345,55,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 27 2016,2016-05-27,32.955,62,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 28 2016,2016-05-28,33.234,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 29 2016,2016-05-29,31.875,62,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 30 2016,2016-05-30,30.871,73,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
May 31 2016,2016-05-31,31.328,57,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 01 2016,2016-06-01,31.108,83,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 02 2016,2016-06-02,31.699,65,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 03 2016,2016-06-03,30.282,89,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 04 2016,2016-06-04,31.857,78,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 05 2016,2016-06-05,31.425,74,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 06 2016,2016-06-06,28.718,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 07 2016,2016-06-07,30.702,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 08 2016,2016-06-08,31.51,56,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 09 2016,2016-06-09,31.187,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 10 2016,2016-06-10,32.357,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 11 2016,2016-06-11,31.705,71,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 12 2016,2016-06-12,31.305,77,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 13 2016,2016-06-13,31.013,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 14 2016,2016-06-14,29.891,56,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 15 2016,2016-06-15,30.373,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 16 2016,2016-06-16,29.439,71,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 17 2016,2016-06-17,29.457,95,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 18 2016,2016-06-18,27.941,75,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 19 2016,2016-06-19,28.572,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 20 2016,2016-06-20,27.995,72,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 21 2016,2016-06-21,27.348,81,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 22 2016,2016-06-22,27.506,74,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 23 2016,2016-06-23,25.213,88,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 24 2016,2016-06-24,24.821,103,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 25 2016,2016-06-25,24.741,101,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 26 2016,2016-06-26,23.948,91,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 27 2016,2016-06-27,23.949,104,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 28 2016,2016-06-28,24.958,100,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 29 2016,2016-06-29,25.68,93,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jun 30 2016,2016-06-30,26.118,94,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 01 2016,2016-07-01,24.034,116,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 02 2016,2016-07-02,24.534,101,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 03 2016,2016-07-03,24.076,83,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 04 2016,2016-07-04,24.555,102,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 05 2016,2016-07-05,26.734,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 06 2016,2016-07-06,27.398,82,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 07 2016,2016-07-07,27.553,91,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 08 2016,2016-07-08,28.427,80,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 09 2016,2016-07-09,28.538,83,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 10 2016,2016-07-10,27.566,91,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 11 2016,2016-07-11,27.533,77,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 12 2016,2016-07-12,29.724,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 13 2016,2016-07-13,29.021,84,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 14 2016,2016-07-14,27.663,75,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 15 2016,2016-07-15,27.643,71,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 16 2016,2016-07-16,29.019,68,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 17 2016,2016-07-17,29.303,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 18 2016,2016-07-18,29.582,62,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 19 2016,2016-07-19,30.447,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 20 2016,2016-07-20,30.018,50,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 21 2016,2016-07-21,27.771,66,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 22 2016,2016-07-22,27.771,65,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 23 2016,2016-07-23,27.87,76,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 24 2016,2016-07-24,27.512,69,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 25 2016,2016-07-25,27.099,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 26 2016,2016-07-26,28.187,82,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 27 2016,2016-07-27,27.879,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 28 2016,2016-07-28,28.707,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 29 2016,2016-07-29,28.04,76,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 30 2016,2016-07-30,27.667,66,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jul 31 2016,2016-07-31,26.972,56,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 01 2016,2016-08-01,27.065,73,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 02 2016,2016-08-02,27.591,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 03 2016,2016-08-03,27.7,69,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 04 2016,2016-08-04,27.455,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 05 2016,2016-08-05,26.968,53,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 06 2016,2016-08-06,26.079,67,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 07 2016,2016-08-07,25.846,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 08 2016,2016-08-08,26.382,81,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 09 2016,2016-08-09,27.03,57,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 10 2016,2016-08-10,27.913,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 11 2016,2016-08-11,27.129,50,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 12 2016,2016-08-12,26.91,73,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 13 2016,2016-08-13,26.471,69,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 14 2016,2016-08-14,26.268,67,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 15 2016,2016-08-15,27.4,72,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 16 2016,2016-08-16,26.626,80,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 17 2016,2016-08-17,27.95,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 18 2016,2016-08-18,28.857,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 19 2016,2016-08-19,26.551,79,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 20 2016,2016-08-20,26.69,78,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 21 2016,2016-08-21,27.039,72,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 22 2016,2016-08-22,26.828,77,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 23 2016,2016-08-23,26.74,76,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 24 2016,2016-08-24,26.072,71,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 25 2016,2016-08-25,26.872,87,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 26 2016,2016-08-26,26.747,68,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 27 2016,2016-08-27,27.655,70,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 28 2016,2016-08-28,27.302,69,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 29 2016,2016-08-29,28.547,70,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 30 2016,2016-08-30,28.274,53,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Aug 31 2016,2016-08-31,27.938,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 01 2016,2016-09-01,28.814,55,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 02 2016,2016-09-02,30.395,57,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 03 2016,2016-09-03,29.74,75,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 04 2016,2016-09-04,27.95,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 05 2016,2016-09-05,28.105,67,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 06 2016,2016-09-06,28.341,55,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 07 2016,2016-09-07,27.802,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 08 2016,2016-09-08,29.359,56,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 09 2016,2016-09-09,28.946,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 10 2016,2016-09-10,29.018,74,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 11 2016,2016-09-11,27.804,74,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 12 2016,2016-09-12,28.849,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 13 2016,2016-09-13,28.088,50,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 14 2016,2016-09-14,28.385,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 15 2016,2016-09-15,28.488,71,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 16 2016,2016-09-16,29.006,65,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 17 2016,2016-09-17,28.724,79,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 18 2016,2016-09-18,28.84,57,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 19 2016,2016-09-19,28.842,53,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 20 2016,2016-09-20,29.534,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 21 2016,2016-09-21,30.077,51,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 22 2016,2016-09-22,29.655,47,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 23 2016,2016-09-23,30.667,56,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 24 2016,2016-09-24,29.004,67,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 25 2016,2016-09-25,29.454,62,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 26 2016,2016-09-26,29.759,45,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 27 2016,2016-09-27,30.019,51,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 28 2016,2016-09-28,30.115,46,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 29 2016,2016-09-29,29.384,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Sep 30 2016,2016-09-30,29.603,62,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 01 2016,2016-10-01,29.823,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 02 2016,2016-10-02,29.429,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 03 2016,2016-10-03,29.279,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 04 2016,2016-10-04,29.907,62,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 05 2016,2016-10-05,29.956,53,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 06 2016,2016-10-06,29.488,57,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 07 2016,2016-10-07,31.313,61,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 08 2016,2016-10-08,31.313,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 09 2016,2016-10-09,29.582,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 10 2016,2016-10-10,28.474,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 11 2016,2016-10-11,28.873,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 12 2016,2016-10-12,29.306,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 13 2016,2016-10-13,29.574,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 14 2016,2016-10-14,29.111,51,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 15 2016,2016-10-15,29.484,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 16 2016,2016-10-16,30.751,51,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 17 2016,2016-10-17,29.442,48,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 18 2016,2016-10-18,30.112,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 19 2016,2016-10-19,30.678,48,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 20 2016,2016-10-20,29.208,60,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 21 2016,2016-10-21,28.965,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 22 2016,2016-10-22,29.406,68,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 23 2016,2016-10-23,30.159,63,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 24 2016,2016-10-24,30.019,40,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 25 2016,2016-10-25,32.501,91,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 26 2016,2016-10-26,32.318,78,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 27 2016,2016-10-27,30.76,42,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 28 2016,2016-10-28,30.506,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 29 2016,2016-10-29,29.163,53,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 30 2016,2016-10-30,27.8,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Oct 31 2016,2016-10-31,27.25,57,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 01 2016,2016-11-01,28.035,56,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 02 2016,2016-11-02,29.067,47,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 03 2016,2016-11-03,30.146,39,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 04 2016,2016-11-04,28.863,68,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 05 2016,2016-11-05,29.72,72,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 06 2016,2016-11-06,29.712,54,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 07 2016,2016-11-07,29.353,49,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 08 2016,2016-11-08,28.749,43,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 09 2016,2016-11-09,29.91,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 10 2016,2016-11-10,30.682,45,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 11 2016,2016-11-11,30.405,52,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 12 2016,2016-11-12,30.659,64,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 13 2016,2016-11-13,28.362,57,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 14 2016,2016-11-14,29.872,59,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 15 2016,2016-11-15,30.422,47,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 16 2016,2016-11-16,30.484,50,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 17 2016,2016-11-17,30.786,41,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 18 2016,2016-11-18,30.289,58,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 19 2016,2016-11-19,31.009,44,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 20 2016,2016-11-20,29.955,48,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 21 2016,2016-11-21,28.54,65,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Nov 22 2016,2016-11-22,28.448,48,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
