date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Sep 05 2016,2016-09-05,3.744,221,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 06 2016,2016-09-06,3.733,207,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 07 2016,2016-09-07,3.701,168,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 08 2016,2016-09-08,3.756,194,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 09 2016,2016-09-09,3.899,220,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 10 2016,2016-09-10,4.009,216,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 11 2016,2016-09-11,3.984,268,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 12 2016,2016-09-12,3.977,181,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 13 2016,2016-09-13,4.008,185,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 14 2016,2016-09-14,4.136,175,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 15 2016,2016-09-15,4.107,184,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 16 2016,2016-09-16,3.996,214,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 17 2016,2016-09-17,3.803,261,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 18 2016,2016-09-18,3.835,241,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 19 2016,2016-09-19,3.817,186,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 20 2016,2016-09-20,3.839,213,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 21 2016,2016-09-21,3.983,192,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 22 2016,2016-09-22,4.787,172,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 23 2016,2016-09-23,4.005,228,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 24 2016,2016-09-24,3.929,224,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 25 2016,2016-09-25,3.978,210,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 26 2016,2016-09-26,3.82,184,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 27 2016,2016-09-27,3.826,184,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 28 2016,2016-09-28,3.787,180,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 29 2016,2016-09-29,3.779,210,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 30 2016,2016-09-30,3.864,219,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 01 2016,2016-10-01,3.877,228,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 02 2016,2016-10-02,3.862,228,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 03 2016,2016-10-03,3.937,199,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 04 2016,2016-10-04,3.857,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 05 2016,2016-10-05,3.998,175,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 06 2016,2016-10-06,4.062,200,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 07 2016,2016-10-07,4.063,211,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 08 2016,2016-10-08,4.008,235,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 09 2016,2016-10-09,3.774,216,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 10 2016,2016-10-10,3.737,179,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 11 2016,2016-10-11,3.829,156,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 12 2016,2016-10-12,3.817,172,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 13 2016,2016-10-13,3.852,157,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 14 2016,2016-10-14,3.905,183,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 15 2016,2016-10-15,3.884,180,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 16 2016,2016-10-16,3.785,216,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 17 2016,2016-10-17,3.787,184,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 18 2016,2016-10-18,3.602,179,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 19 2016,2016-10-19,3.672,175,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 20 2016,2016-10-20,3.761,180,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 21 2016,2016-10-21,3.551,210,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 22 2016,2016-10-22,3.679,252,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 23 2016,2016-10-23,3.662,207,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 24 2016,2016-10-24,3.698,177,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 25 2016,2016-10-25,3.632,198,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 26 2016,2016-10-26,3.64,157,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 27 2016,2016-10-27,3.663,145,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 28 2016,2016-10-28,3.388,191,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 29 2016,2016-10-29,3.225,261,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 30 2016,2016-10-30,3.125,256,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 31 2016,2016-10-31,3.196,198,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 01 2016,2016-11-01,3.42,205,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 02 2016,2016-11-02,3.525,191,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 03 2016,2016-11-03,3.764,123,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 04 2016,2016-11-04,4.068,216,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 05 2016,2016-11-05,4.014,201,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 06 2016,2016-11-06,3.896,237,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 07 2016,2016-11-07,3.872,173,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 08 2016,2016-11-08,3.927,161,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 09 2016,2016-11-09,4.02,156,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 10 2016,2016-11-10,3.995,131,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 11 2016,2016-11-11,4.047,178,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 12 2016,2016-11-12,3.957,211,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 13 2016,2016-11-13,3.965,190,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 14 2016,2016-11-14,3.868,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 15 2016,2016-11-15,3.993,161,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 16 2016,2016-11-16,3.927,146,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 17 2016,2016-11-17,4.0,155,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 18 2016,2016-11-18,4.03,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 19 2016,2016-11-19,4.003,184,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 20 2016,2016-11-20,3.726,203,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 21 2016,2016-11-21,3.831,170,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 22 2016,2016-11-22,3.854,152,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 23 2016,2016-11-23,3.809,185,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 24 2016,2016-11-24,3.535,213,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 25 2016,2016-11-25,3.31,234,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 26 2016,2016-11-26,3.252,266,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 27 2016,2016-11-27,3.313,237,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 28 2016,2016-11-28,3.311,214,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 29 2016,2016-11-29,3.403,218,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Nov 30 2016,2016-11-30,3.754,219,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 01 2016,2016-12-01,3.759,212,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 02 2016,2016-12-02,3.821,206,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 03 2016,2016-12-03,3.877,223,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 04 2016,2016-12-04,3.905,207,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 05 2016,2016-12-05,3.933,176,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 06 2016,2016-12-06,4.16,173,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 07 2016,2016-12-07,4.139,151,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 08 2016,2016-12-08,3.917,171,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 09 2016,2016-12-09,3.889,227,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 10 2016,2016-12-10,3.977,212,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 11 2016,2016-12-11,3.908,193,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 12 2016,2016-12-12,3.846,178,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 13 2016,2016-12-13,3.714,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 14 2016,2016-12-14,3.78,174,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 15 2016,2016-12-15,3.663,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 16 2016,2016-12-16,3.619,194,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 17 2016,2016-12-17,3.67,208,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 18 2016,2016-12-18,3.597,182,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 19 2016,2016-12-19,3.532,169,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 20 2016,2016-12-20,3.45,162,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 21 2016,2016-12-21,3.409,178,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 22 2016,2016-12-22,3.297,218,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 23 2016,2016-12-23,3.142,213,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 24 2016,2016-12-24,3.517,288,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 25 2016,2016-12-25,3.861,379,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 26 2016,2016-12-26,3.999,305,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 27 2016,2016-12-27,3.778,320,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 28 2016,2016-12-28,3.669,289,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 29 2016,2016-12-29,3.852,237,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 30 2016,2016-12-30,3.763,231,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Dec 31 2016,2016-12-31,3.757,219,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 01 2017,2017-01-01,3.615,237,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 02 2017,2017-01-02,3.673,226,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 03 2017,2017-01-03,3.852,251,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 04 2017,2017-01-04,4.097,187,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 05 2017,2017-01-05,4.102,184,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 06 2017,2017-01-06,4.16,192,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 07 2017,2017-01-07,4.035,204,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 08 2017,2017-01-08,4.01,211,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 09 2017,2017-01-09,4.045,172,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 10 2017,2017-01-10,4.023,172,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 11 2017,2017-01-11,4.009,184,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 12 2017,2017-01-12,3.971,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 13 2017,2017-01-13,3.927,224,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 14 2017,2017-01-14,4.034,195,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 15 2017,2017-01-15,3.967,201,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 16 2017,2017-01-16,3.974,162,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 17 2017,2017-01-17,4.025,180,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 18 2017,2017-01-18,4.01,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 19 2017,2017-01-19,4.025,149,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 20 2017,2017-01-20,3.901,191,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 21 2017,2017-01-21,4.055,218,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 22 2017,2017-01-22,4.001,210,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 23 2017,2017-01-23,4.126,188,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 24 2017,2017-01-24,4.361,196,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 25 2017,2017-01-25,4.443,174,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 26 2017,2017-01-26,4.602,214,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 27 2017,2017-01-27,4.421,182,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 28 2017,2017-01-28,4.576,236,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 29 2017,2017-01-29,4.572,239,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 30 2017,2017-01-30,4.614,192,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jan 31 2017,2017-01-31,4.523,202,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 01 2017,2017-02-01,4.578,186,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 02 2017,2017-02-02,4.541,165,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 03 2017,2017-02-03,4.502,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 04 2017,2017-02-04,4.576,237,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 05 2017,2017-02-05,4.451,206,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 06 2017,2017-02-06,4.539,178,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 07 2017,2017-02-07,4.607,168,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 08 2017,2017-02-08,4.823,150,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 09 2017,2017-02-09,4.494,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 10 2017,2017-02-10,4.645,182,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 11 2017,2017-02-11,4.745,199,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 12 2017,2017-02-12,4.596,188,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 13 2017,2017-02-13,4.562,179,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 14 2017,2017-02-14,4.639,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 15 2017,2017-02-15,4.375,134,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 16 2017,2017-02-16,4.393,180,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 17 2017,2017-02-17,4.336,176,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 18 2017,2017-02-18,4.312,205,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 19 2017,2017-02-19,4.298,194,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 20 2017,2017-02-20,4.356,142,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 21 2017,2017-02-21,4.227,186,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 22 2017,2017-02-22,4.212,182,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 23 2017,2017-02-23,4.231,177,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 24 2017,2017-02-24,4.371,165,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 25 2017,2017-02-25,4.454,185,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 26 2017,2017-02-26,4.473,158,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 27 2017,2017-02-27,4.388,156,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 28 2017,2017-02-28,4.325,157,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 01 2017,2017-03-01,4.299,161,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 02 2017,2017-03-02,4.298,163,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 03 2017,2017-03-03,4.247,188,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 04 2017,2017-03-04,4.241,201,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 05 2017,2017-03-05,4.243,185,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 06 2017,2017-03-06,4.233,192,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 07 2017,2017-03-07,4.214,172,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 08 2017,2017-03-08,4.277,135,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 09 2017,2017-03-09,4.424,136,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 10 2017,2017-03-10,4.41,142,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 11 2017,2017-03-11,4.447,174,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 12 2017,2017-03-12,4.535,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 13 2017,2017-03-13,4.531,125,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 14 2017,2017-03-14,4.526,134,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 15 2017,2017-03-15,4.574,127,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 16 2017,2017-03-16,4.345,194,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 17 2017,2017-03-17,4.599,234,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 18 2017,2017-03-18,4.738,230,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 19 2017,2017-03-19,4.465,202,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 20 2017,2017-03-20,4.335,201,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 21 2017,2017-03-21,4.402,175,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 22 2017,2017-03-22,4.339,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 23 2017,2017-03-23,4.34,147,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 24 2017,2017-03-24,4.235,183,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 25 2017,2017-03-25,4.224,211,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 26 2017,2017-03-26,4.233,190,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 27 2017,2017-03-27,4.079,145,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 28 2017,2017-03-28,4.153,159,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 29 2017,2017-03-29,4.072,155,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 30 2017,2017-03-30,4.058,172,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 31 2017,2017-03-31,4.119,158,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 01 2017,2017-04-01,4.222,190,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 02 2017,2017-04-02,4.202,176,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 03 2017,2017-04-03,4.18,146,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 04 2017,2017-04-04,4.246,142,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 05 2017,2017-04-05,4.228,138,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 06 2017,2017-04-06,4.136,159,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 07 2017,2017-04-07,4.32,144,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 08 2017,2017-04-08,4.218,173,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 09 2017,2017-04-09,4.24,146,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 10 2017,2017-04-10,3.995,169,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 11 2017,2017-04-11,4.151,155,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 12 2017,2017-04-12,4.174,139,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 13 2017,2017-04-13,4.092,168,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 14 2017,2017-04-14,4.151,182,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 15 2017,2017-04-15,4.212,192,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 16 2017,2017-04-16,4.253,177,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 17 2017,2017-04-17,4.197,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 18 2017,2017-04-18,4.25,169,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 19 2017,2017-04-19,4.26,147,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 20 2017,2017-04-20,4.229,158,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 21 2017,2017-04-21,4.103,174,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 22 2017,2017-04-22,4.219,208,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 23 2017,2017-04-23,4.213,162,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 24 2017,2017-04-24,4.169,147,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 25 2017,2017-04-25,4.28,139,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 26 2017,2017-04-26,4.449,137,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 27 2017,2017-04-27,4.316,152,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 28 2017,2017-04-28,4.493,180,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 29 2017,2017-04-29,4.544,162,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 30 2017,2017-04-30,4.359,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 01 2017,2017-05-01,4.651,127,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 02 2017,2017-05-02,4.564,126,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 03 2017,2017-05-03,4.426,134,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 04 2017,2017-05-04,4.542,157,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 05 2017,2017-05-05,4.417,177,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 06 2017,2017-05-06,4.481,146,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 07 2017,2017-05-07,4.461,130,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 08 2017,2017-05-08,4.414,130,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 09 2017,2017-05-09,4.411,121,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 10 2017,2017-05-10,4.408,124,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 11 2017,2017-05-11,4.435,137,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
