date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Feb 21 2014,2014-02-21,31.687,20,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 22 2014,2014-02-22,28.772,20,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 23 2014,2014-02-23,28.241,17,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 24 2014,2014-02-24,29.127,10,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 25 2014,2014-02-25,37.433,3,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 26 2014,2014-02-26,39.262,5,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 27 2014,2014-02-27,41.163,10,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Feb 28 2014,2014-02-28,40.006,7,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 01 2014,2014-03-01,31.264,26,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 02 2014,2014-03-02,24.813,17,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 03 2014,2014-03-03,24.353,18,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 04 2014,2014-03-04,25.202,18,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 05 2014,2014-03-05,24.75,17,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 06 2014,2014-03-06,30.5,8,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 07 2014,2014-03-07,28.584,16,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 08 2014,2014-03-08,24.809,25,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 09 2014,2014-03-09,22.995,26,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 10 2014,2014-03-10,23.269,27,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 11 2014,2014-03-11,25.282,16,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 12 2014,2014-03-12,24.764,15,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 13 2014,2014-03-13,23.236,12,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 14 2014,2014-03-14,24.815,19,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 15 2014,2014-03-15,25.226,17,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 16 2014,2014-03-16,23.431,26,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 17 2014,2014-03-17,22.126,22,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 18 2014,2014-03-18,22.249,18,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 19 2014,2014-03-19,20.846,20,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 20 2014,2014-03-20,22.452,26,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 21 2014,2014-03-21,21.621,23,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 22 2014,2014-03-22,20.481,18,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 23 2014,2014-03-23,20.125,27,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 24 2014,2014-03-24,20.099,27,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 25 2014,2014-03-25,20.297,20,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 26 2014,2014-03-26,20.282,22,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 27 2014,2014-03-27,19.637,21,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 28 2014,2014-03-28,19.843,28,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 29 2014,2014-03-29,19.728,39,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 30 2014,2014-03-30,18.759,37,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Mar 31 2014,2014-03-31,19.985,39,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 01 2014,2014-04-01,21.141,29,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 02 2014,2014-04-02,19.263,32,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 03 2014,2014-04-03,19.46,35,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 04 2014,2014-04-04,19.622,35,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 05 2014,2014-04-05,19.546,23,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 06 2014,2014-04-06,20.073,29,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 07 2014,2014-04-07,18.203,34,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 08 2014,2014-04-08,18.508,27,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 09 2014,2014-04-09,19.205,34,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 10 2014,2014-04-10,18.565,34,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 11 2014,2014-04-11,17.21,38,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 12 2014,2014-04-12,16.086,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 13 2014,2014-04-13,18.505,26,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 14 2014,2014-04-14,17.029,40,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 15 2014,2014-04-15,17.389,37,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 16 2014,2014-04-16,17.408,48,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 17 2014,2014-04-17,16.613,39,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 18 2014,2014-04-18,15.708,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 19 2014,2014-04-19,17.088,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 20 2014,2014-04-20,15.508,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 21 2014,2014-04-21,15.044,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 22 2014,2014-04-22,15.425,60,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 23 2014,2014-04-23,16.556,46,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 24 2014,2014-04-24,17.493,40,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 25 2014,2014-04-25,17.804,29,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 26 2014,2014-04-26,16.424,43,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 27 2014,2014-04-27,17.22,42,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 28 2014,2014-04-28,16.613,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 29 2014,2014-04-29,16.817,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Apr 30 2014,2014-04-30,17.427,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 01 2014,2014-05-01,16.906,43,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 02 2014,2014-05-02,14.431,52,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 03 2014,2014-05-03,12.921,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 04 2014,2014-05-04,12.855,65,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 05 2014,2014-05-05,11.789,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 06 2014,2014-05-06,11.904,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 07 2014,2014-05-07,13.1,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 08 2014,2014-05-08,13.161,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 09 2014,2014-05-09,11.807,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 10 2014,2014-05-10,9.955,80,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 11 2014,2014-05-11,9.017,76,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 12 2014,2014-05-12,9.744,44,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 13 2014,2014-05-13,9.458,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 14 2014,2014-05-14,9.594,51,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 15 2014,2014-05-15,9.75,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 16 2014,2014-05-16,9.368,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 17 2014,2014-05-17,9.479,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 18 2014,2014-05-18,9.244,75,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 19 2014,2014-05-19,9.768,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 20 2014,2014-05-20,9.75,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 21 2014,2014-05-21,10.265,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 22 2014,2014-05-22,10.378,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 23 2014,2014-05-23,10.158,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 24 2014,2014-05-24,9.812,63,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 25 2014,2014-05-25,9.555,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 26 2014,2014-05-26,9.474,47,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 27 2014,2014-05-27,9.06,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 28 2014,2014-05-28,9.489,56,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 29 2014,2014-05-29,8.783,67,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 30 2014,2014-05-30,9.032,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
May 31 2014,2014-05-31,9.168,66,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 01 2014,2014-06-01,9.074,59,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 02 2014,2014-06-02,8.961,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 03 2014,2014-06-03,8.916,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 04 2014,2014-06-04,9.24,53,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 05 2014,2014-06-05,9.424,50,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 06 2014,2014-06-06,8.378,68,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 07 2014,2014-06-07,9.132,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 08 2014,2014-06-08,9.13,58,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 09 2014,2014-06-09,8.717,62,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 10 2014,2014-06-10,9.14,64,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 11 2014,2014-06-11,8.849,54,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 12 2014,2014-06-12,8.731,79,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 13 2014,2014-06-13,8.831,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 14 2014,2014-06-14,9.324,55,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 15 2014,2014-06-15,8.466,81,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 16 2014,2014-06-16,8.858,79,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 17 2014,2014-06-17,9.045,71,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 18 2014,2014-06-18,8.205,61,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 19 2014,2014-06-19,8.367,85,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 20 2014,2014-06-20,7.451,81,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 21 2014,2014-06-21,7.247,74,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 22 2014,2014-06-22,6.713,85,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 23 2014,2014-06-23,6.273,86,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 24 2014,2014-06-24,6.344,93,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 25 2014,2014-06-25,7.209,88,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 26 2014,2014-06-26,7.401,84,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 27 2014,2014-06-27,7.426,70,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 28 2014,2014-06-28,7.717,69,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 29 2014,2014-06-29,7.549,85,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jun 30 2014,2014-06-30,7.57,96,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 01 2014,2014-07-01,7.754,91,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 02 2014,2014-07-02,5.344,155,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 03 2014,2014-07-03,6.023,104,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 04 2014,2014-07-04,6.651,101,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 05 2014,2014-07-05,7.313,85,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 06 2014,2014-07-06,6.692,88,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 07 2014,2014-07-07,7.164,91,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 08 2014,2014-07-08,7.171,78,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 09 2014,2014-07-09,7.619,109,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 10 2014,2014-07-10,7.843,86,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 11 2014,2014-07-11,7.616,78,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 12 2014,2014-07-12,6.554,98,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 13 2014,2014-07-13,6.842,104,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 14 2014,2014-07-14,7.309,92,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 15 2014,2014-07-15,7.122,82,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 16 2014,2014-07-16,7.165,102,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 17 2014,2014-07-17,7.216,85,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 18 2014,2014-07-18,6.874,99,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 19 2014,2014-07-19,6.811,96,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 20 2014,2014-07-20,6.573,104,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 21 2014,2014-07-21,6.445,87,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 22 2014,2014-07-22,6.702,108,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 23 2014,2014-07-23,7.342,79,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 24 2014,2014-07-24,6.846,71,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 25 2014,2014-07-25,7.246,94,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 26 2014,2014-07-26,6.931,97,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 27 2014,2014-07-27,7.13,116,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 28 2014,2014-07-28,7.145,116,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 29 2014,2014-07-29,7.431,100,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 30 2014,2014-07-30,6.994,107,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Jul 31 2014,2014-07-31,7.065,101,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 01 2014,2014-08-01,7.154,123,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 02 2014,2014-08-02,7.981,93,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 03 2014,2014-08-03,7.441,116,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 04 2014,2014-08-04,7.295,103,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 05 2014,2014-08-05,6.265,134,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 06 2014,2014-08-06,6.639,113,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 07 2014,2014-08-07,6.964,122,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 08 2014,2014-08-08,7.139,106,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 09 2014,2014-08-09,7.212,106,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 10 2014,2014-08-10,7.029,89,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 11 2014,2014-08-11,7.13,102,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 12 2014,2014-08-12,7.121,96,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 13 2014,2014-08-13,6.975,105,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 14 2014,2014-08-14,7.502,122,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 15 2014,2014-08-15,7.621,132,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 16 2014,2014-08-16,7.109,132,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 17 2014,2014-08-17,6.281,163,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 18 2014,2014-08-18,6.551,138,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 19 2014,2014-08-19,7.149,119,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 20 2014,2014-08-20,6.859,131,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 21 2014,2014-08-21,6.922,122,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 22 2014,2014-08-22,6.778,148,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 23 2014,2014-08-23,6.942,123,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 24 2014,2014-08-24,6.715,109,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 25 2014,2014-08-25,6.656,138,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 26 2014,2014-08-26,7.237,115,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 27 2014,2014-08-27,7.383,130,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 28 2014,2014-08-28,7.703,111,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 29 2014,2014-08-29,7.42,131,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 30 2014,2014-08-30,7.059,139,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Aug 31 2014,2014-08-31,7.275,137,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 01 2014,2014-09-01,7.864,118,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 02 2014,2014-09-02,7.852,110,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 03 2014,2014-09-03,7.787,107,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 04 2014,2014-09-04,7.717,85,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 05 2014,2014-09-05,7.622,104,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 06 2014,2014-09-06,7.169,123,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 07 2014,2014-09-07,7.188,130,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 08 2014,2014-09-08,7.365,119,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 09 2014,2014-09-09,7.403,117,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 10 2014,2014-09-10,7.477,108,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 11 2014,2014-09-11,6.986,129,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 12 2014,2014-09-12,7.052,125,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 13 2014,2014-09-13,6.672,151,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 14 2014,2014-09-14,6.625,123,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 15 2014,2014-09-15,6.277,144,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 16 2014,2014-09-16,6.565,100,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 17 2014,2014-09-17,6.639,132,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 18 2014,2014-09-18,6.804,119,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 19 2014,2014-09-19,6.663,138,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 20 2014,2014-09-20,6.027,179,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 21 2014,2014-09-21,6.493,119,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 22 2014,2014-09-22,6.555,108,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 23 2014,2014-09-23,6.537,105,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 24 2014,2014-09-24,6.297,107,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 25 2014,2014-09-25,6.422,106,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 26 2014,2014-09-26,6.218,135,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 27 2014,2014-09-27,5.846,162,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 28 2014,2014-09-28,5.893,129,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 29 2014,2014-09-29,6.087,120,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Sep 30 2014,2014-09-30,6.329,121,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 01 2014,2014-10-01,6.157,123,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 02 2014,2014-10-02,6.407,116,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 03 2014,2014-10-03,6.257,139,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 04 2014,2014-10-04,5.881,167,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 05 2014,2014-10-05,5.908,164,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 06 2014,2014-10-06,6.215,122,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 07 2014,2014-10-07,6.303,106,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 08 2014,2014-10-08,6.288,131,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 09 2014,2014-10-09,6.115,147,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 10 2014,2014-10-10,5.95,160,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 11 2014,2014-10-11,5.72,162,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 12 2014,2014-10-12,5.86,169,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 13 2014,2014-10-13,5.741,141,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 14 2014,2014-10-14,5.789,135,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 15 2014,2014-10-15,5.458,149,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 16 2014,2014-10-16,5.984,142,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 17 2014,2014-10-17,5.661,157,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 18 2014,2014-10-18,5.511,193,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 19 2014,2014-10-19,5.355,141,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 20 2014,2014-10-20,5.228,134,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 21 2014,2014-10-21,5.477,130,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 22 2014,2014-10-22,5.484,127,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 23 2014,2014-10-23,5.496,126,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 24 2014,2014-10-24,5.749,154,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 25 2014,2014-10-25,5.833,136,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 26 2014,2014-10-26,5.243,201,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 27 2014,2014-10-27,5.023,156,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
Oct 28 2014,2014-10-28,5.279,145,USP-S | Guardian,USP-S,Guardian,Minimal Wear,1,1,0
