date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
May 28 2022,2022-05-28,1.4,0.05353122410348127,0.07804996450667503,0.5711913226554292,0.5608892353255713,0.3050215005786033,0.3280028466850915,257,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 29 2022,2022-05-29,1.428,0.05256764662088703,0.07620195955490008,0.5710818663893756,0.5608892353255713,0.3050215005786033,0.3280028466850915,260,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 30 2022,2022-05-30,1.381,0.051431060877474566,0.07676465163189454,0.5709706755222108,0.5608892353255713,0.3050215005786033,0.3280028466850915,222,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 31 2022,2022-05-31,1.412,0.048924243572990626,0.0752644577375658,0.5708605650742146,0.5608892353255713,0.3050215005786033,0.3280028466850915,241,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 01 2022,2022-06-01,1.437,0.04418806464946282,0.072988108171283,0.570751815178946,0.5608892353255713,0.3050215005786033,0.3280028466850915,230,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 02 2022,2022-06-02,1.453,0.03763009617214404,0.07060081357578064,0.5706441810017138,0.5608892353255713,0.3050215005786033,0.3280028466850915,234,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 03 2022,2022-06-03,1.396,0.0366140008393644,0.06994208272342449,0.5705336548138664,0.5608892353255713,0.3050215005786033,0.3280028466850915,297,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 04 2022,2022-06-04,1.404,0.03385642437201566,0.06873203369692098,0.5704234731579569,0.5608892353255713,0.3050215005786033,0.3280028466850915,288,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 05 2022,2022-06-05,1.397,0.032850689735309184,0.06776063873266357,0.5703131077695476,0.5608892353255713,0.3050215005786033,0.3280028466850915,254,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 06 2022,2022-06-06,1.41,0.031024721325531354,0.06615716151447884,0.5702032924984001,0.5608892353255713,0.3050215005786033,0.3280028466850915,289,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 07 2022,2022-06-07,1.404,0.028270125574420296,0.06475556287470213,0.5700933020833033,0.5608892353255713,0.3050215005786033,0.3280028466850915,250,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 08 2022,2022-06-08,1.449,0.025946097972401726,0.06266193696993656,0.569985762385513,0.5608892353255713,0.3050215005786033,0.3280028466850915,244,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 09 2022,2022-06-09,1.45,0.02540633010076158,0.06064209576293737,0.5698783521480756,0.5608892353255713,0.3050215005786033,0.3280028466850915,236,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 10 2022,2022-06-10,1.456,0.025692456068738167,0.058753616876097,0.5697714288553162,0.5608892353255713,0.3050215005786033,0.3280028466850915,279,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 11 2022,2022-06-11,1.412,0.024860276211795648,0.0573573254756899,0.5696620114328458,0.5608892353255713,0.3050215005786033,0.3280028466850915,220,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 12 2022,2022-06-12,1.421,0.02401713947370016,0.055704043896864654,0.569553071772038,0.5608892353255713,0.3050215005786033,0.3280028466850915,256,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 13 2022,2022-06-13,1.43,0.023993294082158837,0.05393327216330243,0.5694446643133594,0.5608892353255713,0.3050215005786033,0.3280028466850915,232,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 14 2022,2022-06-14,1.429,0.02372650683160532,0.05222678884559346,0.569336263808934,0.5608892353255713,0.3050215005786033,0.3280028466850915,210,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 15 2022,2022-06-15,1.441,0.023791744921931035,0.05051768242391001,0.5692286284397978,0.5608892353255713,0.3050215005786033,0.3280028466850915,231,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 16 2022,2022-06-16,1.412,0.023791744921931035,0.049314487489029016,0.5691195234801683,0.5608892353255713,0.3050215005786033,0.3280028466850915,259,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 17 2022,2022-06-17,1.363,0.02619092147690717,0.05115427181432619,0.5690091986597923,0.5608892353255713,0.3050215005786033,0.3280028466850915,241,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 18 2022,2022-06-18,1.361,0.028143393091559697,0.05257885998504027,0.5688989203893631,0.5608892353255713,0.3050215005786033,0.3280028466850915,255,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 19 2022,2022-06-19,1.34,0.03160396090399013,0.05536663511496755,0.5687886861746264,0.5608892353255713,0.3050215005786033,0.3280028466850915,294,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 20 2022,2022-06-20,1.348,0.033942750990762216,0.05665021567059712,0.5686784882512709,0.5608892353255713,0.3050215005786033,0.3280028466850915,248,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 21 2022,2022-06-21,1.336,0.0366242806213,0.058427503800997975,0.5685684123281594,0.5608892353255713,0.3050215005786033,0.3280028466850915,249,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 22 2022,2022-06-22,1.347,0.0383951176253501,0.05879573525479327,0.5684583434605281,0.5608892353255713,0.3050215005786033,0.3280028466850915,242,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 23 2022,2022-06-23,1.354,0.03769540659223694,0.05843264766371915,0.5683483452135918,0.5608892353255713,0.3050215005786033,0.3280028466850915,237,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 24 2022,2022-06-24,1.288,0.04160039787599776,0.06354906502878911,0.5682396724968932,0.5608892353255713,0.3050215005786033,0.3280028466850915,302,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 25 2022,2022-06-25,1.273,0.046883519149153514,0.06880921558074582,0.5681317618689634,0.5608892353255713,0.3050215005786033,0.3280028466850915,280,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 26 2022,2022-06-26,1.25,0.05376487765222194,0.07504774040874197,0.5680252822707829,0.5608892353255713,0.3050215005786033,0.3280028466850915,302,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 27 2022,2022-06-27,1.266,0.058234326488781504,0.07796193893120622,0.5679178721955921,0.5608892353255713,0.3050215005786033,0.3280028466850915,285,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 28 2022,2022-06-28,1.295,0.059881924047068984,0.07785226031548029,0.5678091728394629,0.5608892353255713,0.3050215005786033,0.3280028466850915,313,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 29 2022,2022-06-29,1.335,0.060454875353570074,0.07573577681839384,0.5676996127092578,0.5608892353255713,0.3050215005786033,0.3280028466850915,285,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jun 30 2022,2022-06-30,1.327,0.06084391184981504,0.07387792514110897,0.567590213537036,0.5608892353255713,0.3050215005786033,0.3280028466850915,286,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 01 2022,2022-07-01,1.339,0.06008943526009929,0.07170476348737652,0.5674807476491928,0.5608892353255713,0.3050215005786033,0.3280028466850915,318,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 02 2022,2022-07-02,1.35,0.0582679206313834,0.06941146941414263,0.5673713119662638,0.5608892353255713,0.3050215005786033,0.3280028466850915,344,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 03 2022,2022-07-03,1.342,0.05825300544753621,0.06729661876892432,0.5672619554937655,0.5608892353255713,0.3050215005786033,0.3280028466850915,321,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 04 2022,2022-07-04,1.356,0.05787768513662331,0.06509526952924055,0.5671526629223155,0.5608892353255713,0.3050215005786033,0.3280028466850915,298,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 05 2022,2022-07-05,1.343,0.057720900017610974,0.06309081005552855,0.567043428464873,0.5608892353255713,0.3050215005786033,0.3280028466850915,308,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 06 2022,2022-07-06,1.326,0.05746104127459089,0.06154912993074351,0.5669344236211976,0.5608892353255713,0.3050215005786033,0.3280028466850915,357,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 07 2022,2022-07-07,1.31,0.05762252313467507,0.06063489445057085,0.5668258174209732,0.5608892353255713,0.3050215005786033,0.3280028466850915,290,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 08 2022,2022-07-08,1.354,0.05501769830181102,0.058646726357209425,0.5667167688365979,0.5608892353255713,0.3050215005786033,0.3280028466850915,296,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 09 2022,2022-07-09,1.356,0.052023867201631165,0.05672772028096408,0.5666077914362281,0.5608892353255713,0.3050215005786033,0.3280028466850915,268,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 10 2022,2022-07-10,1.384,0.0486093505974876,0.05539865417684769,0.5664992775238569,0.5608892353255713,0.3050215005786033,0.3280028466850915,304,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 11 2022,2022-07-11,1.393,0.04788670777576396,0.054401738265755555,0.5663910675377292,0.5608892353255713,0.3050215005786033,0.3280028466850915,313,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 12 2022,2022-07-12,1.414,0.04753940893922708,0.05446104101681116,0.5662836965459843,0.5608892353255713,0.3050215005786033,0.3280028466850915,318,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 13 2022,2022-07-13,1.519,0.05498034131420745,0.06576780677054164,0.5661847541216724,0.5608892353255713,0.3050215005786033,0.3280028466850915,213,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 14 2022,2022-07-14,1.431,0.05507842892935126,0.06532137417828018,0.56607834838882,0.5608892353255713,0.3050215005786033,0.3280028466850915,304,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 15 2022,2022-07-15,1.447,0.05542343792346912,0.06566324048550698,0.5659729778788012,0.5608892353255713,0.3050215005786033,0.3280028466850915,262,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 16 2022,2022-07-16,1.435,0.0564324028546216,0.0649785487552192,0.5658669188351007,0.5608892353255713,0.3050215005786033,0.3280028466850915,265,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 17 2022,2022-07-17,1.447,0.05898552325795979,0.06481532296886265,0.5657616662149624,0.5608892353255713,0.3050215005786033,0.3280028466850915,312,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 18 2022,2022-07-18,1.455,0.06171923823094765,0.06490848765245903,0.5656570240266677,0.5608892353255713,0.3050215005786033,0.3280028466850915,283,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 19 2022,2022-07-19,1.479,0.0653785528472927,0.06643655649219592,0.5655543542213461,0.5608892353255713,0.3050215005786033,0.3280028466850915,290,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 20 2022,2022-07-20,1.555,0.07405561749625199,0.07533606594626802,0.5654603714688288,0.5608892353255713,0.3050215005786033,0.3280028466850915,259,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 21 2022,2022-07-21,1.448,0.07508796374148918,0.07355543810049761,0.5653554129880479,0.5608892353255713,0.3050215005786033,0.3280028466850915,300,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 22 2022,2022-07-22,1.487,0.07766266577426444,0.07367499787634349,0.5652536307192702,0.5608892353255713,0.3050215005786033,0.3280028466850915,274,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 23 2022,2022-07-23,1.514,0.08132265805196269,0.07540492349418991,0.565154663117644,0.5608892353255713,0.3050215005786033,0.3280028466850915,275,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 24 2022,2022-07-24,1.522,0.08300848869480273,0.07711971817228389,0.5650566588668631,0.5608892353255713,0.3050215005786033,0.3280028466850915,305,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 25 2022,2022-07-25,1.543,0.0843179259924673,0.07992054104381216,0.5649613033165587,0.5608892353255713,0.3050215005786033,0.3280028466850915,292,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 26 2022,2022-07-26,1.556,0.08396260798845562,0.08295108022442033,0.5648677519024327,0.5608892353255713,0.3050215005786033,0.3280028466850915,306,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 27 2022,2022-07-27,1.563,0.08379370535705292,0.08562171313133635,0.5647752383089305,0.5608892353255713,0.3050215005786033,0.3280028466850915,300,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 28 2022,2022-07-28,1.565,0.08431062571935327,0.08757161439328008,0.5646830580629246,0.5608892353255713,0.3050215005786033,0.3280028466850915,313,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 29 2022,2022-07-29,1.626,0.08959784993311666,0.09448683528806523,0.5646010463398541,0.5608892353255713,0.3050215005786033,0.3280028466850915,265,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 30 2022,2022-07-30,1.572,0.09015088883984688,0.09492832450149917,0.5645099807000614,0.5608892353255713,0.3050215005786033,0.3280028466850915,318,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Jul 31 2022,2022-07-31,1.586,0.09115463683261438,0.09585187566520632,0.564421122077436,0.5608892353255713,0.3050215005786033,0.3280028466850915,285,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 01 2022,2022-08-01,1.556,0.09065714114935061,0.09448798344967879,0.5643278287083248,0.5608892353255713,0.3050215005786033,0.3280028466850915,281,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 02 2022,2022-08-02,1.57,0.08973316766560974,0.09367615825993579,0.5642365912936741,0.5608892353255713,0.3050215005786033,0.3280028466850915,289,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 03 2022,2022-08-03,1.591,0.08965938738983574,0.0938561580894469,0.5641486591749201,0.5608892353255713,0.3050215005786033,0.3280028466850915,304,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 04 2022,2022-08-04,1.566,0.0872733847066517,0.09229523141114936,0.5640569171668862,0.5608892353255713,0.3050215005786033,0.3280028466850915,299,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 05 2022,2022-08-05,1.587,0.08374570841634425,0.09166818072765305,0.5639684205203604,0.5608892353255713,0.3050215005786033,0.3280028466850915,280,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 06 2022,2022-08-06,1.543,0.07655321941168378,0.08906829292710396,0.5638735987813505,0.5608892353255713,0.3050215005786033,0.3280028466850915,328,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 07 2022,2022-08-07,1.589,0.07280416970497944,0.08831449967848576,0.5637855045904717,0.5608892353255713,0.3050215005786033,0.3280028466850915,297,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 08 2022,2022-08-08,1.609,0.06890303031218353,0.08850953085392878,0.5637007969103518,0.5608892353255713,0.3050215005786033,0.3280028466850915,277,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 09 2022,2022-08-09,1.56,0.06441135760485583,0.08612659852219957,0.5636084056942077,0.5608892353255713,0.3050215005786033,0.3280028466850915,161,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 10 2022,2022-08-10,1.581,0.06020810653017571,0.0844845405660312,0.563519166151654,0.5608892353255713,0.3050215005786033,0.3280028466850915,301,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 11 2022,2022-08-11,1.58,0.05665195211249094,0.08273004285718284,0.5634298120978241,0.5608892353255713,0.3050215005786033,0.3280028466850915,284,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 12 2022,2022-08-12,1.58,0.05711111372000992,0.08092553564262664,0.5633404983276487,0.5608892353255713,0.3050215005786033,0.3280028466850915,290,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 13 2022,2022-08-13,1.567,0.05360679533176993,0.07868589647238562,0.5632492782364733,0.5608892353255713,0.3050215005786033,0.3280028466850915,267,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 14 2022,2022-08-14,1.592,0.05116823727413661,0.07734479861044403,0.5631619429289864,0.5608892353255713,0.3050215005786033,0.3280028466850915,261,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 15 2022,2022-08-15,1.599,0.04735699586615012,0.07622930249029977,0.563075796087267,0.5608892353255713,0.3050215005786033,0.3280028466850915,269,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 16 2022,2022-08-16,1.567,0.04296504861272944,0.07395003583005322,0.5629846985231501,0.5608892353255713,0.3050215005786033,0.3280028466850915,332,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 17 2022,2022-08-17,1.518,0.03918434181753658,0.0718570703770416,0.5628873464501436,0.5608892353255713,0.3050215005786033,0.3280028466850915,309,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 18 2022,2022-08-18,1.549,0.03622676028732019,0.06951240559100438,0.5627938382146026,0.5608892353255713,0.3050215005786033,0.3280028466850915,269,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 19 2022,2022-08-19,1.583,0.03641726570426097,0.06792899441062766,0.5627052771242429,0.5608892353255713,0.3050215005786033,0.3280028466850915,294,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 20 2022,2022-08-20,1.586,0.029549899352106713,0.06643175657083165,0.5626172250926982,0.5608892353255713,0.3050215005786033,0.3280028466850915,278,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 21 2022,2022-08-21,1.628,0.027548828124442065,0.06720104991862719,0.5625364171528536,0.5608892353255713,0.3050215005786033,0.3280028466850915,329,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 22 2022,2022-08-22,1.624,0.02693150101873376,0.06729003160598396,0.5624549025135817,0.5608892353255713,0.3050215005786033,0.3280028466850915,276,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 23 2022,2022-08-23,1.599,0.025299697876443823,0.0658539261245167,0.5623690600034742,0.5608892353255713,0.3050215005786033,0.3280028466850915,251,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 24 2022,2022-08-24,1.598,0.024673500140658746,0.06434773844907814,0.5622830882877439,0.5608892353255713,0.3050215005786033,0.3280028466850915,307,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 25 2022,2022-08-25,1.584,0.024273726394996437,0.062442705671661644,0.56219490769694,0.5608892353255713,0.3050215005786033,0.3280028466850915,266,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 26 2022,2022-08-26,1.606,0.024467407361308736,0.061255144397317,0.5621103517302909,0.5608892353255713,0.3050215005786033,0.3280028466850915,266,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 27 2022,2022-08-27,1.565,0.024467407361308736,0.05925006985873975,0.5620194142607766,0.5608892353255713,0.3050215005786033,0.3280028466850915,291,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 28 2022,2022-08-28,1.567,0.02314710577464961,0.05730706393891686,0.5619288059185763,0.5608892353255713,0.3050215005786033,0.3280028466850915,309,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 29 2022,2022-08-29,1.618,0.024098361655483385,0.056846287507053485,0.5618464516060078,0.5608892353255713,0.3050215005786033,0.3280028466850915,299,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 30 2022,2022-08-30,1.587,0.02410534828803906,0.05513168747525568,0.5617589332115213,0.5608892353255713,0.3050215005786033,0.3280028466850915,311,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Aug 31 2022,2022-08-31,1.566,0.023805944394236198,0.05334327731279904,0.5616683014857157,0.5608892353255713,0.3050215005786033,0.3280028466850915,293,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 01 2022,2022-09-01,1.547,0.02456293815955635,0.05195353655669088,0.5615751168141379,0.5608892353255713,0.3050215005786033,0.3280028466850915,309,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 02 2022,2022-09-02,1.533,0.026005216099150057,0.05108625628759693,0.5614802211406821,0.5608892353255713,0.3050215005786033,0.3280028466850915,283,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 03 2022,2022-09-03,1.581,0.025885268521544578,0.04952633851097277,0.5613919376943979,0.5608892353255713,0.3050215005786033,0.3280028466850915,319,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 04 2022,2022-09-04,1.581,0.02585060972171039,0.048006349135198495,0.5613036937221203,0.5608892353255713,0.3050215005786033,0.3280028466850915,306,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 05 2022,2022-09-05,1.578,0.024916319722251265,0.04648444233971151,0.5612150341799007,0.5608892353255713,0.3050215005786033,0.3280028466850915,251,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 06 2022,2022-09-06,1.582,0.024868966951545772,0.0450643435718502,0.5611270222695031,0.5608892353255713,0.3050215005786033,0.3280028466850915,240,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 07 2022,2022-09-07,1.585,0.024300063856787693,0.04373628142553821,0.5610395120834519,0.5608892353255713,0.3050215005786033,0.3280028466850915,245,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 08 2022,2022-09-08,1.643,0.026596257622755085,0.04592410469931987,0.5609621616677203,0.5608892353255713,0.3050215005786033,0.3280028466850915,258,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 09 2022,2022-09-09,1.614,0.027208877016545403,0.04541773990774948,0.5608794988686461,0.5608892353255713,0.3050215005786033,0.3280028466850915,271,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 10 2022,2022-09-10,1.624,0.028178597078795522,0.045374399931603464,0.5607986452282653,0.5608892353255713,0.3050215005786033,0.3280028466850915,315,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 11 2022,2022-09-11,1.61,0.028524016902001573,0.04446219444662926,0.5607153557372078,0.5608892353255713,0.3050215005786033,0.3280028466850915,265,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 12 2022,2022-09-12,1.616,0.028798148088534214,0.043773583443105946,0.5606331403219962,0.5608892353255713,0.3050215005786033,0.3280028466850915,255,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 13 2022,2022-09-13,1.58,0.02881921453531634,0.04235952782189922,0.5605450798082556,0.5608892353255713,0.3050215005786033,0.3280028466850915,237,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 14 2022,2022-09-14,1.574,0.028829682181883948,0.04106334991981504,0.5604561639293693,0.5608892353255713,0.3050215005786033,0.3280028466850915,262,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 15 2022,2022-09-15,1.58,0.028624481122564133,0.03973146573031579,0.5603681827333855,0.5608892353255713,0.3050215005786033,0.3280028466850915,242,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 16 2022,2022-09-16,1.58,0.025554449417925347,0.038441845860211356,0.5602802408880955,0.5608892353255713,0.3050215005786033,0.3280028466850915,247,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 17 2022,2022-09-17,1.61,0.024679299343535268,0.03775301969341909,0.5601971651304292,0.5608892353255713,0.3050215005786033,0.3280028466850915,294,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 18 2022,2022-09-18,1.574,0.024833699758071134,0.03662759119085071,0.5601084065697219,0.5608892353255713,0.3050215005786033,0.3280028466850915,301,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 19 2022,2022-09-19,1.604,0.024934304486505254,0.03575141498375089,0.5600243891645379,0.5608892353255713,0.3050215005786033,0.3280028466850915,248,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 20 2022,2022-09-20,1.594,0.023960791727856947,0.03463676794128436,0.5599387737232782,0.5608892353255713,0.3050215005786033,0.3280028466850915,218,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 21 2022,2022-09-21,1.562,0.023610245194761084,0.03405594423145825,0.5598484218759321,0.5608892353255713,0.3050215005786033,0.3280028466850915,214,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 22 2022,2022-09-22,1.56,0.024056948717678092,0.03352276469884129,0.5597578368331195,0.5608892353255713,0.3050215005786033,0.3280028466850915,254,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 23 2022,2022-09-23,1.536,0.02566783845652469,0.03451189675516407,0.5596641990823009,0.5608892353255713,0.3050215005786033,0.3280028466850915,261,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 24 2022,2022-09-24,1.542,0.026826582287669848,0.03472248344738069,0.5595713448028424,0.5608892353255713,0.3050215005786033,0.3280028466850915,259,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 25 2022,2022-09-25,1.556,0.026920679569830006,0.03402251028207702,0.5594803486267775,0.5608892353255713,0.3050215005786033,0.3280028466850915,261,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 26 2022,2022-09-26,1.551,0.027337082725662782,0.03351274207455901,0.5593887334574604,0.5608892353255713,0.3050215005786033,0.3280028466850915,229,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 27 2022,2022-09-27,1.525,0.02910585121085328,0.0347159046512419,0.5592939900533164,0.5608892353255713,0.3050215005786033,0.3280028466850915,238,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 28 2022,2022-09-28,1.537,0.029193685350833314,0.03466898211307295,0.5592007013281066,0.5608892353255713,0.3050215005786033,0.3280028466850915,226,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 29 2022,2022-09-29,1.536,0.03006714707665079,0.034549783477886814,0.5591073375376103,0.5608892353255713,0.3050215005786033,0.3280028466850915,252,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Sep 30 2022,2022-09-30,1.547,0.030468676208208718,0.033794430538643186,0.5590153850516195,0.5608892353255713,0.3050215005786033,0.3280028466850915,286,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Oct 01 2022,2022-10-01,1.547,0.030468676208208718,0.033024232066635635,0.5589234768497627,0.5608892353255713,0.3050215005786033,0.3280028466850915,297,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Oct 02 2022,2022-10-02,1.572,0.02944133071073071,0.031993970675149586,0.5588350121951519,0.5608892353255713,0.3050215005786033,0.3280028466850915,305,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Oct 03 2022,2022-10-03,1.595,0.029633101249292255,0.03183255864762293,0.5587500808887221,0.5608892353255713,0.3050215005786033,0.3280028466850915,278,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Oct 04 2022,2022-10-04,1.595,0.029816083756428403,0.03157078052152998,0.5586651856892332,0.5608892353255713,0.3050215005786033,0.3280028466850915,227,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Oct 05 2022,2022-10-05,1.623,0.030979117920336297,0.03339860577077856,0.558585049172773,0.5608892353255713,0.3050215005786033,0.3280028466850915,218,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Oct 06 2022,2022-10-06,1.596,0.03113921281452561,0.032839532647002415,0.5585003829969155,0.5608892353255713,0.3050215005786033,0.3280028466850915,235,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
