date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Jan 04 2018,2018-01-04,0.991,0.05179500930113599,0.07330740121896365,0.29417035840882766,0.5608892353255713,0.3050215005786033,0.3280028466850915,777,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 05 2018,2018-01-05,1.022,0.05500387656139015,0.07594570937838283,0.29416470759983315,0.5608892353255713,0.3050215005786033,0.3280028466850915,712,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 06 2018,2018-01-06,1.041,0.05894678098509538,0.07942231914525263,0.29417889669212827,0.5608892353255713,0.3050215005786033,0.3280028466850915,735,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 07 2018,2018-01-07,1.049,0.06300922209458383,0.08256060174098794,0.2942015484825532,0.5608892353255713,0.3050215005786033,0.3280028466850915,672,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 08 2018,2018-01-08,1.092,0.06987068515248192,0.08888831707282054,0.2942751021085037,0.5608892353255713,0.3050215005786033,0.3280028466850915,618,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 09 2018,2018-01-09,1.107,0.07611111810274303,0.09493945720809607,0.29436740844958525,0.5608892353255713,0.3050215005786033,0.3280028466850915,590,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 10 2018,2018-01-10,1.112,0.0814114073172701,0.09973591806238295,0.2944656089063668,0.5608892353255713,0.3050215005786033,0.3280028466850915,638,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 11 2018,2018-01-11,1.088,0.08432995540915174,0.10114722743732169,0.29453212108709587,0.5608892353255713,0.3050215005786033,0.3280028466850915,627,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 12 2018,2018-01-12,1.101,0.08664368174429164,0.10283899337462749,0.2946144862812964,0.5608892353255713,0.3050215005786033,0.3280028466850915,718,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 13 2018,2018-01-13,1.103,0.08883977570393603,0.10393782556858006,0.2946987482411547,0.5608892353255713,0.3050215005786033,0.3280028466850915,767,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 14 2018,2018-01-14,1.15,0.0932966163410491,0.10817866894743026,0.29484683978514575,0.5608892353255713,0.3050215005786033,0.3280028466850915,702,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 15 2018,2018-01-15,1.131,0.09597794286835211,0.10960113945868594,0.29496698029334695,0.5608892353255713,0.3050215005786033,0.3280028466850915,768,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 16 2018,2018-01-16,1.126,0.0970411039821182,0.10997515198800158,0.29507939486021595,0.5608892353255713,0.3050215005786033,0.3280028466850915,652,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 17 2018,2018-01-17,1.16,0.09933827612480306,0.11225799009641879,0.29523927016414087,0.5608892353255713,0.3050215005786033,0.3280028466850915,687,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 18 2018,2018-01-18,1.156,0.10077447793116182,0.11335590455734311,0.295392209093536,0.5608892353255713,0.3050215005786033,0.3280028466850915,538,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 19 2018,2018-01-19,1.14,0.10027843994219683,0.11278830299982268,0.2955212422499182,0.5608892353255713,0.3050215005786033,0.3280028466850915,712,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 20 2018,2018-01-20,1.166,0.09877426371486259,0.11347941397327913,0.295686915922074,0.5608892353255713,0.3050215005786033,0.3280028466850915,715,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 21 2018,2018-01-21,1.16,0.09458971293487946,0.11320963779251295,0.2958426523129105,0.5608892353255713,0.3050215005786033,0.3280028466850915,749,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 22 2018,2018-01-22,1.124,0.0885039384798002,0.11080213591715836,0.29594701746062224,0.5608892353255713,0.3050215005786033,0.3280028466850915,727,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 23 2018,2018-01-23,1.134,0.0815546076134758,0.10872999142800213,0.29606410321777976,0.5608892353255713,0.3050215005786033,0.3280028466850915,690,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 24 2018,2018-01-24,1.133,0.07589738989651074,0.1065177595125075,0.29617898796204045,0.5608892353255713,0.3050215005786033,0.3280028466850915,696,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 25 2018,2018-01-25,1.124,0.07203045332979718,0.10391645576177103,0.2962809717231827,0.5608892353255713,0.3050215005786033,0.3280028466850915,756,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 26 2018,2018-01-26,1.142,0.06873110189583494,0.10197084257586154,0.29640656142951666,0.5608892353255713,0.3050215005786033,0.3280028466850915,712,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 27 2018,2018-01-27,1.122,0.0650361614707552,0.0992493111478886,0.2965043324125064,0.5608892353255713,0.3050215005786033,0.3280028466850915,822,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 28 2018,2018-01-28,1.107,0.062344251917285945,0.09622344537227646,0.2965821063424731,0.5608892353255713,0.3050215005786033,0.3280028466850915,784,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 29 2018,2018-01-29,1.088,0.058205432854611494,0.09307917297747823,0.2966360089851912,0.5608892353255713,0.3050215005786033,0.3280028466850915,722,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 30 2018,2018-01-30,1.091,0.054785055433486295,0.09005142114391289,0.2966929493119727,0.5608892353255713,0.3050215005786033,0.3280028466850915,586,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Jan 31 2018,2018-01-31,1.086,0.05152341282334774,0.08710116686552694,0.29674340789648773,0.5608892353255713,0.3050215005786033,0.3280028466850915,683,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 01 2018,2018-02-01,1.076,0.04695961826001187,0.08426417823223291,0.29678176703837306,0.5608892353255713,0.3050215005786033,0.3280028466850915,743,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 02 2018,2018-02-02,1.107,0.04147245312030268,0.0817247043363838,0.2968565850341173,0.5608892353255713,0.3050215005786033,0.3280028466850915,822,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 03 2018,2018-02-03,1.122,0.035189144094004116,0.079602045584446,0.29694977896598634,0.5608892353255713,0.3050215005786033,0.3280028466850915,804,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 04 2018,2018-02-04,1.163,0.03202816648319865,0.0793115205387464,0.2970980016608928,0.5608892353255713,0.3050215005786033,0.3280028466850915,731,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 05 2018,2018-02-05,1.142,0.02895767819484867,0.07773303335137953,0.2972160514073145,0.5608892353255713,0.3050215005786033,0.3280028466850915,637,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 06 2018,2018-02-06,1.131,0.025705762134124482,0.07572140791700245,0.2973186148953921,0.5608892353255713,0.3050215005786033,0.3280028466850915,563,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 07 2018,2018-02-07,1.145,0.02533456591072159,0.07420253138781209,0.29743910424508463,0.5608892353255713,0.3050215005786033,0.3280028466850915,615,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 08 2018,2018-02-08,1.148,0.02545981733733012,0.0727497131031852,0.2975628335107298,0.5608892353255713,0.3050215005786033,0.3280028466850915,566,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 09 2018,2018-02-09,1.165,0.026285107885480854,0.07202611341608169,0.29770934627247286,0.5608892353255713,0.3050215005786033,0.3280028466850915,779,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 10 2018,2018-02-10,1.171,0.026330437786383974,0.07145352398065358,0.2978634480991627,0.5608892353255713,0.3050215005786033,0.3280028466850915,733,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 11 2018,2018-02-11,1.153,0.026033665207526625,0.06988361332910735,0.2979913113101135,0.5608892353255713,0.3050215005786033,0.3280028466850915,682,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 12 2018,2018-02-12,1.144,0.02551900351168789,0.06800114108336464,0.29810612522350205,0.5608892353255713,0.3050215005786033,0.3280028466850915,619,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 13 2018,2018-02-13,1.151,0.025541852064723217,0.06634641620877543,0.29822955683827734,0.5608892353255713,0.3050215005786033,0.3280028466850915,605,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 14 2018,2018-02-14,1.164,0.02612984817248079,0.06517614789430608,0.2983700391095143,0.5608892353255713,0.3050215005786033,0.3280028466850915,538,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 15 2018,2018-02-15,1.119,0.026241232799741526,0.06304126295617443,0.29845020542049794,0.5608892353255713,0.3050215005786033,0.3280028466850915,677,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 16 2018,2018-02-16,1.153,0.026036689409407534,0.06149085869740339,0.2985738709172063,0.5608892353255713,0.3050215005786033,0.3280028466850915,965,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 17 2018,2018-02-17,1.188,0.027569535910937748,0.06163837981219098,0.2987460625198199,0.5608892353255713,0.3050215005786033,0.3280028466850915,1036,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 18 2018,2018-02-18,1.191,0.029382143298732472,0.06169943862318828,0.29892157829049915,0.5608892353255713,0.3050215005786033,0.3280028466850915,936,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 19 2018,2018-02-19,1.174,0.029689117167079653,0.06061383969308397,0.2990714549587959,0.5608892353255713,0.3050215005786033,0.3280028466850915,843,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 20 2018,2018-02-20,1.205,0.03192953808464067,0.06123451933947274,0.2992657139774576,0.5608892353255713,0.3050215005786033,0.3280028466850915,785,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 21 2018,2018-02-21,1.212,0.03446752594584158,0.061986273030008275,0.2994694306227059,0.5608892353255713,0.3050215005786033,0.3280028466850915,751,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 22 2018,2018-02-22,1.215,0.03692826223536414,0.06255711938307548,0.29967650430388687,0.5608892353255713,0.3050215005786033,0.3280028466850915,814,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 23 2018,2018-02-23,1.206,0.038521900025944786,0.06220916904568801,0.299868626888402,0.5608892353255713,0.3050215005786033,0.3280028466850915,885,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 24 2018,2018-02-24,1.238,0.041684763885976195,0.06390229631452331,0.3001093208016423,0.5608892353255713,0.3050215005786033,0.3280028466850915,930,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 25 2018,2018-02-25,1.263,0.04640699511282765,0.06720097504598874,0.3003896834002736,0.5608892353255713,0.3050215005786033,0.3280028466850915,850,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 26 2018,2018-02-26,1.26,0.04977461846843111,0.06926183482859558,0.30066334893534363,0.5608892353255713,0.3050215005786033,0.3280028466850915,733,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 27 2018,2018-02-27,1.272,0.052822855119618865,0.07163812121736578,0.30095561659445197,0.5608892353255713,0.3050215005786033,0.3280028466850915,744,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Feb 28 2018,2018-02-28,1.245,0.05273224492824262,0.07134351216648645,0.3012014281946298,0.5608892353255713,0.3050215005786033,0.3280028466850915,653,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 01 2018,2018-03-01,1.237,0.05192085046148077,0.0703905202721619,0.3014330168576187,0.5608892353255713,0.3050215005786033,0.3280028466850915,686,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 02 2018,2018-03-02,1.223,0.0498173791398905,0.06874277040044371,0.30164146082159216,0.5608892353255713,0.3050215005786033,0.3280028466850915,877,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 03 2018,2018-03-03,1.27,0.04850193739464722,0.0696179145884574,0.3019240240940859,0.5608892353255713,0.3050215005786033,0.3280028466850915,819,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 04 2018,2018-03-04,1.262,0.04806097659498997,0.06952369949838923,0.3021916141330105,0.5608892353255713,0.3050215005786033,0.3280028466850915,705,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 05 2018,2018-03-05,1.225,0.046614153541007695,0.0676014547044778,0.3023989842432692,0.5608892353255713,0.3050215005786033,0.3280028466850915,697,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 06 2018,2018-03-06,1.221,0.04646517667757197,0.06561522640665858,0.3025990465313613,0.5608892353255713,0.3050215005786033,0.3280028466850915,608,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 07 2018,2018-03-07,1.193,0.04532391721005796,0.06349034473260165,0.30275706820493375,0.5608892353255713,0.3050215005786033,0.3280028466850915,714,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 08 2018,2018-03-08,1.207,0.043530673555892865,0.06143349602983019,0.3029341407256195,0.5608892353255713,0.3050215005786033,0.3280028466850915,657,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 09 2018,2018-03-09,1.21,0.04226360897602084,0.05946722692598557,0.30311448978296623,0.5608892353255713,0.3050215005786033,0.3280028466850915,604,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 10 2018,2018-03-10,1.215,0.04101802239161918,0.05762307040561075,0.3033010572851938,0.5608892353255713,0.3050215005786033,0.3280028466850915,740,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 11 2018,2018-03-11,1.204,0.04031640663151908,0.05573571234348574,0.3034705214434704,0.5608892353255713,0.3050215005786033,0.3280028466850915,621,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 12 2018,2018-03-12,1.191,0.039874357271508815,0.05397844526104688,0.3036206166830532,0.5608892353255713,0.3050215005786033,0.3280028466850915,557,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 13 2018,2018-03-13,1.162,0.03948577511942049,0.053125281246809805,0.3037309497037898,0.5608892353255713,0.3050215005786033,0.3280028466850915,496,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 14 2018,2018-03-14,1.158,0.03878801805748039,0.05238443965474009,0.3038353922792075,0.5608892353255713,0.3050215005786033,0.3280028466850915,540,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 15 2018,2018-03-15,1.162,0.03828124897372531,0.05138060487741008,0.3039442187226313,0.5608892353255713,0.3050215005786033,0.3280028466850915,514,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 16 2018,2018-03-16,1.158,0.03853478798510913,0.05050135010103294,0.30404718703764216,0.5608892353255713,0.3050215005786033,0.3280028466850915,581,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 17 2018,2018-03-17,1.174,0.03533133804819321,0.049043604160768764,0.3041701127660618,0.5608892353255713,0.3050215005786033,0.3280028466850915,618,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 18 2018,2018-03-18,1.182,0.0340989263996543,0.0474827329160193,0.30430284536995855,0.5608892353255713,0.3050215005786033,0.3280028466850915,571,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 19 2018,2018-03-19,1.182,0.03425430587917689,0.045968483017404346,0.3044347161150589,0.5608892353255713,0.3050215005786033,0.3280028466850915,539,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 20 2018,2018-03-20,1.162,0.03522107519555411,0.044986513906669176,0.3045396804742495,0.5608892353255713,0.3050215005786033,0.3280028466850915,464,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 21 2018,2018-03-21,1.148,0.0364265281631784,0.04462596951861236,0.30462647791209496,0.5608892353255713,0.3050215005786033,0.3280028466850915,488,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 22 2018,2018-03-22,1.157,0.03763044744236349,0.04373023513140214,0.30472374023615645,0.5608892353255713,0.3050215005786033,0.3280028466850915,406,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 23 2018,2018-03-23,1.132,0.040031654141855846,0.04419560227723498,0.3047901443938145,0.5608892353255713,0.3050215005786033,0.3280028466850915,517,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 24 2018,2018-03-24,1.145,0.04141275276957388,0.04363101896898496,0.30487139615794023,0.5608892353255713,0.3050215005786033,0.3280028466850915,596,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 25 2018,2018-03-25,1.132,0.04333377541772519,0.04371978069609882,0.3049366561648418,0.5608892353255713,0.3050215005786033,0.3280028466850915,531,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 26 2018,2018-03-26,1.124,0.04482897256918798,0.04414861054494831,0.3049921922624132,0.5608892353255713,0.3050215005786033,0.3280028466850915,428,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 27 2018,2018-03-27,1.089,0.04704505055379363,0.04741669848436548,0.305009549918326,0.5608892353255713,0.3050215005786033,0.3280028466850915,582,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 28 2018,2018-03-28,1.084,0.04895839190507409,0.05024899103249506,0.3050215005786031,0.5608892353255713,0.3050215005786033,0.3280028466850915,526,USP-S | Torque,USP-S,Torque,Factory New,0,1,0
Mar 29 2018,2018-03-29,1.075,0.04997687971199184,0.053127534759784024,0.30502423859874095,0.5608892353255713,0.3050215005786033,0.3280028466850915,550,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Mar 30 2018,2018-03-30,1.031,0.055045279167431314,0.06004738635976252,0.30498701554466623,0.5608892353255713,0.3050215005786033,0.3280028466850915,632,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Mar 31 2018,2018-03-31,1.058,0.05724583004438845,0.06221847946579915,0.30497322532269916,0.5608892353255713,0.3050215005786033,0.3280028466850915,678,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 01 2018,2018-04-01,1.071,0.05860312651029242,0.06270714414562033,0.3049713538968895,0.5608892353255713,0.3050215005786033,0.3280028466850915,574,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 02 2018,2018-04-02,1.072,0.056848700184290835,0.06278778207781867,0.3049701631617577,0.5608892353255713,0.3050215005786033,0.3280028466850915,513,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 03 2018,2018-04-03,1.107,0.05353513187456703,0.06107005163997164,0.30500402455647646,0.5608892353255713,0.3050215005786033,0.3280028466850915,545,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 04 2018,2018-04-04,1.112,0.05185785168717347,0.05926058160530736,0.3050428225374031,0.5608892353255713,0.3050215005786033,0.3280028466850915,546,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 05 2018,2018-04-05,1.137,0.04977932913564704,0.057344462072050836,0.3051090579687505,0.5608892353255713,0.3050215005786033,0.3280028466850915,420,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 06 2018,2018-04-06,1.155,0.04888955415778302,0.05580430304122865,0.3051959808789643,0.5608892353255713,0.3050215005786033,0.3280028466850915,490,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 07 2018,2018-04-07,1.184,0.047972226160126134,0.055518667083237314,0.3053185320377503,0.5608892353255713,0.3050215005786033,0.3280028466850915,519,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 08 2018,2018-04-08,1.167,0.046397334445825944,0.054278456459408514,0.30541876240284416,0.5608892353255713,0.3050215005786033,0.3280028466850915,482,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 09 2018,2018-04-09,1.177,0.044700998985978936,0.05342466403508689,0.3055308257969931,0.5608892353255713,0.3050215005786033,0.3280028466850915,455,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 10 2018,2018-04-10,1.168,0.04328446404411016,0.052146902188236796,0.3056308831339296,0.5608892353255713,0.3050215005786033,0.3280028466850915,431,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 11 2018,2018-04-11,1.14,0.041999794744978725,0.05043854635321459,0.30569690283139395,0.5608892353255713,0.3050215005786033,0.3280028466850915,401,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 12 2018,2018-04-12,1.191,0.043000187115333335,0.05032079471566636,0.30582481520538796,0.5608892353255713,0.3050215005786033,0.3280028466850915,383,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 13 2018,2018-04-13,1.204,0.04465654371479486,0.05086860772278064,0.30596907872253154,0.5608892353255713,0.3050215005786033,0.3280028466850915,429,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 14 2018,2018-04-14,1.204,0.04613368879006939,0.05110920008772751,0.3061124518556246,0.5608892353255713,0.3050215005786033,0.3280028466850915,472,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 15 2018,2018-04-15,1.191,0.04702658822410645,0.050375060131733936,0.306237855323313,0.5608892353255713,0.3050215005786033,0.3280028466850915,446,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 16 2018,2018-04-16,1.207,0.048255498168063155,0.05044523904523712,0.3063835111760751,0.5608892353255713,0.3050215005786033,0.3280028466850915,391,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 17 2018,2018-04-17,1.18,0.0481962463364027,0.04909753743389187,0.30649328815285637,0.5608892353255713,0.3050215005786033,0.3280028466850915,366,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 18 2018,2018-04-18,1.199,0.04880881068003678,0.048502869994443976,0.30662666775252667,0.5608892353255713,0.3050215005786033,0.3280028466850915,396,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 19 2018,2018-04-19,1.18,0.049196404410243484,0.04712643637387958,0.30673493903207,0.5608892353255713,0.3050215005786033,0.3280028466850915,351,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 20 2018,2018-04-20,1.18,0.04970442520598288,0.04577389806832107,0.30684249079048137,0.5608892353255713,0.3050215005786033,0.3280028466850915,364,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 21 2018,2018-04-21,1.197,0.05065457735384068,0.04502132153164059,0.3069708973753034,0.5608892353255713,0.3050215005786033,0.3280028466850915,400,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 22 2018,2018-04-22,1.189,0.05128890449344392,0.04390977046104066,0.30708825742943724,0.5608892353255713,0.3050215005786033,0.3280028466850915,397,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 23 2018,2018-04-23,1.183,0.05175601469849613,0.04263811854410782,0.30719732719216347,0.5608892353255713,0.3050215005786033,0.3280028466850915,407,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 24 2018,2018-04-24,1.206,0.05280538983287583,0.042272882217952924,0.30733508384477365,0.5608892353255713,0.3050215005786033,0.3280028466850915,357,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 25 2018,2018-04-25,1.203,0.05349475213277298,0.041650281011595514,0.30746807276251287,0.5608892353255713,0.3050215005786033,0.3280028466850915,360,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 26 2018,2018-04-26,1.186,0.05251771458115143,0.040409619699910644,0.3075786010272514,0.5608892353255713,0.3050215005786033,0.3280028466850915,316,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 27 2018,2018-04-27,1.175,0.05090253251157215,0.039085005326455174,0.30767490612284126,0.5608892353255713,0.3050215005786033,0.3280028466850915,393,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 28 2018,2018-04-28,1.204,0.049098025336603277,0.03853176383299592,0.307806855090864,0.5608892353255713,0.3050215005786033,0.3280028466850915,391,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 29 2018,2018-04-29,1.183,0.042523016080135326,0.037308178662141034,0.30791150200411666,0.5608892353255713,0.3050215005786033,0.3280028466850915,445,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
Apr 30 2018,2018-04-30,1.204,0.037699111242912337,0.03673183370076723,0.30804187849147624,0.5608892353255713,0.3050215005786033,0.3280028466850915,389,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 01 2018,2018-05-01,1.204,0.03294943880009369,0.03610295404930266,0.3081714447321895,0.5608892353255713,0.3050215005786033,0.3280028466850915,394,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 02 2018,2018-05-02,1.192,0.026504586460611396,0.03504835547058917,0.3082850117770641,0.5608892353255713,0.3050215005786033,0.3280028466850915,311,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 03 2018,2018-05-03,1.203,0.022899706367634793,0.03435245538559085,0.308411726091072,0.5608892353255713,0.3050215005786033,0.3280028466850915,312,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 04 2018,2018-05-04,1.199,0.018646623064884953,0.033490903075635736,0.3085325715140882,0.5608892353255713,0.3050215005786033,0.3280028466850915,343,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 05 2018,2018-05-05,1.192,0.01616015391982419,0.03246614172422241,0.3086439027477959,0.5608892353255713,0.3050215005786033,0.3280028466850915,363,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 06 2018,2018-05-06,1.198,0.014974307498420067,0.03160064734524702,0.30876198855042786,0.5608892353255713,0.3050215005786033,0.3280028466850915,404,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 07 2018,2018-05-07,1.193,0.014946994469722988,0.03063396939987618,0.30887310213628727,0.5608892353255713,0.3050215005786033,0.3280028466850915,343,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 08 2018,2018-05-08,1.183,0.0143737068383779,0.029634722131055478,0.30897130496450576,0.5608892353255713,0.3050215005786033,0.3280028466850915,360,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 09 2018,2018-05-09,1.14,0.01693177655980114,0.030800549206299568,0.30901994268646804,0.5608892353255713,0.3050215005786033,0.3280028466850915,353,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 10 2018,2018-05-10,1.149,0.018071664490882676,0.03092461594528947,0.3090778857344991,0.5608892353255713,0.3050215005786033,0.3280028466850915,345,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 11 2018,2018-05-11,1.164,0.01628767956913734,0.03017868027890939,0.30915210717522895,0.5608892353255713,0.3050215005786033,0.3280028466850915,353,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 12 2018,2018-05-12,1.171,0.016627113987099384,0.029257850549618082,0.3092338108964852,0.5608892353255713,0.3050215005786033,0.3280028466850915,386,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 13 2018,2018-05-13,1.177,0.016504405542115554,0.028300840695117783,0.30932191951739274,0.5608892353255713,0.3050215005786033,0.3280028466850915,382,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 14 2018,2018-05-14,1.178,0.0163095064302928,0.027372887656253193,0.30941058803972216,0.5608892353255713,0.3050215005786033,0.3280028466850915,298,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
May 15 2018,2018-05-15,1.154,0.01736163692689628,0.027167479704242117,0.30947136459964675,0.5608892353255713,0.3050215005786033,0.3280028466850915,305,USP-S | Torque,USP-S,Torque,Factory New,0,1,1
