date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Oct 16 2015,2015-10-16,7.544,1.5495298419309025,1.3712833992795868,4.475575007719602,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 17 2015,2015-10-17,6.473,1.5695395038108828,1.37604817480868,4.4742900956562135,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 18 2015,2015-10-18,9.01,1.5658828496571828,1.3623516948912127,4.4692425796323505,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 19 2015,2015-10-19,9.044,1.5616074741906816,1.3472347470808277,4.464186047453836,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 20 2015,2015-10-20,8.549,1.5519340580996281,1.310431761680995,4.459584112892827,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 22 2015,2015-10-22,7.28,1.5590515835692575,1.281198966644949,4.456732816882303,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 24 2015,2015-10-24,8.009,1.541024707970199,1.2392011329656114,4.452778805259315,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 25 2015,2015-10-25,7.039,1.5264305749034002,1.2215275613307515,4.450358329162827,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 26 2015,2015-10-26,8.126,1.4819977356614524,1.1825693444321799,4.4462675067635775,15.145323660447753,4.822810756062845,18.616630075293806,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 27 2015,2015-10-27,7.675,1.454086085769172,1.1456272178927112,4.442796196111914,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 29 2015,2015-10-29,7.046,1.423352397379638,1.1292782812184263,4.440362939027398,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 30 2015,2015-10-30,8.024,1.4157169375007008,1.092994210479423,4.4364196931600075,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Oct 31 2015,2015-10-31,8.486,1.4048502124924762,1.068213298346998,4.431958122488138,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 03 2015,2015-11-03,6.907,0.9095666999231655,1.0632526699567633,4.429785321079956,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 04 2015,2015-11-04,7.752,0.8942770720582729,1.028656554088391,4.42622554000621,15.145323660447753,4.822810756062845,18.616630075293806,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 05 2015,2015-11-05,9.082,0.8965141055104673,1.0421308198733117,4.421293299163399,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 06 2015,2015-11-06,6.502,0.939534988918572,1.0684955079772362,4.419919751084187,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 07 2015,2015-11-07,7.003,0.9460864708602217,1.0538824164301634,4.417567018596728,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 08 2015,2015-11-08,7.41,0.8955572849207543,1.0234162771952524,4.4145282606783995,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 09 2015,2015-11-09,8.408,0.8750381016334459,1.0033122731053556,4.4102046163961255,15.145323660447753,4.822810756062845,18.616630075293806,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 10 2015,2015-11-10,8.818,0.8920202693433937,1.0035232192803436,4.405521907146039,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 11 2015,2015-11-11,8.631,0.8437511454227596,0.9895071550140867,4.401011135632326,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 13 2015,2015-11-13,8.59,0.772372684892297,0.9719997661056778,4.396550594934158,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 14 2015,2015-11-14,7.64,0.7616127443876659,0.9433973053992155,4.393207739053479,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 15 2015,2015-11-15,6.766,0.7673316476408251,0.9579987568226344,4.391308986772761,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 16 2015,2015-11-16,7.174,0.7692308152475144,0.9422424312513272,4.388683037860396,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 17 2015,2015-11-17,7.09,0.7779705576084907,0.9291478494438538,4.386196258796382,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 18 2015,2015-11-18,6.338,0.8124259435745645,0.9670836971125596,4.385126132604891,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 19 2015,2015-11-19,6.661,0.8356248821559099,0.9691102644169484,4.38339826539358,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 20 2015,2015-11-20,7.004,0.8445911675063871,0.9494824851349509,4.381042136347848,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 21 2015,2015-11-21,7.595,0.8443814276748488,0.9183630216751018,4.3777656365995945,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 22 2015,2015-11-22,7.101,0.8211196309160923,0.8960244913708215,4.375244655079121,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 23 2015,2015-11-23,6.964,0.7923385030706208,0.8785946341151089,4.372952344691197,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 24 2015,2015-11-24,7.287,0.7474040906447857,0.8515213479695428,4.370131743999916,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 25 2015,2015-11-25,6.684,0.7402843784110635,0.8479060912488258,4.3683326130045685,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 26 2015,2015-11-26,6.787,0.7508041428491551,0.836109244959464,4.366339028289427,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 27 2015,2015-11-27,6.097,0.7852927128322912,0.8714567515762172,4.365694273326725,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 28 2015,2015-11-28,5.804,0.836793384185131,0.9233498549777789,4.365680262596944,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 29 2015,2015-11-29,5.655,0.8814294613876995,0.9744758809438303,4.365988683967975,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Nov 30 2015,2015-11-30,6.065,0.906428693203155,0.9783383960390634,4.365354211328579,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 01 2015,2015-12-01,6.826,0.9089863806624362,0.9478638315051349,4.363238981479822,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 02 2015,2015-12-02,89.305,15.014999955064091,20.57777734891479,5.76270348131447,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 03 2015,2015-12-03,6.854,15.02343253246312,19.950073149929736,5.758514251450524,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 04 2015,2015-12-04,7.242,15.021260642605979,19.33218044452764,5.753834883464564,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 05 2015,2015-12-05,7.887,15.020613778266918,18.722176858611654,5.748474281473403,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 06 2015,2015-12-06,6.495,15.032946222084743,18.150203307641846,5.74481589004092,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 07 2015,2015-12-07,6.159,15.035689111493069,17.59861224690304,5.7416780081463665,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 08 2015,2015-12-08,8.28,15.029270696853867,17.033067753816297,5.736012230112464,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 09 2015,2015-12-09,8.577,15.024236491932534,16.482475990863986,5.730149896674772,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 10 2015,2015-12-10,7.21,15.029910096166596,15.963127227186252,5.725566379960251,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 11 2015,2015-12-11,6.915,15.038441689913205,15.462611893872081,5.721357734643104,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 12 2015,2015-12-12,4.969,15.063011018049645,15.009758695182706,5.720405978853872,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 13 2015,2015-12-13,6.182,15.07536069986501,14.544738784319929,5.7172458719075925,15.145323660447753,4.822810756062845,18.616630075293806,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 14 2015,2015-12-14,6.567,15.081411182789486,14.086977693559135,5.713510507031902,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 15 2015,2015-12-15,7.106,15.079373505995974,13.636239337527194,5.7090738550013995,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 16 2015,2015-12-16,7.206,15.079199843706455,13.19824628791877,5.704527246642147,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 17 2015,2015-12-17,7.102,15.07913212021337,12.774699393765758,5.700111592687974,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 18 2015,2015-12-18,6.437,15.078412565499137,12.37139361615802,5.696580547481253,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 20 2015,2015-12-20,7.471,15.073753219291206,11.970038251662494,5.691766183293695,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 21 2015,2015-12-21,7.589,15.070664651231713,11.580694611166544,5.686842479924328,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 22 2015,2015-12-22,7.774,15.069873180598115,11.202852826070789,5.681753405955254,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 23 2015,2015-12-23,5.43,15.082587108638068,10.86359698669465,5.6798778719968785,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 24 2015,2015-12-24,5.898,15.090177996101405,10.525252690265201,5.677187998741792,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 25 2015,2015-12-25,6.677,15.093713257017225,10.187155449845136,5.673346110788393,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 26 2015,2015-12-26,7.635,15.088574792693732,9.853742402520336,5.668418096910076,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 27 2015,2015-12-27,6.404,15.091146310367533,9.539661746580261,5.664962210784814,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 28 2015,2015-12-28,7.77,15.081121072120403,9.22692518958444,5.6599288510495604,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Dec 30 2015,2015-12-30,6.947,15.072686191123731,8.927836086362047,5.655772030965416,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 01 2016,2016-01-01,5.319,15.075859414933884,8.658810158387778,5.654077794290441,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 02 2016,2016-01-02,6.21,15.074706915852481,8.383325194261303,5.650909716286148,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 03 2016,2016-01-03,6.686,15.075621644070683,8.111759341327483,5.647085262584164,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 04 2016,2016-01-04,7.051,0.8449558303085191,7.846764711438966,5.6428216404927865,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 05 2016,2016-01-05,7.143,0.8464333256155436,7.590035243787433,5.638462004357445,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 07 2016,2016-01-07,6.103,0.8550411356643057,7.349453150395092,5.635461674653397,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 08 2016,2016-01-08,6.171,0.8398449644831837,7.115197388115586,5.632359555298615,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 09 2016,2016-01-09,7.173,0.8409558799092656,6.8819649730062125,5.627983765760307,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 11 2016,2016-01-11,5.438,0.8698705941544734,6.672907476007264,5.62605116109849,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 14 2016,2016-01-14,7.06,0.824738425965658,6.454160415725453,5.621808872817789,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 15 2016,2016-01-15,5.983,0.7589297091616708,6.249798531093096,5.6189879579270166,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 16 2016,2016-01-16,6.925,0.7534968205776531,6.045015932528313,5.61490940134799,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 17 2016,2016-01-17,6.767,0.7521493653630468,5.847363624920035,5.611024322460818,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 18 2016,2016-01-18,6.285,0.6868920752115637,5.659085199084878,5.607769815790115,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 19 2016,2016-01-19,6.402,0.6825123206331405,5.475732833932218,5.604357108207855,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 20 2016,2016-01-20,6.699,0.6821109467514093,5.296645870368364,5.600566712010768,15.145323660447753,4.822810756062845,18.616630075293806,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 21 2016,2016-01-21,7.53,0.6951800932628239,5.12484904135262,5.59589497670673,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 22 2016,2016-01-22,7.001,0.6911271320412918,4.956775430235651,5.5917669802201475,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 23 2016,2016-01-23,8.765,0.7846284141399711,4.81432490922213,5.586276352868303,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 24 2016,2016-01-24,6.504,0.7837778244890982,4.658971920291241,5.582760189401079,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 25 2016,2016-01-25,8.08,0.8102582169659643,4.513105780943908,5.577689914139832,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 26 2016,2016-01-26,6.53,0.7967825530102634,4.367790675954612,5.574153288195531,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 27 2016,2016-01-27,7.292,0.7800078661554072,4.224805153646684,5.569765739702432,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 28 2016,2016-01-28,9.12,0.8553603367862408,4.116798551493164,5.564210210341225,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 29 2016,2016-01-29,8.745,0.9024723162563719,3.999366766656457,5.558812654780006,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 30 2016,2016-01-30,8.065,0.9234787185843034,3.872414127581555,5.553817232158864,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Jan 31 2016,2016-01-31,8.67,0.9665997257836378,3.7590641243538476,5.548484033996556,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 01 2016,2016-02-01,7.28,0.9603124754863176,3.6360982265159842,5.544168935678186,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 02 2016,2016-02-02,8.55,0.9903672858689787,3.5273911112470917,5.538922334215063,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 04 2016,2016-02-04,8.544,1.0251085555074937,3.4211067050772304,5.53369356469921,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 06 2016,2016-02-06,6.03,0.9892343585277968,3.3319414458853944,5.530904871998623,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 07 2016,2016-02-07,8.361,0.9959286320966143,3.229937110047148,5.5257987199466685,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 10 2016,2016-02-10,5.738,1.0283542621614865,3.156653005312968,5.523445601685016,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 11 2016,2016-02-11,6.656,1.032848889037576,3.059298350518094,5.519851044079211,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 12 2016,2016-02-12,6.624,1.0379452895687127,2.9650389984986023,5.516298701092164,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 13 2016,2016-02-13,7.05,1.018605670828327,2.868676594910432,5.5122781457612495,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 14 2016,2016-02-14,7.18,0.9999005933349936,2.7748033519395365,5.508134133791205,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 15 2016,2016-02-15,8.623,1.0313556757418878,2.7038701334189477,5.50296047426418,15.145323660447753,4.822810756062845,18.616630075293806,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 18 2016,2016-02-18,8.044,0.9789974939208974,2.620265087817999,5.49812683698009,15.145323660447753,4.822810756062845,18.616630075293806,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 19 2016,2016-02-19,7.805,0.9803082180104378,2.5360261772744774,5.493474646140984,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 21 2016,2016-02-21,6.552,0.9572826250057401,2.4632781139584186,5.490052067480329,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 22 2016,2016-02-22,8.405,0.9692790311514197,2.395703981709742,5.485037178839159,15.145323660447753,4.822810756062845,18.616630075293806,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 25 2016,2016-02-25,5.712,1.0135381840733295,2.358142551055785,5.482754270250864,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 26 2016,2016-02-26,7.44,0.9902908553353754,2.280912944732486,5.47843301627551,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 27 2016,2016-02-27,7.132,0.9720308051738107,2.206824874037466,5.47440483148217,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 28 2016,2016-02-28,7.251,0.9616932319683565,2.134572642222159,5.470270990067104,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Feb 29 2016,2016-02-29,6.244,0.9890118957247215,2.0825399642252487,5.467259805020549,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Mar 02 2016,2016-03-02,6.307,1.0082041784862783,2.0284481010346123,5.464169656713318,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Mar 03 2016,2016-03-03,6.802,0.9828481390162803,1.9644961220867685,5.460503431081351,15.145323660447753,4.822810756062845,18.616630075293806,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Mar 04 2016,2016-03-04,6.604,0.9799475144284168,1.9054796260348894,5.4570625885509445,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Mar 05 2016,2016-03-05,5.781,1.0127592110369468,1.8740659830572628,5.454685633617906,15.145323660447753,4.822810756062845,18.616630075293806,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Mar 06 2016,2016-03-06,6.888,1.0054002033844365,1.8130759277416666,5.450940739642251,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Mar 07 2016,2016-03-07,6.002,1.0336726871393478,1.7727937373982097,5.448256645576036,15.145323660447753,4.822810756062845,18.616630075293806,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
Mar 08 2016,2016-03-08,6.047,0.9959549198125381,1.7302832222463946,5.445511666992157,15.145323660447753,4.822810756062845,18.616630075293806,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Battle-Scarred,0,1,0
