date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Feb 18 2016,2016-02-18,164.156,,,,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 19 2016,2016-02-19,132.75,22.207395569944715,22.20739556994472,22.207395569944715,19.19775978129481,17.012112183097926,19.06419132539622,9,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 20 2016,2016-02-20,159.573,16.964738204090665,15.74102920610772,16.964738204090665,19.19775978129481,17.012112183097926,19.06419132539622,10,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 21 2016,2016-02-21,140.132,15.100808573825889,15.96315052776784,15.100808573825889,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 22 2016,2016-02-22,115.273,20.01482717137474,22.355606756367514,20.01482717137474,19.19775978129481,17.012112183097926,19.06419132539622,9,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 23 2016,2016-02-23,138.922,17.95728039542738,21.026064283653206,17.95728039542738,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 24 2016,2016-02-24,124.545,17.6425178988013,21.924176568802814,17.6425178988013,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 25 2016,2016-02-25,119.523,17.772495891525374,23.087390375607903,17.772495891525374,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 26 2016,2016-02-26,111.513,18.64833197634578,24.865341650601923,18.64833197634578,19.19775978129481,17.012112183097926,19.06419132539622,8,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 27 2016,2016-02-27,92.768,21.897096069519772,28.816237073400895,21.897096069519772,19.19775978129481,17.012112183097926,19.06419132539622,13,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 28 2016,2016-02-28,84.991,24.79935956174529,32.41975417892884,24.79935956174529,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Feb 29 2016,2016-02-29,100.143,24.78083506599772,32.90573732955086,24.78083506599772,19.19775978129481,17.012112183097926,19.06419132539622,12,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 01 2016,2016-03-01,113.67,23.888070277377437,32.05402136377326,23.888070277377437,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 02 2016,2016-03-02,116.529,23.014385627302723,31.069909688135706,23.014385627302723,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 03 2016,2016-03-03,117.062,22.221025592464287,30.109758535405607,22.221025592464287,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 04 2016,2016-03-04,110.443,21.664566092950803,29.54063049560127,21.664566092950803,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 05 2016,2016-03-05,110.993,21.127201639362806,28.918095188272943,21.127201639362806,19.19775978129481,17.012112183097926,19.06419132539622,10,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 06 2016,2016-03-06,95.019,21.375790578125283,29.400783969795764,21.375790578125283,19.19775978129481,17.012112183097926,19.06419132539622,9,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 07 2016,2016-03-07,95.391,21.487454782754888,29.619860106742262,21.487454782754888,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 08 2016,2016-03-08,101.94,21.223208943339174,29.231416305203016,21.223208943339174,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 09 2016,2016-03-09,94.254,21.286659908205873,29.279379074615818,21.286659908205873,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 10 2016,2016-03-10,93.686,21.319597836171866,29.230557632866507,21.319597836171866,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 11 2016,2016-03-11,95.867,21.213907785451614,28.932625382410738,21.213907785451614,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 12 2016,2016-03-12,108.706,20.779128105487864,28.037823535719266,20.779128105487864,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 13 2016,2016-03-13,106.904,20.392149445967362,27.22194463828782,20.392149445967362,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 14 2016,2016-03-14,106.482,20.031483876100186,26.43858255319471,20.031483876100186,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 15 2016,2016-03-15,92.446,20.056390412507373,26.310261373872276,20.056390412507373,19.19775978129481,17.012112183097926,19.06419132539622,9,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 16 2016,2016-03-16,75.382,20.908714779460652,27.41511920961164,20.908714779460652,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 17 2016,2016-03-17,80.24,21.331463919657867,27.774695946419303,21.331463919657867,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 18 2016,2016-03-18,80.107,21.67417187430196,27.959896268803263,21.67417187430196,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 19 2016,2016-03-19,84.667,19.486938167315618,27.714740932835863,21.764791766639114,19.19775978129481,17.012112183097926,19.06419132539622,8,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 20 2016,2016-03-20,79.091,19.472615828742523,27.730994677418686,22.033777009181225,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 21 2016,2016-03-21,98.618,16.52560965265593,26.856983742910575,21.74304585396389,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 22 2016,2016-03-22,99.573,14.95419718178562,25.994969707878198,21.4523257505531,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 23 2016,2016-03-23,91.895,14.819793889239522,25.339596922672,21.290170446918083,19.19775978129481,17.012112183097926,19.06419132539622,1,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 24 2016,2016-03-24,87.073,13.138000421213913,24.866826930609797,21.236348465805314,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 25 2016,2016-03-25,84.797,12.45799846200469,24.471871109632776,21.230728107815533,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 26 2016,2016-03-26,80.763,12.11755665126236,24.244717479585873,21.324208832868706,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 27 2016,2016-03-27,86.204,11.905893926476361,23.713429347302725,21.25347492296131,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 28 2016,2016-03-28,84.705,12.060248974241395,23.229621589827968,21.20937554273631,19.19775978129481,17.012112183097926,19.06419132539622,11,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 29 2016,2016-03-29,91.95,11.922163947681781,22.522938158606273,21.025847624948717,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 30 2016,2016-03-30,84.052,12.066541498477669,22.065291434719008,20.98637442115594,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Mar 31 2016,2016-03-31,98.47,11.561978525003608,21.337949579853742,20.747372723050795,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 01 2016,2016-04-01,90.464,10.799311911030495,20.706117224964867,20.5923448681062,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 02 2016,2016-04-02,94.391,9.850632989813448,20.03319242459165,20.3952495890835,19.19775978129481,17.012112183097926,19.06419132539622,10,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 03 2016,2016-04-03,98.332,9.33830661603984,19.37664647759629,20.177088499326715,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 04 2016,2016-04-04,91.736,8.654057126075632,18.78241191403913,20.018100249256165,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 05 2016,2016-04-05,102.63,8.861555574502768,18.227533092761753,19.804069012629803,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 06 2016,2016-04-06,99.717,8.95290727814354,17.641320080720106,19.600076711593264,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 07 2016,2016-04-07,105.8,9.124235351744499,17.198486054217724,19.405668796808552,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 08 2016,2016-04-08,98.433,9.186780857084434,16.634003385402146,19.2182097772083,19.19775978129481,17.012112183097926,19.06419132539622,8,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 09 2016,2016-04-09,98.782,9.257467806320395,16.089355204719933,19.03480434328799,19.19775978129481,17.012112183097926,19.06419132539622,8,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 10 2016,2016-04-10,128.522,11.339417661059807,17.35313033343307,19.195912275042257,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 11 2016,2016-04-11,97.77,11.011339210105238,16.790512242437202,19.02551621477443,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 12 2016,2016-04-12,101.023,10.81195328961343,16.24261913492035,18.849659372160154,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 13 2016,2016-04-13,95.97,10.531248488986606,15.737405384549243,18.698041052578116,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 14 2016,2016-04-14,92.748,10.531055859836162,15.313795926488947,18.57446199518041,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 15 2016,2016-04-15,90.988,10.013901036277963,14.94779734928596,18.46997748726066,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 16 2016,2016-04-16,96.492,9.717271447888807,14.466169136211596,18.324324464031992,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 17 2016,2016-04-17,93.931,9.364016967694225,14.036000843029441,18.197842667904883,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 18 2016,2016-04-18,96.175,9.189040924340057,13.584036444675922,18.060007963707562,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 19 2016,2016-04-19,91.678,8.727377691764783,13.232697680219644,17.956746844469997,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 20 2016,2016-04-20,96.798,8.708548586197464,12.799998404279156,17.821456144895237,19.19775978129481,17.012112183097926,19.06419132539622,10,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 21 2016,2016-04-21,94.405,8.667256414328879,12.404690764875609,17.701596331525472,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 22 2016,2016-04-22,92.777,8.658238741023066,12.051589975922829,17.59511322789382,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 23 2016,2016-04-23,91.592,8.555729151632425,11.735402219982205,17.49961467968736,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 24 2016,2016-04-24,85.465,8.528898911631474,11.6917067945549,17.471229600179786,19.19775978129481,17.012112183097926,19.06419132539622,10,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 25 2016,2016-04-25,81.314,8.49751321729845,11.885912175220307,17.501674251247955,19.19775978129481,17.012112183097926,19.06419132539622,8,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 26 2016,2016-04-26,87.519,8.453262525243765,11.647738793058007,17.443481525137628,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 27 2016,2016-04-27,83.983,8.485005982902193,11.57007994800381,17.427264275275395,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 28 2016,2016-04-28,88.413,8.555004175146998,11.272837649374976,17.358341889040588,19.19775978129481,17.012112183097926,19.06419132539622,10,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 29 2016,2016-04-29,85.857,8.481292633872519,11.069191132177629,17.315929942887042,19.19775978129481,17.012112183097926,19.06419132539622,9,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Apr 30 2016,2016-04-30,77.59,9.031744280114461,11.378322502383758,17.39048544464417,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 01 2016,2016-05-01,83.965,9.205102620692083,11.187415683269487,17.364965722561156,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 02 2016,2016-05-02,82.852,9.433359103636516,11.033908780613983,17.351207299688312,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 03 2016,2016-05-03,79.773,9.728161847848343,11.030616984883661,17.376535171856677,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 04 2016,2016-05-04,80.425,10.000496134876471,10.945819774749463,17.38844983927709,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 05 2016,2016-05-05,82.537,9.990873902613933,10.732318981398956,17.37024456507688,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 06 2016,2016-05-06,80.907,10.086776329295825,10.581763456607744,17.369890836245823,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 07 2016,2016-05-07,81.247,9.878997291304945,10.39832460055462,17.36262996706604,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 08 2016,2016-05-08,77.715,10.040039873816108,10.388271766171,17.399334921277248,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 09 2016,2016-05-09,78.721,10.10103206039159,10.281802020202429,17.41787229117297,19.19775978129481,17.012112183097926,19.06419132539622,12,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 10 2016,2016-05-10,67.735,7.797050463911536,11.036542236963358,17.615876834499375,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 11 2016,2016-05-11,71.779,8.031593652713042,11.223547440463095,17.72588110553967,19.19775978129481,17.012112183097926,19.06419132539622,12,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 12 2016,2016-05-12,74.736,7.813619950879569,11.140645280805852,17.781662942087127,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 13 2016,2016-05-13,75.968,7.74569657493993,10.965785188654737,17.81525694244041,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 14 2016,2016-05-14,75.795,7.769467862663906,10.783393851774496,17.84715344555902,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 15 2016,2016-05-15,75.741,7.815736936963646,10.589928735846335,17.875924400847712,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 16 2016,2016-05-16,72.274,7.709180216491677,10.563266698536559,17.948498775650865,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 17 2016,2016-05-17,72.942,7.633949517568447,10.461510419696346,18.00590212864361,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 18 2016,2016-05-18,70.94,7.43895569863196,10.448230990846275,18.086877863409978,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 19 2016,2016-05-19,72.606,7.348964193884101,10.305510401078868,18.138649542546037,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 20 2016,2016-05-20,78.516,6.70769692467806,9.976085319013446,18.11861579655364,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 21 2016,2016-05-21,76.474,6.176409027757403,9.690482601148384,18.117879847690805,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 22 2016,2016-05-22,71.425,5.826568456785821,9.605141655508367,18.175126793385935,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 23 2016,2016-05-23,76.033,5.328454128868019,9.325680639652479,18.173896237747616,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 24 2016,2016-05-24,76.162,5.169949065313258,9.049229696429546,18.169454130582757,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 25 2016,2016-05-25,71.624,5.261832514143621,8.938796845355613,18.21399264572624,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 26 2016,2016-05-26,77.021,4.927655501375106,8.652721266975764,18.197146215134243,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 27 2016,2016-05-27,76.822,4.768229094266005,8.37743996910462,18.18092154712259,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 28 2016,2016-05-28,69.889,4.448519979762642,8.366690038802608,18.238562381632853,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 29 2016,2016-05-29,72.858,4.131030376602966,8.18207589759154,18.257536809916697,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 30 2016,2016-05-30,76.338,4.121797610294874,7.918047416315532,18.24029454586031,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
May 31 2016,2016-05-31,75.538,3.8422102177618993,7.671243265349539,18.22905179512696,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 01 2016,2016-06-01,74.144,3.6115065511456876,7.458881085573397,18.229423083542482,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 02 2016,2016-06-02,72.343,3.5620525571000434,7.307665754451859,18.245919300437002,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 03 2016,2016-06-03,76.394,3.4335011459941254,7.068426921902088,18.223304898491445,19.19775978129481,17.012112183097926,19.06419132539622,9,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 04 2016,2016-06-04,73.391,3.14499577983424,6.885930545029361,18.22601943045297,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 05 2016,2016-06-05,70.438,3.0227394344383303,6.828569899105329,18.256643759022825,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 06 2016,2016-06-06,74.975,2.740390000980535,6.610407969206799,18.24187571678753,19.19775978129481,17.012112183097926,19.06419132539622,2,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 07 2016,2016-06-07,68.909,2.8261213396525706,6.635272213179032,18.284586695781364,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 08 2016,2016-06-08,72.405,2.6905312992821084,6.465663264910069,18.289077516277214,19.19775978129481,17.012112183097926,19.06419132539622,8,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 09 2016,2016-06-09,70.167,2.5355168103180006,6.386265403269431,18.31340222655441,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 10 2016,2016-06-10,74.715,2.5104974597487963,6.177276568787094,18.295192291180708,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 11 2016,2016-06-11,68.455,2.6951651850518408,6.194168235727451,18.33325197090885,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 12 2016,2016-06-12,68.483,2.8223858907128294,6.181291322131551,18.368267990779906,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 13 2016,2016-06-13,63.807,3.2903273444045444,6.516286854746664,18.45325287678174,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 14 2016,2016-06-14,72.633,3.2517366976090867,6.306399436466079,18.444918190651574,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 15 2016,2016-06-15,60.804,3.936968564976377,6.869995613146088,18.56070623362811,19.19775978129481,17.012112183097926,19.06419132539622,6,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 16 2016,2016-06-16,51.875,5.455319102522587,8.430240736212786,18.8034134218672,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 17 2016,2016-06-17,58.741,5.958674419141927,8.736698583435912,18.931854058876848,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 18 2016,2016-06-18,55.821,6.601329637922109,9.210741157990864,19.09404923968454,19.19775978129481,17.012112183097926,19.06419132539622,9,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 19 2016,2016-06-19,53.308,7.178460859908936,9.788740981102189,19.284861417873113,19.19775978129481,17.012112183097926,19.06419132539622,10,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 20 2016,2016-06-20,52.505,7.751693273011633,10.276233409857252,19.47839076044464,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 21 2016,2016-06-21,58.657,7.976400212538108,10.179882826131596,19.580523343024055,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 22 2016,2016-06-22,60.618,7.9936691890177425,9.970174903636599,19.65515742414537,19.19775978129481,17.012112183097926,19.06419132539622,1,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 23 2016,2016-06-23,55.524,8.182059764839513,10.024947408120003,19.786487200531155,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 24 2016,2016-06-24,52.291,8.60773559667711,10.265506602713716,19.95442456073833,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 25 2016,2016-06-25,51.587,8.835772335476467,10.472254071926084,20.12424467143272,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 26 2016,2016-06-26,52.043,8.960828878430235,10.563986811210752,20.28021461537812,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 27 2016,2016-06-27,45.753,9.597522652094906,11.116336425835431,20.518027558265402,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 28 2016,2016-06-28,41.334,10.349138887161132,11.943475382233101,20.814080625808398,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 29 2016,2016-06-29,45.788,10.54020447161496,12.145871514620689,21.02840580056993,19.19775978129481,17.012112183097926,19.06419132539622,7,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jun 30 2016,2016-06-30,45.37,10.68638597210635,12.29102802464721,21.239036368880615,19.19775978129481,17.012112183097926,19.06419132539622,11,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jul 01 2016,2016-07-01,54.445,10.482287742148621,11.93999185034368,21.32827635941219,19.19775978129481,17.012112183097926,19.06419132539622,3,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jul 02 2016,2016-07-02,51.514,10.379713477984899,11.683911574310557,21.445908851399317,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jul 03 2016,2016-07-03,48.815,10.103701726845532,11.53927745287477,21.5902321605403,19.19775978129481,17.012112183097926,19.06419132539622,5,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
Jul 04 2016,2016-07-04,43.972,10.103756948688192,11.66540370525873,21.790283124386153,19.19775978129481,17.012112183097926,19.06419132539622,4,AWP | Elite Build,AWP,Elite Build,Factory New,1,1,0
