date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
May 27 2015,2015-05-27,245.255,,,,56.9231470220063,23.31328054503898,61.86364312055793,34,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
May 28 2015,2015-05-28,154.756,63.99245659060135,63.99245659060137,63.99245659060135,56.9231470220063,23.31328054503898,61.86364312055793,49,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
May 29 2015,2015-05-29,175.254,47.452391941818895,56.042051326859095,47.452391941818895,56.9231470220063,23.31328054503898,61.86364312055793,23,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
May 30 2015,2015-05-30,192.408,38.746091453418444,49.335618585883225,38.746091453418444,56.9231470220063,23.31328054503898,61.86364312055793,35,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
May 31 2015,2015-05-31,209.461,34.460039432653,43.54673292440636,34.460039432653,56.9231470220063,23.31328054503898,61.86364312055793,23,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
Jun 01 2015,2015-06-01,215.916,31.936864909797677,39.195759041189234,31.936864909797677,56.9231470220063,23.31328054503898,61.86364312055793,11,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
Jun 02 2015,2015-06-02,194.421,29.202075379605986,37.6010434109564,29.202075379605986,56.9231470220063,23.31328054503898,61.86364312055793,16,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
Jun 03 2015,2015-06-03,175.481,28.204874026613602,38.48963685410249,28.204874026613602,56.9231470220063,23.31328054503898,61.86364312055793,25,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
Jun 04 2015,2015-06-04,160.466,28.834584548959793,40.87728778232343,28.834584548959793,56.9231470220063,23.31328054503898,61.86364312055793,31,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
Jun 05 2015,2015-06-05,137.347,32.12799188402536,45.61902802706204,32.12799188402536,56.9231470220063,23.31328054503898,61.86364312055793,39,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
Jun 06 2015,2015-06-06,143.569,33.0643249040962,47.73730793696964,33.0643249040962,56.9231470220063,23.31328054503898,61.86364312055793,40,AWP | Hyper Beast,AWP,Hyper Beast,Factory New,0,1,0
