date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 10 2023,2023-08-10,4.159,0.19871829538172847,0.2545030642324816,1.9224100135512097,1.819244104113355,2.3731680316737176,1.2093590411814084,184,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 11 2023,2023-08-11,4.203,0.1967520202466649,0.24990901096870963,1.9221644866541492,1.819244104113355,2.3731680316737176,1.2093590411814084,218,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 12 2023,2023-08-12,4.266,0.19348076324794197,0.24296365663809058,1.9219095818892116,1.819244104113355,2.3731680316737176,1.2093590411814084,187,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 13 2023,2023-08-13,4.364,0.191836628290592,0.23499996525374925,1.9216414098174426,1.819244104113355,2.3731680316737176,1.2093590411814084,189,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 14 2023,2023-08-14,4.3,0.18264803160219237,0.22776329564600747,1.921381880289811,1.819244104113355,2.3731680316737176,1.2093590411814084,186,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 15 2023,2023-08-15,4.412,0.1702800296735545,0.2207572014922655,1.92110798055595,1.819244104113355,2.3731680316737176,1.2093590411814084,178,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 16 2023,2023-08-16,4.273,0.157715956670164,0.2145825544910561,1.9208524630434776,1.819244104113355,2.3731680316737176,1.2093590411814084,156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 17 2023,2023-08-17,4.212,0.1480117267794918,0.21051222199594447,1.9206060954027777,1.819244104113355,2.3731680316737176,1.2093590411814084,205,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 18 2023,2023-08-18,4.299,0.12830683858417347,0.20391657580854672,1.9203470977444468,1.819244104113355,2.3731680316737176,1.2093590411814084,197,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 19 2023,2023-08-19,4.092,0.123651926189823,0.20680706049848369,1.9201205576554023,1.819244104113355,2.3731680316737176,1.2093590411814084,212,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 20 2023,2023-08-20,4.209,0.12028980331469408,0.20211025995517576,1.9198749024619348,1.819244104113355,2.3731680316737176,1.2093590411814084,251,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 21 2023,2023-08-21,4.339,0.11169897971263665,0.1955562108339704,1.9196107743908382,1.819244104113355,2.3731680316737176,1.2093590411814084,180,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 22 2023,2023-08-22,4.318,0.10710282952299836,0.18914288887438915,1.9193495507411233,1.819244104113355,2.3731680316737176,1.2093590411814084,169,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 23 2023,2023-08-23,4.4,0.0967922529429055,0.1840624878526477,1.919077924073336,1.819244104113355,2.3731680316737176,1.2093590411814084,160,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 24 2023,2023-08-24,4.225,0.09718294159886973,0.17973657516703875,1.9188302031680478,1.819244104113355,2.3731680316737176,1.2093590411814084,171,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 25 2023,2023-08-25,4.407,0.09822975647607791,0.1752707643864214,1.9185579454563293,1.819244104113355,2.3731680316737176,1.2093590411814084,169,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 26 2023,2023-08-26,4.267,0.09694755069667903,0.1701070352457192,1.9183042304118012,1.819244104113355,2.3731680316737176,1.2093590411814084,180,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 27 2023,2023-08-27,4.401,0.0989990363351108,0.1657761982200129,1.918032908963655,1.819244104113355,2.3731680316737176,1.2093590411814084,190,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 28 2023,2023-08-28,4.429,0.10226602676237799,0.1624320847514645,1.9177583890661116,1.819244104113355,2.3731680316737176,1.2093590411814084,168,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 29 2023,2023-08-29,4.624,0.11846429211211965,0.17325249393654008,1.9174646531977086,1.819244104113355,2.3731680316737176,1.2093590411814084,170,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 30 2023,2023-08-30,4.433,0.12027138374112505,0.1688320065278728,1.9171899119287132,1.819244104113355,2.3731680316737176,1.2093590411814084,179,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Aug 31 2023,2023-08-31,4.273,0.11864311402532206,0.1646028242165938,1.9169358629607767,1.819244104113355,2.3731680316737176,1.2093590411814084,204,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 01 2023,2023-09-01,4.556,0.12624319260078715,0.16727817401245648,1.91664849806651,1.819244104113355,2.3731680316737176,1.2093590411814084,230,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 02 2023,2023-09-02,4.504,0.1297199857867793,0.16554209015431878,1.9163663736683119,1.819244104113355,2.3731680316737176,1.2093590411814084,222,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 03 2023,2023-09-03,4.689,0.14697236036929676,0.1785422648862816,1.9160682880631907,1.819244104113355,2.3731680316737176,1.2093590411814084,228,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 04 2023,2023-09-04,4.67,0.15621376821263017,0.18601985470872376,1.9157717235267404,1.819244104113355,2.3731680316737176,1.2093590411814084,217,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 05 2023,2023-09-05,4.63,0.1635986433068234,0.18805057636780867,1.9154784060865315,1.819244104113355,2.3731680316737176,1.2093590411814084,195,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 06 2023,2023-09-06,4.667,0.17301118161956075,0.19165507013670327,1.9151823378500255,1.819244104113355,2.3731680316737176,1.2093590411814084,189,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 07 2023,2023-09-07,4.684,0.17598814288656298,0.19507542632610178,1.9148851596877339,1.819244104113355,2.3731680316737176,1.2093590411814084,225,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 08 2023,2023-09-08,4.455,0.17058439108733975,0.18867813355474855,1.9146090360477526,1.819244104113355,2.3731680316737176,1.2093590411814084,267,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 09 2023,2023-09-09,4.496,0.16573903112019708,0.1827583130869362,1.9143286303892288,1.819244104113355,2.3731680316737176,1.2093590411814084,304,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 10 2023,2023-09-10,4.634,0.16646229768810838,0.18209544670159541,1.9140356495027568,1.819244104113355,2.3731680316737176,1.2093590411814084,285,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 11 2023,2023-09-11,4.664,0.16979007999364482,0.18265607945175905,1.9137404723158515,1.819244104113355,2.3731680316737176,1.2093590411814084,184,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 12 2023,2023-09-12,4.695,0.1759383414718937,0.18445457817417177,1.9134431853974319,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 13 2023,2023-09-13,4.5,0.17415622858199403,0.1784074477228589,1.9131628755324093,1.819244104113355,2.3731680316737176,1.2093590411814084,212,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 14 2023,2023-09-14,4.739,0.18185172689472479,0.18287171809029798,1.9128629541349893,1.819244104113355,2.3731680316737176,1.2093590411814084,202,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 15 2023,2023-09-15,4.789,0.1879085128334623,0.1899065286424972,1.9125602754944686,1.819244104113355,2.3731680316737176,1.2093590411814084,190,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 16 2023,2023-09-16,4.92,0.19772550344486467,0.20790966468811095,1.9122521666849517,1.819244104113355,2.3731680316737176,1.2093590411814084,194,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 17 2023,2023-09-17,4.913,0.20770003790805688,0.2200584987851806,1.9119444306550932,1.819244104113355,2.3731680316737176,1.2093590411814084,216,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 18 2023,2023-09-18,4.987,0.2082713222650761,0.23606354603956428,1.9116348982669236,1.819244104113355,2.3731680316737176,1.2093590411814084,182,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 19 2023,2023-09-19,4.761,0.20132226410129364,0.23163571564170504,1.9113343720411071,1.819244104113355,2.3731680316737176,1.2093590411814084,142,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 20 2023,2023-09-20,4.595,0.19660896776795103,0.2240938040094125,1.9110460154768942,1.819244104113355,2.3731680316737176,1.2093590411814084,160,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 21 2023,2023-09-21,4.828,0.1954426893681856,0.2232699836009526,1.9107422407950356,1.819244104113355,2.3731680316737176,1.2093590411814084,121,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 22 2023,2023-09-22,4.842,0.1969291283916082,0.22250645276554212,1.9104379706665455,1.819244104113355,2.3731680316737176,1.2093590411814084,167,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 23 2023,2023-09-23,4.872,0.18865301116222097,0.2228001697402396,1.9101325867083043,1.819244104113355,2.3731680316737176,1.2093590411814084,169,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 24 2023,2023-09-24,4.862,0.18832977008092538,0.22154855231468562,1.9098277516228672,1.819244104113355,2.3731680316737176,1.2093590411814084,165,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 25 2023,2023-09-25,4.88,0.17880881718565295,0.2206493882930215,1.9095223504383294,1.819244104113355,2.3731680316737176,1.2093590411814084,156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 26 2023,2023-09-26,4.831,0.17396966309688916,0.21659383658799955,1.9092191617404182,1.819244104113355,2.3731680316737176,1.2093590411814084,137,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 27 2023,2023-09-27,4.92,0.17256090379088138,0.21706351751433928,1.908912668709988,1.819244104113355,2.3731680316737176,1.2093590411814084,203,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 28 2023,2023-09-28,5.055,0.18383814720481909,0.22721941360305714,1.9086036597956222,1.819244104113355,2.3731680316737176,1.2093590411814084,311,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 29 2023,2023-09-29,5.217,0.19806209405975012,0.2512501862601466,1.9082956868419347,1.819244104113355,2.3731680316737176,1.2093590411814084,325,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Sep 30 2023,2023-09-30,5.371,0.21031870725300508,0.2868430809003157,1.9079928311034389,1.819244104113355,2.3731680316737176,1.2093590411814084,331,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 01 2023,2023-10-01,5.618,0.2566076570468205,0.3445319573544617,1.9077064814218,1.819244104113355,2.3731680316737176,1.2093590411814084,351,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 02 2023,2023-10-02,5.695,0.2966965418250125,0.39406662802765274,1.9074274722335633,1.819244104113355,2.3731680316737176,1.2093590411814084,308,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 03 2023,2023-10-03,5.741,0.3365842092032022,0.43433291325467,1.907153369776806,1.819244104113355,2.3731680316737176,1.2093590411814084,292,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 04 2023,2023-10-04,5.811,0.373920478361134,0.47069608991796125,1.9068873506748185,1.819244104113355,2.3731680316737176,1.2093590411814084,273,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 05 2023,2023-10-05,5.81,0.40303169494014457,0.4966013984920936,1.906621319506264,1.819244104113355,2.3731680316737176,1.2093590411814084,253,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 06 2023,2023-10-06,5.782,0.42568932738343995,0.5124380969853422,1.9063521173155384,1.819244104113355,2.3731680316737176,1.2093590411814084,272,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 07 2023,2023-10-07,5.776,0.4441227036101164,0.5225522818129711,1.9060823410347043,1.819244104113355,2.3731680316737176,1.2093590411814084,295,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 08 2023,2023-10-08,5.789,0.4507503845758685,0.5295731401349466,1.9058141671960442,1.819244104113355,2.3731680316737176,1.2093590411814084,271,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 09 2023,2023-10-09,5.757,0.45322441727436197,0.5309747120104685,1.905542486473454,1.819244104113355,2.3731680316737176,1.2093590411814084,244,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 10 2023,2023-10-10,5.712,0.45594199066379837,0.5273162741634135,1.9052661289624222,1.819244104113355,2.3731680316737176,1.2093590411814084,207,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 11 2023,2023-10-11,5.795,0.46044608680112364,0.5269969342932218,1.9049989875965154,1.819244104113355,2.3731680316737176,1.2093590411814084,211,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 12 2023,2023-10-12,5.946,0.4701084785547792,0.5347917331970402,1.904751488183971,1.819244104113355,2.3731680316737176,1.2093590411814084,205,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 13 2023,2023-10-13,6.004,0.4689818710805286,0.5432055529424097,1.9045126019396146,1.819244104113355,2.3731680316737176,1.2093590411814084,229,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 14 2023,2023-10-14,6.032,0.47621637239098435,0.5498554965060567,1.9042781124441268,1.819244104113355,2.3731680316737176,1.2093590411814084,222,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 15 2023,2023-10-15,5.888,0.4754053080230043,0.54427212387914,1.9040229230696597,1.819244104113355,2.3731680316737176,1.2093590411814084,244,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 16 2023,2023-10-16,5.957,0.479465987670898,0.54117960242429,1.903777343242305,1.819244104113355,2.3731680316737176,1.2093590411814084,196,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 17 2023,2023-10-17,5.865,0.4775152750760245,0.5318813095432853,1.903519352780544,1.819244104113355,2.3731680316737176,1.2093590411814084,178,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 18 2023,2023-10-18,5.814,0.4747251642888679,0.51996265663585,1.9032551539133193,1.819244104113355,2.3731680316737176,1.2093590411814084,198,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 19 2023,2023-10-19,5.883,0.46170508077028255,0.5105444219230433,1.9029996968528855,1.819244104113355,2.3731680316737176,1.2093590411814084,213,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 20 2023,2023-10-20,5.76,0.4310911856495396,0.49648435368673294,1.9027295126783796,1.819244104113355,2.3731680316737176,1.2093590411814084,217,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 21 2023,2023-10-21,5.858,0.41331875345055624,0.4856757260625261,1.902471039730032,1.819244104113355,2.3731680316737176,1.2093590411814084,217,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 22 2023,2023-10-22,5.702,0.3901573820377102,0.47064449933016866,1.9021949778310232,1.819244104113355,2.3731680316737176,1.2093590411814084,211,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 23 2023,2023-10-23,5.703,0.36539543058110974,0.4560343119532324,1.9019191344755912,1.819244104113355,2.3731680316737176,1.2093590411814084,172,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 24 2023,2023-10-24,5.739,0.33590736441936514,0.44243679433664035,1.9016471290070485,1.819244104113355,2.3731680316737176,1.2093590411814084,188,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 25 2023,2023-10-25,5.578,0.3027690766789164,0.4279981379233209,1.901360309546256,1.819244104113355,2.3731680316737176,1.2093590411814084,201,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 26 2023,2023-10-26,5.488,0.2599525686176901,0.41503302694631533,1.9010671844840858,1.819244104113355,2.3731680316737176,1.2093590411814084,196,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 27 2023,2023-10-27,5.538,0.21672155980118663,0.4017164547797045,1.9007775990331655,1.819244104113355,2.3731680316737176,1.2093590411814084,197,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 28 2023,2023-10-28,5.372,0.1889930637902364,0.3925385222361569,1.9004784733284192,1.819244104113355,2.3731680316737176,1.2093590411814084,192,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 29 2023,2023-10-29,5.379,0.17556798139710703,0.38301119550410495,1.9001798025247751,1.819244104113355,2.3731680316737176,1.2093590411814084,196,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 30 2023,2023-10-30,5.202,0.18990137791294243,0.3815796029789522,1.8998758798690438,1.819244104113355,2.3731680316737176,1.2093590411814084,170,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Oct 31 2023,2023-10-31,5.089,0.2226902518651471,0.3862177037780191,1.899571425148651,1.819244104113355,2.3731680316737176,1.2093590411814084,162,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 01 2023,2023-11-01,5.077,0.25138709675258475,0.3892625451832673,1.8992671712477134,1.819244104113355,2.3731680316737176,1.2093590411814084,181,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 02 2023,2023-11-02,5.064,0.27626203619675677,0.3910416339473889,1.8989631499066943,1.819244104113355,2.3731680316737176,1.2093590411814084,172,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 03 2023,2023-11-03,5.183,0.2888964257783157,0.38447912282998464,1.8986595472762537,1.819244104113355,2.3731680316737176,1.2093590411814084,159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 04 2023,2023-11-04,5.188,0.2992555514228109,0.37723575613308014,1.8983561539118787,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 05 2023,2023-11-05,5.289,0.304154870185191,0.3664515526016708,1.898055094135881,1.819244104113355,2.3731680316737176,1.2093590411814084,160,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 06 2023,2023-11-06,5.282,0.30843718226277084,0.3560248290742636,1.8977539705290536,1.819244104113355,2.3731680316737176,1.2093590411814084,137,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 07 2023,2023-11-07,5.174,0.31564230446458635,0.3492726366337669,1.8974508441907925,1.819244104113355,2.3731680316737176,1.2093590411814084,130,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 08 2023,2023-11-08,5.182,0.3217507441781737,0.3418995001923558,1.8971479545861882,1.819244104113355,2.3731680316737176,1.2093590411814084,141,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 09 2023,2023-11-09,5.237,0.3255807472631078,0.332589935742714,1.8968461307210727,1.819244104113355,2.3731680316737176,1.2093590411814084,132,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 10 2023,2023-11-10,5.21,0.3274352458575323,0.324157882009219,1.8965439354636566,1.819244104113355,2.3731680316737176,1.2093590411814084,147,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 11 2023,2023-11-11,5.049,0.3284083594773581,0.32299560100091984,1.8962413608786686,1.819244104113355,2.3731680316737176,1.2093590411814084,155,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 12 2023,2023-11-12,5.022,0.3246230422199358,0.3223280335954686,1.895939270437595,1.819244104113355,2.3731680316737176,1.2093590411814084,159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 13 2023,2023-11-13,5.097,0.31248265974862327,0.31666055892882533,1.8956366851168096,1.819244104113355,2.3731680316737176,1.2093590411814084,138,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 14 2023,2023-11-14,4.971,0.310878022425969,0.31743093882907536,1.8953358589772193,1.819244104113355,2.3731680316737176,1.2093590411814084,114,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 15 2023,2023-11-15,4.957,0.30241418655509444,0.31766135300149084,1.8950355201485365,1.819244104113355,2.3731680316737176,1.2093590411814084,128,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 16 2023,2023-11-16,4.801,0.3041481716938658,0.3281478015146848,1.8947413877834838,1.819244104113355,2.3731680316737176,1.2093590411814084,124,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 17 2023,2023-11-17,4.708,0.31037496047820445,0.34337803288860436,1.8944529526520755,1.819244104113355,2.3731680316737176,1.2093590411814084,156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 18 2023,2023-11-18,4.697,0.30812238947607146,0.35498312515492225,1.8941654023617245,1.819244104113355,2.3731680316737176,1.2093590411814084,158,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 19 2023,2023-11-19,4.885,0.2997957331402282,0.35046097448377156,1.893867907903726,1.819244104113355,2.3731680316737176,1.2093590411814084,155,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 20 2023,2023-11-20,4.708,0.28927616562705394,0.35636152385229913,1.893579871364152,1.819244104113355,2.3731680316737176,1.2093590411814084,139,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 21 2023,2023-11-21,4.833,0.27912423798333097,0.35204216940877164,1.8932848428820637,1.819244104113355,2.3731680316737176,1.2093590411814084,112,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 22 2023,2023-11-22,4.232,0.3076045546945862,0.4038715501897136,1.8930482253218401,1.819244104113355,2.3731680316737176,1.2093590411814084,188,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 23 2023,2023-11-23,4.368,0.31238559285053125,0.42569704104235506,1.8927931966772684,1.819244104113355,2.3731680316737176,1.2093590411814084,177,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 24 2023,2023-11-24,4.228,0.33210447047613223,0.4548390992299583,1.8925573394039676,1.819244104113355,2.3731680316737176,1.2093590411814084,192,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 25 2023,2023-11-25,4.251,0.34801988481949075,0.4734706879193079,1.892318203618668,1.819244104113355,2.3731680316737176,1.2093590411814084,155,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 26 2023,2023-11-26,4.195,0.3593953734853083,0.4912298429991795,1.892087476727644,1.819244104113355,2.3731680316737176,1.2093590411814084,175,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 27 2023,2023-11-27,3.965,0.3903346353913416,0.5251702342435952,1.8918965253933104,1.819244104113355,2.3731680316737176,1.2093590411814084,145,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 28 2023,2023-11-28,4.27,0.3943422925302901,0.5250974581298333,1.891654908676338,1.819244104113355,2.3731680316737176,1.2093590411814084,159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 29 2023,2023-11-29,4.409,0.39630788710192705,0.5157520803709836,1.8913954617891635,1.819244104113355,2.3731680316737176,1.2093590411814084,126,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Nov 30 2023,2023-11-30,4.267,0.40542928717155413,0.5129458099141051,1.8911544473181832,1.819244104113355,2.3731680316737176,1.2093590411814084,130,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 01 2023,2023-12-01,4.141,0.4186439809175605,0.516390660485152,1.8909326054283133,1.819244104113355,2.3731680316737176,1.2093590411814084,134,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 02 2023,2023-12-02,4.398,0.41973968533861256,0.5043079677763281,1.8906747400539032,1.819244104113355,2.3731680316737176,1.2093590411814084,139,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 03 2023,2023-12-03,4.401,0.41553422891764286,0.4920201558285687,1.8904166207329745,1.819244104113355,2.3731680316737176,1.2093590411814084,156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 04 2023,2023-12-04,4.286,0.4126649875551639,0.4841553447378877,1.8901733106204195,1.819244104113355,2.3731680316737176,1.2093590411814084,141,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 05 2023,2023-12-05,4.493,0.3977281763952997,0.46934470851786614,1.8899052251299,1.819244104113355,2.3731680316737176,1.2093590411814084,127,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 06 2023,2023-12-06,4.439,0.38151456187073624,0.45599276210044687,1.8896430421469645,1.819244104113355,2.3731680316737176,1.2093590411814084,153,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 07 2023,2023-12-07,4.529,0.3676733448397181,0.4413980625176246,1.8893715907900974,1.819244104113355,2.3731680316737176,1.2093590411814084,114,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 08 2023,2023-12-08,4.457,0.3521167256828704,0.42832696299856066,1.8891076422940707,1.819244104113355,2.3731680316737176,1.2093590411814084,147,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 09 2023,2023-12-09,4.282,0.3336824304150492,0.42122095632129364,1.888865369207378,1.819244104113355,2.3731680316737176,1.2093590411814084,142,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 10 2023,2023-12-10,4.481,0.3097720333463881,0.4079744730242374,1.8885990705407398,1.819244104113355,2.3731680316737176,1.2093590411814084,133,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 11 2023,2023-12-11,4.419,0.2941482541205643,0.3961991239203371,1.8883396798900332,1.819244104113355,2.3731680316737176,1.2093590411814084,120,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
Dec 12 2023,2023-12-12,4.426,0.27779137959013317,0.38450396823194966,1.8880795934982897,1.819244104113355,2.3731680316737176,1.2093590411814084,97,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,1
