date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Mar 10 2017,2017-03-10,76.992,6.231314239434158,6.422124183340364,10.838885440267608,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 11 2017,2017-03-11,83.029,6.343754509969536,6.366956540612814,10.862161289764037,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 12 2017,2017-03-12,76.498,6.274801137573377,6.166652750036464,10.866769344512443,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 14 2017,2017-03-14,80.202,6.099628713121091,5.996822121513275,10.880807004869482,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 15 2017,2017-03-15,84.718,6.1094140984579735,6.047216544346724,10.909374586324724,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 16 2017,2017-03-16,79.13,5.556713472556623,5.852457050467481,10.920066948097048,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 17 2017,2017-03-17,78.415,5.08392857426973,5.660534306079448,10.928777177287873,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 18 2017,2017-03-18,70.03,4.750376527242352,5.857962210847012,10.922184869228284,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 19 2017,2017-03-19,80.85,4.648683638296539,5.715854153119249,10.937385655017899,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 20 2017,2017-03-20,75.453,4.654156753382711,5.565639827916801,10.93914630657671,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 21 2017,2017-03-21,64.348,5.320663434672206,6.354212512297941,10.929077010655453,28.84862585071178,12.179299911671734,25.688159639822008,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 22 2017,2017-03-22,68.455,5.613421048916081,6.505143793885232,10.920965360109728,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 23 2017,2017-03-23,74.832,5.642674842599975,6.3045747540066035,10.92148125283809,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 24 2017,2017-03-24,74.422,5.518924151363749,6.116492006239954,10.92120002680502,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 25 2017,2017-03-25,75.451,5.537630175839493,5.918938585195167,10.922829188481538,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 26 2017,2017-03-26,79.526,5.533762771730773,5.786224270476906,10.933817940922246,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 27 2017,2017-03-27,69.313,5.759450965212739,5.868318280069744,10.92643615333857,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 28 2017,2017-03-28,68.633,5.962822821449609,5.960965499799546,10.918471519335581,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 29 2017,2017-03-29,65.625,6.3355217165352595,6.266608658305436,10.908820970848124,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 30 2017,2017-03-30,64.916,6.722712245915296,6.546671282974007,10.89901496311708,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Mar 31 2017,2017-03-31,75.728,6.626795160038039,6.34377926449642,10.901068707612204,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 01 2017,2017-04-01,80.189,6.650525424321027,6.310915593560183,10.913570494610079,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 02 2017,2017-04-02,73.175,6.682392019587627,6.115220922699319,10.910984628046023,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 03 2017,2017-04-03,70.691,6.756887474290953,5.993345603667945,10.905047153991312,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 04 2017,2017-04-04,75.525,6.619218327640022,5.80466997991956,10.906519928747242,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 05 2017,2017-04-05,72.788,6.493233264794552,5.628604923723176,10.903299053442009,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 06 2017,2017-04-06,68.441,5.627504637170834,5.636731585507702,10.895234977342103,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 07 2017,2017-04-07,73.131,5.4729560401341875,5.455362303124342,10.892519258755282,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 08 2017,2017-04-08,68.66,5.5764872353666135,5.434173664424904,10.884644536413036,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 09 2017,2017-04-09,70.385,5.418553538272579,5.314233209332615,10.878377522634032,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 10 2017,2017-04-10,75.113,5.393398657234777,5.159362475829897,10.87896020084954,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 11 2017,2017-04-11,64.626,5.368418501360235,5.454429459680115,10.869317542643136,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 12 2017,2017-04-12,74.39,5.338953068946527,5.289195052687749,10.868599047999037,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 13 2017,2017-04-13,80.014,5.330601768988185,5.4101798324972386,10.879989424387135,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 15 2017,2017-04-15,63.797,5.141325784560648,5.75905990104664,10.870359303635768,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 16 2017,2017-04-16,71.99,4.988498239456149,5.573879633047978,10.865972939821074,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 18 2017,2017-04-18,68.273,4.902510468785488,5.505895124799392,10.857877819812177,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 20 2017,2017-04-20,72.092,4.888969208988371,5.326121462895995,10.853628711244847,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 21 2017,2017-04-21,74.886,4.632383142790411,5.187667108137561,10.853657694664761,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 22 2017,2017-04-22,73.362,4.5915248964491315,5.0211927338762825,10.851169523117058,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 23 2017,2017-04-23,74.629,4.398929367653997,4.881769950199556,10.850697058342126,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 24 2017,2017-04-24,73.532,4.351189207904905,4.725480950369841,10.84842658049788,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 25 2017,2017-04-25,72.836,4.325868248374938,4.5705062395117375,10.845120265639336,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 26 2017,2017-04-26,72.551,4.30624051519562,4.421132697454673,10.841409828217289,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 27 2017,2017-04-27,72.385,4.261153202607429,4.277424763514775,10.837468790894876,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 28 2017,2017-04-28,77.023,4.132073725711126,4.270965021499396,10.841370295389146,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 29 2017,2017-04-29,78.124,4.249165389314322,4.3209548115268595,10.847569512241948,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Apr 30 2017,2017-04-30,76.722,4.26831318925976,4.261909888957659,10.850732433495072,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 01 2017,2017-05-01,74.474,4.0768647007848315,4.127989354176406,10.849765615334777,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 02 2017,2017-05-02,78.116,3.903597403044677,4.145533735567113,10.8557553790114,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 04 2017,2017-05-04,92.668,5.262390151855387,6.162504999111441,10.91027213517749,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 05 2017,2017-05-05,68.81,5.197149531399289,6.167183164416494,10.902509442592631,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 08 2017,2017-05-08,69.4,5.2492336171879215,6.112274638356892,10.895209055106418,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 09 2017,2017-05-09,70.66,5.24977088947258,5.985003603177618,10.889055935037769,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 11 2017,2017-05-11,75.333,5.247098150297006,5.796218916999776,10.88927464315866,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 12 2017,2017-05-12,68.671,5.314545916957342,5.775615280502604,10.881457317410083,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 13 2017,2017-05-13,80.65,5.406607507187971,5.837369054856578,10.892986998934747,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 14 2017,2017-05-14,78.314,5.4742593876868755,5.733961738483671,10.898894012483314,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 15 2017,2017-05-15,71.005,5.415507020234267,5.616865030081773,10.893048051124946,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 16 2017,2017-05-16,76.695,5.399699209268463,5.464513980616666,10.895564209289532,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 17 2017,2017-05-17,73.851,5.3959503811739875,5.287704698457023,10.893245101060376,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 18 2017,2017-05-18,76.813,5.117787678014903,5.148320675667084,10.8959076245904,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 19 2017,2017-05-19,63.414,5.496975371045864,5.710353667126377,10.886800242578976,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 20 2017,2017-05-20,81.155,5.543511052749312,5.81462918993921,10.899163894019559,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 21 2017,2017-05-21,65.889,5.421588419426077,6.008024646013094,10.890153986525625,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 22 2017,2017-05-22,69.68,5.469429714645581,5.901577780709784,10.883093197588972,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 23 2017,2017-05-23,75.141,5.361209761079921,5.722093062767948,10.88269197521144,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 24 2017,2017-05-24,77.601,5.377436700814261,5.622233738088802,10.88673868808417,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 25 2017,2017-05-25,67.602,5.520983718775875,5.6606680316043745,10.878370003660939,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 26 2017,2017-05-26,50.37,7.034882150978837,7.959152038923447,10.884649984842643,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 27 2017,2017-05-27,76.756,7.057642384913892,7.789390455758791,10.887032930688058,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 28 2017,2017-05-28,72.231,7.061697847030723,7.533953420611129,10.882503220553922,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 29 2017,2017-05-29,67.289,7.151675749370747,7.393667930097548,10.874048837471292,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
May 31 2017,2017-05-31,76.88,7.17938816718891,7.255374825039642,10.876601148953073,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 01 2017,2017-06-01,76.927,7.203842946650055,7.112308412902114,10.879194297565897,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 02 2017,2017-06-02,75.0,7.1802110740434255,6.905314996560253,10.878421838424774,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 03 2017,2017-06-03,71.328,7.137725041241609,6.688260555092992,10.872873424254855,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 04 2017,2017-06-04,70.671,7.123605798176635,6.487898146122247,10.866695822264372,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 05 2017,2017-06-05,71.686,7.12342585345386,6.278646633644807,10.861529348454717,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 06 2017,2017-06-06,75.268,7.071964409984797,6.112744640103652,10.86113577813242,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 07 2017,2017-06-07,73.223,6.011704855156878,5.913982354589403,10.857765526774092,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 08 2017,2017-06-08,76.576,6.024452079726348,5.801835348390013,10.85953998127063,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 09 2017,2017-06-09,76.281,6.031924776200939,5.673271393459775,10.860754537606647,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 10 2017,2017-06-10,76.16,6.049287158536651,5.538289449949616,10.86172381420703,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 11 2017,2017-06-11,64.48,6.223784730287922,5.797107109705437,10.852894183605239,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 12 2017,2017-06-12,76.003,6.208650584411235,5.664591064521248,10.853576549506638,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 13 2017,2017-06-13,67.053,6.113769049890734,5.675854379214883,10.845174342136099,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 14 2017,2017-06-14,69.671,6.027436822897648,5.538393283475368,10.83820098919509,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 15 2017,2017-06-15,72.19,6.023963328947584,5.357049993893904,10.83355484823585,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 16 2017,2017-06-16,69.909,5.973814341650168,5.218605540015203,10.826778437783332,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 17 2017,2017-06-17,71.023,5.964324669115536,5.056594965687625,10.820954681967505,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 18 2017,2017-06-18,66.992,5.949703843590551,5.058404429452585,10.812612997861347,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 19 2017,2017-06-19,72.504,5.752883999281999,4.895431970363641,10.808341478117319,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 20 2017,2017-06-20,71.099,5.474297641507582,4.738808095132599,10.802611936283686,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 21 2017,2017-06-21,75.63,5.421750326444246,4.681167648723044,10.802618451065461,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 22 2017,2017-06-22,75.899,5.457692620217915,4.62779496280839,10.80303158123828,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 23 2017,2017-06-23,67.68,5.478704131536852,4.6233655914142116,10.795004158875619,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 24 2017,2017-06-24,75.942,5.425544305656632,4.578127736377189,10.795462439220458,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 25 2017,2017-06-25,61.43,5.695704207921732,5.190503689767308,10.78774908571006,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 26 2017,2017-06-26,65.67,4.240060695320229,5.232199182210037,10.779231466278688,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 27 2017,2017-06-27,73.016,4.148846574097642,5.0811638456525765,10.775562666195794,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 29 2017,2017-06-29,66.149,4.2765748391875285,5.08067532953082,10.767152377054567,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jun 30 2017,2017-06-30,61.695,4.584352683093646,5.4335255075573095,10.759388876934922,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 01 2017,2017-07-01,68.824,4.491399437468896,5.26960031323245,10.752040903874457,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 02 2017,2017-07-02,68.365,4.385676186216232,5.1190753434334315,10.744458235425496,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 03 2017,2017-07-03,62.827,4.554470533846654,5.278644418260778,10.736318899258762,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 05 2017,2017-07-05,67.155,4.5921361229022395,5.14433872684202,10.728264474621326,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 07 2017,2017-07-07,66.198,4.654190258349863,5.044240229185087,10.719978436361552,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 08 2017,2017-07-08,71.15,4.649394539250075,4.900606572674225,10.714443484744505,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 09 2017,2017-07-09,69.43,4.551186088174663,4.739887499722517,10.70756374988878,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 10 2017,2017-07-10,75.73,4.6345173500392995,4.847823280300125,10.707729440010613,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 11 2017,2017-07-11,62.404,4.672829080925106,5.042544383214244,10.699848788613314,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 12 2017,2017-07-12,65.321,4.561091393515271,4.979986771138216,10.691536899648035,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 13 2017,2017-07-13,65.458,4.418562425630584,4.901415517582248,10.683253648523095,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 14 2017,2017-07-14,67.147,4.352981338500359,4.759856931146239,10.67532755801457,28.84862585071178,12.179299911671734,25.688159639822008,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 15 2017,2017-07-15,72.879,4.214480230015847,4.71818946294615,10.671642858794726,28.84862585071178,12.179299911671734,25.688159639822008,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 16 2017,2017-07-16,68.751,4.200457864478991,4.563918956198987,10.664444397867891,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 17 2017,2017-07-17,77.553,4.4847737215307095,4.904885245452437,10.667700031763438,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 18 2017,2017-07-18,79.353,4.8270292762042,5.3393697524100805,10.674409431961454,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 19 2017,2017-07-19,77.62,5.0529108424361056,5.4886754363703965,10.677682938928283,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 20 2017,2017-07-20,70.27,5.047961968292995,5.3095641493572465,10.671470788788795,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 21 2017,2017-07-21,70.541,5.024536659601295,5.1354860485202956,10.665477814781102,28.84862585071178,12.179299911671734,25.688159639822008,1,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 22 2017,2017-07-22,70.682,5.001555233527083,4.967081207567759,10.659606194973723,28.84862585071178,12.179299911671734,25.688159639822008,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 23 2017,2017-07-23,78.618,5.254571078550507,5.202094152340435,10.664676532554813,28.84862585071178,12.179299911671734,25.688159639822008,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
Jul 24 2017,2017-07-24,79.349,5.433303597408157,5.432823750732644,10.671143750727367,28.84862585071178,12.179299911671734,25.688159639822008,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Well-Worn,1,1,0
