date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Oct 05 2017,2017-10-05,11.678,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 06 2017,2017-10-06,12.007,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 07 2017,2017-10-07,11.675,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 08 2017,2017-10-08,11.966,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 09 2017,2017-10-09,11.765,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 10 2017,2017-10-10,11.344,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 11 2017,2017-10-11,12.112,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 12 2017,2017-10-12,10.657,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 13 2017,2017-10-13,11.858,37,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 14 2017,2017-10-14,11.878,35,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 15 2017,2017-10-15,11.707,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 16 2017,2017-10-16,12.143,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 17 2017,2017-10-17,12.072,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 18 2017,2017-10-18,12.388,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 19 2017,2017-10-19,11.906,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 20 2017,2017-10-20,12.151,34,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 21 2017,2017-10-21,12.113,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 22 2017,2017-10-22,11.368,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 23 2017,2017-10-23,12.086,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 24 2017,2017-10-24,12.063,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 25 2017,2017-10-25,12.166,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 26 2017,2017-10-26,11.395,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 27 2017,2017-10-27,11.053,31,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 28 2017,2017-10-28,11.314,33,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 29 2017,2017-10-29,11.056,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 30 2017,2017-10-30,10.931,37,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Oct 31 2017,2017-10-31,10.973,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 01 2017,2017-11-01,10.775,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 02 2017,2017-11-02,11.67,31,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 03 2017,2017-11-03,11.6,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 04 2017,2017-11-04,10.994,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 05 2017,2017-11-05,10.968,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 06 2017,2017-11-06,10.856,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 07 2017,2017-11-07,10.995,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 08 2017,2017-11-08,10.909,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 09 2017,2017-11-09,10.756,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 10 2017,2017-11-10,11.033,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 11 2017,2017-11-11,11.864,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 12 2017,2017-11-12,10.919,34,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 13 2017,2017-11-13,11.056,32,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 14 2017,2017-11-14,10.993,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 15 2017,2017-11-15,11.386,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 16 2017,2017-11-16,11.247,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 17 2017,2017-11-17,12.016,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 18 2017,2017-11-18,11.906,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 19 2017,2017-11-19,11.37,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 20 2017,2017-11-20,11.541,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 21 2017,2017-11-21,11.982,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 22 2017,2017-11-22,11.231,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 23 2017,2017-11-23,10.374,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 24 2017,2017-11-24,10.045,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 25 2017,2017-11-25,10.464,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 26 2017,2017-11-26,10.628,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 27 2017,2017-11-27,10.465,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 28 2017,2017-11-28,10.399,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 29 2017,2017-11-29,10.807,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Nov 30 2017,2017-11-30,10.824,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 01 2017,2017-12-01,10.411,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 02 2017,2017-12-02,10.612,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 03 2017,2017-12-03,10.912,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 04 2017,2017-12-04,11.062,33,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 05 2017,2017-12-05,11.098,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 06 2017,2017-12-06,11.114,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 07 2017,2017-12-07,11.049,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 08 2017,2017-12-08,11.353,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 09 2017,2017-12-09,11.652,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 10 2017,2017-12-10,11.511,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 11 2017,2017-12-11,11.855,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 12 2017,2017-12-12,10.713,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 13 2017,2017-12-13,11.905,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 14 2017,2017-12-14,11.902,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 15 2017,2017-12-15,12.193,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 16 2017,2017-12-16,12.403,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 17 2017,2017-12-17,11.484,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 18 2017,2017-12-18,11.678,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 19 2017,2017-12-19,11.676,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 20 2017,2017-12-20,11.519,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 21 2017,2017-12-21,11.459,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 22 2017,2017-12-22,11.366,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 23 2017,2017-12-23,10.968,36,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 24 2017,2017-12-24,12.369,32,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 25 2017,2017-12-25,12.884,55,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 26 2017,2017-12-26,13.398,38,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 27 2017,2017-12-27,14.012,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 28 2017,2017-12-28,12.786,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 29 2017,2017-12-29,13.031,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 30 2017,2017-12-30,13.194,34,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Dec 31 2017,2017-12-31,13.53,31,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 01 2018,2018-01-01,13.055,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 02 2018,2018-01-02,12.835,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 03 2018,2018-01-03,13.122,32,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 04 2018,2018-01-04,13.645,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 05 2018,2018-01-05,13.866,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 06 2018,2018-01-06,13.8,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 07 2018,2018-01-07,14.231,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 08 2018,2018-01-08,14.58,33,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 09 2018,2018-01-09,13.921,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 10 2018,2018-01-10,14.191,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 11 2018,2018-01-11,13.58,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 12 2018,2018-01-12,13.694,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 13 2018,2018-01-13,13.859,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 14 2018,2018-01-14,14.663,33,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 15 2018,2018-01-15,14.2,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 16 2018,2018-01-16,14.169,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 17 2018,2018-01-17,13.828,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 18 2018,2018-01-18,13.975,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 19 2018,2018-01-19,14.246,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 20 2018,2018-01-20,14.036,38,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 21 2018,2018-01-21,14.229,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 22 2018,2018-01-22,11.984,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 23 2018,2018-01-23,14.054,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 24 2018,2018-01-24,14.319,38,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 25 2018,2018-01-25,14.933,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 26 2018,2018-01-26,15.119,31,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 27 2018,2018-01-27,14.387,32,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 28 2018,2018-01-28,14.154,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 29 2018,2018-01-29,14.073,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 30 2018,2018-01-30,13.568,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Jan 31 2018,2018-01-31,13.658,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 01 2018,2018-02-01,13.735,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 02 2018,2018-02-02,13.413,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 03 2018,2018-02-03,13.483,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 04 2018,2018-02-04,13.174,38,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 05 2018,2018-02-05,13.274,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 06 2018,2018-02-06,14.104,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 07 2018,2018-02-07,14.256,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 08 2018,2018-02-08,14.397,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 09 2018,2018-02-09,13.94,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 10 2018,2018-02-10,13.979,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 11 2018,2018-02-11,14.49,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 12 2018,2018-02-12,13.774,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 13 2018,2018-02-13,13.35,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 14 2018,2018-02-14,13.851,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 15 2018,2018-02-15,14.747,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 16 2018,2018-02-16,13.593,33,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 17 2018,2018-02-17,14.358,37,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 18 2018,2018-02-18,12.053,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 19 2018,2018-02-19,11.821,51,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 20 2018,2018-02-20,12.787,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 21 2018,2018-02-21,13.304,31,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 22 2018,2018-02-22,13.308,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 23 2018,2018-02-23,13.086,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 24 2018,2018-02-24,13.155,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 25 2018,2018-02-25,13.063,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 26 2018,2018-02-26,13.859,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 27 2018,2018-02-27,13.437,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Feb 28 2018,2018-02-28,13.61,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 01 2018,2018-03-01,13.396,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 02 2018,2018-03-02,13.187,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 03 2018,2018-03-03,13.034,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 04 2018,2018-03-04,12.784,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 05 2018,2018-03-05,13.238,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 06 2018,2018-03-06,13.517,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 07 2018,2018-03-07,12.415,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 08 2018,2018-03-08,12.621,33,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 09 2018,2018-03-09,12.872,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 10 2018,2018-03-10,12.754,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 11 2018,2018-03-11,14.482,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 12 2018,2018-03-12,12.718,46,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 13 2018,2018-03-13,12.241,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 14 2018,2018-03-14,13.42,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 15 2018,2018-03-15,13.26,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 16 2018,2018-03-16,12.937,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 17 2018,2018-03-17,12.835,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 18 2018,2018-03-18,13.33,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 19 2018,2018-03-19,12.278,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 20 2018,2018-03-20,12.356,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 21 2018,2018-03-21,12.594,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 22 2018,2018-03-22,12.724,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 23 2018,2018-03-23,13.0,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 24 2018,2018-03-24,12.163,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 25 2018,2018-03-25,11.776,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 26 2018,2018-03-26,12.052,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 27 2018,2018-03-27,11.856,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 28 2018,2018-03-28,12.478,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,0
Mar 29 2018,2018-03-29,11.617,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Mar 30 2018,2018-03-30,11.142,36,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Mar 31 2018,2018-03-31,11.174,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 01 2018,2018-04-01,11.295,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 02 2018,2018-04-02,11.664,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 03 2018,2018-04-03,11.794,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 04 2018,2018-04-04,11.45,37,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 05 2018,2018-04-05,11.615,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 06 2018,2018-04-06,11.502,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 07 2018,2018-04-07,10.771,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 08 2018,2018-04-08,11.142,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 09 2018,2018-04-09,11.463,36,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 10 2018,2018-04-10,11.68,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 11 2018,2018-04-11,11.402,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 12 2018,2018-04-12,10.889,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 13 2018,2018-04-13,11.175,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 14 2018,2018-04-14,11.473,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 15 2018,2018-04-15,11.477,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 16 2018,2018-04-16,11.288,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 17 2018,2018-04-17,11.053,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 18 2018,2018-04-18,10.88,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 19 2018,2018-04-19,10.503,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 20 2018,2018-04-20,10.286,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 21 2018,2018-04-21,10.889,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 22 2018,2018-04-22,10.883,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 23 2018,2018-04-23,10.69,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 24 2018,2018-04-24,10.695,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 25 2018,2018-04-25,10.493,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 26 2018,2018-04-26,10.931,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 27 2018,2018-04-27,11.29,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 28 2018,2018-04-28,11.009,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 29 2018,2018-04-29,10.429,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 30 2018,2018-04-30,10.735,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 01 2018,2018-05-01,10.725,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 02 2018,2018-05-02,10.911,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 03 2018,2018-05-03,10.729,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 04 2018,2018-05-04,11.002,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 05 2018,2018-05-05,10.708,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 06 2018,2018-05-06,10.975,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 07 2018,2018-05-07,10.24,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 08 2018,2018-05-08,10.887,34,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 09 2018,2018-05-09,11.005,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 10 2018,2018-05-10,10.898,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 11 2018,2018-05-11,11.732,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 12 2018,2018-05-12,11.287,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 13 2018,2018-05-13,10.877,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 14 2018,2018-05-14,11.178,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 15 2018,2018-05-15,10.988,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 16 2018,2018-05-16,11.288,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 17 2018,2018-05-17,10.827,37,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 18 2018,2018-05-18,11.313,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 19 2018,2018-05-19,11.221,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 20 2018,2018-05-20,11.082,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 21 2018,2018-05-21,10.688,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 22 2018,2018-05-22,11.196,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 23 2018,2018-05-23,10.934,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 24 2018,2018-05-24,10.66,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 25 2018,2018-05-25,11.062,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 26 2018,2018-05-26,10.731,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 27 2018,2018-05-27,11.487,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 28 2018,2018-05-28,11.025,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 29 2018,2018-05-29,11.248,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 30 2018,2018-05-30,11.381,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 31 2018,2018-05-31,11.287,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 01 2018,2018-06-01,11.475,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 02 2018,2018-06-02,10.699,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 03 2018,2018-06-03,10.001,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 04 2018,2018-06-04,10.624,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 05 2018,2018-06-05,10.795,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 06 2018,2018-06-06,10.303,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 07 2018,2018-06-07,10.634,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 08 2018,2018-06-08,10.206,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 09 2018,2018-06-09,9.985,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 10 2018,2018-06-10,9.962,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 11 2018,2018-06-11,10.099,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 12 2018,2018-06-12,9.22,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 13 2018,2018-06-13,9.73,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 14 2018,2018-06-14,9.284,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 15 2018,2018-06-15,8.987,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 16 2018,2018-06-16,9.938,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 17 2018,2018-06-17,9.363,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 18 2018,2018-06-18,8.505,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 19 2018,2018-06-19,8.947,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 20 2018,2018-06-20,9.581,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 21 2018,2018-06-21,9.158,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 22 2018,2018-06-22,9.0,34,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 23 2018,2018-06-23,8.958,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 24 2018,2018-06-24,8.507,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 25 2018,2018-06-25,8.322,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
