date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Apr 27 2021,2021-04-27,20.83,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 28 2021,2021-04-28,21.039,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 29 2021,2021-04-29,20.078,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Apr 30 2021,2021-04-30,19.943,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 01 2021,2021-05-01,19.899,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 02 2021,2021-05-02,20.219,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 03 2021,2021-05-03,20.731,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 04 2021,2021-05-04,19.958,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 05 2021,2021-05-05,21.353,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 06 2021,2021-05-06,20.253,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 07 2021,2021-05-07,20.619,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 08 2021,2021-05-08,21.518,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 09 2021,2021-05-09,22.646,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 10 2021,2021-05-10,22.631,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 11 2021,2021-05-11,20.514,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 12 2021,2021-05-12,21.012,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 13 2021,2021-05-13,22.058,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 14 2021,2021-05-14,21.55,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 15 2021,2021-05-15,22.417,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 16 2021,2021-05-16,23.075,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 17 2021,2021-05-17,20.779,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 18 2021,2021-05-18,21.034,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 19 2021,2021-05-19,21.654,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 20 2021,2021-05-20,23.418,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 21 2021,2021-05-21,21.35,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 22 2021,2021-05-22,21.034,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 23 2021,2021-05-23,20.811,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 24 2021,2021-05-24,22.363,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 25 2021,2021-05-25,23.723,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 26 2021,2021-05-26,22.507,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 27 2021,2021-05-27,21.867,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 28 2021,2021-05-28,21.305,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 29 2021,2021-05-29,21.197,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 30 2021,2021-05-30,20.668,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
May 31 2021,2021-05-31,23.665,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 01 2021,2021-06-01,22.158,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 02 2021,2021-06-02,22.911,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 03 2021,2021-06-03,22.9,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 04 2021,2021-06-04,22.161,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 05 2021,2021-06-05,26.373,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 06 2021,2021-06-06,25.348,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 07 2021,2021-06-07,26.817,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 08 2021,2021-06-08,27.399,35,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 09 2021,2021-06-09,26.523,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 10 2021,2021-06-10,25.18,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 11 2021,2021-06-11,25.919,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 12 2021,2021-06-12,24.821,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 13 2021,2021-06-13,23.608,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 14 2021,2021-06-14,23.897,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 15 2021,2021-06-15,23.389,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 16 2021,2021-06-16,23.219,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 17 2021,2021-06-17,25.453,4,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 18 2021,2021-06-18,24.119,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 19 2021,2021-06-19,23.577,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 20 2021,2021-06-20,22.185,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 21 2021,2021-06-21,21.766,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 22 2021,2021-06-22,20.896,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 23 2021,2021-06-23,21.971,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 24 2021,2021-06-24,22.679,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 25 2021,2021-06-25,21.296,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 26 2021,2021-06-26,21.077,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 27 2021,2021-06-27,20.713,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 28 2021,2021-06-28,20.371,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 29 2021,2021-06-29,20.734,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jun 30 2021,2021-06-30,20.237,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 01 2021,2021-07-01,22.437,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 02 2021,2021-07-02,20.177,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 03 2021,2021-07-03,19.485,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 04 2021,2021-07-04,18.988,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 05 2021,2021-07-05,19.539,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 06 2021,2021-07-06,19.813,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 07 2021,2021-07-07,21.945,6,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 08 2021,2021-07-08,20.643,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 09 2021,2021-07-09,20.83,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 10 2021,2021-07-10,20.555,6,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 11 2021,2021-07-11,19.767,4,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 12 2021,2021-07-12,20.862,27,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 13 2021,2021-07-13,19.282,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 14 2021,2021-07-14,22.849,4,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 15 2021,2021-07-15,22.378,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 16 2021,2021-07-16,19.493,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 17 2021,2021-07-17,19.886,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 18 2021,2021-07-18,21.983,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 19 2021,2021-07-19,20.784,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 20 2021,2021-07-20,20.849,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 21 2021,2021-07-21,20.348,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 22 2021,2021-07-22,20.306,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 23 2021,2021-07-23,21.886,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 24 2021,2021-07-24,20.11,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 25 2021,2021-07-25,19.452,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 26 2021,2021-07-26,19.538,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 27 2021,2021-07-27,19.845,5,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 28 2021,2021-07-28,19.5,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 29 2021,2021-07-29,24.644,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 30 2021,2021-07-30,21.609,3,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jul 31 2021,2021-07-31,20.671,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 01 2021,2021-08-01,21.596,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 02 2021,2021-08-02,21.689,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 03 2021,2021-08-03,22.764,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 04 2021,2021-08-04,20.79,6,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 05 2021,2021-08-05,21.262,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 06 2021,2021-08-06,21.094,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 07 2021,2021-08-07,20.111,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 08 2021,2021-08-08,18.204,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 09 2021,2021-08-09,21.918,30,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 10 2021,2021-08-10,20.063,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 11 2021,2021-08-11,21.845,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 12 2021,2021-08-12,21.125,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 13 2021,2021-08-13,20.123,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 14 2021,2021-08-14,21.386,6,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 15 2021,2021-08-15,21.042,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 16 2021,2021-08-16,19.889,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 17 2021,2021-08-17,19.83,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 18 2021,2021-08-18,20.178,22,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 19 2021,2021-08-19,20.017,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 20 2021,2021-08-20,18.795,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 21 2021,2021-08-21,19.119,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 22 2021,2021-08-22,20.1,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 23 2021,2021-08-23,17.536,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 24 2021,2021-08-24,18.94,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 25 2021,2021-08-25,18.819,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 26 2021,2021-08-26,18.852,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 27 2021,2021-08-27,17.422,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 28 2021,2021-08-28,18.718,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 29 2021,2021-08-29,18.703,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 30 2021,2021-08-30,19.388,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Aug 31 2021,2021-08-31,19.596,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 01 2021,2021-09-01,18.762,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 02 2021,2021-09-02,19.528,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 03 2021,2021-09-03,19.466,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 04 2021,2021-09-04,19.258,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 05 2021,2021-09-05,19.642,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 06 2021,2021-09-06,18.3,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 07 2021,2021-09-07,19.232,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 08 2021,2021-09-08,19.317,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 09 2021,2021-09-09,19.271,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 10 2021,2021-09-10,19.994,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 11 2021,2021-09-11,21.157,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 12 2021,2021-09-12,20.468,5,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 13 2021,2021-09-13,19.784,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 14 2021,2021-09-14,20.723,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 15 2021,2021-09-15,19.24,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 16 2021,2021-09-16,19.032,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 17 2021,2021-09-17,19.067,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 18 2021,2021-09-18,19.078,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 19 2021,2021-09-19,19.011,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 20 2021,2021-09-20,19.076,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 21 2021,2021-09-21,18.041,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 22 2021,2021-09-22,15.906,67,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 23 2021,2021-09-23,15.033,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 24 2021,2021-09-24,14.963,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 25 2021,2021-09-25,14.59,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 26 2021,2021-09-26,14.649,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 27 2021,2021-09-27,15.643,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 28 2021,2021-09-28,15.571,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 29 2021,2021-09-29,15.863,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Sep 30 2021,2021-09-30,15.708,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 01 2021,2021-10-01,15.874,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 02 2021,2021-10-02,16.028,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 03 2021,2021-10-03,17.362,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 04 2021,2021-10-04,16.869,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 05 2021,2021-10-05,19.325,5,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 06 2021,2021-10-06,16.959,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 07 2021,2021-10-07,17.526,28,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 08 2021,2021-10-08,18.613,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 09 2021,2021-10-09,17.008,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 10 2021,2021-10-10,17.919,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 11 2021,2021-10-11,18.557,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 12 2021,2021-10-12,17.232,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 13 2021,2021-10-13,17.369,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 14 2021,2021-10-14,16.746,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 15 2021,2021-10-15,17.16,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 16 2021,2021-10-16,17.355,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 17 2021,2021-10-17,17.505,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 18 2021,2021-10-18,16.366,2,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 19 2021,2021-10-19,18.89,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 20 2021,2021-10-20,20.348,29,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 21 2021,2021-10-21,17.735,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 22 2021,2021-10-22,15.914,23,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 23 2021,2021-10-23,16.828,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 24 2021,2021-10-24,17.204,24,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 25 2021,2021-10-25,17.741,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 26 2021,2021-10-26,17.319,39,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 27 2021,2021-10-27,16.964,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 28 2021,2021-10-28,17.376,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 29 2021,2021-10-29,17.324,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 30 2021,2021-10-30,16.514,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Oct 31 2021,2021-10-31,18.288,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 01 2021,2021-11-01,17.133,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 02 2021,2021-11-02,17.644,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 03 2021,2021-11-03,19.011,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 04 2021,2021-11-04,18.582,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 05 2021,2021-11-05,18.155,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 06 2021,2021-11-06,18.239,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 07 2021,2021-11-07,18.301,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 08 2021,2021-11-08,18.441,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 09 2021,2021-11-09,17.904,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 10 2021,2021-11-10,18.596,25,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 11 2021,2021-11-11,18.463,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 12 2021,2021-11-12,16.374,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 13 2021,2021-11-13,19.675,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 14 2021,2021-11-14,17.994,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 15 2021,2021-11-15,16.78,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 16 2021,2021-11-16,17.751,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 17 2021,2021-11-17,18.201,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 18 2021,2021-11-18,18.331,6,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 19 2021,2021-11-19,19.29,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 20 2021,2021-11-20,18.827,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 21 2021,2021-11-21,18.889,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 22 2021,2021-11-22,19.634,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 23 2021,2021-11-23,18.906,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 24 2021,2021-11-24,18.143,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 25 2021,2021-11-25,17.006,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 26 2021,2021-11-26,18.621,26,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 27 2021,2021-11-27,18.505,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 28 2021,2021-11-28,17.467,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 29 2021,2021-11-29,18.947,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Nov 30 2021,2021-11-30,18.747,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 01 2021,2021-12-01,19.931,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 02 2021,2021-12-02,19.613,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 03 2021,2021-12-03,21.529,4,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 04 2021,2021-12-04,21.235,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 05 2021,2021-12-05,19.147,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 06 2021,2021-12-06,20.166,20,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 07 2021,2021-12-07,20.448,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 08 2021,2021-12-08,19.171,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 09 2021,2021-12-09,20.839,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 10 2021,2021-12-10,20.228,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 11 2021,2021-12-11,20.383,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 12 2021,2021-12-12,19.476,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 13 2021,2021-12-13,20.34,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 14 2021,2021-12-14,20.962,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 15 2021,2021-12-15,19.457,19,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 16 2021,2021-12-16,19.349,10,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 17 2021,2021-12-17,19.114,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 18 2021,2021-12-18,19.967,16,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 19 2021,2021-12-19,18.837,17,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 20 2021,2021-12-20,21.75,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 21 2021,2021-12-21,20.761,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 22 2021,2021-12-22,21.18,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 23 2021,2021-12-23,20.173,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 24 2021,2021-12-24,20.457,18,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 25 2021,2021-12-25,21.131,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 26 2021,2021-12-26,20.719,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 27 2021,2021-12-27,19.984,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 28 2021,2021-12-28,21.036,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 29 2021,2021-12-29,20.587,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 30 2021,2021-12-30,21.283,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Dec 31 2021,2021-12-31,21.874,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 01 2022,2022-01-01,20.284,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 02 2022,2022-01-02,21.526,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 03 2022,2022-01-03,20.354,15,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 04 2022,2022-01-04,21.965,21,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 05 2022,2022-01-05,21.588,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 06 2022,2022-01-06,21.076,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 07 2022,2022-01-07,21.967,11,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 08 2022,2022-01-08,22.15,9,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 09 2022,2022-01-09,21.813,14,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 10 2022,2022-01-10,21.597,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 11 2022,2022-01-11,23.208,13,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 12 2022,2022-01-12,26.023,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 13 2022,2022-01-13,23.552,7,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 14 2022,2022-01-14,24.739,8,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
Jan 15 2022,2022-01-15,22.118,12,AWP | Elite Build,AWP,Elite Build,Factory New,0,1,1
