date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Feb 18 2020,2020-02-18,42.08,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 19 2020,2020-02-19,38.436,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 20 2020,2020-02-20,38.939,7,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 21 2020,2020-02-21,40.508,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 22 2020,2020-02-22,36.721,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 23 2020,2020-02-23,37.909,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 24 2020,2020-02-24,44.084,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 25 2020,2020-02-25,20.174,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 27 2020,2020-02-27,39.03,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 28 2020,2020-02-28,39.668,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Feb 29 2020,2020-02-29,39.55,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 01 2020,2020-03-01,40.374,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 02 2020,2020-03-02,39.324,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 03 2020,2020-03-03,40.685,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 04 2020,2020-03-04,38.9,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 05 2020,2020-03-05,38.567,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 06 2020,2020-03-06,42.039,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 07 2020,2020-03-07,42.504,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 08 2020,2020-03-08,38.96,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 09 2020,2020-03-09,36.844,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 10 2020,2020-03-10,37.891,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 11 2020,2020-03-11,39.284,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 12 2020,2020-03-12,39.972,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 13 2020,2020-03-13,36.877,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 14 2020,2020-03-14,37.302,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 15 2020,2020-03-15,40.445,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 16 2020,2020-03-16,39.395,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 17 2020,2020-03-17,39.329,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 18 2020,2020-03-18,34.254,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 19 2020,2020-03-19,41.153,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 20 2020,2020-03-20,36.329,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 21 2020,2020-03-21,37.968,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 22 2020,2020-03-22,37.356,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 23 2020,2020-03-23,39.598,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 24 2020,2020-03-24,35.033,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 25 2020,2020-03-25,39.115,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 26 2020,2020-03-26,37.546,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 27 2020,2020-03-27,35.521,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 28 2020,2020-03-28,37.614,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 29 2020,2020-03-29,44.831,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 30 2020,2020-03-30,36.06,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Mar 31 2020,2020-03-31,37.704,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 01 2020,2020-04-01,36.658,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 02 2020,2020-04-02,36.632,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 03 2020,2020-04-03,35.713,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 04 2020,2020-04-04,36.99,11,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 05 2020,2020-04-05,37.305,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 06 2020,2020-04-06,39.977,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 07 2020,2020-04-07,37.966,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 08 2020,2020-04-08,36.676,10,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 09 2020,2020-04-09,41.225,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 10 2020,2020-04-10,40.56,9,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 11 2020,2020-04-11,40.885,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 12 2020,2020-04-12,38.872,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 13 2020,2020-04-13,41.024,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 14 2020,2020-04-14,41.312,8,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 15 2020,2020-04-15,38.378,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 16 2020,2020-04-16,40.154,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 17 2020,2020-04-17,44.341,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 18 2020,2020-04-18,42.727,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 19 2020,2020-04-19,43.331,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 20 2020,2020-04-20,39.964,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 21 2020,2020-04-21,40.587,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 22 2020,2020-04-22,44.593,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 23 2020,2020-04-23,40.478,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 24 2020,2020-04-24,46.03,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 25 2020,2020-04-25,40.959,7,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 26 2020,2020-04-26,43.049,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 27 2020,2020-04-27,39.603,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 28 2020,2020-04-28,41.894,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 29 2020,2020-04-29,40.81,8,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Apr 30 2020,2020-04-30,42.441,7,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 01 2020,2020-05-01,42.617,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 02 2020,2020-05-02,44.297,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 03 2020,2020-05-03,42.998,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 04 2020,2020-05-04,41.325,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 05 2020,2020-05-05,44.74,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 06 2020,2020-05-06,43.172,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 07 2020,2020-05-07,43.617,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 08 2020,2020-05-08,43.568,7,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 09 2020,2020-05-09,43.274,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 10 2020,2020-05-10,41.741,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 11 2020,2020-05-11,44.653,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 12 2020,2020-05-12,41.416,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 13 2020,2020-05-13,42.41,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 14 2020,2020-05-14,41.837,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 15 2020,2020-05-15,43.114,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 16 2020,2020-05-16,40.663,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 17 2020,2020-05-17,43.187,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 18 2020,2020-05-18,42.432,7,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 19 2020,2020-05-19,43.035,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 20 2020,2020-05-20,42.681,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 21 2020,2020-05-21,43.298,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 22 2020,2020-05-22,42.698,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 23 2020,2020-05-23,43.25,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 24 2020,2020-05-24,46.069,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 25 2020,2020-05-25,43.711,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 26 2020,2020-05-26,42.701,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 27 2020,2020-05-27,40.446,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 28 2020,2020-05-28,41.025,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 29 2020,2020-05-29,42.67,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
May 30 2020,2020-05-30,40.001,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 01 2020,2020-06-01,40.474,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 02 2020,2020-06-02,40.902,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 03 2020,2020-06-03,20.19,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 04 2020,2020-06-04,38.757,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 05 2020,2020-06-05,38.798,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 06 2020,2020-06-06,42.98,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 07 2020,2020-06-07,39.92,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 08 2020,2020-06-08,39.02,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 09 2020,2020-06-09,42.86,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 10 2020,2020-06-10,41.983,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 11 2020,2020-06-11,43.67,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 12 2020,2020-06-12,40.804,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 13 2020,2020-06-13,43.246,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 14 2020,2020-06-14,40.602,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 15 2020,2020-06-15,40.35,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 16 2020,2020-06-16,39.558,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 17 2020,2020-06-17,37.884,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 18 2020,2020-06-18,39.709,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 19 2020,2020-06-19,40.376,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 20 2020,2020-06-20,41.364,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 21 2020,2020-06-21,42.498,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 22 2020,2020-06-22,38.771,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 23 2020,2020-06-23,38.684,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 24 2020,2020-06-24,39.13,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 25 2020,2020-06-25,39.021,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 26 2020,2020-06-26,40.008,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 27 2020,2020-06-27,39.338,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 28 2020,2020-06-28,39.798,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 29 2020,2020-06-29,40.9,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jun 30 2020,2020-06-30,41.186,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 01 2020,2020-07-01,41.249,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 02 2020,2020-07-02,42.43,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 03 2020,2020-07-03,39.561,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 05 2020,2020-07-05,43.446,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 06 2020,2020-07-06,41.044,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 07 2020,2020-07-07,41.849,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 08 2020,2020-07-08,45.105,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 09 2020,2020-07-09,41.532,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 10 2020,2020-07-10,44.902,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 11 2020,2020-07-11,46.195,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 12 2020,2020-07-12,41.81,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 14 2020,2020-07-14,43.056,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 15 2020,2020-07-15,44.215,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 16 2020,2020-07-16,43.437,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 17 2020,2020-07-17,42.211,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 18 2020,2020-07-18,42.506,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 19 2020,2020-07-19,40.156,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 20 2020,2020-07-20,42.456,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 21 2020,2020-07-21,41.514,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 22 2020,2020-07-22,46.053,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 23 2020,2020-07-23,43.355,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 24 2020,2020-07-24,40.675,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 25 2020,2020-07-25,40.189,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 26 2020,2020-07-26,42.094,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 27 2020,2020-07-27,43.723,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 28 2020,2020-07-28,41.596,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 29 2020,2020-07-29,42.728,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 30 2020,2020-07-30,41.665,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Jul 31 2020,2020-07-31,43.588,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 01 2020,2020-08-01,40.819,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 02 2020,2020-08-02,39.316,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 03 2020,2020-08-03,40.974,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 04 2020,2020-08-04,44.577,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 06 2020,2020-08-06,42.472,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 07 2020,2020-08-07,40.11,7,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 08 2020,2020-08-08,38.828,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 09 2020,2020-08-09,40.336,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 10 2020,2020-08-10,41.775,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 11 2020,2020-08-11,36.12,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 12 2020,2020-08-12,38.972,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 13 2020,2020-08-13,36.97,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 14 2020,2020-08-14,41.723,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 15 2020,2020-08-15,39.297,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 16 2020,2020-08-16,39.007,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 17 2020,2020-08-17,39.826,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 18 2020,2020-08-18,41.389,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 19 2020,2020-08-19,39.422,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 20 2020,2020-08-20,39.488,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 21 2020,2020-08-21,42.435,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 22 2020,2020-08-22,48.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 23 2020,2020-08-23,40.483,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 24 2020,2020-08-24,38.619,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 25 2020,2020-08-25,38.922,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 26 2020,2020-08-26,43.33,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 27 2020,2020-08-27,43.794,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 28 2020,2020-08-28,38.636,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 29 2020,2020-08-29,39.939,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 30 2020,2020-08-30,40.544,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Aug 31 2020,2020-08-31,37.955,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 01 2020,2020-09-01,40.397,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 02 2020,2020-09-02,40.704,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 03 2020,2020-09-03,38.514,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 04 2020,2020-09-04,41.444,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 05 2020,2020-09-05,40.503,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 06 2020,2020-09-06,40.13,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 07 2020,2020-09-07,39.567,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 08 2020,2020-09-08,42.243,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
Sep 09 2020,2020-09-09,38.859,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Battle-Scarred,1,1,1
