date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Nov 12 2014,2014-11-12,59.994,,,,16.265053223336277,5.4677361233829505,17.526347413639584,83,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Nov 24 2014,2014-11-24,35.446,8.691092825416149,12.633536951646288,8.691092825416149,16.265053223336277,5.4677361233829505,17.526347413639584,20,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Nov 25 2014,2014-11-25,35.013,8.608362780357355,12.631031749261401,8.608362780357355,16.265053223336277,5.4677361233829505,17.526347413639584,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Nov 26 2014,2014-11-26,34.164,8.55605579024087,12.635901934090565,8.55605579024087,16.265053223336277,5.4677361233829505,17.526347413639584,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Nov 27 2014,2014-11-27,34.683,8.452241132534025,12.54264990362875,8.452241132534025,16.265053223336277,5.4677361233829505,17.526347413639584,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Nov 28 2014,2014-11-28,36.719,8.258961268988196,12.286500387787749,8.258961268988196,16.265053223336277,5.4677361233829505,17.526347413639584,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Nov 29 2014,2014-11-29,45.867,8.093020862632605,11.78523018521409,8.093020862632605,16.265053223336277,5.4677361233829505,17.526347413639584,7,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Nov 30 2014,2014-11-30,36.663,7.936628556390007,11.565840608924047,7.936628556390007,16.265053223336277,5.4677361233829505,17.526347413639584,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 01 2014,2014-12-01,35.78,7.814520185290703,11.383628009934906,7.814520185290703,16.265053223336277,5.4677361233829505,17.526347413639584,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 02 2014,2014-12-02,36.078,7.685814842323241,11.170240944562607,7.685814842323241,16.265053223336277,5.4677361233829505,17.526347413639584,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 03 2014,2014-12-03,34.721,7.603468408408256,11.018053973920596,7.603468408408256,16.265053223336277,5.4677361233829505,17.526347413639584,21,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 04 2014,2014-12-04,37.21,7.456580275378392,10.733128456698728,7.456580275378392,16.265053223336277,5.4677361233829505,17.526347413639584,18,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 05 2014,2014-12-05,36.254,7.3363057034859205,10.488855980397881,7.3363057034859205,16.265053223336277,5.4677361233829505,17.526347413639584,24,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 06 2014,2014-12-06,32.968,7.318427937291818,10.407394927747962,7.318427937291818,16.265053223336277,5.4677361233829505,17.526347413639584,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 07 2014,2014-12-07,31.864,7.33434677296853,10.363209480405775,7.33434677296853,16.265053223336277,5.4677361233829505,17.526347413639584,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 08 2014,2014-12-08,31.156,7.365706516497893,10.327324264651082,7.365706516497893,16.265053223336277,5.4677361233829505,17.526347413639584,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 09 2014,2014-12-09,31.886,7.355983743860988,10.21330006984152,7.355983743860988,16.265053223336277,5.4677361233829505,17.526347413639584,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 10 2014,2014-12-10,37.056,7.231167168290578,9.89092458783133,7.231167168290578,16.265053223336277,5.4677361233829505,17.526347413639584,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 11 2014,2014-12-11,31.389,7.232892850616949,9.790519667375996,7.232892850616949,16.265053223336277,5.4677361233829505,17.526347413639584,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 12 2014,2014-12-12,29.849,6.165975377065233,9.755444725983232,7.28091882450507,16.265053223336277,5.4677361233829505,17.526347413639584,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 13 2014,2014-12-13,28.175,5.499515282298059,9.79266686507342,7.381363474176248,16.265053223336277,5.4677361233829505,17.526347413639584,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 14 2014,2014-12-14,26.704,5.117911593766466,9.883474040598578,7.524329605192464,16.265053223336277,5.4677361233829505,17.526347413639584,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 15 2014,2014-12-15,27.171,5.13148518081457,9.885876323081883,7.62269734244446,16.265053223336277,5.4677361233829505,17.526347413639584,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 16 2014,2014-12-16,26.184,5.014820852738159,9.91048930674958,7.741406918685536,16.265053223336277,5.4677361233829505,17.526347413639584,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 17 2014,2014-12-17,25.546,4.7402525041867,9.931314904597844,7.864638917583457,16.265053223336277,5.4677361233829505,17.526347413639584,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 18 2014,2014-12-18,27.577,4.402979024048026,9.794321277762009,7.897357309250354,16.265053223336277,5.4677361233829505,17.526347413639584,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 19 2014,2014-12-19,27.975,4.365684429099609,9.622396006920665,7.909523851825021,16.265053223336277,5.4677361233829505,17.526347413639584,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 20 2014,2014-12-20,28.824,4.4291375441565926,9.406101224851444,7.893627554914693,16.265053223336277,5.4677361233829505,17.526347413639584,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 21 2014,2014-12-21,28.586,4.494858555047654,9.195271609354455,7.879720992677083,16.265053223336277,5.4677361233829505,17.526347413639584,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 22 2014,2014-12-22,28.435,4.5602324572731865,8.986679009339314,7.865745009293113,16.265053223336277,5.4677361233829505,17.526347413639584,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 23 2014,2014-12-23,27.404,4.6087034630517145,8.815073440744753,7.8726125733065535,16.265053223336277,5.4677361233829505,17.526347413639584,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 24 2014,2014-12-24,27.842,4.635602134628765,8.618981257014562,7.86435690944365,16.265053223336277,5.4677361233829505,17.526347413639584,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 25 2014,2014-12-25,30.033,4.612779562097651,8.35944868192548,7.812401225117657,16.265053223336277,5.4677361233829505,17.526347413639584,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 26 2014,2014-12-26,29.237,4.614356303597694,8.123556902899523,7.773304320791537,16.265053223336277,5.4677361233829505,17.526347413639584,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 27 2014,2014-12-27,26.805,4.660393942206151,7.9726978924187515,7.781334211472222,16.265053223336277,5.4677361233829505,17.526347413639584,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 28 2014,2014-12-28,27.851,4.592033236092633,7.776028109411185,7.763571412963323,16.265053223336277,5.4677361233829505,17.526347413639584,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 29 2014,2014-12-29,26.919,3.7096282516604466,7.611802496475323,7.7620933325883215,16.265053223336277,5.4677361233829505,17.526347413639584,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 30 2014,2014-12-30,27.354,3.560185004394765,7.428066065938496,7.748964674865471,16.265053223336277,5.4677361233829505,17.526347413639584,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Dec 31 2014,2014-12-31,26.548,3.4552012814599413,7.272208937155482,7.749168820444881,16.265053223336277,5.4677361233829505,17.526347413639584,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 01 2015,2015-01-01,26.049,3.314484990767513,7.131832777845902,7.756328157514923,16.265053223336277,5.4677361233829505,17.526347413639584,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 02 2015,2015-01-02,24.438,3.289591580875302,7.060557916580247,7.795166846379617,16.265053223336277,5.4677361233829505,17.526347413639584,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 03 2015,2015-01-03,25.564,2.9816008700488443,6.921422065252187,7.803971135148395,16.265053223336277,5.4677361233829505,17.526347413639584,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 04 2015,2015-01-04,26.714,2.647945701469578,6.738130577537334,7.788677729876506,16.265053223336277,5.4677361233829505,17.526347413639584,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 05 2015,2015-01-05,25.176,2.5726212646374047,6.6097322344016405,7.799313955627841,16.265053223336277,5.4677361233829505,17.526347413639584,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 06 2015,2015-01-06,24.524,2.5621746844806084,6.503605427511777,7.8194607070661,16.265053223336277,5.4677361233829505,17.526347413639584,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 07 2015,2015-01-07,25.592,2.5243772558564355,6.34749613768158,7.8160202515126045,16.265053223336277,5.4677361233829505,17.526347413639584,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 08 2015,2015-01-08,25.882,2.423635803270939,6.181709614797619,7.805701588800711,16.265053223336277,5.4677361233829505,17.526347413639584,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 09 2015,2015-01-09,23.535,1.7696925819144393,6.111007640686154,7.836107209346769,16.265053223336277,5.4677361233829505,17.526347413639584,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 10 2015,2015-01-10,23.642,1.6901313575421801,6.022413957524639,7.860086891510195,16.265053223336277,5.4677361233829505,17.526347413639584,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 11 2015,2015-01-11,22.91,1.7425519877137994,5.960398722640506,7.8946514793106255,16.265053223336277,5.4677361233829505,17.526347413639584,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 12 2015,2015-01-12,23.076,1.8339329012281664,5.876677956447549,7.921559486909989,16.265053223336277,5.4677361233829505,17.526347413639584,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 13 2015,2015-01-13,23.617,1.9055506037490957,5.759810444333072,7.934880736347032,16.265053223336277,5.4677361233829505,17.526347413639584,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 14 2015,2015-01-14,23.235,1.9822416325098828,5.6542438651960065,7.952021587940355,16.265053223336277,5.4677361233829505,17.526347413639584,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 15 2015,2015-01-15,24.327,2.012675871090336,5.505169459494553,7.948577809565152,16.265053223336277,5.4677361233829505,17.526347413639584,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 16 2015,2015-01-16,22.539,2.1171866390018845,5.424858133450628,7.972635717307407,16.265053223336277,5.4677361233829505,17.526347413639584,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 17 2015,2015-01-17,23.079,2.1657643061712295,5.31313721797689,7.984280292332048,16.265053223336277,5.4677361233829505,17.526347413639584,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 18 2015,2015-01-18,22.18,2.23386134974518,5.236592997816958,8.008502755809953,16.265053223336277,5.4677361233829505,17.526347413639584,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 19 2015,2015-01-19,21.265,2.2982849617742254,5.198364114312416,8.04582767078244,16.265053223336277,5.4677361233829505,17.526347413639584,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 20 2015,2015-01-20,20.493,2.3939460294572954,5.190227617530998,8.093610736017007,16.265053223336277,5.4677361233829505,17.526347413639584,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 21 2015,2015-01-21,20.83,2.442698568970579,5.14357564458962,8.130650055682375,16.265053223336277,5.4677361233829505,17.526347413639584,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 22 2015,2015-01-22,21.152,2.49276865786008,5.068165589913501,8.158352695503263,16.265053223336277,5.4677361233829505,17.526347413639584,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 23 2015,2015-01-23,20.598,2.53314577133866,5.011867994977802,8.192289659439249,16.265053223336277,5.4677361233829505,17.526347413639584,69,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 24 2015,2015-01-24,22.496,2.3317803126446437,4.873441376454489,8.193703387195214,16.265053223336277,5.4677361233829505,17.526347413639584,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 25 2015,2015-01-25,21.575,2.181997156724638,4.76530313244205,8.206593104843718,16.265053223336277,5.4677361233829505,17.526347413639584,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 26 2015,2015-01-26,21.27,2.170515501034322,4.666636808000117,8.221839486531021,16.265053223336277,5.4677361233829505,17.526347413639584,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 27 2015,2015-01-27,20.316,2.1227349483437497,4.606854244814383,8.249446238980475,16.265053223336277,5.4677361233829505,17.526347413639584,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 28 2015,2015-01-28,21.482,2.0574371224035226,4.492256612871572,8.25708601916996,16.265053223336277,5.4677361233829505,17.526347413639584,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 29 2015,2015-01-29,21.655,1.937655381682031,4.372617944553708,8.260696558048117,16.265053223336277,5.4677361233829505,17.526347413639584,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 30 2015,2015-01-30,21.979,1.8419743218349367,4.2461295728399175,8.258741595829067,16.265053223336277,5.4677361233829505,17.526347413639584,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Jan 31 2015,2015-01-31,23.469,1.754792184047966,4.106906890301679,8.239305351334593,16.265053223336277,5.4677361233829505,17.526347413639584,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 01 2015,2015-02-01,20.796,1.7744325354853425,4.025211948800657,8.250477959200573,16.265053223336277,5.4677361233829505,17.526347413639584,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 02 2015,2015-02-02,20.197,1.7600139200730829,3.9664387099691547,8.268050472151822,16.265053223336277,5.4677361233829505,17.526347413639584,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 03 2015,2015-02-03,21.279,1.6000788859864896,3.8614341338813802,8.26958778460974,16.265053223336277,5.4677361233829505,17.526347413639584,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 04 2015,2015-02-04,21.522,1.5244513902974317,3.751187181424414,8.267051710243013,16.265053223336277,5.4677361233829505,17.526347413639584,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 05 2015,2015-02-05,21.87,1.4699995996560586,3.6361416325415186,8.259664612356747,16.265053223336277,5.4677361233829505,17.526347413639584,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 06 2015,2015-02-06,21.31,1.337415350850337,3.5357967334606846,8.257624746751711,16.265053223336277,5.4677361233829505,17.526347413639584,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 07 2015,2015-02-07,21.887,1.1331215195915225,3.425529752668704,8.248441560215067,16.265053223336277,5.4677361233829505,17.526347413639584,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 08 2015,2015-02-08,21.239,1.1020045606641669,3.3312665242314052,8.245405176135463,16.265053223336277,5.4677361233829505,17.526347413639584,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 09 2015,2015-02-09,20.859,1.067737405833748,3.249169532855966,8.245632024791348,16.265053223336277,5.4677361233829505,17.526347413639584,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 10 2015,2015-02-10,21.124,1.054385796042912,3.159466791454983,8.241985283292625,16.265053223336277,5.4677361233829505,17.526347413639584,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 11 2015,2015-02-11,21.913,1.0252015338741773,3.057747913054039,8.22972634184938,16.265053223336277,5.4677361233829505,17.526347413639584,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 12 2015,2015-02-12,19.378,1.0464094515199995,3.047245567421307,8.244395186751113,16.265053223336277,5.4677361233829505,17.526347413639584,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 13 2015,2015-02-13,21.379,0.9987944434318748,2.95322623533725,8.235708465334934,16.265053223336277,5.4677361233829505,17.526347413639584,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 14 2015,2015-02-14,21.033,0.8488364341582721,2.8682965184116624,8.229785281787278,16.265053223336277,5.4677361233829505,17.526347413639584,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 15 2015,2015-02-15,21.346,0.8214027593720133,2.7792021239653093,8.220241385451386,16.265053223336277,5.4677361233829505,17.526347413639584,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 16 2015,2015-02-16,21.565,0.7564501799280339,2.6899432411356146,8.208236643241463,16.265053223336277,5.4677361233829505,17.526347413639584,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 17 2015,2015-02-17,19.865,0.7828111118156941,2.6529929413518203,8.212305588089434,16.265053223336277,5.4677361233829505,17.526347413639584,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 18 2015,2015-02-18,21.757,0.7885276866693975,2.566017332550284,8.197654974969458,16.265053223336277,5.4677361233829505,17.526347413639584,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 19 2015,2015-02-19,20.152,0.8022216285913911,2.5159934973797133,8.197221867766782,16.265053223336277,5.4677361233829505,17.526347413639584,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 20 2015,2015-02-20,20.029,0.8293168605381951,2.4689667022929838,8.197208773904096,16.265053223336277,5.4677361233829505,17.526347413639584,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 21 2015,2015-02-21,20.633,0.836092238353519,2.399952037946871,8.190724847743953,16.265053223336277,5.4677361233829505,17.526347413639584,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 22 2015,2015-02-22,20.754,0.8327030828203085,2.329302987170043,8.182641667567596,16.265053223336277,5.4677361233829505,17.526347413639584,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 23 2015,2015-02-23,20.422,0.8074771303835608,2.2683345211539683,8.177005000265389,16.265053223336277,5.4677361233829505,17.526347413639584,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 24 2015,2015-02-24,19.988,0.8293567483854408,2.2225538978282784,8.174753863451912,16.265053223336277,5.4677361233829505,17.526347413639584,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 25 2015,2015-02-25,20.817,0.8299444968289202,2.1533176472187887,8.16468343863922,16.265053223336277,5.4677361233829505,17.526347413639584,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 26 2015,2015-02-26,21.097,0.8177288733714523,2.0832357283086163,8.152051549283527,16.265053223336277,5.4677361233829505,17.526347413639584,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 27 2015,2015-02-27,21.201,0.8147256395969193,2.0149972921213575,8.1383780645127,16.265053223336277,5.4677361233829505,17.526347413639584,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Feb 28 2015,2015-02-28,22.018,0.8261168379143319,1.9578664919489457,8.118869610321708,16.265053223336277,5.4677361233829505,17.526347413639584,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 01 2015,2015-03-01,19.558,0.8546356224303758,1.9440404910110174,8.118261223197575,16.265053223336277,5.4677361233829505,17.526347413639584,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 02 2015,2015-03-02,20.174,0.7312356382324452,1.8978253750519558,8.111738305218587,16.265053223336277,5.4677361233829505,17.526347413639584,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 03 2015,2015-03-03,19.753,0.7608130171907943,1.8679138516288736,8.108287128342626,16.265053223336277,5.4677361233829505,17.526347413639584,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 04 2015,2015-03-04,20.638,0.7515526610287353,1.8095629109136486,8.097313466592745,16.265053223336277,5.4677361233829505,17.526347413639584,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 05 2015,2015-03-05,20.102,0.7609560841924383,1.76524841061395,8.090153189666903,16.265053223336277,5.4677361233829505,17.526347413639584,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 06 2015,2015-03-06,21.118,0.7521055264981305,1.7077968675678508,8.075286326932156,16.265053223336277,5.4677361233829505,17.526347413639584,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 07 2015,2015-03-07,20.122,0.7365164737414095,1.6654078033854551,8.067367378594728,16.265053223336277,5.4677361233829505,17.526347413639584,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 08 2015,2015-03-08,19.825,0.7490712747884355,1.6337684617047719,8.06139095750611,16.265053223336277,5.4677361233829505,17.526347413639584,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 09 2015,2015-03-09,20.374,0.7184363616547096,1.5846064408503204,8.050962847320873,16.265053223336277,5.4677361233829505,17.526347413639584,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 10 2015,2015-03-10,20.227,0.7147629532305633,1.5397056197150545,8.041338045767077,16.265053223336277,5.4677361233829505,17.526347413639584,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 11 2015,2015-03-11,19.778,0.7304542910168308,1.5100552231888664,8.03472677974429,16.265053223336277,5.4677361233829505,17.526347413639584,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 12 2015,2015-03-12,21.042,0.7285950075714248,1.4628275347351425,8.019246255791082,16.265053223336277,5.4677361233829505,17.526347413639584,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 13 2015,2015-03-13,21.182,0.6946703352765096,1.4192490377272082,8.002866926721284,16.265053223336277,5.4677361233829505,17.526347413639584,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 14 2015,2015-03-14,21.404,0.6721465537036573,1.3819841089982214,7.985192564642104,16.265053223336277,5.4677361233829505,17.526347413639584,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 15 2015,2015-03-15,21.326,0.6702179436232322,1.3429758658915636,7.967954638033249,16.265053223336277,5.4677361233829505,17.526347413639584,78,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 16 2015,2015-03-16,22.231,0.7274797275687602,1.344695541611267,7.946163724781427,16.265053223336277,5.4677361233829505,17.526347413639584,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
Mar 17 2015,2015-03-17,20.907,0.7180431493777696,1.3006064950965945,7.931351503563523,16.265053223336277,5.4677361233829505,17.526347413639584,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,1,1,0
