date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
May 03 2020,2020-05-03,22.164,3.820402738594135,3.7584092631595056,5.066690434350172,13.031538476086158,4.9702176587426425,14.007980347974412,34,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 04 2020,2020-05-04,21.123,3.810055384549342,3.640866548638436,5.0674262925593725,13.031538476086158,4.9702176587426425,14.007980347974412,28,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 05 2020,2020-05-05,20.054,3.790302430689675,3.5511089704526837,5.0676144954309095,13.031538476086158,4.9702176587426425,14.007980347974412,37,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 06 2020,2020-05-06,23.386,3.7873670363217,3.458348719010353,5.069818646235898,13.031538476086158,4.9702176587426425,14.007980347974412,33,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 07 2020,2020-05-07,21.152,3.7456851767972035,3.3497738091931493,5.070562902479805,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 08 2020,2020-05-08,21.765,3.7440870730185973,3.23995127278672,5.071661551611784,13.031538476086158,4.9702176587426425,14.007980347974412,31,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 09 2020,2020-05-09,21.069,3.7387268101480324,3.1393420696481065,5.072355021971416,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 10 2020,2020-05-10,21.066,3.703021959607246,3.0415293946658877,5.073044636295274,13.031538476086158,4.9702176587426425,14.007980347974412,31,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 11 2020,2020-05-11,21.076,3.688034988894561,2.9462879758768543,5.073737521396831,13.031538476086158,4.9702176587426425,14.007980347974412,23,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 12 2020,2020-05-12,20.96,3.6878900643100696,2.855429615218891,5.074365270680806,13.031538476086158,4.9702176587426425,14.007980347974412,28,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 13 2020,2020-05-13,20.686,3.673827341408808,2.7720330009743703,5.0748469483710785,13.031538476086158,4.9702176587426425,14.007980347974412,28,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 14 2020,2020-05-14,23.105,3.6715438357632606,2.7081478277809548,5.076815204429554,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 15 2020,2020-05-15,21.239,3.668955911646985,2.6216086733657797,5.077588406440323,13.031538476086158,4.9702176587426425,14.007980347974412,37,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 16 2020,2020-05-16,21.043,3.658420943364875,2.540132715330556,5.078251349600104,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 17 2020,2020-05-17,24.026,3.6528844859667102,2.5299711524621395,5.080901712342567,13.031538476086158,4.9702176587426425,14.007980347974412,33,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 18 2020,2020-05-18,21.478,3.652391419550947,2.44804832779925,5.081801789017785,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 19 2020,2020-05-19,20.484,3.6596433531717234,2.388680541885153,5.082167374709578,13.031538476086158,4.9702176587426425,14.007980347974412,30,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 20 2020,2020-05-20,23.019,3.6442155520297326,2.3349847705232665,5.084050334054416,13.031538476086158,4.9702176587426425,14.007980347974412,20,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 21 2020,2020-05-21,23.989,3.643768464987449,2.326533135816974,5.0866512598919265,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 22 2020,2020-05-22,21.282,1.6378379300338586,2.2554665916303893,5.087427825529371,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 23 2020,2020-05-23,22.705,1.6144279211670658,2.1917643684823207,5.08908027092116,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 24 2020,2020-05-24,28.602,2.0017537773306797,2.69972962456331,5.096165183272013,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 25 2020,2020-05-25,21.195,1.9960993056286578,2.626906271792813,5.0968804529262615,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 26 2020,2020-05-26,19.547,2.0404830158399268,2.63022868807623,5.096804184177406,13.031538476086158,4.9702176587426425,14.007980347974412,35,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 27 2020,2020-05-27,20.137,1.8282631947275907,2.5905188237700845,5.096983459354963,13.031538476086158,4.9702176587426425,14.007980347974412,32,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 28 2020,2020-05-28,19.964,1.8624444251525292,2.555075507459963,5.09708340146583,13.031538476086158,4.9702176587426425,14.007980347974412,36,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 29 2020,2020-05-29,19.392,1.7938412595232365,2.5457409847770283,5.096941993981222,13.031538476086158,4.9702176587426425,14.007980347974412,23,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 30 2020,2020-05-30,23.156,1.8139239757099181,2.489708292354125,5.098879740121669,13.031538476086158,4.9702176587426425,14.007980347974412,31,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
May 31 2020,2020-05-31,20.294,1.8220923645791292,2.436343310667323,5.0991258847440815,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 01 2020,2020-06-01,22.567,1.8102476889648005,2.3668432963483745,5.100653506287261,13.031538476086158,4.9702176587426425,14.007980347974412,33,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 02 2020,2020-06-02,20.597,1.8197016226300378,2.306879402432636,5.101041904113165,13.031538476086158,4.9702176587426425,14.007980347974412,29,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 03 2020,2020-06-03,26.789,2.041306468062022,2.572647305472805,5.106078354957411,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 04 2020,2020-06-04,21.574,2.0135895676941136,2.4904899983283375,5.1069810405139515,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 05 2020,2020-06-05,21.056,1.999640974671785,2.4195473379535977,5.107595272782107,13.031538476086158,4.9702176587426425,14.007980347974412,36,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 06 2020,2020-06-06,21.355,1.997596671232624,2.3442774268419733,5.1083696050339364,13.031538476086158,4.9702176587426425,14.007980347974412,39,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 07 2020,2020-06-07,21.109,2.002037895366338,2.275409914234301,5.109007798612013,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 08 2020,2020-06-08,21.485,1.998103008689355,2.202409611136337,5.1098502448118985,13.031538476086158,4.9702176587426425,14.007980347974412,23,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 09 2020,2020-06-09,23.459,2.0141468003433776,2.1700646978712776,5.11196403903415,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 10 2020,2020-06-10,20.844,2.0179105034664273,2.1156820689662355,5.112456444709141,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 11 2020,2020-06-11,20.718,2.022295720612919,2.0654059991854514,5.112883515592226,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 12 2020,2020-06-12,19.594,2.054408543685491,2.0701728524510115,5.1128005884454595,13.031538476086158,4.9702176587426425,14.007980347974412,30,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 13 2020,2020-06-13,22.249,2.0424321134204564,2.008298379004872,5.114084347581389,13.031538476086158,4.9702176587426425,14.007980347974412,31,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 14 2020,2020-06-14,20.079,2.064894736122033,1.9825647883919555,5.11420498403686,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 15 2020,2020-06-15,21.084,2.0643947789723716,1.9213055669049823,5.114812944139595,13.031538476086158,4.9702176587426425,14.007980347974412,27,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 16 2020,2020-06-16,19.859,2.049189521872443,1.9048344797549959,5.114835229864659,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 17 2020,2020-06-17,19.483,2.087163862674718,1.9052452477790818,5.1147023481945615,13.031538476086158,4.9702176587426425,14.007980347974412,28,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 18 2020,2020-06-18,20.021,2.0973028448434863,1.8702868511352373,5.114792857160747,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 19 2020,2020-06-19,18.832,2.1367345751935685,1.9046545192575954,5.11441936967634,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 20 2020,2020-06-20,22.828,2.0990429083357323,1.8941880961035416,5.1160615315738145,13.031538476086158,4.9702176587426425,14.007980347974412,31,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 21 2020,2020-06-21,18.21,2.1781957481460217,1.976455574074074,5.1154908188434085,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 22 2020,2020-06-22,18.816,2.2067892901825434,1.9870671361583485,5.115109885650286,13.031538476086158,4.9702176587426425,14.007980347974412,34,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 23 2020,2020-06-23,20.294,1.70542842596572,1.9268476999861854,5.115317699160925,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 24 2020,2020-06-24,18.414,1.7626870110290476,1.9575072001012195,5.114806738675327,13.031538476086158,4.9702176587426425,14.007980347974412,23,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 25 2020,2020-06-25,18.327,1.8059788392492389,1.9807300130633634,5.114269524753129,13.031538476086158,4.9702176587426425,14.007980347974412,27,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 26 2020,2020-06-26,20.79,1.8022313848026719,1.9170862278402054,5.114712381126024,13.031538476086158,4.9702176587426425,14.007980347974412,34,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 27 2020,2020-06-27,17.954,1.869512908779151,1.962274406895874,5.114069546063991,13.031538476086158,4.9702176587426425,14.007980347974412,36,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 28 2020,2020-06-28,19.788,1.8612832444557934,1.903262045401456,5.1140520732781,13.031538476086158,4.9702176587426425,14.007980347974412,30,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 29 2020,2020-06-29,18.697,1.8380086000323852,1.8850648265767116,5.113628897710333,13.031538476086158,4.9702176587426425,14.007980347974412,27,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jun 30 2020,2020-06-30,33.389,2.973718166619483,3.762615687659487,5.12682494091684,13.031538476086158,4.9702176587426425,14.007980347974412,33,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 01 2020,2020-07-01,18.622,2.9896157220481028,3.6901214428338798,5.126370635350716,13.031538476086158,4.9702176587426425,14.007980347974412,30,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 02 2020,2020-07-02,20.24,2.9914794304421646,3.573011070665294,5.126537775233042,13.031538476086158,4.9702176587426425,14.007980347974412,30,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 03 2020,2020-07-03,18.341,2.806534482853931,3.5129367257134088,5.125996615677692,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 04 2020,2020-07-04,18.452,2.826359867797931,3.4439577805329185,5.125488614249484,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 05 2020,2020-07-05,18.548,2.8457489951993367,3.3686443616421164,5.125010024535949,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 06 2020,2020-07-06,82.924,11.769802495437613,15.952167136093635,5.3102372168952625,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 07 2020,2020-07-07,18.85,11.785881909223475,15.492547186180047,5.3097843050627445,13.031538476086158,4.9702176587426425,14.007980347974412,31,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 08 2020,2020-07-08,20.428,11.79020731706235,15.012489735853821,5.309936237515065,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 09 2020,2020-07-09,23.289,11.78969070031931,14.520846351641575,5.311681961840149,13.031538476086158,4.9702176587426425,14.007980347974412,21,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 10 2020,2020-07-10,21.159,11.788459861042178,14.06040396934151,5.312176183755355,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 11 2020,2020-07-11,21.921,11.784788400755229,13.606160339267934,5.313073473857512,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 12 2020,2020-07-12,19.306,11.78725551026905,13.202404409128262,5.3127702708384,13.031538476086158,4.9702176587426425,14.007980347974412,17,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 13 2020,2020-07-13,19.507,11.798876442515507,12.803944148486103,5.312539620676189,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 14 2020,2020-07-14,23.101,11.792320442978358,12.384042560966392,5.314147016693917,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 15 2020,2020-07-15,19.577,11.801248834217786,12.008927627332298,5.313940135419752,13.031538476086158,4.9702176587426425,14.007980347974412,29,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 16 2020,2020-07-16,19.49,11.804107432214627,11.644617988387688,5.313700308854124,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 17 2020,2020-07-17,20.776,11.795749419946203,11.271869979108274,5.313998266987538,13.031538476086158,4.9702176587426425,14.007980347974412,15,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 18 2020,2020-07-18,20.872,11.790945309124238,10.90956184292917,5.314340130865282,13.031538476086158,4.9702176587426425,14.007980347974412,14,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 19 2020,2020-07-19,19.921,11.781281711637567,10.56953580818351,5.314263552963799,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 20 2020,2020-07-20,19.926,11.78979235137354,10.238874377801615,5.314188188308785,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 21 2020,2020-07-21,32.341,11.90123021169343,10.23044296515088,5.325103613714903,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 22 2020,2020-07-22,36.913,12.148299934085681,10.510466600264838,5.343026379258202,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 23 2020,2020-07-23,21.722,12.138482658352602,10.17711007758022,5.343770790361292,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 24 2020,2020-07-24,20.536,12.114266390708845,9.871550214608034,5.3439316720631505,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 25 2020,2020-07-25,41.167,12.488347170807723,10.537052705620901,5.369701505863884,13.031538476086158,4.9702176587426425,14.007980347974412,21,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 26 2020,2020-07-26,22.3,12.476813164297292,10.206011840679963,5.37074207141521,13.031538476086158,4.9702176587426425,14.007980347974412,17,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 27 2020,2020-07-27,22.129,12.426364410203535,9.886720008575582,5.371682408733686,13.031538476086158,4.9702176587426425,14.007980347974412,16,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 28 2020,2020-07-28,21.013,12.412438651953385,9.595488571721592,5.372040538695323,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 29 2020,2020-07-29,20.983,12.382469540006792,9.311168550046778,5.372382888178988,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 30 2020,2020-07-30,21.472,12.28124566971936,9.024508804219664,5.372964310231093,13.031538476086158,4.9702176587426425,14.007980347974412,16,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Jul 31 2020,2020-07-31,22.421,12.241329945448488,8.73391107957971,5.374062739859177,13.031538476086158,4.9702176587426425,14.007980347974412,20,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 01 2020,2020-08-01,24.008,12.217322367860744,8.44819265301941,5.376179816848319,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 02 2020,2020-08-02,20.104,12.191153964785451,8.21757554359497,5.376129105309862,13.031538476086158,4.9702176587426425,14.007980347974412,30,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 03 2020,2020-08-03,21.174,12.154623785815554,7.966999918147195,5.376553403512026,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 04 2020,2020-08-04,21.068,12.120044153024566,7.724607159746853,5.376925031517458,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 05 2020,2020-08-05,21.17,5.094954967371197,7.486649222435993,5.377344137031267,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 06 2020,2020-08-06,20.937,5.055780914361619,7.258836784502519,5.3776508657970075,13.031538476086158,4.9702176587426425,14.007980347974412,17,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 07 2020,2020-08-07,20.947,5.0486531241328425,7.036603192444495,5.377960818501724,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 08 2020,2020-08-08,20.632,5.061404729937143,6.8256644097477,5.3781262542382295,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 09 2020,2020-08-09,25.45,5.07929992053618,6.640682859883348,5.3813075597455535,13.031538476086158,4.9702176587426425,14.007980347974412,32,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 10 2020,2020-08-10,20.026,5.101862705700371,6.459226393612176,5.3812152255506405,13.031538476086158,4.9702176587426425,14.007980347974412,30,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 11 2020,2020-08-11,19.691,5.093509309411115,6.289165913314558,5.380994338950488,13.031538476086158,4.9702176587426425,14.007980347974412,21,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 12 2020,2020-08-12,19.74,5.088628320584801,6.1191221940965885,5.380791035878138,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 13 2020,2020-08-13,21.986,5.089823118214705,5.918751206251229,5.3816150516737755,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 14 2020,2020-08-14,19.94,5.082610835220327,5.752747970469704,5.38148565771275,13.031538476086158,4.9702176587426425,14.007980347974412,23,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 15 2020,2020-08-15,20.352,5.066276680506948,5.580548411305982,5.381521223308003,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 16 2020,2020-08-16,24.389,5.061316241053731,5.431662764224488,5.383863027473807,13.031538476086158,4.9702176587426425,14.007980347974412,18,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 17 2020,2020-08-17,19.89,5.0776609575670015,5.282804860377258,5.3837105728533325,13.031538476086158,4.9702176587426425,14.007980347974412,21,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 18 2020,2020-08-18,41.691,6.102500888885716,7.098665624030706,5.409933309996696,13.031538476086158,4.9702176587426425,14.007980347974412,26,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 19 2020,2020-08-19,19.728,6.106646900535225,6.9217680612704084,5.409705772945331,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 20 2020,2020-08-20,20.228,5.901016168190161,6.730886145078261,5.409670100668157,13.031538476086158,4.9702176587426425,14.007980347974412,29,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 21 2020,2020-08-21,18.513,5.349134475158905,6.599116655571346,5.40905312980184,13.031538476086158,4.9702176587426425,14.007980347974412,20,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 22 2020,2020-08-22,25.017,5.366121855261718,6.412237151997804,5.4118157929299056,13.031538476086158,4.9702176587426425,14.007980347974412,22,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 23 2020,2020-08-23,20.151,5.371743540771126,6.234949168751534,5.4117453978499,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 24 2020,2020-08-24,21.243,4.07308262218268,6.039301451576058,5.41215217773228,13.031538476086158,4.9702176587426425,14.007980347974412,27,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 25 2020,2020-08-25,19.589,4.094982454876604,5.8852890835119815,5.411869222993473,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 26 2020,2020-08-26,21.691,4.09475660287418,5.694177272973445,5.412495303261172,13.031538476086158,4.9702176587426425,14.007980347974412,19,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 27 2020,2020-08-27,20.309,4.101679613910927,5.528567438087051,5.4124844261012015,13.031538476086158,4.9702176587426425,14.007980347974412,27,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 28 2020,2020-08-28,19.913,4.113825012064214,5.375541418097726,5.4123174499189055,13.031538476086158,4.9702176587426425,14.007980347974412,15,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 29 2020,2020-08-29,18.551,4.15577674787289,5.26916598676158,5.411706826248678,13.031538476086158,4.9702176587426425,14.007980347974412,28,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 30 2020,2020-08-30,27.148,4.272615695117103,5.271565669618624,5.416237156745668,13.031538476086158,4.9702176587426425,14.007980347974412,27,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Aug 31 2020,2020-08-31,18.557,4.293206896251687,5.175053780449124,5.415625742403975,13.031538476086158,4.9702176587426425,14.007980347974412,24,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Sep 01 2020,2020-09-01,18.774,4.316640821606388,5.0648894565150915,5.415075409605973,13.031538476086158,4.9702176587426425,14.007980347974412,25,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Sep 02 2020,2020-09-02,28.904,4.515446051081773,5.221329936900904,5.421319497088045,13.031538476086158,4.9702176587426425,14.007980347974412,15,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
Sep 03 2020,2020-09-03,18.873,4.546635110451056,5.115638920852986,5.420794695243629,13.031538476086158,4.9702176587426425,14.007980347974412,16,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,1
