date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jul 11 2014,2014-07-11,8.936,86,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 12 2014,2014-07-12,6.093,92,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 13 2014,2014-07-13,5.273,99,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 14 2014,2014-07-14,4.667,86,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 15 2014,2014-07-15,4.102,122,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 16 2014,2014-07-16,4.05,119,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 17 2014,2014-07-17,4.052,126,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 18 2014,2014-07-18,3.85,114,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 19 2014,2014-07-19,3.791,120,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 20 2014,2014-07-20,3.246,138,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 21 2014,2014-07-21,3.295,129,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 22 2014,2014-07-22,3.273,132,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 23 2014,2014-07-23,3.072,161,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 24 2014,2014-07-24,3.032,147,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 25 2014,2014-07-25,3.167,169,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 26 2014,2014-07-26,3.047,146,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 27 2014,2014-07-27,3.241,166,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 28 2014,2014-07-28,3.119,153,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 29 2014,2014-07-29,2.966,186,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 30 2014,2014-07-30,3.0,161,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 31 2014,2014-07-31,2.942,187,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 01 2014,2014-08-01,2.894,210,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 02 2014,2014-08-02,2.92,211,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 03 2014,2014-08-03,2.95,216,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 04 2014,2014-08-04,2.859,228,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 05 2014,2014-08-05,2.573,206,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 06 2014,2014-08-06,2.633,214,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 07 2014,2014-08-07,2.695,197,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 08 2014,2014-08-08,2.553,247,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 09 2014,2014-08-09,2.64,207,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 10 2014,2014-08-10,2.608,209,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 11 2014,2014-08-11,2.656,224,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 12 2014,2014-08-12,2.631,221,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 13 2014,2014-08-13,2.637,222,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 14 2014,2014-08-14,2.744,228,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 15 2014,2014-08-15,2.555,291,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 16 2014,2014-08-16,2.755,252,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 17 2014,2014-08-17,2.347,290,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 18 2014,2014-08-18,2.508,245,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 19 2014,2014-08-19,2.548,227,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 20 2014,2014-08-20,2.529,267,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 21 2014,2014-08-21,2.508,247,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 22 2014,2014-08-22,2.506,268,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 23 2014,2014-08-23,2.544,283,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 24 2014,2014-08-24,2.59,256,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 25 2014,2014-08-25,2.479,306,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 26 2014,2014-08-26,2.571,302,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 27 2014,2014-08-27,2.552,276,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 28 2014,2014-08-28,2.362,311,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 29 2014,2014-08-29,2.543,317,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 30 2014,2014-08-30,2.434,346,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 31 2014,2014-08-31,2.419,346,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 01 2014,2014-09-01,2.588,291,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 02 2014,2014-09-02,2.501,313,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 03 2014,2014-09-03,2.55,286,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 04 2014,2014-09-04,2.509,246,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 05 2014,2014-09-05,2.369,298,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 06 2014,2014-09-06,2.331,319,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 07 2014,2014-09-07,2.284,361,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 08 2014,2014-09-08,2.357,317,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 09 2014,2014-09-09,2.305,276,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 10 2014,2014-09-10,2.338,264,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 11 2014,2014-09-11,2.225,310,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 12 2014,2014-09-12,2.143,357,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 13 2014,2014-09-13,2.061,380,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 14 2014,2014-09-14,2.103,361,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 15 2014,2014-09-15,2.065,318,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 16 2014,2014-09-16,2.086,323,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 17 2014,2014-09-17,2.117,299,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 18 2014,2014-09-18,1.994,303,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 19 2014,2014-09-19,1.954,343,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 20 2014,2014-09-20,1.903,434,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 21 2014,2014-09-21,1.986,365,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 22 2014,2014-09-22,1.925,314,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 23 2014,2014-09-23,1.939,332,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 24 2014,2014-09-24,1.927,288,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 25 2014,2014-09-25,1.945,267,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 26 2014,2014-09-26,1.757,388,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 27 2014,2014-09-27,1.752,450,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 28 2014,2014-09-28,1.807,406,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 29 2014,2014-09-29,1.793,292,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 30 2014,2014-09-30,1.826,317,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 01 2014,2014-10-01,1.916,350,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 02 2014,2014-10-02,1.814,362,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 03 2014,2014-10-03,1.869,395,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 04 2014,2014-10-04,1.895,435,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 05 2014,2014-10-05,1.859,452,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 06 2014,2014-10-06,1.878,323,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 07 2014,2014-10-07,1.9,368,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 08 2014,2014-10-08,1.876,342,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 09 2014,2014-10-09,1.788,404,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 10 2014,2014-10-10,1.814,406,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 11 2014,2014-10-11,1.807,451,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 12 2014,2014-10-12,1.792,437,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 13 2014,2014-10-13,1.764,391,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 14 2014,2014-10-14,1.958,318,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 15 2014,2014-10-15,1.792,336,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 16 2014,2014-10-16,1.761,355,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 17 2014,2014-10-17,1.705,401,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 18 2014,2014-10-18,1.689,464,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 19 2014,2014-10-19,1.663,462,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 20 2014,2014-10-20,1.683,349,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 21 2014,2014-10-21,1.722,321,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 22 2014,2014-10-22,1.775,343,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 23 2014,2014-10-23,1.729,326,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 24 2014,2014-10-24,1.753,415,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 25 2014,2014-10-25,1.812,407,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 26 2014,2014-10-26,1.625,505,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 27 2014,2014-10-27,1.712,351,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 28 2014,2014-10-28,1.708,409,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 29 2014,2014-10-29,1.787,330,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 30 2014,2014-10-30,1.937,308,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 31 2014,2014-10-31,1.643,486,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 01 2014,2014-11-01,1.624,529,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 02 2014,2014-11-02,1.6,464,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 03 2014,2014-11-03,1.623,391,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 04 2014,2014-11-04,1.704,350,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 05 2014,2014-11-05,1.688,337,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 06 2014,2014-11-06,1.595,363,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 07 2014,2014-11-07,1.56,433,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 08 2014,2014-11-08,1.603,467,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 09 2014,2014-11-09,1.587,476,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 10 2014,2014-11-10,1.619,372,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 11 2014,2014-11-11,1.528,373,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 12 2014,2014-11-12,1.161,664,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 13 2014,2014-11-13,1.232,507,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 14 2014,2014-11-14,1.373,478,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 15 2014,2014-11-15,1.323,510,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 16 2014,2014-11-16,1.391,462,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 17 2014,2014-11-17,1.365,398,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 18 2014,2014-11-18,1.445,360,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 19 2014,2014-11-19,1.381,372,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 20 2014,2014-11-20,1.451,272,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 21 2014,2014-11-21,1.372,371,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 22 2014,2014-11-22,1.261,430,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 23 2014,2014-11-23,1.301,406,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 24 2014,2014-11-24,1.289,345,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 25 2014,2014-11-25,1.462,311,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 26 2014,2014-11-26,1.413,327,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 27 2014,2014-11-27,1.323,421,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 28 2014,2014-11-28,1.408,452,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 29 2014,2014-11-29,2.159,112,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Nov 30 2014,2014-11-30,1.594,667,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 01 2014,2014-12-01,1.272,454,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 02 2014,2014-12-02,1.451,387,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 03 2014,2014-12-03,1.634,350,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 04 2014,2014-12-04,1.629,328,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 05 2014,2014-12-05,1.701,404,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 06 2014,2014-12-06,1.777,455,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 07 2014,2014-12-07,1.682,461,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 08 2014,2014-12-08,1.664,387,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 09 2014,2014-12-09,1.648,362,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 10 2014,2014-12-10,1.609,417,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 11 2014,2014-12-11,1.711,383,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 12 2014,2014-12-12,1.638,414,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 13 2014,2014-12-13,1.628,504,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 14 2014,2014-12-14,1.599,514,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 15 2014,2014-12-15,1.624,404,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 16 2014,2014-12-16,1.56,435,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 17 2014,2014-12-17,1.574,472,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 18 2014,2014-12-18,1.562,420,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 19 2014,2014-12-19,1.562,500,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 20 2014,2014-12-20,1.438,534,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 21 2014,2014-12-21,1.412,519,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 22 2014,2014-12-22,1.394,576,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 23 2014,2014-12-23,1.546,453,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 24 2014,2014-12-24,1.469,538,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 25 2014,2014-12-25,1.66,583,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 26 2014,2014-12-26,1.73,530,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 27 2014,2014-12-27,1.713,619,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 28 2014,2014-12-28,1.788,503,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 29 2014,2014-12-29,1.716,562,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 30 2014,2014-12-30,1.709,628,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Dec 31 2014,2014-12-31,1.728,509,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 01 2015,2015-01-01,1.658,541,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 02 2015,2015-01-02,1.69,672,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 03 2015,2015-01-03,1.759,623,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 04 2015,2015-01-04,1.717,649,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 05 2015,2015-01-05,1.704,616,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 06 2015,2015-01-06,1.731,583,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 07 2015,2015-01-07,1.754,481,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 08 2015,2015-01-08,1.738,573,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 09 2015,2015-01-09,1.692,847,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 10 2015,2015-01-10,1.835,836,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 11 2015,2015-01-11,1.907,747,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 12 2015,2015-01-12,1.984,636,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 13 2015,2015-01-13,1.937,646,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 14 2015,2015-01-14,1.958,643,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 15 2015,2015-01-15,1.967,647,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 16 2015,2015-01-16,1.939,697,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 17 2015,2015-01-17,1.979,725,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 18 2015,2015-01-18,1.997,687,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 19 2015,2015-01-19,1.966,567,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 20 2015,2015-01-20,1.948,554,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 21 2015,2015-01-21,1.977,531,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 22 2015,2015-01-22,1.965,494,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 23 2015,2015-01-23,1.976,574,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 24 2015,2015-01-24,2.017,664,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 25 2015,2015-01-25,1.838,741,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 26 2015,2015-01-26,1.794,612,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 27 2015,2015-01-27,1.81,566,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 28 2015,2015-01-28,1.891,526,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 29 2015,2015-01-29,1.86,546,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 30 2015,2015-01-30,1.851,644,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jan 31 2015,2015-01-31,1.911,658,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 01 2015,2015-02-01,1.753,726,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 02 2015,2015-02-02,1.834,586,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 03 2015,2015-02-03,1.817,559,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 04 2015,2015-02-04,1.895,522,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 05 2015,2015-02-05,1.859,512,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 06 2015,2015-02-06,1.781,593,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 07 2015,2015-02-07,1.855,685,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 08 2015,2015-02-08,1.755,625,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 09 2015,2015-02-09,1.777,533,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 10 2015,2015-02-10,1.862,428,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 11 2015,2015-02-11,1.872,397,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 12 2015,2015-02-12,1.832,486,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 13 2015,2015-02-13,1.834,574,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 14 2015,2015-02-14,1.862,585,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 15 2015,2015-02-15,1.811,621,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 16 2015,2015-02-16,1.795,562,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 17 2015,2015-02-17,1.836,502,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 18 2015,2015-02-18,1.84,495,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 19 2015,2015-02-19,1.947,459,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 20 2015,2015-02-20,1.901,550,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 21 2015,2015-02-21,1.962,523,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 22 2015,2015-02-22,1.905,543,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 23 2015,2015-02-23,1.931,422,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 24 2015,2015-02-24,2.012,426,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 25 2015,2015-02-25,1.996,423,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 26 2015,2015-02-26,2.065,426,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 27 2015,2015-02-27,1.907,534,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 28 2015,2015-02-28,1.954,527,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 01 2015,2015-03-01,1.933,538,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 02 2015,2015-03-02,2.039,412,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 03 2015,2015-03-03,2.02,414,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
