date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Feb 02 2017,2017-02-02,5.453,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 03 2017,2017-02-03,5.503,37,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 04 2017,2017-02-04,5.577,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 05 2017,2017-02-05,5.576,45,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 06 2017,2017-02-06,5.566,44,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 07 2017,2017-02-07,5.652,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 08 2017,2017-02-08,5.747,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 09 2017,2017-02-09,5.753,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 10 2017,2017-02-10,5.538,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 11 2017,2017-02-11,5.729,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 12 2017,2017-02-12,6.06,36,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 13 2017,2017-02-13,5.869,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 14 2017,2017-02-14,6.222,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 15 2017,2017-02-15,5.828,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 16 2017,2017-02-16,5.867,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 17 2017,2017-02-17,6.315,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 18 2017,2017-02-18,5.669,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 19 2017,2017-02-19,5.486,41,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 20 2017,2017-02-20,5.352,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 21 2017,2017-02-21,5.396,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 22 2017,2017-02-22,5.607,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 23 2017,2017-02-23,5.74,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 24 2017,2017-02-24,5.865,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 25 2017,2017-02-25,5.773,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 26 2017,2017-02-26,5.859,39,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 27 2017,2017-02-27,5.807,39,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Feb 28 2017,2017-02-28,5.412,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 01 2017,2017-03-01,5.557,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 02 2017,2017-03-02,5.429,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 03 2017,2017-03-03,5.589,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 04 2017,2017-03-04,5.612,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 05 2017,2017-03-05,5.206,45,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 06 2017,2017-03-06,5.361,39,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 07 2017,2017-03-07,5.399,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 08 2017,2017-03-08,5.47,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 09 2017,2017-03-09,5.45,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 10 2017,2017-03-10,5.699,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 11 2017,2017-03-11,5.217,36,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 12 2017,2017-03-12,5.461,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 13 2017,2017-03-13,5.232,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 14 2017,2017-03-14,5.419,41,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 15 2017,2017-03-15,5.518,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 16 2017,2017-03-16,5.146,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 17 2017,2017-03-17,5.084,40,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 18 2017,2017-03-18,5.1,40,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 19 2017,2017-03-19,4.587,51,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 20 2017,2017-03-20,4.728,60,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 21 2017,2017-03-21,5.589,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 22 2017,2017-03-22,5.124,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 23 2017,2017-03-23,4.946,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 24 2017,2017-03-24,5.176,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 25 2017,2017-03-25,4.984,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 26 2017,2017-03-26,4.472,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 27 2017,2017-03-27,4.615,36,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 28 2017,2017-03-28,4.753,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 29 2017,2017-03-29,4.796,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 30 2017,2017-03-30,4.758,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 31 2017,2017-03-31,5.07,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 01 2017,2017-04-01,5.129,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 02 2017,2017-04-02,4.958,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 03 2017,2017-04-03,5.144,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 04 2017,2017-04-04,4.851,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 05 2017,2017-04-05,4.965,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 06 2017,2017-04-06,4.758,36,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 07 2017,2017-04-07,4.69,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 08 2017,2017-04-08,4.869,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 09 2017,2017-04-09,4.95,41,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 10 2017,2017-04-10,5.295,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 11 2017,2017-04-11,4.853,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 12 2017,2017-04-12,5.212,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 13 2017,2017-04-13,4.868,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 14 2017,2017-04-14,4.801,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 15 2017,2017-04-15,4.858,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 16 2017,2017-04-16,5.141,37,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 17 2017,2017-04-17,5.329,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 18 2017,2017-04-18,5.45,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 19 2017,2017-04-19,5.494,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 20 2017,2017-04-20,5.238,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 21 2017,2017-04-21,5.497,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 22 2017,2017-04-22,5.491,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 23 2017,2017-04-23,5.326,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 24 2017,2017-04-24,5.367,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 25 2017,2017-04-25,5.158,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 26 2017,2017-04-26,5.266,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 27 2017,2017-04-27,5.404,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 28 2017,2017-04-28,5.364,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 29 2017,2017-04-29,5.407,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 30 2017,2017-04-30,5.487,36,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 01 2017,2017-05-01,5.417,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 02 2017,2017-05-02,5.56,20,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 03 2017,2017-05-03,5.34,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 04 2017,2017-05-04,5.346,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 05 2017,2017-05-05,5.277,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 06 2017,2017-05-06,5.348,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 07 2017,2017-05-07,5.457,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 08 2017,2017-05-08,5.413,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 09 2017,2017-05-09,5.788,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 10 2017,2017-05-10,5.395,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 11 2017,2017-05-11,5.259,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 12 2017,2017-05-12,5.219,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 13 2017,2017-05-13,5.193,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 14 2017,2017-05-14,5.119,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 15 2017,2017-05-15,5.249,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 16 2017,2017-05-16,5.224,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 17 2017,2017-05-17,5.552,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 18 2017,2017-05-18,5.478,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 19 2017,2017-05-19,5.552,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 20 2017,2017-05-20,6.015,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 21 2017,2017-05-21,5.679,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 22 2017,2017-05-22,5.043,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 23 2017,2017-05-23,5.113,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 24 2017,2017-05-24,4.28,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 25 2017,2017-05-25,4.654,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 26 2017,2017-05-26,4.848,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 27 2017,2017-05-27,4.595,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 28 2017,2017-05-28,4.482,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 29 2017,2017-05-29,4.436,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 30 2017,2017-05-30,4.548,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 31 2017,2017-05-31,4.72,20,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 01 2017,2017-06-01,4.892,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 02 2017,2017-06-02,5.031,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 03 2017,2017-06-03,4.897,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 04 2017,2017-06-04,5.009,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 05 2017,2017-06-05,4.408,39,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 06 2017,2017-06-06,4.553,39,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 07 2017,2017-06-07,4.64,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 08 2017,2017-06-08,4.443,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 09 2017,2017-06-09,4.336,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 10 2017,2017-06-10,4.429,36,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 11 2017,2017-06-11,4.536,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 12 2017,2017-06-12,4.33,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 13 2017,2017-06-13,4.538,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 14 2017,2017-06-14,4.447,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 15 2017,2017-06-15,4.52,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 16 2017,2017-06-16,4.644,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 17 2017,2017-06-17,4.41,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 18 2017,2017-06-18,4.38,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 19 2017,2017-06-19,4.126,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 20 2017,2017-06-20,4.116,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 21 2017,2017-06-21,4.499,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 22 2017,2017-06-22,3.847,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 23 2017,2017-06-23,3.82,43,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 24 2017,2017-06-24,3.684,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 25 2017,2017-06-25,3.559,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 26 2017,2017-06-26,3.68,42,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 27 2017,2017-06-27,4.161,79,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 28 2017,2017-06-28,4.5,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 29 2017,2017-06-29,4.294,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 30 2017,2017-06-30,4.201,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 01 2017,2017-07-01,4.593,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 02 2017,2017-07-02,4.479,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 03 2017,2017-07-03,4.524,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 04 2017,2017-07-04,4.213,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 05 2017,2017-07-05,4.409,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 06 2017,2017-07-06,4.514,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 07 2017,2017-07-07,4.256,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 08 2017,2017-07-08,4.291,35,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 09 2017,2017-07-09,4.174,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 10 2017,2017-07-10,4.374,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 11 2017,2017-07-11,4.429,36,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 12 2017,2017-07-12,4.231,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 13 2017,2017-07-13,4.537,20,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 14 2017,2017-07-14,4.638,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 15 2017,2017-07-15,4.528,49,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 16 2017,2017-07-16,4.683,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 17 2017,2017-07-17,4.545,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 18 2017,2017-07-18,4.757,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 19 2017,2017-07-19,4.693,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 20 2017,2017-07-20,4.799,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 21 2017,2017-07-21,4.786,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 22 2017,2017-07-22,5.063,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 23 2017,2017-07-23,4.801,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 24 2017,2017-07-24,5.074,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 25 2017,2017-07-25,5.312,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 26 2017,2017-07-26,5.043,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 27 2017,2017-07-27,5.245,32,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 28 2017,2017-07-28,5.445,20,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 29 2017,2017-07-29,5.3,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 30 2017,2017-07-30,5.067,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 31 2017,2017-07-31,5.26,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 01 2017,2017-08-01,5.963,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 02 2017,2017-08-02,5.361,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 03 2017,2017-08-03,5.958,53,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 04 2017,2017-08-04,5.594,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 05 2017,2017-08-05,5.49,27,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 06 2017,2017-08-06,5.256,20,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 07 2017,2017-08-07,5.381,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 08 2017,2017-08-08,5.335,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 09 2017,2017-08-09,5.282,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 10 2017,2017-08-10,5.199,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 11 2017,2017-08-11,4.928,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 12 2017,2017-08-12,4.815,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 13 2017,2017-08-13,4.861,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 14 2017,2017-08-14,4.985,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 15 2017,2017-08-15,4.903,17,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 16 2017,2017-08-16,4.845,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 17 2017,2017-08-17,4.914,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 18 2017,2017-08-18,5.399,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 19 2017,2017-08-19,4.773,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 20 2017,2017-08-20,4.83,20,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 21 2017,2017-08-21,4.906,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 22 2017,2017-08-22,4.754,14,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 23 2017,2017-08-23,4.556,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 24 2017,2017-08-24,4.809,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 25 2017,2017-08-25,4.969,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 26 2017,2017-08-26,4.841,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 27 2017,2017-08-27,4.506,42,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 28 2017,2017-08-28,4.328,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 29 2017,2017-08-29,4.486,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 30 2017,2017-08-30,4.492,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 31 2017,2017-08-31,4.681,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 01 2017,2017-09-01,4.919,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 02 2017,2017-09-02,4.983,42,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 03 2017,2017-09-03,5.199,33,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 04 2017,2017-09-04,4.849,26,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 05 2017,2017-09-05,4.714,22,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 06 2017,2017-09-06,4.586,19,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 07 2017,2017-09-07,4.504,30,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 08 2017,2017-09-08,4.923,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 09 2017,2017-09-09,4.973,28,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 10 2017,2017-09-10,5.02,42,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 11 2017,2017-09-11,5.155,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 12 2017,2017-09-12,5.06,25,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 13 2017,2017-09-13,4.989,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 14 2017,2017-09-14,5.104,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 15 2017,2017-09-15,4.975,47,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 16 2017,2017-09-16,5.233,34,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 17 2017,2017-09-17,5.327,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 18 2017,2017-09-18,4.947,18,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 19 2017,2017-09-19,4.76,24,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 20 2017,2017-09-20,4.835,31,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 21 2017,2017-09-21,5.093,21,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 22 2017,2017-09-22,5.206,16,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 23 2017,2017-09-23,5.061,29,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 24 2017,2017-09-24,4.647,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 25 2017,2017-09-25,4.854,38,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 26 2017,2017-09-26,5.136,23,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
