date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Oct 30 2016,2016-10-30,5.735,10,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Oct 31 2016,2016-10-31,5.768,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 02 2016,2016-11-02,6.239,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 03 2016,2016-11-03,6.379,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 04 2016,2016-11-04,6.625,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 05 2016,2016-11-05,6.471,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 06 2016,2016-11-06,6.867,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 07 2016,2016-11-07,6.546,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 09 2016,2016-11-09,6.818,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 10 2016,2016-11-10,6.76,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 11 2016,2016-11-11,6.68,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 12 2016,2016-11-12,7.048,11,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 13 2016,2016-11-13,8.076,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 14 2016,2016-11-14,7.185,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 16 2016,2016-11-16,7.689,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 17 2016,2016-11-17,6.07,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 18 2016,2016-11-18,7.207,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 19 2016,2016-11-19,7.706,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 21 2016,2016-11-21,6.054,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 22 2016,2016-11-22,6.328,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 23 2016,2016-11-23,6.981,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 24 2016,2016-11-24,6.052,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 25 2016,2016-11-25,7.185,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 26 2016,2016-11-26,7.203,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 27 2016,2016-11-27,6.968,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 28 2016,2016-11-28,6.65,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 29 2016,2016-11-29,6.723,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Nov 30 2016,2016-11-30,7.211,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 01 2016,2016-12-01,7.382,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 02 2016,2016-12-02,7.186,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 03 2016,2016-12-03,7.156,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 04 2016,2016-12-04,7.8,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 05 2016,2016-12-05,7.764,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 06 2016,2016-12-06,7.15,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 07 2016,2016-12-07,7.115,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 08 2016,2016-12-08,6.759,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 09 2016,2016-12-09,7.963,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 10 2016,2016-12-10,7.989,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 11 2016,2016-12-11,8.06,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 12 2016,2016-12-12,7.301,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 13 2016,2016-12-13,6.72,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 14 2016,2016-12-14,7.255,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 15 2016,2016-12-15,7.102,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 16 2016,2016-12-16,7.927,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 17 2016,2016-12-17,7.114,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 18 2016,2016-12-18,6.878,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 19 2016,2016-12-19,8.359,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 20 2016,2016-12-20,7.406,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 21 2016,2016-12-21,7.955,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 22 2016,2016-12-22,7.248,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 23 2016,2016-12-23,8.079,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 24 2016,2016-12-24,6.67,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 25 2016,2016-12-25,7.153,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 26 2016,2016-12-26,7.239,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 27 2016,2016-12-27,7.176,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 28 2016,2016-12-28,7.248,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 29 2016,2016-12-29,7.212,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 30 2016,2016-12-30,6.929,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Dec 31 2016,2016-12-31,7.108,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 01 2017,2017-01-01,6.63,8,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 02 2017,2017-01-02,7.033,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 03 2017,2017-01-03,7.292,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 04 2017,2017-01-04,7.961,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 05 2017,2017-01-05,8.229,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 06 2017,2017-01-06,8.081,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 07 2017,2017-01-07,8.181,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 08 2017,2017-01-08,7.479,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 09 2017,2017-01-09,7.768,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 10 2017,2017-01-10,8.064,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 11 2017,2017-01-11,7.932,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 12 2017,2017-01-12,6.768,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 13 2017,2017-01-13,7.232,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 14 2017,2017-01-14,7.719,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 15 2017,2017-01-15,6.774,11,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 16 2017,2017-01-16,7.585,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 17 2017,2017-01-17,7.762,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 18 2017,2017-01-18,7.741,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 20 2017,2017-01-20,7.876,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 21 2017,2017-01-21,7.97,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 22 2017,2017-01-22,8.15,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 23 2017,2017-01-23,8.51,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 24 2017,2017-01-24,8.198,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 25 2017,2017-01-25,8.499,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 27 2017,2017-01-27,7.884,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 28 2017,2017-01-28,8.426,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 29 2017,2017-01-29,9.346,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 30 2017,2017-01-30,8.682,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jan 31 2017,2017-01-31,9.316,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 01 2017,2017-02-01,9.564,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 02 2017,2017-02-02,10.083,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 03 2017,2017-02-03,10.049,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 04 2017,2017-02-04,9.575,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 05 2017,2017-02-05,8.954,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 06 2017,2017-02-06,9.859,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 07 2017,2017-02-07,10.425,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 08 2017,2017-02-08,10.476,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 09 2017,2017-02-09,11.498,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 10 2017,2017-02-10,10.291,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 11 2017,2017-02-11,10.275,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 12 2017,2017-02-12,8.695,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 13 2017,2017-02-13,10.197,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 15 2017,2017-02-15,9.736,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 17 2017,2017-02-17,8.584,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 18 2017,2017-02-18,7.7,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 19 2017,2017-02-19,9.044,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 20 2017,2017-02-20,8.916,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 21 2017,2017-02-21,7.94,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 22 2017,2017-02-22,8.42,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 23 2017,2017-02-23,8.352,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 24 2017,2017-02-24,9.415,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 25 2017,2017-02-25,10.286,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 26 2017,2017-02-26,10.102,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 27 2017,2017-02-27,8.47,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Feb 28 2017,2017-02-28,9.266,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 01 2017,2017-03-01,9.996,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 02 2017,2017-03-02,9.988,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 03 2017,2017-03-03,9.544,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 04 2017,2017-03-04,10.447,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 05 2017,2017-03-05,8.45,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 06 2017,2017-03-06,9.15,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 08 2017,2017-03-08,8.131,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 09 2017,2017-03-09,9.165,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 10 2017,2017-03-10,8.677,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 11 2017,2017-03-11,9.195,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 12 2017,2017-03-12,9.298,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 14 2017,2017-03-14,9.334,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 16 2017,2017-03-16,9.768,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 17 2017,2017-03-17,8.777,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 18 2017,2017-03-18,9.241,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 19 2017,2017-03-19,9.25,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 20 2017,2017-03-20,8.354,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 21 2017,2017-03-21,8.651,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 22 2017,2017-03-22,9.224,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 23 2017,2017-03-23,8.455,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 24 2017,2017-03-24,7.4,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 25 2017,2017-03-25,8.377,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 26 2017,2017-03-26,7.763,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 27 2017,2017-03-27,8.239,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 28 2017,2017-03-28,8.406,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 29 2017,2017-03-29,8.111,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Mar 30 2017,2017-03-30,8.977,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 01 2017,2017-04-01,8.2,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 02 2017,2017-04-02,7.998,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 03 2017,2017-04-03,8.276,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 04 2017,2017-04-04,7.855,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 05 2017,2017-04-05,8.176,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 06 2017,2017-04-06,7.825,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 07 2017,2017-04-07,8.364,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 08 2017,2017-04-08,9.345,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 09 2017,2017-04-09,8.355,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 11 2017,2017-04-11,8.471,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 12 2017,2017-04-12,8.08,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 13 2017,2017-04-13,8.397,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 14 2017,2017-04-14,7.393,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 15 2017,2017-04-15,7.501,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 16 2017,2017-04-16,7.72,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 17 2017,2017-04-17,7.861,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 18 2017,2017-04-18,7.647,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 19 2017,2017-04-19,7.757,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 20 2017,2017-04-20,7.552,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 21 2017,2017-04-21,7.824,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 22 2017,2017-04-22,7.866,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 24 2017,2017-04-24,8.575,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 25 2017,2017-04-25,7.331,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 26 2017,2017-04-26,8.087,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 27 2017,2017-04-27,8.886,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 28 2017,2017-04-28,8.841,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 29 2017,2017-04-29,8.32,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Apr 30 2017,2017-04-30,8.92,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 01 2017,2017-05-01,7.85,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 02 2017,2017-05-02,6.55,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 03 2017,2017-05-03,7.639,6,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 04 2017,2017-05-04,7.449,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 05 2017,2017-05-05,7.063,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 06 2017,2017-05-06,7.876,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 07 2017,2017-05-07,7.691,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 08 2017,2017-05-08,7.25,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 09 2017,2017-05-09,6.94,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 10 2017,2017-05-10,8.498,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 11 2017,2017-05-11,8.998,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 12 2017,2017-05-12,8.782,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 13 2017,2017-05-13,9.28,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 14 2017,2017-05-14,9.491,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 15 2017,2017-05-15,8.178,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 16 2017,2017-05-16,7.82,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 17 2017,2017-05-17,10.95,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 18 2017,2017-05-18,11.489,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 19 2017,2017-05-19,11.612,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 21 2017,2017-05-21,11.627,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 22 2017,2017-05-22,12.25,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 23 2017,2017-05-23,9.355,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 24 2017,2017-05-24,9.934,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 25 2017,2017-05-25,7.203,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 26 2017,2017-05-26,8.5,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 27 2017,2017-05-27,7.093,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 28 2017,2017-05-28,7.713,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 29 2017,2017-05-29,7.906,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 30 2017,2017-05-30,9.504,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
May 31 2017,2017-05-31,7.591,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 01 2017,2017-06-01,8.414,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 02 2017,2017-06-02,8.764,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 03 2017,2017-06-03,11.276,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 04 2017,2017-06-04,7.745,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 05 2017,2017-06-05,8.593,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 06 2017,2017-06-06,8.83,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 07 2017,2017-06-07,9.257,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 08 2017,2017-06-08,9.623,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 09 2017,2017-06-09,10.886,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 10 2017,2017-06-10,9.426,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 11 2017,2017-06-11,10.094,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 12 2017,2017-06-12,10.584,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 14 2017,2017-06-14,9.276,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 15 2017,2017-06-15,10.659,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 16 2017,2017-06-16,10.131,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 17 2017,2017-06-17,9.745,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 18 2017,2017-06-18,10.436,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 19 2017,2017-06-19,10.31,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 21 2017,2017-06-21,7.895,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 22 2017,2017-06-22,9.459,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 23 2017,2017-06-23,7.06,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 24 2017,2017-06-24,8.696,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 25 2017,2017-06-25,7.845,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 26 2017,2017-06-26,7.647,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 27 2017,2017-06-27,7.125,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 29 2017,2017-06-29,7.832,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jun 30 2017,2017-06-30,7.828,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 01 2017,2017-07-01,6.984,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 02 2017,2017-07-02,7.723,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 03 2017,2017-07-03,7.627,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 04 2017,2017-07-04,7.663,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 05 2017,2017-07-05,7.728,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 06 2017,2017-07-06,8.142,5,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 07 2017,2017-07-07,7.63,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 08 2017,2017-07-08,8.048,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 09 2017,2017-07-09,8.178,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 10 2017,2017-07-10,8.101,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 11 2017,2017-07-11,8.241,2,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 12 2017,2017-07-12,8.653,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 13 2017,2017-07-13,7.248,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 14 2017,2017-07-14,8.275,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 15 2017,2017-07-15,8.725,4,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 17 2017,2017-07-17,8.01,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 18 2017,2017-07-18,8.402,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 19 2017,2017-07-19,9.631,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 20 2017,2017-07-20,10.305,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 21 2017,2017-07-21,8.658,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 22 2017,2017-07-22,10.308,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 23 2017,2017-07-23,9.304,1,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 24 2017,2017-07-24,9.661,3,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
Jul 25 2017,2017-07-25,10.001,7,M4A4 | Griffin,M4A4,Griffin,Well-Worn,1,1,0
