date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Oct 14 2018,2018-10-14,1.893,0.06662708020108332,0.08189462906578522,0.8409962267888544,0.6537764022887266,0.9066619449131809,0.47172919062842905,54,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 15 2018,2018-10-15,1.989,0.07108328448631866,0.0854506216685185,0.8408390386761405,0.6537764022887266,0.9066619449131809,0.47172919062842905,50,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 16 2018,2018-10-16,2.033,0.07670945332822113,0.09225226401315151,0.8407075405428271,0.6537764022887266,0.9066619449131809,0.47172919062842905,36,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 17 2018,2018-10-17,1.985,0.07799299261203613,0.09303534539110149,0.8405479668271343,0.6537764022887266,0.9066619449131809,0.47172919062842905,38,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 18 2018,2018-10-18,1.896,0.07715573145645815,0.09001640378479314,0.8403422456638109,0.6537764022887266,0.9066619449131809,0.47172919062842905,38,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 19 2018,2018-10-19,1.871,0.0741830912978967,0.08715577806289826,0.8401249919614256,0.6537764022887266,0.9066619449131809,0.47172919062842905,49,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 20 2018,2018-10-20,1.902,0.071505365123245,0.08439275999610486,0.8399223160247422,0.6537764022887266,0.9066619449131809,0.47172919062842905,45,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 21 2018,2018-10-21,1.9,0.07075452140237977,0.08168977024373213,0.8397187538748769,0.6537764022887266,0.9066619449131809,0.47172919062842905,38,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 22 2018,2018-10-22,1.795,0.06867635240269808,0.08234482856838773,0.8394701882881421,0.6537764022887266,0.9066619449131809,0.47172919062842905,43,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 23 2018,2018-10-23,1.826,0.06633713961261242,0.08085708571178513,0.839234046062191,0.6537764022887266,0.9066619449131809,0.47172919062842905,38,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 24 2018,2018-10-24,1.81,0.06448615640465236,0.0800422874361918,0.8389916483573512,0.6537764022887266,0.9066619449131809,0.47172919062842905,31,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 25 2018,2018-10-25,1.798,0.06494952947742995,0.07970235864585402,0.8387447767292123,0.6537764022887266,0.9066619449131809,0.47172919062842905,34,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 26 2018,2018-10-26,1.736,0.07057042622444976,0.08394074794506612,0.8384762155896565,0.6537764022887266,0.9066619449131809,0.47172919062842905,46,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 27 2018,2018-10-27,1.746,0.07357882628983817,0.08607004165646943,0.8382111812828996,0.6537764022887266,0.9066619449131809,0.47172919062842905,53,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 28 2018,2018-10-28,1.735,0.07579531571994899,0.08831330008940157,0.8379427778730919,0.6537764022887266,0.9066619449131809,0.47172919062842905,46,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 29 2018,2018-10-29,1.701,0.08191378282145971,0.09272234458951084,0.8376641997086588,0.6537764022887266,0.9066619449131809,0.47172919062842905,35,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 30 2018,2018-10-30,1.626,0.09395651354116437,0.10391190676810352,0.8373667085624414,0.6537764022887266,0.9066619449131809,0.47172919062842905,42,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Oct 31 2018,2018-10-31,1.642,0.10067862264403887,0.11016059059299367,0.8370731828970817,0.6537764022887266,0.9066619449131809,0.47172919062842905,46,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 01 2018,2018-11-01,1.609,0.1098107881559545,0.11788350999986062,0.8367726968429949,0.6537764022887266,0.9066619449131809,0.47172919062842905,60,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 02 2018,2018-11-02,1.74,0.10992558088708482,0.11492967364273292,0.8365072532820594,0.6537764022887266,0.9066619449131809,0.47172919062842905,50,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 03 2018,2018-11-03,1.747,0.11078176226529554,0.11178188849667582,0.8362443441954761,0.6537764022887266,0.9066619449131809,0.47172919062842905,46,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 04 2018,2018-11-04,1.746,0.1115749322978561,0.10870077166805463,0.8359813353517009,0.6537764022887266,0.9066619449131809,0.47172919062842905,54,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 05 2018,2018-11-05,1.739,0.11163054828484309,0.1058509747987605,0.8357162722709781,0.6537764022887266,0.9066619449131809,0.47172919062842905,35,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 06 2018,2018-11-06,1.726,0.11286346140168721,0.10343505370170229,0.8354473258999986,0.6537764022887266,0.9066619449131809,0.47172919062842905,32,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 07 2018,2018-11-07,1.751,0.11341017509959986,0.10032667199194305,0.8351866772606491,0.6537764022887266,0.9066619449131809,0.47172919062842905,30,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 08 2018,2018-11-08,1.747,0.11341087948797898,0.09737008811461222,0.8349249298077552,0.6537764022887266,0.9066619449131809,0.47172919062842905,42,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 09 2018,2018-11-09,1.718,0.11211406855451354,0.09532965676370826,0.8346542552093619,0.6537764022887266,0.9066619449131809,0.47172919062842905,41,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 10 2018,2018-11-10,1.749,0.1107454832893678,0.09240358691648752,0.834393636833909,0.6537764022887266,0.9066619449131809,0.47172919062842905,50,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 11 2018,2018-11-11,1.681,0.11073943736779573,0.09220604969352905,0.8341129196504979,0.6537764022887266,0.9066619449131809,0.47172919062842905,45,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 12 2018,2018-11-12,1.757,0.1058107397370817,0.08920987534618109,0.8338554491763804,0.6537764022887266,0.9066619449131809,0.47172919062842905,45,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 13 2018,2018-11-13,1.851,0.10462377040311455,0.088899420659545,0.8336338995687569,0.6537764022887266,0.9066619449131809,0.47172919062842905,39,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 14 2018,2018-11-14,1.748,0.0974302520935817,0.08617347873136977,0.8333738396184761,0.6537764022887266,0.9066619449131809,0.47172919062842905,40,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 15 2018,2018-11-15,1.721,0.08502798051991385,0.0842197841364018,0.8331054962950442,0.6537764022887266,0.9066619449131809,0.47172919062842905,49,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 16 2018,2018-11-16,1.714,0.07481038098739272,0.08249802901414413,0.8328353053060754,0.6537764022887266,0.9066619449131809,0.47172919062842905,52,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 17 2018,2018-11-17,1.683,0.0712449635245668,0.0822518693405372,0.8325566394525958,0.6537764022887266,0.9066619449131809,0.47172919062842905,60,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 18 2018,2018-11-18,1.764,0.06758898774503506,0.07956972230004072,0.832302874395873,0.6537764022887266,0.9066619449131809,0.47172919062842905,55,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 19 2018,2018-11-19,1.693,0.061556524813842335,0.07866275281462123,0.8320274376028197,0.6537764022887266,0.9066619449131809,0.47172919062842905,54,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 20 2018,2018-11-20,1.742,0.05364259115887019,0.07614142931296305,0.8317668596175144,0.6537764022887266,0.9066619449131809,0.47172919062842905,43,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 21 2018,2018-11-21,1.631,0.05560617885152368,0.07972060793060068,0.8314766380515768,0.6537764022887266,0.9066619449131809,0.47172919062842905,45,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 22 2018,2018-11-22,1.539,0.06262880979328052,0.09274850149005391,0.8311705122665538,0.6537764022887266,0.9066619449131809,0.47172919062842905,47,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 23 2018,2018-11-23,1.511,0.07099060161227284,0.10533820562395303,0.8308613309339458,0.6537764022887266,0.9066619449131809,0.47172919062842905,65,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 24 2018,2018-11-24,1.86,0.07446715699753416,0.10790785764337768,0.8306458663736775,0.6537764022887266,0.9066619449131809,0.47172919062842905,72,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 25 2018,2018-11-25,1.526,0.08163572719131064,0.11581391235143645,0.8303390298785873,0.6537764022887266,0.9066619449131809,0.47172919062842905,49,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 26 2018,2018-11-26,1.578,0.08442425020703277,0.11705260779351716,0.8300400806228128,0.6537764022887266,0.9066619449131809,0.47172919062842905,59,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 27 2018,2018-11-27,1.547,0.08854936281647456,0.11991394030984054,0.8297366622563664,0.6537764022887266,0.9066619449131809,0.47172919062842905,49,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 28 2018,2018-11-28,1.612,0.08975135512713835,0.11781942252744398,0.8294446167881905,0.6537764022887266,0.9066619449131809,0.47172919062842905,43,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 29 2018,2018-11-29,1.652,0.08923676372455051,0.11434234732809592,0.8291615757003999,0.6537764022887266,0.9066619449131809,0.47172919062842905,37,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Nov 30 2018,2018-11-30,1.82,0.09176203607374353,0.11546423429593494,0.8289312152609797,0.6537764022887266,0.9066619449131809,0.47172919062842905,54,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 01 2018,2018-12-01,1.783,0.09152415672596467,0.11378529078425458,0.8286872854105193,0.6537764022887266,0.9066619449131809,0.47172919062842905,64,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 02 2018,2018-12-02,1.761,0.09190012694966451,0.11105716382006743,0.8284359850338199,0.6537764022887266,0.9066619449131809,0.47172919062842905,44,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 03 2018,2018-12-03,1.77,0.09237255899456032,0.10862731497348947,0.8281879322435914,0.6537764022887266,0.9066619449131809,0.47172919062842905,40,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 04 2018,2018-12-04,1.732,0.09218823821073345,0.10521632058202862,0.8279277753679198,0.6537764022887266,0.9066619449131809,0.47172919062842905,39,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 05 2018,2018-12-05,1.709,0.09195266148434268,0.10176673070861694,0.8276610474391083,0.6537764022887266,0.9066619449131809,0.47172919062842905,37,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 06 2018,2018-12-06,1.657,0.09220804188646942,0.09934113011168909,0.8273809745556495,0.6537764022887266,0.9066619449131809,0.47172919062842905,57,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 07 2018,2018-12-07,1.67,0.09185548369634038,0.09653360866849593,0.8271043455975099,0.6537764022887266,0.9066619449131809,0.47172919062842905,75,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 08 2018,2018-12-08,1.833,0.09474888771995733,0.09870403476329125,0.8268806311149145,0.6537764022887266,0.9066619449131809,0.47172919062842905,104,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 09 2018,2018-12-09,1.864,0.09932320398882533,0.10263959112717062,0.8266697859628496,0.6537764022887266,0.9066619449131809,0.47172919062842905,84,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 10 2018,2018-12-10,1.91,0.1058995891802078,0.10973367393988309,0.8264795162861192,0.6537764022887266,0.9066619449131809,0.47172919062842905,62,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 11 2018,2018-12-11,1.893,0.11081334103687651,0.11324448881833746,0.8262815335865152,0.6537764022887266,0.9066619449131809,0.47172919062842905,77,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 12 2018,2018-12-12,1.957,0.11897478241461762,0.12165215533186645,0.8261142299164976,0.6537764022887266,0.9066619449131809,0.47172919062842905,65,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 13 2018,2018-12-13,1.941,0.12333287822233606,0.12616202958615447,0.825938944236531,0.6537764022887266,0.9066619449131809,0.47172919062842905,55,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 14 2018,2018-12-14,1.937,0.12911484685423175,0.12891646165726553,0.8257617259554809,0.6537764022887266,0.9066619449131809,0.47172919062842905,56,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 15 2018,2018-12-15,2.02,0.13924611883002733,0.13821922710043424,0.8256280750526075,0.6537764022887266,0.9066619449131809,0.47172919062842905,65,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 16 2018,2018-12-16,2.005,0.14702881100110415,0.1434605316341084,0.8254860238298514,0.6537764022887266,0.9066619449131809,0.47172919062842905,56,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 17 2018,2018-12-17,1.839,0.14721406729394423,0.13894287024268462,0.8252655426991161,0.6537764022887266,0.9066619449131809,0.47172919062842905,57,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 18 2018,2018-12-18,2.056,0.15692100655706048,0.1475692084404985,0.8251525276234294,0.6537764022887266,0.9066619449131809,0.47172919062842905,47,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 19 2018,2018-12-19,1.9,0.15804431576983974,0.14386691084068845,0.8249580456217961,0.6537764022887266,0.9066619449131809,0.47172919062842905,43,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 20 2018,2018-12-20,1.79,0.15793990199980662,0.13955152937114235,0.8247195416484022,0.6537764022887266,0.9066619449131809,0.47172919062842905,62,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 21 2018,2018-12-21,1.697,0.15629050831236066,0.13898613442662153,0.8244524846211064,0.6537764022887266,0.9066619449131809,0.47172919062842905,80,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 22 2018,2018-12-22,1.782,0.14957778125011886,0.13478272450509649,0.8242116104266664,0.6537764022887266,0.9066619449131809,0.47172919062842905,70,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 23 2018,2018-12-23,1.736,0.14063150265946836,0.13198564225508014,0.8239561037959094,0.6537764022887266,0.9066619449131809,0.47172919062842905,67,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 24 2018,2018-12-24,1.717,0.1407605940155711,0.12990319502247757,0.823695262434742,0.6537764022887266,0.9066619449131809,0.47172919062842905,72,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 25 2018,2018-12-25,1.78,0.13169293787097167,0.1258245670120295,0.8234543200079297,0.6537764022887266,0.9066619449131809,0.47172919062842905,64,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 26 2018,2018-12-26,1.825,0.12499813791728526,0.12179751333501522,0.8232297794453309,0.6537764022887266,0.9066619449131809,0.47172919062842905,66,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 27 2018,2018-12-27,1.87,0.1154191561623344,0.11886430118609717,0.8230234010242184,0.6537764022887266,0.9066619449131809,0.47172919062842905,74,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 28 2018,2018-12-28,1.861,0.1089190409032976,0.11565192142919706,0.8228133880387172,0.6537764022887266,0.9066619449131809,0.47172919062842905,88,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 29 2018,2018-12-29,1.856,0.10396467680427945,0.11235224403717312,0.82260144716067,0.6537764022887266,0.9066619449131809,0.47172919062842905,72,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 30 2018,2018-12-30,1.777,0.10443639652712086,0.10911778293786749,0.8223603270149944,0.6537764022887266,0.9066619449131809,0.47172919062842905,73,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Dec 31 2018,2018-12-31,1.902,0.10481226237829874,0.10780174794543036,0.8221682902036738,0.6537764022887266,0.9066619449131809,0.47172919062842905,71,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 01 2019,2019-01-01,1.89,0.1043209239435862,0.10573373646696063,0.8219710327843072,0.6537764022887266,0.9066619449131809,0.47172919062842905,59,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 02 2019,2019-01-02,1.939,0.10501595390578658,0.10620769640119351,0.8217962692488789,0.6537764022887266,0.9066619449131809,0.47172919062842905,58,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 03 2019,2019-01-03,1.906,0.10336126244750607,0.10438961714078249,0.8216062306794037,0.6537764022887266,0.9066619449131809,0.47172919062842905,71,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 04 2019,2019-01-04,1.926,0.10066562380535604,0.10341448776444497,0.8214254116852617,0.6537764022887266,0.9066619449131809,0.47172919062842905,71,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 05 2019,2019-01-05,2.111,0.10351278448459153,0.12047426193018403,0.8213461227142614,0.6537764022887266,0.9066619449131809,0.47172919062842905,58,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 06 2019,2019-01-06,2.001,0.09865561253718264,0.1217627987900364,0.8212026778645413,0.6537764022887266,0.9066619449131809,0.47172919062842905,67,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 07 2019,2019-01-07,2.017,0.10106368198379241,0.12346073971155364,0.8210678034009836,0.6537764022887266,0.9066619449131809,0.47172919062842905,60,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 08 2019,2019-01-08,2.092,0.10740213936537288,0.1308089640202399,0.8209762457552694,0.6537764022887266,0.9066619449131809,0.47172919062842905,52,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 09 2019,2019-01-09,2.057,0.11126338225091892,0.13306184011770272,0.8208636625368038,0.6537764022887266,0.9066619449131809,0.47172919062842905,53,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 10 2019,2019-01-10,2.113,0.11766990650366256,0.13901152381478932,0.8207847819563308,0.6537764022887266,0.9066619449131809,0.47172919062842905,69,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 11 2019,2019-01-11,2.086,0.12173349920056978,0.14098229944510904,0.8206890486612807,0.6537764022887266,0.9066619449131809,0.47172919062842905,71,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 12 2019,2019-01-12,2.128,0.12778503860774498,0.14529441072521065,0.8206192698551742,0.6537764022887266,0.9066619449131809,0.47172919062842905,72,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 13 2019,2019-01-13,2.127,0.13322206851816507,0.1480797739945196,0.8205486113453839,0.6537764022887266,0.9066619449131809,0.47172919062842905,56,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 14 2019,2019-01-14,2.092,0.1355853041913925,0.1474198558275993,0.8204559278233436,0.6537764022887266,0.9066619449131809,0.47172919062842905,71,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 15 2019,2019-01-15,2.157,0.14123527285660364,0.1507412442150529,0.820404342753357,0.6537764022887266,0.9066619449131809,0.47172919062842905,56,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 16 2019,2019-01-16,2.088,0.14274802573276918,0.14855998662444625,0.8203088382671777,0.6537764022887266,0.9066619449131809,0.47172919062842905,62,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 17 2019,2019-01-17,2.074,0.1432778066732112,0.14554518914819406,0.8202048399841623,0.6537764022887266,0.9066619449131809,0.47172919062842905,49,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 18 2019,2019-01-18,2.149,0.14782695693083459,0.1464606486126825,0.8201472664799366,0.6537764022887266,0.9066619449131809,0.47172919062842905,61,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 19 2019,2019-01-19,2.192,0.15086827625991353,0.14974910472313022,0.8201183330207162,0.6537764022887266,0.9066619449131809,0.47172919062842905,70,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 20 2019,2019-01-20,2.201,0.1480386560266917,0.15248262468043294,0.82009529876764,0.6537764022887266,0.9066619449131809,0.47172919062842905,60,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 21 2019,2019-01-21,2.139,0.14576066432476192,0.1503267401357784,0.8200303605005859,0.6537764022887266,0.9066619449131809,0.47172919062842905,50,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 22 2019,2019-01-22,2.186,0.1414236685389559,0.15052942641117997,0.8199963073615689,0.6537764022887266,0.9066619449131809,0.47172919062842905,44,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 23 2019,2019-01-23,2.094,0.1309802301482289,0.14621455493206098,0.8199028937778756,0.6537764022887266,0.9066619449131809,0.47172919062842905,48,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 24 2019,2019-01-24,2.108,0.12363593198657359,0.1423328342932858,0.8198177977072143,0.6537764022887266,0.9066619449131809,0.47172919062842905,48,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 25 2019,2019-01-25,2.127,0.11837182796256907,0.13908276908649483,0.8197442901106891,0.6537764022887266,0.9066619449131809,0.47172919062842905,51,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 26 2019,2019-01-26,2.098,0.11417965275597854,0.13499391863857182,0.8196527299198917,0.6537764022887266,0.9066619449131809,0.47172919062842905,64,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 27 2019,2019-01-27,2.077,0.10853443756687796,0.13067458159210776,0.8195485645874933,0.6537764022887266,0.9066619449131809,0.47172919062842905,73,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 28 2019,2019-01-28,2.147,0.10280351194873123,0.12836870867229258,0.8194871519898701,0.6537764022887266,0.9066619449131809,0.47172919062842905,61,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 29 2019,2019-01-29,2.191,0.08950043344159946,0.12821696571860022,0.8194546167636946,0.6537764022887266,0.9066619449131809,0.47172919062842905,53,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 30 2019,2019-01-30,2.114,0.08305821943744741,0.12447259336078485,0.8193719565202904,0.6537764022887266,0.9066619449131809,0.47172919062842905,55,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Jan 31 2019,2019-01-31,2.134,0.07455622733554791,0.12132195550400039,0.819301514489993,0.6537764022887266,0.9066619449131809,0.47172919062842905,55,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 01 2019,2019-02-01,2.241,0.073041642980032,0.12422512999332451,0.8193031422295355,0.6537764022887266,0.9066619449131809,0.47172919062842905,55,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 02 2019,2019-02-02,2.196,0.06436677410918137,0.12312523877406924,0.819272754671785,0.6537764022887266,0.9066619449131809,0.47172919062842905,53,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 03 2019,2019-02-03,2.146,0.053686627972107055,0.1197593344730897,0.8192090666519662,0.6537764022887266,0.9066619449131809,0.47172919062842905,72,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 04 2019,2019-02-04,2.079,0.054243480460242625,0.11593484697235727,0.8191044604197198,0.6537764022887266,0.9066619449131809,0.47172919062842905,59,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 05 2019,2019-02-05,1.988,0.05528292954319179,0.11541080654718641,0.8189508497930907,0.6537764022887266,0.9066619449131809,0.47172919062842905,63,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 06 2019,2019-02-06,1.967,0.05915298692454939,0.11579621041130257,0.8187869957658297,0.6537764022887266,0.9066619449131809,0.47172919062842905,57,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 07 2019,2019-02-07,1.935,0.06796727576370583,0.11789122661975888,0.8186083257871799,0.6537764022887266,0.9066619449131809,0.47172919062842905,55,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 08 2019,2019-02-08,1.978,0.07169472319048552,0.11645916015026456,0.8184498212384027,0.6537764022887266,0.9066619449131809,0.47172919062842905,53,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 09 2019,2019-02-09,1.98,0.07561843872951302,0.11470320641091909,0.8182922934602497,0.6537764022887266,0.9066619449131809,0.47172919062842905,72,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 10 2019,2019-02-10,1.966,0.07983999084392553,0.11345712693243427,0.8181280327789793,0.6537764022887266,0.9066619449131809,0.47172919062842905,58,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 11 2019,2019-02-11,1.849,0.09216215095684709,0.12120365708571898,0.8179142824958389,0.6537764022887266,0.9066619449131809,0.47172919062842905,60,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 12 2019,2019-02-12,1.966,0.09482342331524737,0.11874353055193056,0.8177501232071167,0.6537764022887266,0.9066619449131809,0.47172919062842905,45,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 13 2019,2019-02-13,1.997,0.09628217629079427,0.11527865800519706,0.817601071952677,0.6537764022887266,0.9066619449131809,0.47172919062842905,50,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 14 2019,2019-02-14,2.002,0.0964698094636778,0.11178823471995236,0.8174545114057431,0.6537764022887266,0.9066619449131809,0.47172919062842905,54,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 15 2019,2019-02-15,2.039,0.09674935029051343,0.10813563462074731,0.817327149763912,0.6537764022887266,0.9066619449131809,0.47172919062842905,58,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 16 2019,2019-02-16,2.032,0.0971223662346413,0.10458933576318324,0.8171959920637009,0.6537764022887266,0.9066619449131809,0.47172919062842905,68,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 17 2019,2019-02-17,2.077,0.09617359783000495,0.10176729832947812,0.8170894248769494,0.6537764022887266,0.9066619449131809,0.47172919062842905,58,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 18 2019,2019-02-18,2.152,0.09476058155224283,0.10265025581507718,0.8170276852826459,0.6537764022887266,0.9066619449131809,0.47172919062842905,64,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 19 2019,2019-02-19,2.084,0.09169156819570845,0.0998125965971452,0.8169247955061635,0.6537764022887266,0.9066619449131809,0.47172919062842905,32,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
Feb 20 2019,2019-02-20,2.112,0.09111793545151733,0.097955187644201,0.8168381082423521,0.6537764022887266,0.9066619449131809,0.47172919062842905,40,AWP | Worm God,AWP,Worm God,Well-Worn,0,1,1
