date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jul 01 2017,2017-07-01,7.619,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 02 2017,2017-07-02,7.659,44,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 03 2017,2017-07-03,7.632,45,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 04 2017,2017-07-04,7.521,43,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 05 2017,2017-07-05,7.616,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 06 2017,2017-07-06,8.176,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 07 2017,2017-07-07,8.554,39,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 08 2017,2017-07-08,8.345,43,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 09 2017,2017-07-09,8.512,37,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 10 2017,2017-07-10,8.9,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 11 2017,2017-07-11,8.509,35,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 12 2017,2017-07-12,8.75,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 13 2017,2017-07-13,8.949,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 14 2017,2017-07-14,8.696,33,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 15 2017,2017-07-15,8.734,40,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 16 2017,2017-07-16,8.767,39,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 17 2017,2017-07-17,9.354,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 18 2017,2017-07-18,9.961,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 19 2017,2017-07-19,9.824,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 20 2017,2017-07-20,9.615,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 21 2017,2017-07-21,9.855,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 22 2017,2017-07-22,10.445,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 23 2017,2017-07-23,9.309,43,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 24 2017,2017-07-24,9.692,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 25 2017,2017-07-25,10.514,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 26 2017,2017-07-26,10.675,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 27 2017,2017-07-27,10.734,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 28 2017,2017-07-28,10.825,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 29 2017,2017-07-29,10.777,37,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 30 2017,2017-07-30,10.328,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jul 31 2017,2017-07-31,10.417,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 01 2017,2017-08-01,10.747,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 02 2017,2017-08-02,10.524,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 03 2017,2017-08-03,10.716,31,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 04 2017,2017-08-04,10.752,37,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 05 2017,2017-08-05,10.312,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 06 2017,2017-08-06,10.472,37,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 07 2017,2017-08-07,10.576,31,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 08 2017,2017-08-08,10.511,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 09 2017,2017-08-09,10.384,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 10 2017,2017-08-10,10.502,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 11 2017,2017-08-11,10.3,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 12 2017,2017-08-12,10.49,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 13 2017,2017-08-13,10.275,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 14 2017,2017-08-14,10.394,36,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 15 2017,2017-08-15,10.224,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 16 2017,2017-08-16,10.269,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 17 2017,2017-08-17,10.342,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 18 2017,2017-08-18,10.507,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 19 2017,2017-08-19,9.665,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 20 2017,2017-08-20,9.71,36,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 21 2017,2017-08-21,9.79,36,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 22 2017,2017-08-22,9.878,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 23 2017,2017-08-23,9.31,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 24 2017,2017-08-24,9.703,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 25 2017,2017-08-25,9.841,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 26 2017,2017-08-26,10.0,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 27 2017,2017-08-27,9.875,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 28 2017,2017-08-28,9.647,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 29 2017,2017-08-29,9.339,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 30 2017,2017-08-30,9.656,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Aug 31 2017,2017-08-31,9.451,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 01 2017,2017-09-01,9.91,38,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 02 2017,2017-09-02,9.979,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 03 2017,2017-09-03,9.802,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 04 2017,2017-09-04,10.528,44,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 05 2017,2017-09-05,10.436,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 06 2017,2017-09-06,10.568,33,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 07 2017,2017-09-07,10.884,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 08 2017,2017-09-08,11.087,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 09 2017,2017-09-09,10.847,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 10 2017,2017-09-10,11.056,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 11 2017,2017-09-11,10.894,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 12 2017,2017-09-12,10.792,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 13 2017,2017-09-13,10.241,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 14 2017,2017-09-14,10.538,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 15 2017,2017-09-15,10.719,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 16 2017,2017-09-16,10.3,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 17 2017,2017-09-17,10.311,33,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 18 2017,2017-09-18,10.179,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 19 2017,2017-09-19,10.56,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 20 2017,2017-09-20,10.584,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 21 2017,2017-09-21,10.661,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 22 2017,2017-09-22,11.035,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 23 2017,2017-09-23,10.353,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 24 2017,2017-09-24,10.081,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 25 2017,2017-09-25,9.974,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 26 2017,2017-09-26,10.249,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 27 2017,2017-09-27,10.245,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 28 2017,2017-09-28,9.493,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 29 2017,2017-09-29,10.194,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Sep 30 2017,2017-09-30,9.747,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 01 2017,2017-10-01,9.959,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 02 2017,2017-10-02,9.589,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 03 2017,2017-10-03,9.646,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 04 2017,2017-10-04,9.714,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 05 2017,2017-10-05,9.607,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 06 2017,2017-10-06,10.105,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 07 2017,2017-10-07,10.219,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 08 2017,2017-10-08,9.631,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 09 2017,2017-10-09,10.045,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 10 2017,2017-10-10,9.965,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 11 2017,2017-10-11,9.859,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 12 2017,2017-10-12,9.799,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 13 2017,2017-10-13,10.443,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 14 2017,2017-10-14,10.567,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 15 2017,2017-10-15,10.52,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 16 2017,2017-10-16,9.993,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 17 2017,2017-10-17,10.116,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 18 2017,2017-10-18,10.036,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 19 2017,2017-10-19,10.248,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 20 2017,2017-10-20,9.442,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 21 2017,2017-10-21,9.498,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 22 2017,2017-10-22,10.024,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 23 2017,2017-10-23,10.24,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 24 2017,2017-10-24,9.803,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 25 2017,2017-10-25,10.066,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 26 2017,2017-10-26,9.771,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 27 2017,2017-10-27,9.881,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 28 2017,2017-10-28,9.028,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 29 2017,2017-10-29,9.542,39,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 30 2017,2017-10-30,10.105,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Oct 31 2017,2017-10-31,9.449,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 01 2017,2017-11-01,9.194,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 02 2017,2017-11-02,9.528,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 03 2017,2017-11-03,9.488,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 04 2017,2017-11-04,9.82,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 05 2017,2017-11-05,9.534,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 06 2017,2017-11-06,9.562,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 07 2017,2017-11-07,9.334,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 08 2017,2017-11-08,9.393,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 09 2017,2017-11-09,9.695,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 10 2017,2017-11-10,9.902,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 11 2017,2017-11-11,9.596,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 12 2017,2017-11-12,9.604,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 13 2017,2017-11-13,9.743,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 14 2017,2017-11-14,9.433,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 15 2017,2017-11-15,9.36,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 16 2017,2017-11-16,9.637,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 17 2017,2017-11-17,9.694,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 18 2017,2017-11-18,9.679,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 19 2017,2017-11-19,9.952,34,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 20 2017,2017-11-20,9.982,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 21 2017,2017-11-21,9.389,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 22 2017,2017-11-22,9.845,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 23 2017,2017-11-23,8.896,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 24 2017,2017-11-24,8.966,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 25 2017,2017-11-25,8.647,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 26 2017,2017-11-26,8.258,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 27 2017,2017-11-27,8.432,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 28 2017,2017-11-28,8.376,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 29 2017,2017-11-29,8.694,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Nov 30 2017,2017-11-30,9.633,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 01 2017,2017-12-01,9.607,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 02 2017,2017-12-02,9.219,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 03 2017,2017-12-03,9.019,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 04 2017,2017-12-04,9.237,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 05 2017,2017-12-05,9.429,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 06 2017,2017-12-06,10.337,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 07 2017,2017-12-07,10.515,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 08 2017,2017-12-08,10.061,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 09 2017,2017-12-09,10.887,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 10 2017,2017-12-10,10.659,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 11 2017,2017-12-11,10.723,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 12 2017,2017-12-12,10.295,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 13 2017,2017-12-13,10.488,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 14 2017,2017-12-14,10.417,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 15 2017,2017-12-15,9.747,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 16 2017,2017-12-16,10.216,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 17 2017,2017-12-17,9.933,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 18 2017,2017-12-18,10.447,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 19 2017,2017-12-19,10.242,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 20 2017,2017-12-20,10.634,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 21 2017,2017-12-21,9.754,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 22 2017,2017-12-22,9.692,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 23 2017,2017-12-23,10.223,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 24 2017,2017-12-24,10.432,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 25 2017,2017-12-25,11.221,39,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 26 2017,2017-12-26,11.639,31,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 27 2017,2017-12-27,11.675,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 28 2017,2017-12-28,13.09,21,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 29 2017,2017-12-29,11.163,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 30 2017,2017-12-30,12.056,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Dec 31 2017,2017-12-31,11.87,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 01 2018,2018-01-01,10.872,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 02 2018,2018-01-02,11.444,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 03 2018,2018-01-03,11.499,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 04 2018,2018-01-04,11.367,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 05 2018,2018-01-05,11.548,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 06 2018,2018-01-06,11.549,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 07 2018,2018-01-07,11.477,19,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 08 2018,2018-01-08,11.776,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 09 2018,2018-01-09,12.621,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 10 2018,2018-01-10,11.695,13,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 11 2018,2018-01-11,11.675,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 12 2018,2018-01-12,12.192,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 13 2018,2018-01-13,12.269,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 14 2018,2018-01-14,12.772,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 15 2018,2018-01-15,11.918,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 16 2018,2018-01-16,11.972,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 17 2018,2018-01-17,11.711,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 18 2018,2018-01-18,10.894,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 19 2018,2018-01-19,11.793,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 20 2018,2018-01-20,12.277,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 21 2018,2018-01-21,12.812,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 22 2018,2018-01-22,12.375,25,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 23 2018,2018-01-23,13.256,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 24 2018,2018-01-24,12.945,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 25 2018,2018-01-25,13.223,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 26 2018,2018-01-26,13.221,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 27 2018,2018-01-27,12.504,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 28 2018,2018-01-28,12.398,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 29 2018,2018-01-29,13.059,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 30 2018,2018-01-30,13.126,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Jan 31 2018,2018-01-31,12.888,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 01 2018,2018-02-01,13.116,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 02 2018,2018-02-02,13.565,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 03 2018,2018-02-03,14.024,18,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 04 2018,2018-02-04,12.81,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 05 2018,2018-02-05,13.448,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 06 2018,2018-02-06,13.724,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 07 2018,2018-02-07,13.298,16,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 08 2018,2018-02-08,12.91,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 09 2018,2018-02-09,12.743,31,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 10 2018,2018-02-10,13.391,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 11 2018,2018-02-11,12.354,20,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 12 2018,2018-02-12,12.423,27,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 13 2018,2018-02-13,12.07,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 14 2018,2018-02-14,12.349,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 15 2018,2018-02-15,12.825,26,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 16 2018,2018-02-16,12.357,24,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 17 2018,2018-02-17,12.111,37,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 18 2018,2018-02-18,12.31,31,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 19 2018,2018-02-19,12.721,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 20 2018,2018-02-20,12.682,22,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 21 2018,2018-02-21,12.611,29,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 22 2018,2018-02-22,12.276,17,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 23 2018,2018-02-23,12.463,32,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 24 2018,2018-02-24,12.37,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 25 2018,2018-02-25,12.442,30,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 26 2018,2018-02-26,13.425,23,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 27 2018,2018-02-27,13.796,14,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Feb 28 2018,2018-02-28,12.614,15,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
Mar 01 2018,2018-03-01,12.537,28,M4A4 | Griffin,M4A4,Griffin,Minimal Wear,1,1,0
