date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 26 2020,2020-08-26,3.391,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 27 2020,2020-08-27,3.43,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 28 2020,2020-08-28,3.349,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 29 2020,2020-08-29,3.499,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 30 2020,2020-08-30,3.387,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 31 2020,2020-08-31,3.438,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 01 2020,2020-09-01,3.388,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 02 2020,2020-09-02,3.293,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 03 2020,2020-09-03,3.005,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 04 2020,2020-09-04,3.233,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 05 2020,2020-09-05,3.106,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 06 2020,2020-09-06,3.195,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 07 2020,2020-09-07,3.135,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 08 2020,2020-09-08,3.283,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 09 2020,2020-09-09,3.156,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 10 2020,2020-09-10,3.348,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 11 2020,2020-09-11,3.088,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 12 2020,2020-09-12,3.181,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 13 2020,2020-09-13,3.3,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 14 2020,2020-09-14,3.003,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 15 2020,2020-09-15,3.338,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 16 2020,2020-09-16,3.069,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 17 2020,2020-09-17,3.152,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 18 2020,2020-09-18,3.145,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 19 2020,2020-09-19,3.178,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 20 2020,2020-09-20,3.163,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 21 2020,2020-09-21,3.144,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 22 2020,2020-09-22,3.207,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 23 2020,2020-09-23,3.288,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 24 2020,2020-09-24,3.375,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 25 2020,2020-09-25,3.354,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 26 2020,2020-09-26,3.394,28,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 27 2020,2020-09-27,3.465,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 28 2020,2020-09-28,3.34,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 29 2020,2020-09-29,3.539,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 30 2020,2020-09-30,3.605,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 01 2020,2020-10-01,3.485,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 02 2020,2020-10-02,3.51,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 03 2020,2020-10-03,3.387,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 04 2020,2020-10-04,3.375,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 05 2020,2020-10-05,3.698,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 06 2020,2020-10-06,3.629,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 07 2020,2020-10-07,3.739,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 08 2020,2020-10-08,3.557,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 09 2020,2020-10-09,3.715,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 10 2020,2020-10-10,3.527,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 11 2020,2020-10-11,3.398,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 12 2020,2020-10-12,3.533,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 13 2020,2020-10-13,3.497,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 14 2020,2020-10-14,3.331,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 15 2020,2020-10-15,3.495,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 16 2020,2020-10-16,3.465,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 17 2020,2020-10-17,3.383,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 18 2020,2020-10-18,3.342,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 19 2020,2020-10-19,3.593,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 20 2020,2020-10-20,3.471,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 21 2020,2020-10-21,3.489,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 22 2020,2020-10-22,3.405,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 23 2020,2020-10-23,3.547,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 24 2020,2020-10-24,3.547,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 25 2020,2020-10-25,3.613,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 26 2020,2020-10-26,3.522,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 27 2020,2020-10-27,3.472,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 28 2020,2020-10-28,3.538,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 29 2020,2020-10-29,3.505,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 30 2020,2020-10-30,3.538,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 31 2020,2020-10-31,3.38,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 01 2020,2020-11-01,3.457,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 02 2020,2020-11-02,3.22,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 03 2020,2020-11-03,3.471,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 04 2020,2020-11-04,3.53,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 05 2020,2020-11-05,3.501,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 06 2020,2020-11-06,3.422,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 07 2020,2020-11-07,3.457,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 08 2020,2020-11-08,3.488,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 09 2020,2020-11-09,3.477,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 10 2020,2020-11-10,3.281,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 11 2020,2020-11-11,3.384,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 12 2020,2020-11-12,3.421,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 13 2020,2020-11-13,3.229,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 14 2020,2020-11-14,3.209,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 15 2020,2020-11-15,3.314,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 16 2020,2020-11-16,3.432,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 17 2020,2020-11-17,3.372,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 18 2020,2020-11-18,3.566,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 19 2020,2020-11-19,3.463,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 20 2020,2020-11-20,3.352,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 21 2020,2020-11-21,3.312,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 22 2020,2020-11-22,3.4,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 23 2020,2020-11-23,3.286,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 24 2020,2020-11-24,3.334,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 25 2020,2020-11-25,3.389,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 26 2020,2020-11-26,3.151,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 27 2020,2020-11-27,3.12,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 28 2020,2020-11-28,3.107,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 29 2020,2020-11-29,3.162,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 30 2020,2020-11-30,3.168,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 01 2020,2020-12-01,3.315,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 02 2020,2020-12-02,3.308,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 03 2020,2020-12-03,3.276,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 04 2020,2020-12-04,2.826,43,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 05 2020,2020-12-05,2.882,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 06 2020,2020-12-06,2.846,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 07 2020,2020-12-07,2.885,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 08 2020,2020-12-08,2.773,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 09 2020,2020-12-09,2.982,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 10 2020,2020-12-10,2.856,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 11 2020,2020-12-11,2.938,31,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 12 2020,2020-12-12,3.081,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 13 2020,2020-12-13,2.976,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 14 2020,2020-12-14,2.899,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 15 2020,2020-12-15,3.023,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 16 2020,2020-12-16,2.911,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 17 2020,2020-12-17,3.091,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 18 2020,2020-12-18,2.922,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 19 2020,2020-12-19,3.149,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 20 2020,2020-12-20,3.142,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 21 2020,2020-12-21,3.193,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 22 2020,2020-12-22,3.092,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 23 2020,2020-12-23,2.931,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 24 2020,2020-12-24,3.225,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 25 2020,2020-12-25,3.257,33,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 26 2020,2020-12-26,3.272,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 27 2020,2020-12-27,3.223,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 28 2020,2020-12-28,3.383,28,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 29 2020,2020-12-29,3.533,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 30 2020,2020-12-30,3.456,36,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 31 2020,2020-12-31,3.421,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 01 2021,2021-01-01,3.367,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 02 2021,2021-01-02,3.465,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 03 2021,2021-01-03,3.607,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 04 2021,2021-01-04,3.589,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 05 2021,2021-01-05,3.547,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 06 2021,2021-01-06,3.585,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 07 2021,2021-01-07,3.599,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 08 2021,2021-01-08,3.728,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 09 2021,2021-01-09,3.711,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 10 2021,2021-01-10,3.778,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 11 2021,2021-01-11,3.799,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 12 2021,2021-01-12,3.675,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 13 2021,2021-01-13,3.716,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 14 2021,2021-01-14,3.856,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 15 2021,2021-01-15,3.859,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 16 2021,2021-01-16,3.636,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 17 2021,2021-01-17,3.995,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 18 2021,2021-01-18,3.808,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 19 2021,2021-01-19,3.66,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 20 2021,2021-01-20,3.786,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 21 2021,2021-01-21,4.025,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 22 2021,2021-01-22,3.987,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 23 2021,2021-01-23,3.772,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 24 2021,2021-01-24,3.894,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 25 2021,2021-01-25,3.723,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 26 2021,2021-01-26,4.007,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 27 2021,2021-01-27,3.881,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 28 2021,2021-01-28,3.547,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 29 2021,2021-01-29,3.671,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 30 2021,2021-01-30,3.683,27,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 31 2021,2021-01-31,3.743,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 01 2021,2021-02-01,3.68,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 02 2021,2021-02-02,3.545,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 03 2021,2021-02-03,3.478,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 04 2021,2021-02-04,3.634,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 05 2021,2021-02-05,3.736,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 06 2021,2021-02-06,3.662,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 07 2021,2021-02-07,3.725,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 08 2021,2021-02-08,3.576,28,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 09 2021,2021-02-09,3.584,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 10 2021,2021-02-10,3.748,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 11 2021,2021-02-11,3.553,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 12 2021,2021-02-12,3.61,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 13 2021,2021-02-13,3.59,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 14 2021,2021-02-14,3.583,29,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 15 2021,2021-02-15,3.835,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 16 2021,2021-02-16,3.602,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 17 2021,2021-02-17,3.558,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 18 2021,2021-02-18,3.736,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 19 2021,2021-02-19,3.774,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 20 2021,2021-02-20,3.743,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 21 2021,2021-02-21,3.752,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 22 2021,2021-02-22,3.591,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 23 2021,2021-02-23,3.713,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 24 2021,2021-02-24,3.22,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 25 2021,2021-02-25,3.659,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 26 2021,2021-02-26,3.745,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 27 2021,2021-02-27,3.707,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 28 2021,2021-02-28,3.809,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 01 2021,2021-03-01,3.382,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 02 2021,2021-03-02,3.622,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 03 2021,2021-03-03,3.792,31,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 04 2021,2021-03-04,3.741,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 05 2021,2021-03-05,3.791,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 06 2021,2021-03-06,3.797,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 07 2021,2021-03-07,3.701,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 08 2021,2021-03-08,3.532,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 09 2021,2021-03-09,3.568,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 10 2021,2021-03-10,3.675,28,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 11 2021,2021-03-11,3.798,30,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 12 2021,2021-03-12,3.583,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 13 2021,2021-03-13,3.644,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 14 2021,2021-03-14,3.895,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 15 2021,2021-03-15,3.992,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 16 2021,2021-03-16,3.904,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 17 2021,2021-03-17,3.732,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 18 2021,2021-03-18,3.816,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 19 2021,2021-03-19,3.878,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 20 2021,2021-03-20,3.756,31,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 21 2021,2021-03-21,3.838,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 22 2021,2021-03-22,4.098,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 23 2021,2021-03-23,3.933,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 24 2021,2021-03-24,3.748,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 25 2021,2021-03-25,3.652,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 26 2021,2021-03-26,3.829,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 27 2021,2021-03-27,3.633,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 28 2021,2021-03-28,3.533,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 29 2021,2021-03-29,3.573,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 30 2021,2021-03-30,3.701,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 31 2021,2021-03-31,3.751,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 01 2021,2021-04-01,3.567,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 02 2021,2021-04-02,3.66,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 03 2021,2021-04-03,3.603,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 04 2021,2021-04-04,3.324,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 05 2021,2021-04-05,3.572,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 06 2021,2021-04-06,3.539,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 07 2021,2021-04-07,3.459,27,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 08 2021,2021-04-08,3.381,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 09 2021,2021-04-09,3.237,35,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 10 2021,2021-04-10,3.373,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 11 2021,2021-04-11,3.191,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 12 2021,2021-04-12,3.208,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 13 2021,2021-04-13,3.197,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 14 2021,2021-04-14,2.88,4,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 15 2021,2021-04-15,3.242,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 16 2021,2021-04-16,3.231,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 17 2021,2021-04-17,3.432,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 18 2021,2021-04-18,3.415,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 19 2021,2021-04-19,3.322,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 20 2021,2021-04-20,3.38,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 21 2021,2021-04-21,3.362,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 22 2021,2021-04-22,3.212,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 23 2021,2021-04-23,3.28,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 24 2021,2021-04-24,3.344,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 25 2021,2021-04-25,3.403,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 26 2021,2021-04-26,3.378,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 27 2021,2021-04-27,3.248,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 28 2021,2021-04-28,3.271,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 29 2021,2021-04-29,3.338,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 30 2021,2021-04-30,3.332,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 01 2021,2021-05-01,3.264,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 02 2021,2021-05-02,3.152,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 03 2021,2021-05-03,3.122,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 04 2021,2021-05-04,3.154,28,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 05 2021,2021-05-05,2.982,28,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 06 2021,2021-05-06,3.331,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 07 2021,2021-05-07,3.098,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 08 2021,2021-05-08,3.29,33,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 09 2021,2021-05-09,3.322,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 10 2021,2021-05-10,3.445,30,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 11 2021,2021-05-11,3.55,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 12 2021,2021-05-12,3.377,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 13 2021,2021-05-13,3.506,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 14 2021,2021-05-14,3.458,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 15 2021,2021-05-15,3.398,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
