date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Mar 26 2018,2018-03-26,2.408,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,0
Mar 27 2018,2018-03-27,2.282,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,0
Mar 28 2018,2018-03-28,2.149,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,0
Mar 29 2018,2018-03-29,2.236,27,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 30 2018,2018-03-30,2.168,30,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 31 2018,2018-03-31,2.378,31,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 01 2018,2018-04-01,2.17,27,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 02 2018,2018-04-02,2.234,33,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 03 2018,2018-04-03,2.349,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 04 2018,2018-04-04,2.242,31,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 05 2018,2018-04-05,2.177,29,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 06 2018,2018-04-06,2.371,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 07 2018,2018-04-07,2.315,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 08 2018,2018-04-08,2.279,28,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 09 2018,2018-04-09,2.348,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 10 2018,2018-04-10,2.296,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 11 2018,2018-04-11,2.321,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 12 2018,2018-04-12,2.217,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 13 2018,2018-04-13,2.36,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 14 2018,2018-04-14,2.399,27,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 15 2018,2018-04-15,2.444,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 16 2018,2018-04-16,2.366,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 17 2018,2018-04-17,2.38,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 18 2018,2018-04-18,2.48,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 19 2018,2018-04-19,2.474,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 20 2018,2018-04-20,2.446,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 21 2018,2018-04-21,2.518,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 22 2018,2018-04-22,2.377,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 23 2018,2018-04-23,2.474,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 24 2018,2018-04-24,2.45,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 25 2018,2018-04-25,2.345,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 26 2018,2018-04-26,2.475,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 27 2018,2018-04-27,2.361,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 28 2018,2018-04-28,2.289,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 29 2018,2018-04-29,2.356,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 30 2018,2018-04-30,2.157,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 01 2018,2018-05-01,2.298,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 02 2018,2018-05-02,2.289,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 03 2018,2018-05-03,2.24,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 04 2018,2018-05-04,2.378,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 05 2018,2018-05-05,2.431,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 06 2018,2018-05-06,2.44,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 07 2018,2018-05-07,2.377,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 08 2018,2018-05-08,2.334,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 09 2018,2018-05-09,2.21,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 10 2018,2018-05-10,2.183,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 11 2018,2018-05-11,2.368,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 12 2018,2018-05-12,2.21,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 13 2018,2018-05-13,2.357,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 14 2018,2018-05-14,2.254,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 15 2018,2018-05-15,2.166,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 16 2018,2018-05-16,2.435,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 17 2018,2018-05-17,2.252,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 18 2018,2018-05-18,2.295,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 19 2018,2018-05-19,2.141,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 20 2018,2018-05-20,2.281,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 21 2018,2018-05-21,2.295,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 22 2018,2018-05-22,2.254,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 23 2018,2018-05-23,2.392,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 24 2018,2018-05-24,2.301,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 25 2018,2018-05-25,2.104,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 26 2018,2018-05-26,2.082,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 27 2018,2018-05-27,2.078,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 28 2018,2018-05-28,2.123,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 29 2018,2018-05-29,2.176,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 30 2018,2018-05-30,2.125,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 31 2018,2018-05-31,2.121,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 01 2018,2018-06-01,2.193,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 02 2018,2018-06-02,2.149,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 03 2018,2018-06-03,2.327,6,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 04 2018,2018-06-04,2.306,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 05 2018,2018-06-05,2.165,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 06 2018,2018-06-06,2.181,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 07 2018,2018-06-07,2.178,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 08 2018,2018-06-08,2.252,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 09 2018,2018-06-09,2.301,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 10 2018,2018-06-10,2.229,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 11 2018,2018-06-11,2.305,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 12 2018,2018-06-12,2.075,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 13 2018,2018-06-13,2.139,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 14 2018,2018-06-14,2.184,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 15 2018,2018-06-15,2.015,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 16 2018,2018-06-16,2.091,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 17 2018,2018-06-17,2.154,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 18 2018,2018-06-18,2.14,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 19 2018,2018-06-19,2.069,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 20 2018,2018-06-20,2.096,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 21 2018,2018-06-21,2.076,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 22 2018,2018-06-22,1.89,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 23 2018,2018-06-23,1.921,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 24 2018,2018-06-24,1.807,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 25 2018,2018-06-25,1.93,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 26 2018,2018-06-26,1.799,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 27 2018,2018-06-27,1.85,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 28 2018,2018-06-28,1.824,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 29 2018,2018-06-29,1.868,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jun 30 2018,2018-06-30,1.864,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 01 2018,2018-07-01,1.893,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 02 2018,2018-07-02,1.879,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 03 2018,2018-07-03,1.998,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 04 2018,2018-07-04,1.823,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 05 2018,2018-07-05,2.096,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 06 2018,2018-07-06,1.996,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 07 2018,2018-07-07,2.015,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 08 2018,2018-07-08,2.136,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 09 2018,2018-07-09,2.19,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 10 2018,2018-07-10,2.195,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 11 2018,2018-07-11,2.173,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 12 2018,2018-07-12,2.144,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 13 2018,2018-07-13,2.308,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 14 2018,2018-07-14,2.224,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 15 2018,2018-07-15,2.197,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 16 2018,2018-07-16,2.478,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 17 2018,2018-07-17,2.365,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 18 2018,2018-07-18,2.229,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 19 2018,2018-07-19,2.388,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 20 2018,2018-07-20,2.272,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 21 2018,2018-07-21,2.366,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 22 2018,2018-07-22,2.394,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 23 2018,2018-07-23,2.316,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 24 2018,2018-07-24,2.275,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 25 2018,2018-07-25,2.324,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 26 2018,2018-07-26,2.442,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 27 2018,2018-07-27,2.625,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 28 2018,2018-07-28,2.601,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 29 2018,2018-07-29,2.652,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 30 2018,2018-07-30,2.477,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jul 31 2018,2018-07-31,2.792,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 01 2018,2018-08-01,2.599,5,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 02 2018,2018-08-02,2.69,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 03 2018,2018-08-03,2.457,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 04 2018,2018-08-04,2.377,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 05 2018,2018-08-05,2.503,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 06 2018,2018-08-06,2.504,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 07 2018,2018-08-07,2.804,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 08 2018,2018-08-08,2.835,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 09 2018,2018-08-09,2.765,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 10 2018,2018-08-10,2.637,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 11 2018,2018-08-11,2.677,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 12 2018,2018-08-12,2.666,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 13 2018,2018-08-13,2.738,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 14 2018,2018-08-14,2.461,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 15 2018,2018-08-15,2.575,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 16 2018,2018-08-16,2.543,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 17 2018,2018-08-17,2.667,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 18 2018,2018-08-18,2.538,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 19 2018,2018-08-19,2.627,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 20 2018,2018-08-20,2.608,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 21 2018,2018-08-21,2.709,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 22 2018,2018-08-22,2.505,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 23 2018,2018-08-23,2.67,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 24 2018,2018-08-24,2.61,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 25 2018,2018-08-25,2.645,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 26 2018,2018-08-26,2.772,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 27 2018,2018-08-27,2.629,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 28 2018,2018-08-28,2.622,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 29 2018,2018-08-29,2.696,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 30 2018,2018-08-30,2.836,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 31 2018,2018-08-31,2.552,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 01 2018,2018-09-01,2.613,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 02 2018,2018-09-02,2.547,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 03 2018,2018-09-03,2.493,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 04 2018,2018-09-04,2.448,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 05 2018,2018-09-05,2.363,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 06 2018,2018-09-06,2.559,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 07 2018,2018-09-07,2.601,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 08 2018,2018-09-08,2.585,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 09 2018,2018-09-09,2.431,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 10 2018,2018-09-10,2.519,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 11 2018,2018-09-11,2.64,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 12 2018,2018-09-12,2.72,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 13 2018,2018-09-13,2.852,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 14 2018,2018-09-14,2.941,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 15 2018,2018-09-15,2.662,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 16 2018,2018-09-16,2.728,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 17 2018,2018-09-17,2.566,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 18 2018,2018-09-18,2.811,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 19 2018,2018-09-19,2.835,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 20 2018,2018-09-20,2.758,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 21 2018,2018-09-21,2.92,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 22 2018,2018-09-22,2.791,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 23 2018,2018-09-23,2.828,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 24 2018,2018-09-24,2.694,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 25 2018,2018-09-25,2.724,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 26 2018,2018-09-26,2.906,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 27 2018,2018-09-27,2.801,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 28 2018,2018-09-28,2.935,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 29 2018,2018-09-29,3.079,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 30 2018,2018-09-30,2.785,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 01 2018,2018-10-01,3.052,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 02 2018,2018-10-02,3.059,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 03 2018,2018-10-03,2.994,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 04 2018,2018-10-04,3.044,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 05 2018,2018-10-05,2.981,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 06 2018,2018-10-06,2.959,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 07 2018,2018-10-07,2.986,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 08 2018,2018-10-08,3.059,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 09 2018,2018-10-09,3.256,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 10 2018,2018-10-10,3.099,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 11 2018,2018-10-11,3.034,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 12 2018,2018-10-12,3.333,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 13 2018,2018-10-13,3.249,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 14 2018,2018-10-14,2.919,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 15 2018,2018-10-15,3.023,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 16 2018,2018-10-16,2.967,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 17 2018,2018-10-17,3.092,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 18 2018,2018-10-18,3.077,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 19 2018,2018-10-19,3.188,6,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 20 2018,2018-10-20,2.975,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 21 2018,2018-10-21,2.792,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 22 2018,2018-10-22,2.974,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 23 2018,2018-10-23,2.86,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 24 2018,2018-10-24,2.987,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 25 2018,2018-10-25,2.898,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 26 2018,2018-10-26,2.981,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 27 2018,2018-10-27,2.884,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 28 2018,2018-10-28,2.864,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 29 2018,2018-10-29,2.831,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 30 2018,2018-10-30,2.823,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 31 2018,2018-10-31,2.771,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 01 2018,2018-11-01,2.486,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 02 2018,2018-11-02,2.72,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 03 2018,2018-11-03,2.802,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 04 2018,2018-11-04,2.82,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 05 2018,2018-11-05,2.613,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 06 2018,2018-11-06,2.944,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 07 2018,2018-11-07,2.733,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 08 2018,2018-11-08,2.626,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 09 2018,2018-11-09,2.834,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 10 2018,2018-11-10,2.758,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 11 2018,2018-11-11,2.81,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 12 2018,2018-11-12,2.757,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 13 2018,2018-11-13,3.037,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 14 2018,2018-11-14,2.882,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 15 2018,2018-11-15,2.815,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 16 2018,2018-11-16,2.937,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 17 2018,2018-11-17,2.824,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 18 2018,2018-11-18,2.809,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 19 2018,2018-11-19,2.727,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 20 2018,2018-11-20,2.774,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 21 2018,2018-11-21,2.734,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 22 2018,2018-11-22,2.759,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 23 2018,2018-11-23,2.782,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 24 2018,2018-11-24,2.588,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 25 2018,2018-11-25,2.591,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 26 2018,2018-11-26,2.71,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 27 2018,2018-11-27,2.595,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 28 2018,2018-11-28,2.575,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 29 2018,2018-11-29,2.733,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 30 2018,2018-11-30,2.696,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 01 2018,2018-12-01,2.666,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 02 2018,2018-12-02,2.85,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 03 2018,2018-12-03,2.786,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 04 2018,2018-12-04,2.898,5,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 05 2018,2018-12-05,2.537,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 06 2018,2018-12-06,2.861,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 07 2018,2018-12-07,2.785,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 08 2018,2018-12-08,2.772,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 09 2018,2018-12-09,2.881,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 10 2018,2018-12-10,2.696,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 11 2018,2018-12-11,2.635,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 12 2018,2018-12-12,2.85,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 13 2018,2018-12-13,2.774,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 14 2018,2018-12-14,2.838,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
