date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jun 20 2023,2023-06-20,15.726,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 21 2023,2023-06-21,15.441,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 22 2023,2023-06-22,14.477,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 23 2023,2023-06-23,14.58,43,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 24 2023,2023-06-24,13.801,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 25 2023,2023-06-25,13.782,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 26 2023,2023-06-26,13.842,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 27 2023,2023-06-27,13.586,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 28 2023,2023-06-28,13.898,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 29 2023,2023-06-29,14.069,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jun 30 2023,2023-06-30,13.723,51,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 01 2023,2023-07-01,14.554,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 02 2023,2023-07-02,13.075,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 03 2023,2023-07-03,16.663,30,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 04 2023,2023-07-04,14.14,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 05 2023,2023-07-05,12.633,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 06 2023,2023-07-06,13.426,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 07 2023,2023-07-07,13.762,6,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 08 2023,2023-07-08,14.955,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 09 2023,2023-07-09,12.098,8,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 10 2023,2023-07-10,12.76,11,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 11 2023,2023-07-11,12.465,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 12 2023,2023-07-12,11.778,34,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 13 2023,2023-07-13,11.812,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 14 2023,2023-07-14,13.49,33,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 15 2023,2023-07-15,12.231,41,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 16 2023,2023-07-16,12.163,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 17 2023,2023-07-17,11.936,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 18 2023,2023-07-18,12.676,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 19 2023,2023-07-19,12.82,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 20 2023,2023-07-20,13.438,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 21 2023,2023-07-21,13.126,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 22 2023,2023-07-22,13.439,29,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 23 2023,2023-07-23,12.886,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 24 2023,2023-07-24,12.122,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 25 2023,2023-07-25,11.858,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 26 2023,2023-07-26,13.006,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 27 2023,2023-07-27,11.891,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 28 2023,2023-07-28,12.572,36,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 29 2023,2023-07-29,13.489,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 30 2023,2023-07-30,16.147,33,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jul 31 2023,2023-07-31,13.032,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 01 2023,2023-08-01,13.937,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 02 2023,2023-08-02,13.004,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 03 2023,2023-08-03,16.702,30,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 04 2023,2023-08-04,13.287,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 05 2023,2023-08-05,13.204,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 06 2023,2023-08-06,12.76,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 07 2023,2023-08-07,13.023,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 08 2023,2023-08-08,12.868,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 09 2023,2023-08-09,12.327,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 10 2023,2023-08-10,11.701,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 11 2023,2023-08-11,12.29,36,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 12 2023,2023-08-12,12.01,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 13 2023,2023-08-13,13.09,30,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 14 2023,2023-08-14,13.459,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 15 2023,2023-08-15,13.183,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 16 2023,2023-08-16,13.121,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 17 2023,2023-08-17,12.775,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 18 2023,2023-08-18,14.013,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 19 2023,2023-08-19,13.04,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 20 2023,2023-08-20,12.952,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 21 2023,2023-08-21,13.095,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 22 2023,2023-08-22,12.423,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 23 2023,2023-08-23,12.337,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 24 2023,2023-08-24,12.827,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 25 2023,2023-08-25,13.913,33,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 26 2023,2023-08-26,13.251,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 27 2023,2023-08-27,12.438,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 28 2023,2023-08-28,12.916,33,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 29 2023,2023-08-29,13.202,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 30 2023,2023-08-30,12.861,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Aug 31 2023,2023-08-31,13.259,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 01 2023,2023-09-01,13.824,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 02 2023,2023-09-02,13.327,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 03 2023,2023-09-03,12.708,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 04 2023,2023-09-04,13.242,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 05 2023,2023-09-05,13.12,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 06 2023,2023-09-06,13.087,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 07 2023,2023-09-07,13.365,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 08 2023,2023-09-08,13.121,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 09 2023,2023-09-09,13.58,33,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 10 2023,2023-09-10,13.504,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 11 2023,2023-09-11,16.726,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 12 2023,2023-09-12,12.844,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 13 2023,2023-09-13,13.723,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 14 2023,2023-09-14,13.009,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 15 2023,2023-09-15,12.405,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 16 2023,2023-09-16,13.011,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 17 2023,2023-09-17,13.423,30,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 18 2023,2023-09-18,14.573,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 19 2023,2023-09-19,13.952,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 20 2023,2023-09-20,13.285,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 21 2023,2023-09-21,12.99,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 22 2023,2023-09-22,13.204,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 23 2023,2023-09-23,13.692,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 24 2023,2023-09-24,14.139,29,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 25 2023,2023-09-25,14.075,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 26 2023,2023-09-26,14.207,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 27 2023,2023-09-27,14.115,38,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 28 2023,2023-09-28,15.729,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 29 2023,2023-09-29,14.899,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Sep 30 2023,2023-09-30,15.552,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 01 2023,2023-10-01,13.954,44,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 02 2023,2023-10-02,13.5,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 03 2023,2023-10-03,14.421,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 04 2023,2023-10-04,18.153,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 05 2023,2023-10-05,14.371,37,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 06 2023,2023-10-06,14.497,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 07 2023,2023-10-07,14.871,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 08 2023,2023-10-08,20.047,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 09 2023,2023-10-09,14.125,29,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 10 2023,2023-10-10,15.088,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 11 2023,2023-10-11,14.765,44,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 12 2023,2023-10-12,15.515,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 13 2023,2023-10-13,15.272,33,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 14 2023,2023-10-14,14.943,30,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 15 2023,2023-10-15,17.272,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 16 2023,2023-10-16,15.203,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 17 2023,2023-10-17,15.702,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 18 2023,2023-10-18,15.688,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 19 2023,2023-10-19,14.583,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 20 2023,2023-10-20,30.158,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 21 2023,2023-10-21,15.606,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 22 2023,2023-10-22,14.193,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 23 2023,2023-10-23,14.066,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 24 2023,2023-10-24,15.418,26,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 25 2023,2023-10-25,14.877,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 26 2023,2023-10-26,13.65,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 27 2023,2023-10-27,13.812,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 28 2023,2023-10-28,13.783,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 29 2023,2023-10-29,13.645,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 30 2023,2023-10-30,13.389,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Oct 31 2023,2023-10-31,12.746,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 01 2023,2023-11-01,16.938,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 02 2023,2023-11-02,12.858,11,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 03 2023,2023-11-03,13.599,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 04 2023,2023-11-04,35.09,30,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 05 2023,2023-11-05,13.148,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 06 2023,2023-11-06,14.184,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 07 2023,2023-11-07,12.795,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 08 2023,2023-11-08,13.386,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 09 2023,2023-11-09,12.426,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 10 2023,2023-11-10,15.083,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 11 2023,2023-11-11,12.306,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 12 2023,2023-11-12,12.466,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 13 2023,2023-11-13,12.508,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 14 2023,2023-11-14,12.471,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 15 2023,2023-11-15,12.846,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 16 2023,2023-11-16,23.007,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 17 2023,2023-11-17,12.123,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 18 2023,2023-11-18,12.573,36,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 19 2023,2023-11-19,11.361,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 20 2023,2023-11-20,11.449,11,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 21 2023,2023-11-21,11.309,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 22 2023,2023-11-22,11.874,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 23 2023,2023-11-23,11.186,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 24 2023,2023-11-24,11.25,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 25 2023,2023-11-25,10.793,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 26 2023,2023-11-26,11.642,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 27 2023,2023-11-27,11.065,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 28 2023,2023-11-28,11.588,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 29 2023,2023-11-29,11.985,29,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Nov 30 2023,2023-11-30,11.78,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 01 2023,2023-12-01,12.914,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 02 2023,2023-12-02,12.456,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 03 2023,2023-12-03,12.795,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 04 2023,2023-12-04,11.89,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 05 2023,2023-12-05,12.114,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 06 2023,2023-12-06,13.153,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 07 2023,2023-12-07,12.071,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 08 2023,2023-12-08,11.751,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 09 2023,2023-12-09,11.878,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 10 2023,2023-12-10,11.436,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 11 2023,2023-12-11,11.496,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 12 2023,2023-12-12,11.803,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 13 2023,2023-12-13,11.773,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 14 2023,2023-12-14,12.375,7,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 15 2023,2023-12-15,12.204,10,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 16 2023,2023-12-16,12.28,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 17 2023,2023-12-17,12.848,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 18 2023,2023-12-18,13.639,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 19 2023,2023-12-19,12.87,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 20 2023,2023-12-20,12.601,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 21 2023,2023-12-21,12.755,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 22 2023,2023-12-22,12.738,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 23 2023,2023-12-23,11.929,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 24 2023,2023-12-24,12.805,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 25 2023,2023-12-25,11.992,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 26 2023,2023-12-26,12.054,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 27 2023,2023-12-27,11.763,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 28 2023,2023-12-28,12.362,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 29 2023,2023-12-29,13.309,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 30 2023,2023-12-30,12.326,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Dec 31 2023,2023-12-31,11.952,9,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 01 2024,2024-01-01,11.955,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 02 2024,2024-01-02,16.645,9,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 03 2024,2024-01-03,11.485,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 04 2024,2024-01-04,12.181,11,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 05 2024,2024-01-05,14.126,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 06 2024,2024-01-06,14.691,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 07 2024,2024-01-07,16.636,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 08 2024,2024-01-08,12.717,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 09 2024,2024-01-09,13.23,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 10 2024,2024-01-10,12.97,10,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 11 2024,2024-01-11,12.464,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 12 2024,2024-01-12,12.567,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 13 2024,2024-01-13,12.58,11,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 14 2024,2024-01-14,12.7,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 15 2024,2024-01-15,21.576,10,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 16 2024,2024-01-16,12.801,6,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 17 2024,2024-01-17,12.123,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 18 2024,2024-01-18,25.949,11,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 19 2024,2024-01-19,12.546,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 20 2024,2024-01-20,12.046,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 21 2024,2024-01-21,11.737,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 22 2024,2024-01-22,11.42,6,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 23 2024,2024-01-23,11.588,8,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 24 2024,2024-01-24,10.909,9,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 25 2024,2024-01-25,11.644,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 26 2024,2024-01-26,11.514,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 27 2024,2024-01-27,12.189,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 28 2024,2024-01-28,11.398,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 29 2024,2024-01-29,10.792,8,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 30 2024,2024-01-30,10.071,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Jan 31 2024,2024-01-31,11.369,28,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 01 2024,2024-02-01,12.789,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 02 2024,2024-02-02,10.367,7,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 03 2024,2024-02-03,11.564,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 04 2024,2024-02-04,11.893,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 05 2024,2024-02-05,15.039,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 06 2024,2024-02-06,13.925,11,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 07 2024,2024-02-07,11.453,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 08 2024,2024-02-08,11.229,7,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 09 2024,2024-02-09,11.303,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 10 2024,2024-02-10,10.714,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 11 2024,2024-02-11,11.475,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 12 2024,2024-02-12,11.366,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 13 2024,2024-02-13,11.582,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 14 2024,2024-02-14,14.222,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 15 2024,2024-02-15,11.757,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 16 2024,2024-02-16,11.778,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 17 2024,2024-02-17,11.984,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 18 2024,2024-02-18,11.587,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 19 2024,2024-02-19,12.072,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 20 2024,2024-02-20,12.621,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 21 2024,2024-02-21,11.628,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 22 2024,2024-02-22,11.167,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 23 2024,2024-02-23,10.85,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 24 2024,2024-02-24,10.712,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 25 2024,2024-02-25,11.605,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 26 2024,2024-02-26,12.1,18,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 27 2024,2024-02-27,13.7,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 28 2024,2024-02-28,11.881,9,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Feb 29 2024,2024-02-29,12.419,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 01 2024,2024-03-01,12.311,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 02 2024,2024-03-02,12.237,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 03 2024,2024-03-03,11.887,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 04 2024,2024-03-04,12.334,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 05 2024,2024-03-05,14.349,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 06 2024,2024-03-06,12.277,9,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 07 2024,2024-03-07,14.761,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
Mar 08 2024,2024-03-08,13.082,8,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,1
