date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Feb 21 2014,2014-02-21,44.562,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 22 2014,2014-02-22,42.061,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 23 2014,2014-02-23,40.191,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 24 2014,2014-02-24,36.977,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 25 2014,2014-02-25,40.096,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 26 2014,2014-02-26,47.435,8,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 27 2014,2014-02-27,50.427,9,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 28 2014,2014-02-28,53.393,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 01 2014,2014-03-01,40.706,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 02 2014,2014-03-02,35.05,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 03 2014,2014-03-03,31.714,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 04 2014,2014-03-04,32.207,14,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 05 2014,2014-03-05,31.231,13,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 06 2014,2014-03-06,37.825,15,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 07 2014,2014-03-07,34.762,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 08 2014,2014-03-08,30.984,29,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 09 2014,2014-03-09,31.038,33,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 10 2014,2014-03-10,34.405,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 11 2014,2014-03-11,36.614,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 12 2014,2014-03-12,32.231,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 13 2014,2014-03-13,27.82,21,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 14 2014,2014-03-14,31.759,12,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 15 2014,2014-03-15,32.119,29,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 16 2014,2014-03-16,29.178,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 17 2014,2014-03-17,29.783,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 18 2014,2014-03-18,31.45,16,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 19 2014,2014-03-19,30.085,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 20 2014,2014-03-20,27.858,17,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 21 2014,2014-03-21,27.066,22,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 22 2014,2014-03-22,26.053,37,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 23 2014,2014-03-23,26.14,34,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 24 2014,2014-03-24,24.732,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 25 2014,2014-03-25,25.527,23,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 26 2014,2014-03-26,27.072,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 27 2014,2014-03-27,26.386,19,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 28 2014,2014-03-28,25.563,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 29 2014,2014-03-29,25.988,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 30 2014,2014-03-30,24.137,37,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 31 2014,2014-03-31,25.306,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 01 2014,2014-04-01,24.904,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 02 2014,2014-04-02,26.883,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 03 2014,2014-04-03,26.336,20,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 04 2014,2014-04-04,23.708,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 05 2014,2014-04-05,25.18,25,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 06 2014,2014-04-06,23.92,42,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 07 2014,2014-04-07,24.102,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 08 2014,2014-04-08,24.081,27,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 09 2014,2014-04-09,24.219,24,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 10 2014,2014-04-10,25.89,32,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 11 2014,2014-04-11,24.546,31,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 12 2014,2014-04-12,23.109,39,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 13 2014,2014-04-13,22.705,40,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 14 2014,2014-04-14,23.942,47,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 15 2014,2014-04-15,24.038,43,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 16 2014,2014-04-16,25.623,60,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 17 2014,2014-04-17,26.049,34,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 18 2014,2014-04-18,25.266,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 19 2014,2014-04-19,27.05,41,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 20 2014,2014-04-20,22.778,36,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 21 2014,2014-04-21,22.06,53,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 22 2014,2014-04-22,25.255,48,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 23 2014,2014-04-23,24.89,40,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 24 2014,2014-04-24,25.123,44,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 25 2014,2014-04-25,25.573,40,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 26 2014,2014-04-26,23.736,43,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 27 2014,2014-04-27,24.503,59,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 28 2014,2014-04-28,24.664,55,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 29 2014,2014-04-29,25.431,44,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 30 2014,2014-04-30,25.694,42,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 01 2014,2014-05-01,25.395,44,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 02 2014,2014-05-02,22.059,59,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 03 2014,2014-05-03,20.443,77,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 04 2014,2014-05-04,20.479,77,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 05 2014,2014-05-05,17.619,61,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 06 2014,2014-05-06,18.693,63,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 07 2014,2014-05-07,21.156,68,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 08 2014,2014-05-08,20.883,55,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 09 2014,2014-05-09,17.039,68,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 10 2014,2014-05-10,14.757,52,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 11 2014,2014-05-11,12.417,78,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 12 2014,2014-05-12,12.588,53,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 13 2014,2014-05-13,12.692,59,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 14 2014,2014-05-14,12.654,52,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 15 2014,2014-05-15,12.829,65,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 16 2014,2014-05-16,13.353,66,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 17 2014,2014-05-17,12.735,52,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 18 2014,2014-05-18,12.272,68,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 19 2014,2014-05-19,12.491,50,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 20 2014,2014-05-20,13.173,51,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 21 2014,2014-05-21,13.305,62,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 22 2014,2014-05-22,13.296,57,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 23 2014,2014-05-23,13.111,64,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 24 2014,2014-05-24,13.966,49,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 25 2014,2014-05-25,12.383,54,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 26 2014,2014-05-26,12.579,52,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 27 2014,2014-05-27,12.909,52,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 28 2014,2014-05-28,12.44,59,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 29 2014,2014-05-29,12.393,58,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 30 2014,2014-05-30,12.625,62,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 31 2014,2014-05-31,12.552,55,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 01 2014,2014-06-01,11.764,71,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 02 2014,2014-06-02,11.904,73,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 03 2014,2014-06-03,12.764,45,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 04 2014,2014-06-04,12.156,49,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 05 2014,2014-06-05,12.714,53,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 06 2014,2014-06-06,12.439,45,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 07 2014,2014-06-07,12.535,54,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 08 2014,2014-06-08,12.726,57,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 09 2014,2014-06-09,12.754,48,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 10 2014,2014-06-10,12.498,44,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 11 2014,2014-06-11,12.182,45,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 12 2014,2014-06-12,12.192,75,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 13 2014,2014-06-13,11.964,71,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 14 2014,2014-06-14,12.147,60,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 15 2014,2014-06-15,11.184,77,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 16 2014,2014-06-16,12.511,77,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 17 2014,2014-06-17,10.973,79,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 18 2014,2014-06-18,11.579,62,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 19 2014,2014-06-19,11.477,61,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 20 2014,2014-06-20,10.546,64,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 21 2014,2014-06-21,11.032,66,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 22 2014,2014-06-22,10.337,72,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 23 2014,2014-06-23,9.797,61,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 24 2014,2014-06-24,9.909,61,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 25 2014,2014-06-25,10.045,61,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 26 2014,2014-06-26,10.326,74,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 27 2014,2014-06-27,10.638,73,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 28 2014,2014-06-28,11.173,63,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 29 2014,2014-06-29,11.135,83,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 30 2014,2014-06-30,10.977,76,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 01 2014,2014-07-01,11.658,61,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 02 2014,2014-07-02,7.93,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 03 2014,2014-07-03,8.394,90,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 04 2014,2014-07-04,9.892,71,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 05 2014,2014-07-05,10.152,71,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 06 2014,2014-07-06,10.193,62,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 07 2014,2014-07-07,11.066,57,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 08 2014,2014-07-08,10.429,82,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 09 2014,2014-07-09,11.085,80,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 10 2014,2014-07-10,11.607,68,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 11 2014,2014-07-11,10.075,73,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 12 2014,2014-07-12,9.726,68,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 13 2014,2014-07-13,10.094,71,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 14 2014,2014-07-14,10.628,72,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 15 2014,2014-07-15,10.331,81,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 16 2014,2014-07-16,10.037,76,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 17 2014,2014-07-17,9.939,78,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 18 2014,2014-07-18,9.855,75,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 19 2014,2014-07-19,9.396,87,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 20 2014,2014-07-20,9.341,95,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 21 2014,2014-07-21,8.813,75,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 22 2014,2014-07-22,9.493,83,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 23 2014,2014-07-23,10.265,67,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 24 2014,2014-07-24,9.554,83,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 25 2014,2014-07-25,10.275,74,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 26 2014,2014-07-26,9.675,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 27 2014,2014-07-27,9.862,87,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 28 2014,2014-07-28,9.691,89,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 29 2014,2014-07-29,10.15,76,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 30 2014,2014-07-30,9.735,89,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 31 2014,2014-07-31,9.763,106,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 01 2014,2014-08-01,9.795,98,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 02 2014,2014-08-02,11.044,85,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 03 2014,2014-08-03,10.816,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 04 2014,2014-08-04,10.477,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 05 2014,2014-08-05,9.354,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 06 2014,2014-08-06,9.178,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 07 2014,2014-08-07,9.54,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 08 2014,2014-08-08,10.031,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 09 2014,2014-08-09,10.392,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 10 2014,2014-08-10,9.993,86,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 11 2014,2014-08-11,9.987,105,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 12 2014,2014-08-12,10.134,88,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 13 2014,2014-08-13,10.684,78,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 14 2014,2014-08-14,11.182,112,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 15 2014,2014-08-15,11.105,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 16 2014,2014-08-16,10.448,126,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 17 2014,2014-08-17,9.762,137,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 18 2014,2014-08-18,9.525,115,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 19 2014,2014-08-19,10.449,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 20 2014,2014-08-20,10.468,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 21 2014,2014-08-21,10.35,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 22 2014,2014-08-22,9.995,93,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 23 2014,2014-08-23,10.388,106,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 24 2014,2014-08-24,10.036,97,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 25 2014,2014-08-25,10.064,97,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 26 2014,2014-08-26,10.343,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 27 2014,2014-08-27,10.251,113,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 28 2014,2014-08-28,10.529,117,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 29 2014,2014-08-29,11.183,107,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 30 2014,2014-08-30,10.417,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 31 2014,2014-08-31,10.671,112,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 01 2014,2014-09-01,10.841,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 02 2014,2014-09-02,10.371,90,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 03 2014,2014-09-03,10.955,87,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 04 2014,2014-09-04,10.831,77,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 05 2014,2014-09-05,10.316,90,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 06 2014,2014-09-06,10.332,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 07 2014,2014-09-07,10.554,92,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 08 2014,2014-09-08,10.743,88,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 09 2014,2014-09-09,10.397,87,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 10 2014,2014-09-10,10.153,92,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 11 2014,2014-09-11,10.023,90,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 12 2014,2014-09-12,9.891,116,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 13 2014,2014-09-13,9.97,104,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 14 2014,2014-09-14,9.856,97,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 15 2014,2014-09-15,10.119,85,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 16 2014,2014-09-16,9.737,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 17 2014,2014-09-17,10.059,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 18 2014,2014-09-18,9.654,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 19 2014,2014-09-19,9.178,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 20 2014,2014-09-20,9.205,125,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 21 2014,2014-09-21,9.277,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 22 2014,2014-09-22,9.483,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 23 2014,2014-09-23,8.821,94,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 24 2014,2014-09-24,9.054,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 25 2014,2014-09-25,9.543,82,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 26 2014,2014-09-26,8.801,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 27 2014,2014-09-27,8.636,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 28 2014,2014-09-28,8.783,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 29 2014,2014-09-29,8.506,108,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Sep 30 2014,2014-09-30,8.862,92,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 01 2014,2014-10-01,8.795,109,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 02 2014,2014-10-02,8.98,110,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 03 2014,2014-10-03,9.208,116,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 04 2014,2014-10-04,8.746,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 05 2014,2014-10-05,8.3,135,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 06 2014,2014-10-06,8.804,112,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 07 2014,2014-10-07,9.059,93,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 08 2014,2014-10-08,9.259,91,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 09 2014,2014-10-09,9.15,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 10 2014,2014-10-10,8.945,99,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 11 2014,2014-10-11,8.412,146,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 12 2014,2014-10-12,8.483,138,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 13 2014,2014-10-13,8.367,128,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 14 2014,2014-10-14,8.802,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 15 2014,2014-10-15,8.716,96,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 16 2014,2014-10-16,8.894,101,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 17 2014,2014-10-17,8.532,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 18 2014,2014-10-18,8.465,116,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 19 2014,2014-10-19,7.922,142,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 20 2014,2014-10-20,7.672,102,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 21 2014,2014-10-21,8.013,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 22 2014,2014-10-22,8.009,85,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 23 2014,2014-10-23,7.851,109,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 24 2014,2014-10-24,8.068,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 25 2014,2014-10-25,8.29,123,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 26 2014,2014-10-26,7.678,153,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 27 2014,2014-10-27,7.793,111,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 28 2014,2014-10-28,7.685,123,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 29 2014,2014-10-29,7.965,98,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 30 2014,2014-10-30,8.569,109,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Oct 31 2014,2014-10-31,8.108,139,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 01 2014,2014-11-01,8.054,136,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 02 2014,2014-11-02,7.742,121,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 03 2014,2014-11-03,7.261,123,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 04 2014,2014-11-04,7.755,109,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 05 2014,2014-11-05,7.509,114,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 06 2014,2014-11-06,7.709,134,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 07 2014,2014-11-07,7.558,103,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 08 2014,2014-11-08,7.55,139,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 09 2014,2014-11-09,7.536,144,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 10 2014,2014-11-10,7.676,132,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 11 2014,2014-11-11,7.809,124,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
