date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Apr 03 2019,2019-04-03,130.542,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 05 2019,2019-04-05,161.015,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 06 2019,2019-04-06,169.422,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 07 2019,2019-04-07,159.406,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 08 2019,2019-04-08,144.983,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 12 2019,2019-04-12,142.401,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 14 2019,2019-04-14,136.39,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 15 2019,2019-04-15,139.594,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 16 2019,2019-04-16,142.32,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 20 2019,2019-04-20,219.61,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 22 2019,2019-04-22,196.018,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 23 2019,2019-04-23,151.72,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 26 2019,2019-04-26,172.495,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 27 2019,2019-04-27,132.293,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 28 2019,2019-04-28,123.82,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 29 2019,2019-04-29,147.681,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 30 2019,2019-04-30,126.508,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 01 2019,2019-05-01,147.08,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 03 2019,2019-05-03,144.629,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 05 2019,2019-05-05,128.657,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 06 2019,2019-05-06,145.65,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 07 2019,2019-05-07,148.08,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 09 2019,2019-05-09,144.017,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 10 2019,2019-05-10,151.945,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 13 2019,2019-05-13,126.126,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 14 2019,2019-05-14,143.433,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 16 2019,2019-05-16,155.721,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 19 2019,2019-05-19,134.889,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 22 2019,2019-05-22,135.721,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 23 2019,2019-05-23,128.304,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 24 2019,2019-05-24,132.59,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 25 2019,2019-05-25,121.6,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 26 2019,2019-05-26,115.76,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 27 2019,2019-05-27,130.464,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 28 2019,2019-05-28,133.116,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 29 2019,2019-05-29,144.359,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
May 31 2019,2019-05-31,138.471,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 01 2019,2019-06-01,144.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 02 2019,2019-06-02,143.792,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 03 2019,2019-06-03,127.005,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 04 2019,2019-06-04,179.375,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 05 2019,2019-06-05,183.324,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 06 2019,2019-06-06,131.859,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 11 2019,2019-06-11,158.268,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 12 2019,2019-06-12,137.885,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 14 2019,2019-06-14,174.253,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 15 2019,2019-06-15,175.378,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 18 2019,2019-06-18,411.558,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 19 2019,2019-06-19,142.025,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 20 2019,2019-06-20,147.639,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 21 2019,2019-06-21,139.22,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 22 2019,2019-06-22,159.621,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 23 2019,2019-06-23,160.074,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 27 2019,2019-06-27,126.68,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 28 2019,2019-06-28,141.008,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jun 30 2019,2019-06-30,148.671,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 01 2019,2019-07-01,140.774,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 02 2019,2019-07-02,158.01,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 03 2019,2019-07-03,130.721,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 06 2019,2019-07-06,151.131,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 07 2019,2019-07-07,128.98,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 09 2019,2019-07-09,145.67,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 10 2019,2019-07-10,149.924,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 12 2019,2019-07-12,160.12,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 13 2019,2019-07-13,162.58,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 14 2019,2019-07-14,174.011,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 15 2019,2019-07-15,172.5,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 18 2019,2019-07-18,174.16,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 20 2019,2019-07-20,176.247,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 23 2019,2019-07-23,200.34,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 29 2019,2019-07-29,199.221,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jul 30 2019,2019-07-30,153.27,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 02 2019,2019-08-02,191.587,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 09 2019,2019-08-09,200.305,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 11 2019,2019-08-11,150.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 12 2019,2019-08-12,151.804,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 14 2019,2019-08-14,159.993,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 15 2019,2019-08-15,182.44,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 18 2019,2019-08-18,152.641,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 20 2019,2019-08-20,175.899,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 21 2019,2019-08-21,189.64,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 27 2019,2019-08-27,163.062,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 28 2019,2019-08-28,163.514,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 29 2019,2019-08-29,187.475,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 30 2019,2019-08-30,159.985,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Aug 31 2019,2019-08-31,164.63,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 02 2019,2019-09-02,184.9,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 03 2019,2019-09-03,182.697,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 05 2019,2019-09-05,182.063,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 08 2019,2019-09-08,200.004,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 10 2019,2019-09-10,171.2,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 13 2019,2019-09-13,159.213,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 14 2019,2019-09-14,156.483,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 15 2019,2019-09-15,171.623,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 17 2019,2019-09-17,173.098,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 21 2019,2019-09-21,181.712,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 23 2019,2019-09-23,159.302,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 25 2019,2019-09-25,195.652,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Sep 26 2019,2019-09-26,208.567,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 02 2019,2019-10-02,159.689,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 05 2019,2019-10-05,180.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 06 2019,2019-10-06,182.42,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 08 2019,2019-10-08,156.902,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 10 2019,2019-10-10,180.002,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 13 2019,2019-10-13,180.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 14 2019,2019-10-14,183.562,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 15 2019,2019-10-15,154.26,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 16 2019,2019-10-16,179.099,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 18 2019,2019-10-18,152.78,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 19 2019,2019-10-19,143.75,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 21 2019,2019-10-21,134.998,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Oct 24 2019,2019-10-24,181.982,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 02 2019,2019-11-02,181.751,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 03 2019,2019-11-03,150.007,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 04 2019,2019-11-04,150.696,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 05 2019,2019-11-05,153.36,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 07 2019,2019-11-07,160.038,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 10 2019,2019-11-10,157.771,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 11 2019,2019-11-11,157.645,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 14 2019,2019-11-14,172.769,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 15 2019,2019-11-15,177.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 16 2019,2019-11-16,304.71,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 20 2019,2019-11-20,171.561,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 22 2019,2019-11-22,170.766,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 26 2019,2019-11-26,160.776,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 28 2019,2019-11-28,168.595,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Nov 30 2019,2019-11-30,149.491,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 01 2019,2019-12-01,142.97,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 03 2019,2019-12-03,178.13,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 04 2019,2019-12-04,179.362,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 05 2019,2019-12-05,175.329,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 06 2019,2019-12-06,175.67,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 07 2019,2019-12-07,175.398,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 10 2019,2019-12-10,183.846,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 11 2019,2019-12-11,176.829,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 13 2019,2019-12-13,149.12,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 14 2019,2019-12-14,182.83,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 16 2019,2019-12-16,181.999,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 18 2019,2019-12-18,181.7,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 20 2019,2019-12-20,221.408,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 21 2019,2019-12-21,152.92,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 22 2019,2019-12-22,154.849,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 23 2019,2019-12-23,159.998,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 26 2019,2019-12-26,165.95,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 27 2019,2019-12-27,165.932,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 28 2019,2019-12-28,163.292,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 29 2019,2019-12-29,192.457,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Dec 31 2019,2019-12-31,145.359,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 01 2020,2020-01-01,168.769,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 02 2020,2020-01-02,191.975,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 08 2020,2020-01-08,165.75,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 10 2020,2020-01-10,167.103,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 12 2020,2020-01-12,189.96,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 13 2020,2020-01-13,234.816,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 14 2020,2020-01-14,174.777,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 15 2020,2020-01-15,169.227,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 18 2020,2020-01-18,191.318,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 19 2020,2020-01-19,187.192,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 21 2020,2020-01-21,192.391,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 24 2020,2020-01-24,204.7,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 27 2020,2020-01-27,173.005,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Jan 31 2020,2020-01-31,195.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 01 2020,2020-02-01,209.88,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 04 2020,2020-02-04,190.28,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 10 2020,2020-02-10,191.232,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 12 2020,2020-02-12,195.505,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 13 2020,2020-02-13,174.753,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 17 2020,2020-02-17,195.762,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 18 2020,2020-02-18,170.51,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 19 2020,2020-02-19,167.266,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 21 2020,2020-02-21,195.93,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 22 2020,2020-02-22,190.6,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 25 2020,2020-02-25,184.42,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Feb 26 2020,2020-02-26,188.423,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 01 2020,2020-03-01,174.306,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 05 2020,2020-03-05,154.751,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 06 2020,2020-03-06,181.591,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 07 2020,2020-03-07,200.33,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 08 2020,2020-03-08,213.848,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 11 2020,2020-03-11,209.173,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 13 2020,2020-03-13,316.725,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 15 2020,2020-03-15,216.43,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 16 2020,2020-03-16,211.221,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 17 2020,2020-03-17,176.612,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 18 2020,2020-03-18,211.01,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 21 2020,2020-03-21,161.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 22 2020,2020-03-22,171.08,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 23 2020,2020-03-23,173.528,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 25 2020,2020-03-25,172.5,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 27 2020,2020-03-27,149.84,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 28 2020,2020-03-28,193.334,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 29 2020,2020-03-29,176.712,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 30 2020,2020-03-30,156.24,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Mar 31 2020,2020-03-31,166.924,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 01 2020,2020-04-01,139.523,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 02 2020,2020-04-02,152.235,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 03 2020,2020-04-03,150.855,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 05 2020,2020-04-05,154.885,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 06 2020,2020-04-06,165.885,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 07 2020,2020-04-07,170.09,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 09 2020,2020-04-09,202.272,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 11 2020,2020-04-11,188.78,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 13 2020,2020-04-13,236.025,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 14 2020,2020-04-14,191.19,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 15 2020,2020-04-15,247.285,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 16 2020,2020-04-16,202.08,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 17 2020,2020-04-17,195.814,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 19 2020,2020-04-19,195.507,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 23 2020,2020-04-23,159.039,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 26 2020,2020-04-26,162.33,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 27 2020,2020-04-27,187.331,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
Apr 28 2020,2020-04-28,168.643,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,1
