date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Sep 20 2016,2016-09-20,126.923,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 21 2016,2016-09-21,143.829,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 22 2016,2016-09-22,140.889,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 24 2016,2016-09-24,136.36,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 25 2016,2016-09-25,130.73,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 26 2016,2016-09-26,123.971,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 27 2016,2016-09-27,135.18,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 28 2016,2016-09-28,110.005,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 29 2016,2016-09-29,121.681,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Sep 30 2016,2016-09-30,143.355,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 01 2016,2016-10-01,135.617,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 02 2016,2016-10-02,129.867,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 03 2016,2016-10-03,133.297,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 04 2016,2016-10-04,137.951,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 06 2016,2016-10-06,128.284,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 07 2016,2016-10-07,128.337,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 08 2016,2016-10-08,128.349,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 09 2016,2016-10-09,126.229,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 11 2016,2016-10-11,122.673,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 12 2016,2016-10-12,122.835,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 13 2016,2016-10-13,121.198,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 14 2016,2016-10-14,109.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 15 2016,2016-10-15,109.491,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 16 2016,2016-10-16,105.925,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 18 2016,2016-10-18,104.631,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 20 2016,2016-10-20,112.241,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 21 2016,2016-10-21,119.422,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 23 2016,2016-10-23,113.722,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 24 2016,2016-10-24,116.208,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 25 2016,2016-10-25,114.377,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 27 2016,2016-10-27,113.023,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 28 2016,2016-10-28,111.536,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 29 2016,2016-10-29,111.692,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 30 2016,2016-10-30,112.809,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Oct 31 2016,2016-10-31,105.61,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 01 2016,2016-11-01,119.995,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 02 2016,2016-11-02,123.865,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 03 2016,2016-11-03,120.825,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 05 2016,2016-11-05,127.1,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 06 2016,2016-11-06,126.63,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 07 2016,2016-11-07,125.899,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 08 2016,2016-11-08,126.203,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 10 2016,2016-11-10,116.955,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 11 2016,2016-11-11,119.972,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 12 2016,2016-11-12,120.097,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 13 2016,2016-11-13,122.036,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 14 2016,2016-11-14,129.85,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 15 2016,2016-11-15,119.691,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 16 2016,2016-11-16,135.99,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 17 2016,2016-11-17,122.93,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 20 2016,2016-11-20,132.31,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 21 2016,2016-11-21,116.912,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 22 2016,2016-11-22,109.734,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 23 2016,2016-11-23,126.487,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 24 2016,2016-11-24,134.696,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 25 2016,2016-11-25,120.593,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 27 2016,2016-11-27,126.09,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 28 2016,2016-11-28,123.043,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Nov 30 2016,2016-11-30,126.312,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 01 2016,2016-12-01,111.136,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 02 2016,2016-12-02,121.366,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 03 2016,2016-12-03,106.509,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 05 2016,2016-12-05,132.979,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 07 2016,2016-12-07,114.764,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 08 2016,2016-12-08,115.0,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 09 2016,2016-12-09,115.31,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 10 2016,2016-12-10,111.621,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 11 2016,2016-12-11,112.49,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 12 2016,2016-12-12,112.663,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 13 2016,2016-12-13,111.014,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 14 2016,2016-12-14,104.569,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 15 2016,2016-12-15,111.309,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 16 2016,2016-12-16,103.537,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 17 2016,2016-12-17,102.653,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 18 2016,2016-12-18,99.645,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 19 2016,2016-12-19,106.688,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 20 2016,2016-12-20,108.741,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 21 2016,2016-12-21,107.961,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 22 2016,2016-12-22,111.601,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 23 2016,2016-12-23,106.08,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 24 2016,2016-12-24,123.039,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 25 2016,2016-12-25,109.269,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 26 2016,2016-12-26,115.223,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 27 2016,2016-12-27,115.31,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 28 2016,2016-12-28,114.154,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 29 2016,2016-12-29,111.279,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 30 2016,2016-12-30,116.806,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Dec 31 2016,2016-12-31,115.002,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 01 2017,2017-01-01,115.784,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 02 2017,2017-01-02,114.74,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 03 2017,2017-01-03,116.24,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 04 2017,2017-01-04,143.225,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 05 2017,2017-01-05,143.629,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 06 2017,2017-01-06,114.517,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 07 2017,2017-01-07,110.125,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 08 2017,2017-01-08,139.697,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 09 2017,2017-01-09,115.757,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 10 2017,2017-01-10,134.776,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 11 2017,2017-01-11,132.36,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 12 2017,2017-01-12,145.599,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 13 2017,2017-01-13,122.671,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 14 2017,2017-01-14,122.651,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 15 2017,2017-01-15,113.39,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 16 2017,2017-01-16,129.326,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 17 2017,2017-01-17,125.712,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 18 2017,2017-01-18,104.926,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 19 2017,2017-01-19,113.913,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 20 2017,2017-01-20,115.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 21 2017,2017-01-21,92.401,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 22 2017,2017-01-22,114.991,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 23 2017,2017-01-23,113.023,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 24 2017,2017-01-24,127.44,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 25 2017,2017-01-25,118.26,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 26 2017,2017-01-26,119.153,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 27 2017,2017-01-27,142.727,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 28 2017,2017-01-28,122.898,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 29 2017,2017-01-29,126.667,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 30 2017,2017-01-30,125.069,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Jan 31 2017,2017-01-31,124.93,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 01 2017,2017-02-01,116.288,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 02 2017,2017-02-02,114.256,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 03 2017,2017-02-03,110.341,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 04 2017,2017-02-04,112.665,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 05 2017,2017-02-05,109.173,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 06 2017,2017-02-06,115.105,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 07 2017,2017-02-07,116.217,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 09 2017,2017-02-09,118.576,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 10 2017,2017-02-10,109.492,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 11 2017,2017-02-11,128.887,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 12 2017,2017-02-12,131.568,7,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 13 2017,2017-02-13,127.636,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 14 2017,2017-02-14,127.002,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 15 2017,2017-02-15,127.653,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 16 2017,2017-02-16,132.011,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 17 2017,2017-02-17,145.072,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 18 2017,2017-02-18,155.837,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 19 2017,2017-02-19,119.282,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 20 2017,2017-02-20,146.721,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 21 2017,2017-02-21,129.488,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 22 2017,2017-02-22,122.012,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 23 2017,2017-02-23,134.247,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 24 2017,2017-02-24,140.342,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 25 2017,2017-02-25,139.705,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 26 2017,2017-02-26,143.459,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Feb 27 2017,2017-02-27,138.947,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 01 2017,2017-03-01,138.02,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 03 2017,2017-03-03,132.483,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 04 2017,2017-03-04,138.29,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 05 2017,2017-03-05,139.341,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 07 2017,2017-03-07,128.114,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 08 2017,2017-03-08,140.478,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 09 2017,2017-03-09,148.774,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 10 2017,2017-03-10,155.684,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 11 2017,2017-03-11,144.825,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 12 2017,2017-03-12,151.332,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 13 2017,2017-03-13,149.15,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 14 2017,2017-03-14,148.85,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 15 2017,2017-03-15,148.808,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 16 2017,2017-03-16,122.926,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 17 2017,2017-03-17,123.06,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 18 2017,2017-03-18,146.85,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 19 2017,2017-03-19,146.461,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 20 2017,2017-03-20,138.0,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 21 2017,2017-03-21,130.961,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 23 2017,2017-03-23,129.176,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 24 2017,2017-03-24,129.74,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 25 2017,2017-03-25,135.509,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 26 2017,2017-03-26,134.551,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 27 2017,2017-03-27,135.49,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 28 2017,2017-03-28,133.93,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 29 2017,2017-03-29,113.203,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 30 2017,2017-03-30,131.297,6,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Mar 31 2017,2017-03-31,149.785,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 01 2017,2017-04-01,149.088,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 02 2017,2017-04-02,112.737,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 03 2017,2017-04-03,122.652,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 04 2017,2017-04-04,125.674,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 05 2017,2017-04-05,125.853,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 06 2017,2017-04-06,127.006,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 07 2017,2017-04-07,144.235,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 08 2017,2017-04-08,147.409,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 09 2017,2017-04-09,131.74,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 10 2017,2017-04-10,122.22,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 11 2017,2017-04-11,159.793,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 12 2017,2017-04-12,149.174,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 13 2017,2017-04-13,128.81,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 14 2017,2017-04-14,126.638,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 16 2017,2017-04-16,151.31,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 17 2017,2017-04-17,149.932,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 18 2017,2017-04-18,148.408,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 19 2017,2017-04-19,130.206,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 21 2017,2017-04-21,139.137,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 23 2017,2017-04-23,140.944,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 24 2017,2017-04-24,145.883,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 25 2017,2017-04-25,147.193,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 26 2017,2017-04-26,140.951,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 27 2017,2017-04-27,139.679,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 28 2017,2017-04-28,126.653,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 29 2017,2017-04-29,139.29,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
Apr 30 2017,2017-04-30,127.373,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 01 2017,2017-05-01,131.909,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 02 2017,2017-05-02,138.16,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 03 2017,2017-05-03,142.23,1,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 04 2017,2017-05-04,128.683,3,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 05 2017,2017-05-05,136.974,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 06 2017,2017-05-06,109.503,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 07 2017,2017-05-07,137.235,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 08 2017,2017-05-08,132.922,5,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 09 2017,2017-05-09,138.208,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 11 2017,2017-05-11,127.655,2,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
May 12 2017,2017-05-12,121.863,4,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Factory New,1,1,0
