date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
May 27 2015,2015-05-27,120.81,,,,12.887297285946147,10.44511731430015,13.063616153952317,2,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 21 2015,2015-07-21,49.082,7.893850958874276,14.08926499091127,16.31614610800777,12.887297285946147,10.44511731430015,13.063616153952317,10,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 22 2015,2015-07-22,51.129,8.090601019758688,13.840926093489099,16.35239932373403,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 23 2015,2015-07-23,49.322,8.176993122984399,13.660288405815079,16.4172205671187,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 24 2015,2015-07-24,49.248,8.055065491646452,13.458365732324001,16.47416493416889,12.887297285946147,10.44511731430015,13.063616153952317,9,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 25 2015,2015-07-25,48.013,8.247600398081715,13.295160704465426,16.547298749112283,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 26 2015,2015-07-26,49.397,8.394100463605636,13.043405370663402,16.584251202579914,12.887297285946147,10.44511731430015,13.063616153952317,6,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 27 2015,2015-07-27,48.14,8.443385138607116,12.834140852093174,16.6376917876913,12.887297285946147,10.44511731430015,13.063616153952317,16,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 28 2015,2015-07-28,52.213,8.28446058711979,12.469865003923376,16.615861806939225,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 29 2015,2015-07-29,54.615,8.254546629014563,12.071593493170253,16.559753001666135,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 30 2015,2015-07-30,56.647,7.749519899478598,11.675566482358255,16.481127560701527,12.887297285946147,10.44511731430015,13.063616153952317,6,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Jul 31 2015,2015-07-31,51.561,7.071028303911226,11.36087158552813,16.463300888760013,12.887297285946147,10.44511731430015,13.063616153952317,16,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 01 2015,2015-08-01,51.991,6.266148802031154,11.038849381257046,16.436950022263062,12.887297285946147,10.44511731430015,13.063616153952317,9,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 02 2015,2015-08-02,50.04,5.914885017391851,10.778258009270658,16.43554574285418,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 03 2015,2015-08-03,55.388,5.510057807757437,10.424784650083545,16.366685073664474,12.887297285946147,10.44511731430015,13.063616153952317,9,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 04 2015,2015-08-04,54.59,5.079670328360758,10.085699840853582,16.30583475648509,12.887297285946147,10.44511731430015,13.063616153952317,6,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 05 2015,2015-08-05,47.076,4.9365195385032274,9.97897331017929,16.343007175561134,12.887297285946147,10.44511731430015,13.063616153952317,14,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 06 2015,2015-08-06,44.968,4.8647896770877965,9.968675921936178,16.40996099542832,12.887297285946147,10.44511731430015,13.063616153952317,6,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 07 2015,2015-08-07,46.402,4.362382041484126,9.841854023698408,16.44639566725986,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 08 2015,2015-08-08,55.08,4.017996113035572,9.52445516647427,16.375061404448065,12.887297285946147,10.44511731430015,13.063616153952317,14,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 09 2015,2015-08-09,49.536,3.6583916414594,9.275729627765575,16.361655284770475,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 10 2015,2015-08-10,53.655,3.2179783372968047,8.97150661594962,16.302277793253957,12.887297285946147,10.44511731430015,13.063616153952317,9,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 11 2015,2015-08-11,51.727,3.1867483447308547,8.689886966721527,16.261374980832926,12.887297285946147,10.44511731430015,13.063616153952317,10,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 12 2015,2015-08-12,47.954,3.0931176096501107,8.517566911085433,16.263319032930102,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 13 2015,2015-08-13,51.684,3.0962086234992405,8.246062896010601,16.220548264900188,12.887297285946147,10.44511731430015,13.063616153952317,7,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 14 2015,2015-08-14,47.609,3.1534426691819326,8.089869428699814,16.22266966347175,12.887297285946147,10.44511731430015,13.063616153952317,7,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 15 2015,2015-08-15,43.525,3.3970011108516927,8.152179302689134,16.279043948584274,12.887297285946147,10.44511731430015,13.063616153952317,12,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 16 2015,2015-08-16,45.711,3.251968631707632,8.044335920350619,16.298975423340185,12.887297285946147,10.44511731430015,13.063616153952317,15,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 17 2015,2015-08-17,45.981,3.324218266241014,7.909702474075657,16.31203240621993,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 18 2015,2015-08-18,48.008,3.339393461342403,7.694689262442943,16.29812784124355,12.887297285946147,10.44511731430015,13.063616153952317,8,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 19 2015,2015-08-19,42.311,3.60770308705817,7.759465423865125,16.355981646151466,12.887297285946147,10.44511731430015,13.063616153952317,7,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 20 2015,2015-08-20,40.287,4.000147677733837,7.929512110021077,16.43953347426785,12.887297285946147,10.44511731430015,13.063616153952317,20,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 21 2015,2015-08-21,37.624,4.530613487803098,8.25737629174522,16.560310750477047,12.887297285946147,10.44511731430015,13.063616153952317,18,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 22 2015,2015-08-22,42.92,4.664218707165988,8.133548228378404,16.593177486267614,12.887297285946147,10.44511731430015,13.063616153952317,14,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 23 2015,2015-08-23,40.892,4.880808066812173,8.104085791595228,16.64995149008905,12.887297285946147,10.44511731430015,13.063616153952317,19,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 24 2015,2015-08-24,37.813,5.257912704272338,8.255272659182735,16.747847276217787,12.887297285946147,10.44511731430015,13.063616153952317,16,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 25 2015,2015-08-25,42.381,5.356930774304536,8.086784812630421,16.77492108608694,12.887297285946147,10.44511731430015,13.063616153952317,14,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 26 2015,2015-08-26,43.188,5.426535039036089,7.884929618152727,16.78910808380722,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 27 2015,2015-08-27,43.271,5.420178652631124,7.68072919567842,16.799766330154096,12.887297285946147,10.44511731430015,13.063616153952317,10,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 28 2015,2015-08-28,45.398,5.260745973937559,7.435812288413179,16.78570593211503,12.887297285946147,10.44511731430015,13.063616153952317,10,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 29 2015,2015-08-29,44.483,4.965946211419738,7.211448174067548,16.779421114840645,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 30 2015,2015-08-30,42.817,4.9314443572119195,7.034322398103283,16.789064868671918,12.887297285946147,10.44511731430015,13.063616153952317,17,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Aug 31 2015,2015-08-31,45.562,4.822041541819805,6.805682146662251,16.769177237853263,12.887297285946147,10.44511731430015,13.063616153952317,12,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 01 2015,2015-09-01,47.998,4.781122119648268,6.597992894261599,16.72831434170571,12.887297285946147,10.44511731430015,13.063616153952317,12,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 02 2015,2015-09-02,46.564,4.456447253215403,6.381932671327369,16.698411406783702,12.887297285946147,10.44511731430015,13.063616153952317,12,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 03 2015,2015-09-03,47.206,4.153590938995704,6.176582363162884,16.6629130252568,12.887297285946147,10.44511731430015,13.063616153952317,12,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 04 2015,2015-09-04,47.213,4.155282818984598,5.977649168796617,16.627036157826304,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 05 2015,2015-09-05,49.866,4.222873775539518,5.844903186354857,16.573317378592815,12.887297285946147,10.44511731430015,13.063616153952317,15,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 06 2015,2015-09-06,48.303,4.246073096024497,5.66820474581004,16.5296134975116,12.887297285946147,10.44511731430015,13.063616153952317,18,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 07 2015,2015-09-07,45.971,3.875425955973272,5.485860230471306,16.50276318087637,12.887297285946147,10.44511731430015,13.063616153952317,17,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 08 2015,2015-09-08,45.891,3.8036591972082903,5.309888564609435,16.47599833039413,12.887297285946147,10.44511731430015,13.063616153952317,8,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 09 2015,2015-09-09,44.488,3.476822020311224,5.164260390361389,16.460035914628847,12.887297285946147,10.44511731430015,13.063616153952317,12,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 10 2015,2015-09-10,47.368,3.278099267220048,4.999418390143996,16.421585166309637,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 11 2015,2015-09-11,46.302,3.2405929401036726,4.835928149666796,16.39037827759712,12.887297285946147,10.44511731430015,13.063616153952317,15,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 12 2015,2015-09-12,43.333,2.9917143480338138,4.746087659604348,16.382285757825013,12.887297285946147,10.44511731430015,13.063616153952317,10,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 13 2015,2015-09-13,44.202,2.9407743606457446,4.621608069298431,16.365882901074816,12.887297285946147,10.44511731430015,13.063616153952317,15,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 14 2015,2015-09-14,43.366,2.94285133763223,4.5261041874960934,16.35554505162168,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 15 2015,2015-09-15,46.529,2.9576620162385616,4.379478507621633,16.32084570677324,12.887297285946147,10.44511731430015,13.063616153952317,8,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 16 2015,2015-09-16,46.525,2.968167905062849,4.237460744775973,16.28603258631447,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 17 2015,2015-09-17,49.848,3.0585943018729655,4.204818267026171,16.232997085991396,12.887297285946147,10.44511731430015,13.063616153952317,13,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 18 2015,2015-09-18,42.563,3.052248742518931,4.17443116771961,16.227276963083277,12.887297285946147,10.44511731430015,13.063616153952317,9,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 19 2015,2015-09-19,42.127,2.978688231690368,4.15701507021481,16.224176074179603,12.887297285946147,10.44511731430015,13.063616153952317,23,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 20 2015,2015-09-20,42.692,2.691424034472238,4.096502225869567,16.215364473203216,12.887297285946147,10.44511731430015,13.063616153952317,15,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 21 2015,2015-09-21,43.592,2.6771122106679113,3.994715500895368,16.198772753524842,12.887297285946147,10.44511731430015,13.063616153952317,10,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 22 2015,2015-09-22,47.366,2.600639201710367,3.8918067532475025,16.157645563120475,12.887297285946147,10.44511731430015,13.063616153952317,8,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 23 2015,2015-09-23,46.446,2.2101478883792374,3.7698503337405502,16.121730016724097,12.887297285946147,10.44511731430015,13.063616153952317,12,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 24 2015,2015-09-24,44.539,2.1415914431088043,3.657181216016184,16.09756326324538,12.887297285946147,10.44511731430015,13.063616153952317,9,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 25 2015,2015-09-25,45.258,2.097404367691323,3.5382641175283065,16.06847877175923,12.887297285946147,10.44511731430015,13.063616153952317,9,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 26 2015,2015-09-26,45.743,2.0520555293177956,3.4224763947232977,16.036315056638216,12.887297285946147,10.44511731430015,13.063616153952317,15,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 27 2015,2015-09-27,45.325,2.0524103194882035,3.3108821533093757,16.006525540193586,12.887297285946147,10.44511731430015,13.063616153952317,17,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 28 2015,2015-09-28,42.176,2.139017507035354,3.3127153813627253,15.997632153548786,12.887297285946147,10.44511731430015,13.063616153952317,11,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
Sep 29 2015,2015-09-29,41.728,2.1958789039746667,3.3295319577299356,15.99134058524393,12.887297285946147,10.44511731430015,13.063616153952317,15,AWP | Hyper Beast,AWP,Hyper Beast,Battle-Scarred,1,1,0
