date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Apr 16 2015,2015-04-16,47.399,,,,1.9900727928694895,3.468712243366427,0.9244437562787474,20,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 17 2015,2015-04-17,35.293,8.560234693044348,8.560234693044347,8.560234693044348,1.9900727928694895,3.468712243366427,0.9244437562787474,12,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 18 2015,2015-04-18,28.801,9.439164016655997,11.009243006997599,9.439164016655997,1.9900727928694895,3.468712243366427,0.9244437562787474,27,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 19 2015,2015-04-19,28.341,8.880391188830968,11.663709152387598,8.880391188830968,1.9900727928694895,3.468712243366427,0.9244437562787474,22,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 20 2015,2015-04-20,26.773,8.51742289662783,12.174951140972496,8.51742289662783,1.9900727928694895,3.468712243366427,0.9244437562787474,16,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 21 2015,2015-04-21,26.383,8.12777706387177,12.417822381172225,8.12777706387177,1.9900727928694895,3.468712243366427,0.9244437562787474,21,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 22 2015,2015-04-22,26.389,7.734122993345172,12.4738172575032,7.734122993345172,1.9900727928694895,3.468712243366427,0.9244437562787474,16,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 23 2015,2015-04-23,24.526,7.554799977261381,12.666948048202203,7.554799977261381,1.9900727928694895,3.468712243366427,0.9244437562787474,19,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 24 2015,2015-04-24,25.728,7.24280820500201,12.585833462742764,7.24280820500201,1.9900727928694895,3.468712243366427,0.9244437562787474,17,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 25 2015,2015-04-25,25.3,6.98572896140569,12.496498777214681,6.98572896140569,1.9900727928694895,3.468712243366427,0.9244437562787474,20,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 26 2015,2015-04-26,22.24,6.978762661884203,12.66200494130244,6.978762661884203,1.9900727928694895,3.468712243366427,0.9244437562787474,20,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 27 2015,2015-04-27,22.355,6.911844405866577,12.706928172533184,6.911844405866577,1.9900727928694895,3.468712243366427,0.9244437562787474,16,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 28 2015,2015-04-28,22.137,6.834362461591444,12.695464128792722,6.834362461591444,1.9900727928694895,3.468712243366427,0.9244437562787474,24,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 29 2015,2015-04-29,23.461,6.668807481909283,12.524282752957287,6.668807481909283,1.9900727928694895,3.468712243366427,0.9244437562787474,16,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Apr 30 2015,2015-04-30,24.48,6.473639387841241,12.26502400734378,6.473639387841241,1.9900727928694895,3.468712243366427,0.9244437562787474,15,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 01 2015,2015-05-01,20.098,6.508633107906247,12.303620793465747,6.508633107906247,1.9900727928694895,3.468712243366427,0.9244437562787474,29,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 02 2015,2015-05-02,22.302,6.398036027356594,12.126335543946432,6.398036027356594,1.9900727928694895,3.468712243366427,0.9244437562787474,24,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 03 2015,2015-05-03,20.238,6.384942107209611,12.061828504773628,6.384942107209611,1.9900727928694895,3.468712243366427,0.9244437562787474,28,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 04 2015,2015-05-04,19.638,6.386995645392989,11.996564187244594,6.386995645392989,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 05 2015,2015-05-05,20.369,6.337975573145535,11.846415369951567,6.337975573145535,1.9900727928694895,3.468712243366427,0.9244437562787474,25,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 06 2015,2015-05-06,20.338,6.283807870043374,11.674727237691943,6.283807870043374,1.9900727928694895,3.468712243366427,0.9244437562787474,28,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 07 2015,2015-05-07,20.334,6.22533434784223,11.484528562163673,6.22533434784223,1.9900727928694895,3.468712243366427,0.9244437562787474,19,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 08 2015,2015-05-08,19.406,6.198319253888309,11.328385829917528,6.198319253888309,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 09 2015,2015-05-09,17.998,6.222892941663531,11.231286426343642,6.222892941663531,1.9900727928694895,3.468712243366427,0.9244437562787474,29,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 10 2015,2015-05-10,18.084,6.229576638103106,11.099783186745691,6.229576638103106,1.9900727928694895,3.468712243366427,0.9244437562787474,27,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 11 2015,2015-05-11,17.901,6.232832453535563,10.95502218422508,6.232832453535563,1.9900727928694895,3.468712243366427,0.9244437562787474,23,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 12 2015,2015-05-12,17.506,6.241717252199931,10.8106466877143,6.241717252199931,1.9900727928694895,3.468712243366427,0.9244437562787474,35,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 13 2015,2015-05-13,18.288,6.214420101751909,10.60915288069047,6.214420101751909,1.9900727928694895,3.468712243366427,0.9244437562787474,25,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 14 2015,2015-05-14,18.656,6.172407307561884,10.382403887583177,6.172407307561884,1.9900727928694895,3.468712243366427,0.9244437562787474,12,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 15 2015,2015-05-15,17.655,6.1574160819086385,10.19312795609508,6.1574160819086385,1.9900727928694895,3.468712243366427,0.9244437562787474,27,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 16 2015,2015-05-16,17.24,4.2506396592329105,10.01233758872184,6.150368038817127,1.9900727928694895,3.468712243366427,0.9244437562787474,18,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 17 2015,2015-05-17,16.075,3.622920629141282,9.875936817269848,6.175980845438707,1.9900727928694895,3.468712243366427,0.9244437562787474,41,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 18 2015,2015-05-18,16.063,3.4983722513756863,9.723027001636519,6.19301907438382,1.9900727928694895,3.468712243366427,0.9244437562787474,26,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 19 2015,2015-05-19,15.964,3.3553062016597726,9.56083045974585,6.205655129872195,1.9900727928694895,3.468712243366427,0.9244437562787474,25,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 20 2015,2015-05-20,15.523,3.292516653533142,9.406994872612609,6.2252554249510395,1.9900727928694895,3.468712243366427,0.9244437562787474,33,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 21 2015,2015-05-21,16.298,3.1757323926749605,9.207939206333833,6.215758206569789,1.9900727928694895,3.468712243366427,0.9244437562787474,19,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 22 2015,2015-05-22,15.433,3.0535552115337663,9.039302549481505,6.22603876495342,1.9900727928694895,3.468712243366427,0.9244437562787474,22,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 23 2015,2015-05-23,15.57,3.0050146777999385,8.856197837012965,6.2270996062123425,1.9900727928694895,3.468712243366427,0.9244437562787474,28,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 24 2015,2015-05-24,14.687,2.879641173567586,8.704254789024432,6.24789939641687,1.9900727928694895,3.468712243366427,0.9244437562787474,28,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 25 2015,2015-05-25,14.691,2.7339578854730338,8.542054841449627,6.26248243761292,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 26 2015,2015-05-26,15.833,2.697974802205032,8.329903530531722,6.244505132612153,1.9900727928694895,3.468712243366427,0.9244437562787474,29,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 27 2015,2015-05-27,11.155,2.9108397471061975,8.345456772050618,6.362040771905773,1.9900727928694895,3.468712243366427,0.9244437562787474,58,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 28 2015,2015-05-28,12.111,3.0069924954705196,8.26889734418287,6.431077277318619,1.9900727928694895,3.468712243366427,0.9244437562787474,33,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 29 2015,2015-05-29,13.287,2.916526431242798,8.116340369320387,6.456393356093219,1.9900727928694895,3.468712243366427,0.9244437562787474,44,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 30 2015,2015-05-30,13.252,2.6939834841074264,7.9574518169711395,6.4770340276201654,1.9900727928694895,3.468712243366427,0.9244437562787474,46,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
May 31 2015,2015-05-31,13.553,2.705006723598399,7.780827423551874,6.485585012517327,1.9900727928694895,3.468712243366427,0.9244437562787474,33,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 01 2015,2015-06-01,13.463,2.5684245739273557,7.60442625055251,6.492421632062542,1.9900727928694895,3.468712243366427,0.9244437562787474,33,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 02 2015,2015-06-02,12.912,2.554274749396037,7.4459717363606135,6.50816354021804,1.9900727928694895,3.468712243366427,0.9244437562787474,22,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 03 2015,2015-06-03,12.698,2.556687692146285,7.29132163910788,6.524677852839428,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 04 2015,2015-06-04,12.081,2.5246248896287953,7.1570664069665595,6.551318429826136,1.9900727928694895,3.468712243366427,0.9244437562787474,20,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 05 2015,2015-06-05,11.454,2.4950585115106887,7.043210777234025,6.588103110435164,1.9900727928694895,3.468712243366427,0.9244437562787474,46,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 06 2015,2015-06-06,10.984,2.4547870120873005,6.94144953483323,6.630817105316877,1.9900727928694895,3.468712243366427,0.9244437562787474,44,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 07 2015,2015-06-07,11.145,2.4292229683347104,6.82139987775004,6.663904399699242,1.9900727928694895,3.468712243366427,0.9244437562787474,38,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 08 2015,2015-06-08,11.146,2.4517293394709836,6.693539626470863,6.692077326282952,1.9900727928694895,3.468712243366427,0.9244437562787474,37,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 09 2015,2015-06-09,12.147,2.407561170968217,6.523882450560417,6.69565866374729,1.9900727928694895,3.468712243366427,0.9244437562787474,28,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 10 2015,2015-06-10,11.939,2.362131014547009,6.361114200566342,6.700650774147085,1.9900727928694895,3.468712243366427,0.9244437562787474,27,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 11 2015,2015-06-11,11.225,2.345887111569886,6.222735694642311,6.716746364027131,1.9900727928694895,3.468712243366427,0.9244437562787474,31,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 12 2015,2015-06-12,10.723,2.2842149688980107,6.100815409398555,6.739618831435718,1.9900727928694895,3.468712243366427,0.9244437562787474,30,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 13 2015,2015-06-13,10.609,2.167720807403568,5.978642043267796,6.761179870682122,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 14 2015,2015-06-14,9.928,2.1234595089633075,5.880790917619049,6.793008211006539,1.9900727928694895,3.468712243366427,0.9244437562787474,27,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 15 2015,2015-06-15,9.397,2.1051786513317046,5.799881345572657,6.831790534886759,1.9900727928694895,3.468712243366427,0.9244437562787474,53,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 16 2015,2015-06-16,10.144,2.0892359448691074,5.677360987810173,6.8513801236218566,1.9900727928694895,3.468712243366427,0.9244437562787474,29,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 17 2015,2015-06-17,9.581,2.0803515510273356,5.5741953082863045,6.878539991170964,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 18 2015,2015-06-18,9.782,2.044700964281354,5.457421184593021,6.8984852557938225,1.9900727928694895,3.468712243366427,0.9244437562787474,37,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 19 2015,2015-06-19,9.867,2.0096581584420923,5.334388298380907,6.914005999982098,1.9900727928694895,3.468712243366427,0.9244437562787474,43,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 20 2015,2015-06-20,9.946,1.898536000100581,5.206860544295714,6.9256173008549995,1.9900727928694895,3.468712243366427,0.9244437562787474,41,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 21 2015,2015-06-21,9.432,1.8423627433707688,5.0968180199740525,6.943616524261821,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 22 2015,2015-06-22,9.524,1.746746678434062,4.9806442395219195,6.957461596405125,1.9900727928694895,3.468712243366427,0.9244437562787474,40,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 23 2015,2015-06-23,9.683,1.6818035598109655,4.857700136651039,6.96646465316902,1.9900727928694895,3.468712243366427,0.9244437562787474,33,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 24 2015,2015-06-24,9.852,1.5904495645071886,4.72961792370148,6.970941156950372,1.9900727928694895,3.468712243366427,0.9244437562787474,34,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 25 2015,2015-06-25,10.025,1.3550996082486264,4.598015526533491,6.9712709842044775,1.9900727928694895,3.468712243366427,0.9244437562787474,40,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 26 2015,2015-06-26,10.157,1.3659475852853373,4.465299618682002,6.968409362194763,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 27 2015,2015-06-27,10.154,1.3611527822222749,4.335217382169286,6.964415579184591,1.9900727928694895,3.468712243366427,0.9244437562787474,43,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 28 2015,2015-06-28,10.059,1.30061679267147,4.209844435483421,6.960575514493436,1.9900727928694895,3.468712243366427,0.9244437562787474,33,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 29 2015,2015-06-29,9.184,1.257806284081761,4.111516006414407,6.967531167655602,1.9900727928694895,3.468712243366427,0.9244437562787474,34,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jun 30 2015,2015-06-30,10.25,1.1443186845122468,3.985628348558219,6.959052497652803,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 01 2015,2015-07-01,10.154,1.0160873435167221,3.8646263031957213,6.950942418757751,1.9900727928694895,3.468712243366427,0.9244437562787474,26,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 02 2015,2015-07-02,9.691,0.9226142573230619,3.756334228590687,6.947636670841626,1.9900727928694895,3.468712243366427,0.9244437562787474,34,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 03 2015,2015-07-03,9.903,0.8214823747066718,3.6450896997532443,6.940838566028995,1.9900727928694895,3.468712243366427,0.9244437562787474,50,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 04 2015,2015-07-04,9.783,0.7581305925775493,3.538788421443723,6.93466045233943,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 05 2015,2015-07-05,9.404,0.7391609377894017,3.4438542330348882,6.932154482915107,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 06 2015,2015-07-06,9.502,0.7340432070966534,3.3473938980330105,6.92757952635317,1.9900727928694895,3.468712243366427,0.9244437562787474,42,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 07 2015,2015-07-07,9.861,0.710761269069212,3.245124363542962,6.918244874532167,1.9900727928694895,3.468712243366427,0.9244437562787474,31,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 08 2015,2015-07-08,9.741,0.6854170816822035,3.147589369496675,6.909615847461792,1.9900727928694895,3.468712243366427,0.9244437562787474,24,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 09 2015,2015-07-09,9.475,0.5676787631756148,3.057920432856357,6.903248628297379,1.9900727928694895,3.468712243366427,0.9244437562787474,27,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 10 2015,2015-07-10,9.424,0.4368725845965698,2.971031082703771,6.8967703069747275,1.9900727928694895,3.468712243366427,0.9244437562787474,36,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 11 2015,2015-07-11,8.942,0.3913322382443409,2.8991501390588006,6.894911229067624,1.9900727928694895,3.468712243366427,0.9244437562787474,44,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 12 2015,2015-07-12,9.075,0.373413839328388,2.822966432245291,6.890780875009605,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 13 2015,2015-07-13,8.481,0.40553697763527174,2.767786232660016,6.892526168792342,1.9900727928694895,3.468712243366427,0.9244437562787474,49,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 14 2015,2015-07-14,8.421,0.46302315425794244,2.7128051683148096,6.8940137248523055,1.9900727928694895,3.468712243366427,0.9244437562787474,38,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 15 2015,2015-07-15,8.395,0.5137553154348808,2.6568245201505407,6.894884294190937,1.9900727928694895,3.468712243366427,0.9244437562787474,34,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 16 2015,2015-07-16,8.648,0.5310817674123469,2.590442485736539,6.892178117990359,1.9900727928694895,3.468712243366427,0.9244437562787474,29,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 17 2015,2015-07-17,8.457,0.5669996614563485,2.530349225543327,6.89077902701224,1.9900727928694895,3.468712243366427,0.9244437562787474,31,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 18 2015,2015-07-18,8.509,0.5929119538828085,2.467940059923344,6.888112402108539,1.9900727928694895,3.468712243366427,0.9244437562787474,26,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 19 2015,2015-07-19,7.495,0.6881832997266383,2.4497426009855197,6.895798534567213,1.9900727928694895,3.468712243366427,0.9244437562787474,42,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 20 2015,2015-07-20,8.12,0.7172270909549175,2.3964682078550488,6.895585479130834,1.9900727928694895,3.468712243366427,0.9244437562787474,35,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 21 2015,2015-07-21,8.03,0.7548201193948996,2.345431165925518,6.8955670154967095,1.9900727928694895,3.468712243366427,0.9244437562787474,30,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 22 2015,2015-07-22,8.048,0.7858318537056774,2.292510735961394,6.894641410399301,1.9900727928694895,3.468712243366427,0.9244437562787474,38,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 23 2015,2015-07-23,8.107,0.8069517647135805,2.2368328693189543,6.892459297059083,1.9900727928694895,3.468712243366427,0.9244437562787474,29,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 24 2015,2015-07-24,7.932,0.8275476726898335,2.186935133842615,6.891376432414089,1.9900727928694895,3.468712243366427,0.9244437562787474,45,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 25 2015,2015-07-25,8.215,0.8248331220980339,2.1274816295220838,6.886965299537215,1.9900727928694895,3.468712243366427,0.9244437562787474,35,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 26 2015,2015-07-26,7.382,0.852013299232241,2.1004504400615147,6.890142809179446,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 27 2015,2015-07-27,7.775,0.8478872058197034,2.053040396987481,6.88868167218218,1.9900727928694895,3.468712243366427,0.9244437562787474,33,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 28 2015,2015-07-28,7.94,0.8346226788744678,1.9996653988851203,6.885106681713603,1.9900727928694895,3.468712243366427,0.9244437562787474,38,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 29 2015,2015-07-29,7.741,0.8537738731282536,1.952888186893029,6.88284623703818,1.9900727928694895,3.468712243366427,0.9244437562787474,47,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 30 2015,2015-07-30,7.86,0.8211546601351688,1.9019801623470463,6.878981723548919,1.9900727928694895,3.468712243366427,0.9244437562787474,29,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Jul 31 2015,2015-07-31,7.451,0.8023409972459978,1.8657017396201094,6.878342165858428,1.9900727928694895,3.468712243366427,0.9244437562787474,31,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 01 2015,2015-08-01,7.519,0.797885282567339,1.8251858612686402,6.876513275287051,1.9900727928694895,3.468712243366427,0.9244437562787474,45,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 02 2015,2015-08-02,7.229,0.7874899860700126,1.7956696900968097,6.876795361770805,1.9900727928694895,3.468712243366427,0.9244437562787474,41,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 03 2015,2015-08-03,7.095,0.7813771103029408,1.7699355408558366,6.877723385234622,1.9900727928694895,3.468712243366427,0.9244437562787474,48,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 04 2015,2015-08-04,7.176,0.7828832827966016,1.7377608315515751,6.877322143205528,1.9900727928694895,3.468712243366427,0.9244437562787474,35,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 05 2015,2015-08-05,7.246,0.7685019013726747,1.7010643309461464,6.875766756236335,1.9900727928694895,3.468712243366427,0.9244437562787474,42,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 06 2015,2015-08-06,7.158,0.723323762582747,1.6668111900510925,6.874483330936214,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 07 2015,2015-08-07,7.106,0.6759850505043477,1.6334309643708693,6.873157176535263,1.9900727928694895,3.468712243366427,0.9244437562787474,35,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 08 2015,2015-08-08,7.432,0.6248075832538931,1.5883935222405712,6.868657658694437,1.9900727928694895,3.468712243366427,0.9244437562787474,35,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 09 2015,2015-08-09,6.828,0.5921023142788134,1.5662312896255608,6.868810194069926,1.9900727928694895,3.468712243366427,0.9244437562787474,46,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 10 2015,2015-08-10,7.024,0.5745816919196672,1.5331530255935728,6.866802846910902,1.9900727928694895,3.468712243366427,0.9244437562787474,32,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 11 2015,2015-08-11,7.002,0.5390797778586783,1.5000494541909646,6.8645448122265975,1.9900727928694895,3.468712243366427,0.9244437562787474,38,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 12 2015,2015-08-12,6.683,0.5521962877722862,1.479841015358323,6.864500823536335,1.9900727928694895,3.468712243366427,0.9244437562787474,43,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 13 2015,2015-08-13,6.538,0.570311297329516,1.4642602157025166,6.865192657662329,1.9900727928694895,3.468712243366427,0.9244437562787474,45,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 14 2015,2015-08-14,6.743,0.5711264419051906,1.4360543403954495,6.863706923548613,1.9900727928694895,3.468712243366427,0.9244437562787474,35,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 15 2015,2015-08-15,5.997,0.5996946886039862,1.4478691829279766,6.868065987028757,1.9900727928694895,3.468712243366427,0.9244437562787474,54,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 16 2015,2015-08-16,6.2,0.6119185478435852,1.4391344327997884,6.870084601911759,1.9900727928694895,3.468712243366427,0.9244437562787474,51,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 17 2015,2015-08-17,6.207,0.6105766155429417,1.4257263943208345,6.871529330516761,1.9900727928694895,3.468712243366427,0.9244437562787474,37,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 18 2015,2015-08-18,6.786,0.6168304038599536,1.3864642532030333,6.867948632663413,1.9900727928694895,3.468712243366427,0.9244437562787474,22,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 19 2015,2015-08-19,6.705,0.604814975981919,1.3499137332617717,6.864644986221586,1.9900727928694895,3.468712243366427,0.9244437562787474,31,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 20 2015,2015-08-20,6.283,0.610059575006462,1.3294321349347942,6.864223138324791,1.9900727928694895,3.468712243366427,0.9244437562787474,68,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 21 2015,2015-08-21,6.402,0.6033079844801685,1.3019908672106075,6.862481109866004,1.9900727928694895,3.468712243366427,0.9244437562787474,47,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 22 2015,2015-08-22,6.738,0.5777334836760897,1.2638573916964355,6.857929230305806,1.9900727928694895,3.468712243366427,0.9244437562787474,59,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 23 2015,2015-08-23,6.009,0.5865292028081088,1.2546422274631202,6.858497647550446,1.9900727928694895,3.468712243366427,0.9244437562787474,63,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 24 2015,2015-08-24,6.335,0.5534709287443242,1.227198522196841,6.856199661971277,1.9900727928694895,3.468712243366427,0.9244437562787474,59,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 25 2015,2015-08-25,6.89,0.5475787205251871,1.1873937664049052,6.8497380636823975,1.9900727928694895,3.468712243366427,0.9244437562787474,44,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 26 2015,2015-08-26,7.072,0.5250410876091007,1.1485522588953747,6.8419064258259565,1.9900727928694895,3.468712243366427,0.9244437562787474,37,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
Aug 27 2015,2015-08-27,7.081,0.4893190717952594,1.1110060432581412,6.833858770246371,1.9900727928694895,3.468712243366427,0.9244437562787474,41,AWP | Worm God,AWP,Worm God,Well-Worn,1,1,0
