date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Sep 16 2020,2020-09-16,3.615,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 17 2020,2020-09-17,3.994,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 18 2020,2020-09-18,3.757,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 19 2020,2020-09-19,3.764,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 20 2020,2020-09-20,3.788,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 21 2020,2020-09-21,3.961,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 22 2020,2020-09-22,3.913,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 23 2020,2020-09-23,3.609,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 24 2020,2020-09-24,3.765,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 25 2020,2020-09-25,3.628,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 26 2020,2020-09-26,3.49,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 27 2020,2020-09-27,3.443,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 28 2020,2020-09-28,3.471,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 29 2020,2020-09-29,3.481,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Sep 30 2020,2020-09-30,3.703,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 01 2020,2020-10-01,3.521,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 02 2020,2020-10-02,3.655,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 03 2020,2020-10-03,3.535,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 04 2020,2020-10-04,3.621,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 05 2020,2020-10-05,3.614,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 06 2020,2020-10-06,3.44,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 07 2020,2020-10-07,3.762,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 08 2020,2020-10-08,3.681,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 09 2020,2020-10-09,3.734,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 10 2020,2020-10-10,3.527,27,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 11 2020,2020-10-11,3.706,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 12 2020,2020-10-12,3.597,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 13 2020,2020-10-13,3.62,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 14 2020,2020-10-14,3.489,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 15 2020,2020-10-15,3.556,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 16 2020,2020-10-16,3.543,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 17 2020,2020-10-17,3.641,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 18 2020,2020-10-18,3.771,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 19 2020,2020-10-19,3.533,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 20 2020,2020-10-20,3.701,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 21 2020,2020-10-21,4.179,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 22 2020,2020-10-22,3.636,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 23 2020,2020-10-23,3.6,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 24 2020,2020-10-24,3.58,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 25 2020,2020-10-25,3.596,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 26 2020,2020-10-26,3.495,23,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 27 2020,2020-10-27,3.475,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 28 2020,2020-10-28,3.637,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 29 2020,2020-10-29,3.553,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 30 2020,2020-10-30,3.563,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Oct 31 2020,2020-10-31,3.65,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 01 2020,2020-11-01,3.618,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 02 2020,2020-11-02,3.456,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 03 2020,2020-11-03,3.705,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 04 2020,2020-11-04,3.583,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 05 2020,2020-11-05,3.482,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 06 2020,2020-11-06,3.39,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 07 2020,2020-11-07,3.513,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 08 2020,2020-11-08,3.481,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 09 2020,2020-11-09,3.558,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 10 2020,2020-11-10,3.615,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 11 2020,2020-11-11,3.603,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 12 2020,2020-11-12,3.468,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 13 2020,2020-11-13,3.642,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 14 2020,2020-11-14,3.521,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 15 2020,2020-11-15,3.736,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 16 2020,2020-11-16,3.517,26,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 17 2020,2020-11-17,3.645,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 18 2020,2020-11-18,3.738,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 19 2020,2020-11-19,3.543,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 20 2020,2020-11-20,3.626,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 21 2020,2020-11-21,3.593,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 22 2020,2020-11-22,3.689,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 23 2020,2020-11-23,3.563,32,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 24 2020,2020-11-24,3.605,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 25 2020,2020-11-25,3.707,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 26 2020,2020-11-26,3.44,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 27 2020,2020-11-27,3.43,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 28 2020,2020-11-28,3.431,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 29 2020,2020-11-29,3.812,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Nov 30 2020,2020-11-30,3.563,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 01 2020,2020-12-01,3.487,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 02 2020,2020-12-02,3.885,29,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 03 2020,2020-12-03,3.89,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 04 2020,2020-12-04,3.079,82,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 05 2020,2020-12-05,3.107,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 06 2020,2020-12-06,3.344,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 07 2020,2020-12-07,3.342,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 08 2020,2020-12-08,3.384,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 09 2020,2020-12-09,3.274,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 10 2020,2020-12-10,3.306,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 11 2020,2020-12-11,3.275,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 12 2020,2020-12-12,3.363,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 13 2020,2020-12-13,3.472,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 14 2020,2020-12-14,3.323,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 15 2020,2020-12-15,3.459,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 16 2020,2020-12-16,3.418,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 17 2020,2020-12-17,3.492,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 18 2020,2020-12-18,3.548,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 19 2020,2020-12-19,3.589,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 20 2020,2020-12-20,3.682,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 21 2020,2020-12-21,3.525,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 22 2020,2020-12-22,3.462,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 23 2020,2020-12-23,3.564,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 24 2020,2020-12-24,3.479,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 25 2020,2020-12-25,3.628,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 26 2020,2020-12-26,3.754,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 27 2020,2020-12-27,3.624,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 28 2020,2020-12-28,3.564,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 29 2020,2020-12-29,3.818,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 30 2020,2020-12-30,3.845,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Dec 31 2020,2020-12-31,3.777,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 01 2021,2021-01-01,3.801,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 02 2021,2021-01-02,3.807,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 03 2021,2021-01-03,3.721,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 04 2021,2021-01-04,3.839,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 05 2021,2021-01-05,4.295,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 06 2021,2021-01-06,4.09,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 07 2021,2021-01-07,3.952,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 08 2021,2021-01-08,3.932,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 09 2021,2021-01-09,4.136,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 10 2021,2021-01-10,3.955,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 11 2021,2021-01-11,4.08,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 12 2021,2021-01-12,3.832,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 13 2021,2021-01-13,4.081,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 14 2021,2021-01-14,4.001,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 15 2021,2021-01-15,5.414,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 16 2021,2021-01-16,4.099,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 17 2021,2021-01-17,3.882,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 18 2021,2021-01-18,3.998,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 19 2021,2021-01-19,3.901,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 20 2021,2021-01-20,4.259,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 21 2021,2021-01-21,3.971,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 22 2021,2021-01-22,4.087,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 23 2021,2021-01-23,4.386,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 24 2021,2021-01-24,4.026,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 25 2021,2021-01-25,4.116,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 26 2021,2021-01-26,4.484,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 27 2021,2021-01-27,4.519,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 28 2021,2021-01-28,3.907,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 29 2021,2021-01-29,3.771,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 30 2021,2021-01-30,3.811,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Jan 31 2021,2021-01-31,4.138,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 01 2021,2021-02-01,3.94,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 02 2021,2021-02-02,3.9,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 03 2021,2021-02-03,4.054,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 04 2021,2021-02-04,4.132,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 05 2021,2021-02-05,4.235,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 06 2021,2021-02-06,4.521,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 07 2021,2021-02-07,4.267,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 08 2021,2021-02-08,4.508,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 09 2021,2021-02-09,4.047,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 10 2021,2021-02-10,3.916,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 11 2021,2021-02-11,3.876,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 12 2021,2021-02-12,3.644,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 13 2021,2021-02-13,3.582,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 14 2021,2021-02-14,3.773,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 15 2021,2021-02-15,3.728,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 16 2021,2021-02-16,3.766,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 17 2021,2021-02-17,3.743,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 18 2021,2021-02-18,3.961,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 19 2021,2021-02-19,3.808,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 20 2021,2021-02-20,3.984,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 21 2021,2021-02-21,4.129,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 22 2021,2021-02-22,4.147,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 23 2021,2021-02-23,4.272,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 24 2021,2021-02-24,4.16,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 25 2021,2021-02-25,4.061,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 26 2021,2021-02-26,4.186,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 27 2021,2021-02-27,4.111,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Feb 28 2021,2021-02-28,4.203,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 01 2021,2021-03-01,4.137,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 02 2021,2021-03-02,4.147,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 03 2021,2021-03-03,4.073,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 04 2021,2021-03-04,4.037,30,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 05 2021,2021-03-05,4.178,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 06 2021,2021-03-06,4.064,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 07 2021,2021-03-07,4.314,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 08 2021,2021-03-08,4.411,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 09 2021,2021-03-09,4.336,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 10 2021,2021-03-10,4.466,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 11 2021,2021-03-11,4.36,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 12 2021,2021-03-12,4.271,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 13 2021,2021-03-13,4.353,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 14 2021,2021-03-14,4.317,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 15 2021,2021-03-15,4.396,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 16 2021,2021-03-16,4.288,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 17 2021,2021-03-17,4.287,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 18 2021,2021-03-18,5.016,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 19 2021,2021-03-19,4.229,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 20 2021,2021-03-20,4.368,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 21 2021,2021-03-21,4.596,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 22 2021,2021-03-22,4.338,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 23 2021,2021-03-23,4.502,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 24 2021,2021-03-24,4.658,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 25 2021,2021-03-25,4.358,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 26 2021,2021-03-26,4.326,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 27 2021,2021-03-27,4.479,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 28 2021,2021-03-28,4.478,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 29 2021,2021-03-29,4.811,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 30 2021,2021-03-30,4.531,37,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 31 2021,2021-03-31,4.457,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 01 2021,2021-04-01,4.413,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 02 2021,2021-04-02,4.669,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 03 2021,2021-04-03,4.39,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 04 2021,2021-04-04,4.405,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 05 2021,2021-04-05,4.443,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 06 2021,2021-04-06,4.427,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 07 2021,2021-04-07,4.318,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 08 2021,2021-04-08,3.99,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 09 2021,2021-04-09,4.073,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 10 2021,2021-04-10,4.061,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 11 2021,2021-04-11,3.959,44,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 12 2021,2021-04-12,4.301,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 13 2021,2021-04-13,4.008,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 14 2021,2021-04-14,4.242,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 15 2021,2021-04-15,4.278,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 16 2021,2021-04-16,4.208,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 17 2021,2021-04-17,4.234,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 18 2021,2021-04-18,4.314,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 19 2021,2021-04-19,4.232,31,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 20 2021,2021-04-20,4.096,25,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 21 2021,2021-04-21,3.866,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 22 2021,2021-04-22,3.893,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 23 2021,2021-04-23,4.243,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 24 2021,2021-04-24,3.993,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 25 2021,2021-04-25,4.163,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 26 2021,2021-04-26,4.031,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 27 2021,2021-04-27,3.968,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 28 2021,2021-04-28,4.12,40,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 29 2021,2021-04-29,4.342,35,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 30 2021,2021-04-30,3.96,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 01 2021,2021-05-01,4.174,34,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 02 2021,2021-05-02,3.816,38,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 03 2021,2021-05-03,4.067,33,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 04 2021,2021-05-04,4.032,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 05 2021,2021-05-05,4.379,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 06 2021,2021-05-06,4.024,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 07 2021,2021-05-07,4.141,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 08 2021,2021-05-08,4.19,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 09 2021,2021-05-09,4.157,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
