date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Sep 22 2017,2017-09-22,2.577,78,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 23 2017,2017-09-23,2.493,102,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 24 2017,2017-09-24,2.514,94,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 25 2017,2017-09-25,2.515,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 26 2017,2017-09-26,2.584,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 27 2017,2017-09-27,2.438,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 28 2017,2017-09-28,2.396,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 29 2017,2017-09-29,2.401,82,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Sep 30 2017,2017-09-30,2.557,98,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 01 2017,2017-10-01,2.522,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 02 2017,2017-10-02,2.44,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 03 2017,2017-10-03,2.418,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 04 2017,2017-10-04,2.466,73,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 05 2017,2017-10-05,2.415,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 06 2017,2017-10-06,2.454,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 07 2017,2017-10-07,2.513,74,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 08 2017,2017-10-08,2.544,85,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 09 2017,2017-10-09,2.365,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 10 2017,2017-10-10,2.472,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 11 2017,2017-10-11,2.308,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 12 2017,2017-10-12,2.431,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 13 2017,2017-10-13,2.375,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 14 2017,2017-10-14,2.408,87,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 15 2017,2017-10-15,2.41,87,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 16 2017,2017-10-16,2.359,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 17 2017,2017-10-17,2.293,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 18 2017,2017-10-18,2.437,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 19 2017,2017-10-19,2.31,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 20 2017,2017-10-20,2.273,86,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 21 2017,2017-10-21,2.573,82,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 22 2017,2017-10-22,2.363,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 23 2017,2017-10-23,2.406,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 24 2017,2017-10-24,2.293,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 25 2017,2017-10-25,2.277,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 26 2017,2017-10-26,2.292,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 27 2017,2017-10-27,2.111,84,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 28 2017,2017-10-28,2.187,76,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 29 2017,2017-10-29,2.137,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 30 2017,2017-10-30,2.08,80,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Oct 31 2017,2017-10-31,2.12,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 01 2017,2017-11-01,2.185,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 02 2017,2017-11-02,2.22,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 03 2017,2017-11-03,2.179,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 04 2017,2017-11-04,2.17,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 05 2017,2017-11-05,2.263,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 06 2017,2017-11-06,2.199,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 07 2017,2017-11-07,2.148,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 08 2017,2017-11-08,2.251,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 09 2017,2017-11-09,2.226,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 10 2017,2017-11-10,2.224,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 11 2017,2017-11-11,2.253,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 12 2017,2017-11-12,2.269,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 13 2017,2017-11-13,2.156,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 14 2017,2017-11-14,2.146,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 15 2017,2017-11-15,2.207,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 16 2017,2017-11-16,2.22,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 17 2017,2017-11-17,2.19,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 18 2017,2017-11-18,2.189,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 19 2017,2017-11-19,2.203,83,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 20 2017,2017-11-20,2.428,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 21 2017,2017-11-21,2.157,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 22 2017,2017-11-22,2.173,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 23 2017,2017-11-23,2.04,79,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 24 2017,2017-11-24,1.954,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 25 2017,2017-11-25,1.968,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 26 2017,2017-11-26,2.081,74,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 27 2017,2017-11-27,1.928,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 28 2017,2017-11-28,2.0,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 29 2017,2017-11-29,2.041,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Nov 30 2017,2017-11-30,2.088,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 01 2017,2017-12-01,2.132,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 02 2017,2017-12-02,2.17,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 03 2017,2017-12-03,2.116,69,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 04 2017,2017-12-04,2.167,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 05 2017,2017-12-05,2.17,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 06 2017,2017-12-06,2.261,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 07 2017,2017-12-07,2.321,69,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 08 2017,2017-12-08,2.185,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 09 2017,2017-12-09,2.27,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 10 2017,2017-12-10,2.338,73,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 11 2017,2017-12-11,2.282,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 12 2017,2017-12-12,2.274,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 13 2017,2017-12-13,2.306,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 14 2017,2017-12-14,2.279,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 15 2017,2017-12-15,2.227,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 16 2017,2017-12-16,2.332,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 17 2017,2017-12-17,2.324,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 18 2017,2017-12-18,2.461,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 19 2017,2017-12-19,2.24,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 20 2017,2017-12-20,2.257,46,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 21 2017,2017-12-21,2.135,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 22 2017,2017-12-22,2.115,79,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 23 2017,2017-12-23,2.093,79,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 24 2017,2017-12-24,1.997,76,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 25 2017,2017-12-25,2.23,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 26 2017,2017-12-26,2.337,74,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 27 2017,2017-12-27,2.261,92,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 28 2017,2017-12-28,2.204,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 29 2017,2017-12-29,2.36,69,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 30 2017,2017-12-30,2.275,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Dec 31 2017,2017-12-31,2.314,75,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 01 2018,2018-01-01,2.309,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 02 2018,2018-01-02,2.195,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 03 2018,2018-01-03,2.274,89,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 04 2018,2018-01-04,2.396,87,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 05 2018,2018-01-05,2.459,74,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 06 2018,2018-01-06,2.492,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 07 2018,2018-01-07,2.433,76,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 08 2018,2018-01-08,2.561,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 09 2018,2018-01-09,2.467,73,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 10 2018,2018-01-10,2.598,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 11 2018,2018-01-11,2.583,90,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 12 2018,2018-01-12,2.507,82,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 13 2018,2018-01-13,2.58,95,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 14 2018,2018-01-14,2.551,89,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 15 2018,2018-01-15,2.528,78,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 16 2018,2018-01-16,2.6,88,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 17 2018,2018-01-17,2.628,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 18 2018,2018-01-18,2.504,82,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 19 2018,2018-01-19,2.459,83,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 20 2018,2018-01-20,2.571,100,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 21 2018,2018-01-21,2.638,94,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 22 2018,2018-01-22,2.57,77,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 23 2018,2018-01-23,2.47,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 24 2018,2018-01-24,2.557,76,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 25 2018,2018-01-25,2.517,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 26 2018,2018-01-26,2.54,77,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 27 2018,2018-01-27,2.488,94,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 28 2018,2018-01-28,2.49,92,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 29 2018,2018-01-29,2.493,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 30 2018,2018-01-30,2.539,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Jan 31 2018,2018-01-31,2.461,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 01 2018,2018-02-01,2.468,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 02 2018,2018-02-02,2.597,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 03 2018,2018-02-03,2.538,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 04 2018,2018-02-04,2.453,96,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 05 2018,2018-02-05,2.369,80,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 06 2018,2018-02-06,2.477,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 07 2018,2018-02-07,2.459,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 08 2018,2018-02-08,2.417,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 09 2018,2018-02-09,2.4,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 10 2018,2018-02-10,2.422,90,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 11 2018,2018-02-11,2.372,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 12 2018,2018-02-12,2.398,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 13 2018,2018-02-13,2.609,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 14 2018,2018-02-14,2.425,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 15 2018,2018-02-15,2.428,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 16 2018,2018-02-16,2.38,86,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 17 2018,2018-02-17,2.491,109,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 18 2018,2018-02-18,2.398,99,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 19 2018,2018-02-19,2.438,101,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 20 2018,2018-02-20,2.529,104,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 21 2018,2018-02-21,2.714,84,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 22 2018,2018-02-22,2.653,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 23 2018,2018-02-23,2.498,88,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 24 2018,2018-02-24,2.494,93,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 25 2018,2018-02-25,2.447,85,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 26 2018,2018-02-26,2.434,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 27 2018,2018-02-27,2.575,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Feb 28 2018,2018-02-28,2.517,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 01 2018,2018-03-01,2.552,76,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 02 2018,2018-03-02,2.469,75,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 03 2018,2018-03-03,2.465,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 04 2018,2018-03-04,2.515,82,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 05 2018,2018-03-05,2.47,73,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 06 2018,2018-03-06,2.549,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 07 2018,2018-03-07,2.559,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 08 2018,2018-03-08,2.546,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 09 2018,2018-03-09,2.502,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 10 2018,2018-03-10,2.444,80,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 11 2018,2018-03-11,2.344,76,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 12 2018,2018-03-12,2.403,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 13 2018,2018-03-13,2.339,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 14 2018,2018-03-14,2.341,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 15 2018,2018-03-15,2.342,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 16 2018,2018-03-16,2.267,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 17 2018,2018-03-17,2.305,75,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 18 2018,2018-03-18,2.371,65,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 19 2018,2018-03-19,2.245,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 20 2018,2018-03-20,2.178,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 21 2018,2018-03-21,2.204,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 22 2018,2018-03-22,2.316,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 23 2018,2018-03-23,2.199,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 24 2018,2018-03-24,2.486,63,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 25 2018,2018-03-25,2.165,67,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 26 2018,2018-03-26,2.096,61,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 27 2018,2018-03-27,2.11,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 28 2018,2018-03-28,2.236,72,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,0
Mar 29 2018,2018-03-29,2.098,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 30 2018,2018-03-30,1.983,81,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Mar 31 2018,2018-03-31,2.111,73,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 01 2018,2018-04-01,2.067,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 02 2018,2018-04-02,2.011,66,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 03 2018,2018-04-03,2.117,68,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 04 2018,2018-04-04,2.123,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 05 2018,2018-04-05,2.13,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 06 2018,2018-04-06,2.01,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 07 2018,2018-04-07,2.078,71,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 08 2018,2018-04-08,2.098,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 09 2018,2018-04-09,2.177,58,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 10 2018,2018-04-10,2.17,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 11 2018,2018-04-11,2.103,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 12 2018,2018-04-12,2.223,51,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 13 2018,2018-04-13,2.139,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 14 2018,2018-04-14,2.016,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 15 2018,2018-04-15,1.991,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 16 2018,2018-04-16,1.967,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 17 2018,2018-04-17,2.0,36,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 18 2018,2018-04-18,2.059,55,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 19 2018,2018-04-19,1.959,43,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 20 2018,2018-04-20,1.993,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 21 2018,2018-04-21,2.099,57,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 22 2018,2018-04-22,2.077,62,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 23 2018,2018-04-23,1.914,54,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 24 2018,2018-04-24,1.921,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 25 2018,2018-04-25,1.982,53,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 26 2018,2018-04-26,1.999,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 27 2018,2018-04-27,2.032,60,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 28 2018,2018-04-28,1.939,79,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 29 2018,2018-04-29,1.963,64,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
Apr 30 2018,2018-04-30,2.021,50,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 01 2018,2018-05-01,2.022,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 02 2018,2018-05-02,2.022,41,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 03 2018,2018-05-03,1.936,39,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 04 2018,2018-05-04,1.918,70,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 05 2018,2018-05-05,1.939,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 06 2018,2018-05-06,2.028,59,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 07 2018,2018-05-07,1.94,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 08 2018,2018-05-08,2.008,56,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 09 2018,2018-05-09,1.921,48,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 10 2018,2018-05-10,1.98,47,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 11 2018,2018-05-11,2.042,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 12 2018,2018-05-12,2.049,49,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 13 2018,2018-05-13,1.95,52,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 14 2018,2018-05-14,1.958,45,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 15 2018,2018-05-15,1.811,42,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
May 16 2018,2018-05-16,1.992,28,M4A1-S | Basilisk,M4A1-S,Basilisk,Factory New,0,1,1
