date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
May 27 2015,2015-05-27,45.442,,,,7.6304215246664775,6.867253970251722,7.101954602002111,110,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
May 28 2015,2015-05-28,41.976,2.450832103592577,2.4508321035925746,2.450832103592577,7.6304215246664775,6.867253970251722,7.101954602002111,113,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
May 29 2015,2015-05-29,46.11,2.2192091684501785,1.7912567314975838,2.2192091684501785,7.6304215246664775,6.867253970251722,7.101954602002111,79,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
May 30 2015,2015-05-30,49.93,3.2602402263227956,2.496401174637615,3.2602402263227956,7.6304215246664775,6.867253970251722,7.101954602002111,76,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
May 31 2015,2015-05-31,50.225,3.431423436418184,2.8130614898570725,3.431423436418184,7.6304215246664775,6.867253970251722,7.101954602002111,52,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
Jun 01 2015,2015-06-01,52.094,3.7687339916741247,3.3538629430002067,3.7687339916741247,7.6304215246664775,6.867253970251722,7.101954602002111,51,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
Jun 02 2015,2015-06-02,55.645,4.584152042895277,4.386959856818776,4.584152042895277,7.6304215246664775,6.867253970251722,7.101954602002111,49,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
Jun 03 2015,2015-06-03,50.562,4.290891315998843,4.211091032124933,4.290891315998843,7.6304215246664775,6.867253970251722,7.101954602002111,63,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
Jun 04 2015,2015-06-04,39.887,5.033254290218208,4.508426182221317,5.033254290218208,7.6304215246664775,6.867253970251722,7.101954602002111,93,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
Jun 05 2015,2015-06-05,37.77,5.740625700508032,4.98936466402319,5.740625700508032,7.6304215246664775,6.867253970251722,7.101954602002111,106,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
Jun 06 2015,2015-06-06,39.035,5.947673210439677,5.128901691358372,5.947673210439677,7.6304215246664775,6.867253970251722,7.101954602002111,92,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
Jun 07 2015,2015-06-07,40.087,5.942830304049349,5.103419301116678,5.942830304049349,7.6304215246664775,6.867253970251722,7.101954602002111,82,AK-47 | Aquamarine Revenge,AK-47,Aquamarine Revenge,Well-Worn,0,1,0
