date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Jul 11 2014,2014-07-11,406.866,,,,18.869352870840498,21.31799738950605,16.04485304154357,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Jul 28 2014,2014-07-28,100.0,98.07694750653692,156.8704433875083,98.07694750653692,18.869352870840498,21.31799738950605,16.04485304154357,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Jul 29 2014,2014-07-29,98.213,95.83967148415721,154.20596753640427,95.83967148415721,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Jul 30 2014,2014-07-30,102.733,93.59947181111794,151.1156704123857,93.59947181111794,18.869352870840498,21.31799738950605,16.04485304154357,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Jul 31 2014,2014-07-31,108.289,91.37013404680434,147.65899565951378,91.37013404680434,18.869352870840498,21.31799738950605,16.04485304154357,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 01 2014,2014-08-01,99.311,89.49024021581465,144.61411930550761,89.49024021581465,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 02 2014,2014-08-02,106.277,87.56552717164226,141.17535644275748,87.56552717164226,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 03 2014,2014-08-03,104.46,85.79014549051394,137.81153648946514,85.79014549051394,18.869352870840498,21.31799738950605,16.04485304154357,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 04 2014,2014-08-04,94.283,84.32025376123866,134.88196269964243,84.32025376123866,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 05 2014,2014-08-05,98.067,82.83820608627634,131.73097549333252,82.83820608627634,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 06 2014,2014-08-06,95.337,81.47822849465166,128.67242188906434,81.47822849465166,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 07 2014,2014-08-07,83.677,80.42234369627347,126.07957910299488,80.42234369627347,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 08 2014,2014-08-08,88.477,79.29133015864745,123.20557180485952,79.29133015864745,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 09 2014,2014-08-09,88.039,78.20786807914821,120.31802686473206,78.20786807914821,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 10 2014,2014-08-10,89.425,77.13687296806009,117.36164553434479,77.13687296806009,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 11 2014,2014-08-11,84.523,76.18994983125074,114.58206677073454,76.18994983125074,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 12 2014,2014-08-12,99.257,54.68689328174708,111.32606408896956,75.05784167947174,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 13 2014,2014-08-13,88.43,17.161267390969908,108.45028996900064,74.11490915852634,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 14 2014,2014-08-14,87.545,16.753867898721637,105.62219044062196,73.21644085263155,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 15 2014,2014-08-15,90.503,16.080397419461228,102.72987174788553,72.30656050744712,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 16 2014,2014-08-16,87.033,12.440640034215232,99.97755241047368,71.473402116775,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 17 2014,2014-08-17,89.736,10.438953334649392,97.18199986576556,70.6317160591214,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 18 2014,2014-08-18,92.58,9.824982576101029,94.36255701349259,69.78615339742554,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 19 2014,2014-08-19,88.455,9.340456127580895,91.70188416663751,69.01411972714467,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 20 2014,2014-08-20,107.285,9.512392314311812,88.74695612628955,68.12217960947035,18.869352870840498,21.31799738950605,16.04485304154357,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 21 2014,2014-08-21,100.414,9.473806216670974,85.9793391523301,67.29973633448846,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 22 2014,2014-08-22,100.155,9.484427978497672,83.29450245581509,66.50790178702222,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 23 2014,2014-08-23,102.735,9.542042162264632,80.64969936864523,65.72872927500904,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 24 2014,2014-08-24,99.887,9.546288351422499,78.12401598909375,64.99193157103765,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 25 2014,2014-08-25,99.098,8.82545175692396,75.68240803082769,64.28395962691634,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 26 2014,2014-08-26,92.752,7.087601358435098,73.41982166015723,63.64277497714025,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 27 2014,2014-08-27,92.275,7.061229195931141,71.21997141602174,63.02374259961335,18.869352870840498,21.31799738950605,16.04485304154357,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 28 2014,2014-08-28,95.269,7.039894996686165,69.01978169611012,62.4004784198553,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 29 2014,2014-08-29,110.475,7.454844886797174,66.74835812434682,61.735745727852226,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 30 2014,2014-08-30,102.522,7.1822155400939405,64.59475727805447,61.11272732327903,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Aug 31 2014,2014-08-31,99.871,7.193782406060542,62.53574049701004,60.51951455859641,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 01 2014,2014-09-01,90.466,6.93600852697039,60.68866980254919,60.00063084170979,18.869352870840498,21.31799738950605,16.04485304154357,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 02 2014,2014-09-02,86.421,6.8481512360434325,58.97195575654365,59.52703993339413,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 03 2014,2014-09-03,88.679,6.9209059133951545,57.23460103964126,59.045438153683996,18.869352870840498,21.31799738950605,16.04485304154357,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 04 2014,2014-09-04,103.159,7.085097241360862,55.360850805793056,58.49930242678996,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 05 2014,2014-09-05,100.53,7.1779425814294395,53.5623282495402,57.9766141240549,18.869352870840498,21.31799738950605,16.04485304154357,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 06 2014,2014-09-06,94.867,6.890674266008297,51.877953310635114,57.49288166308916,18.869352870840498,21.31799738950605,16.04485304154357,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 07 2014,2014-09-07,92.648,6.802391885279666,50.27376350991512,57.033212505026256,18.869352870840498,21.31799738950605,16.04485304154357,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 08 2014,2014-09-08,99.33,6.725364807863563,48.640194114667715,56.552865851353715,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 09 2014,2014-09-09,84.158,6.946718326853536,47.30769126585537,56.17346938291897,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 10 2014,2014-09-10,82.917,7.03613489085435,46.02519602952257,55.81092557507544,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 11 2014,2014-09-11,94.38,6.990140771525722,44.55083966585958,55.38119847309547,18.869352870840498,21.31799738950605,16.04485304154357,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 12 2014,2014-09-12,95.516,6.885743354974379,43.11141541949652,54.95615492480091,18.869352870840498,21.31799738950605,16.04485304154357,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 13 2014,2014-09-13,84.832,7.004571556137933,41.88576581228111,54.60157417127794,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 14 2014,2014-09-14,83.343,7.27847153779115,40.71738202774099,54.2640852684611,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 15 2014,2014-09-15,85.958,7.320179754168091,39.509060691441036,53.91402099422176,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 16 2014,2014-09-16,85.761,7.44781291633864,38.33178660307548,53.57154561269101,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 17 2014,2014-09-17,82.642,7.753559179758806,37.248821172007155,53.256195108631864,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 18 2014,2014-09-18,86.98,7.795980926313719,36.099295628648775,52.91798289697716,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 19 2014,2014-09-19,83.416,7.628337807527019,35.04620709576897,52.60786461968531,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 20 2014,2014-09-20,89.6,7.539569463606705,33.92105122454141,52.26770351528859,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 21 2014,2014-09-21,88.815,7.453365717857731,32.838272719228485,51.9377233442195,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 22 2014,2014-09-22,86.938,7.27162691127512,31.81095516080024,51.62329887419193,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 23 2014,2014-09-23,84.366,7.2518488949647315,30.853943592825605,51.328601746966626,18.869352870840498,21.31799738950605,16.04485304154357,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 24 2014,2014-09-24,78.314,7.4993483088512525,30.06686193375264,51.07832081450911,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 25 2014,2014-09-25,77.818,7.859631301053797,29.29752875155395,50.83451781234216,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 26 2014,2014-09-26,67.143,8.921505411599224,28.963985912444908,50.68469260421418,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 27 2014,2014-09-27,69.733,9.554840101996025,28.450024930683412,50.50923740934876,18.869352870840498,21.31799738950605,16.04485304154357,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 28 2014,2014-09-28,73.178,9.039098986796311,27.77544408247964,50.304776886333066,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 29 2014,2014-09-29,68.812,9.198172935082095,27.260164924567277,50.13805748610245,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Sep 30 2014,2014-09-30,61.584,9.888153167405301,27.07052930573373,50.040497304594595,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 01 2014,2014-10-01,61.908,10.69330458175392,26.787166365596526,49.936501851462424,18.869352870840498,21.31799738950605,16.04485304154357,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 02 2014,2014-10-02,69.056,11.029432718970511,26.144950927139583,49.76492785559069,18.869352870840498,21.31799738950605,16.04485304154357,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 03 2014,2014-10-03,68.666,11.309929372422879,25.512172393424017,49.59683685017378,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 04 2014,2014-10-04,68.37,10.936188153131232,24.886546411701257,49.431401114845066,18.869352870840498,21.31799738950605,16.04485304154357,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 05 2014,2014-10-05,70.742,10.5135172613995,24.19301408242252,49.24823495383146,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 06 2014,2014-10-06,69.465,10.357138898907476,23.543046039075364,49.07548245382463,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 07 2014,2014-10-07,70.642,10.199729554731002,22.87066653768347,48.895020947500996,18.869352870840498,21.31799738950605,16.04485304154357,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 08 2014,2014-10-08,68.629,9.62898139753218,22.261306858330645,48.730063644679596,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 09 2014,2014-10-09,67.193,9.75959672599338,21.69942787469822,48.57634162681979,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 10 2014,2014-10-10,64.427,9.990550785099527,21.232402363743358,48.4442780049432,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 11 2014,2014-10-11,67.633,9.565004649973805,20.654137969446197,48.28755932278167,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 12 2014,2014-10-12,65.013,9.030647460972286,20.160782882748276,48.1505682534629,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 13 2014,2014-10-13,69.599,8.887777653260146,19.54952982488387,47.98144371571346,18.869352870840498,21.31799738950605,16.04485304154357,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 14 2014,2014-10-14,62.192,9.0023182864128,19.17015410457279,47.86649858082982,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 15 2014,2014-10-15,60.239,9.031099366893812,18.858135672921957,47.766459412052605,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 16 2014,2014-10-16,66.105,8.780082671566216,18.323779683911365,47.62128621663012,18.869352870840498,21.31799738950605,16.04485304154357,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 17 2014,2014-10-17,66.029,8.628373190456596,17.80036516577292,47.47703305277858,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 18 2014,2014-10-18,59.256,8.423563880396667,17.51970427806496,47.382924610445635,18.869352870840498,21.31799738950605,16.04485304154357,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 19 2014,2014-10-19,62.028,8.224288929260139,17.10633007217184,47.26639725001567,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 20 2014,2014-10-20,61.832,7.485271349667804,16.696350824497816,47.150865760891556,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 21 2014,2014-10-21,69.309,6.504832614577783,16.150385654526538,46.98759633857673,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 22 2014,2014-10-22,65.602,5.515091756408571,15.662221153199054,46.847249124925156,18.869352870840498,21.31799738950605,16.04485304154357,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 23 2014,2014-10-23,62.814,4.6173751797499865,15.250758354591214,46.72534493577568,18.869352870840498,21.31799738950605,16.04485304154357,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 24 2014,2014-10-24,60.991,4.235441275711003,14.89994714652226,46.61579320229372,18.869352870840498,21.31799738950605,16.04485304154357,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 25 2014,2014-10-25,61.752,3.7469622540572423,14.5206112685823,46.50071800436646,18.869352870840498,21.31799738950605,16.04485304154357,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 26 2014,2014-10-26,60.414,3.87526938492584,14.185808710845759,46.39449979040787,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 27 2014,2014-10-27,60.0,3.9392665809003886,13.861643609639275,46.290712780628795,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 28 2014,2014-10-28,65.532,3.659388725412275,13.415032027784035,46.152420097086235,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 29 2014,2014-10-29,57.154,3.874651964199421,13.218778518919429,46.06810341332988,18.869352870840498,21.31799738950605,16.04485304154357,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 30 2014,2014-10-30,58.447,4.004745643048195,12.947060296461984,45.97386759094207,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Oct 31 2014,2014-10-31,59.02,4.1075971202510955,12.646316674497735,45.875245834722584,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 01 2014,2014-11-01,53.393,4.499115636726828,12.607983309802915,45.81582074855341,18.869352870840498,21.31799738950605,16.04485304154357,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 02 2014,2014-11-02,57.234,4.580943425896079,12.341737876190662,45.72756955918021,18.869352870840498,21.31799738950605,16.04485304154357,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 03 2014,2014-11-03,55.927,4.705324858512323,12.1211065689329,45.6474890731892,18.869352870840498,21.31799738950605,16.04485304154357,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 04 2014,2014-11-04,50.438,5.044096817072011,12.190200611861396,45.606497278231316,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 05 2014,2014-11-05,49.062,5.447359084281056,12.29007988481772,45.574186004103865,18.869352870840498,21.31799738950605,16.04485304154357,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 06 2014,2014-11-06,47.94,5.763107355879995,12.398749916257085,45.548458683024656,18.869352870840498,21.31799738950605,16.04485304154357,13,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 07 2014,2014-11-07,52.192,5.811002404376881,12.1986940692391,45.4884687144478,18.869352870840498,21.31799738950605,16.04485304154357,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 08 2014,2014-11-08,51.936,5.883591754279875,11.993847769147216,45.42896043353292,18.869352870840498,21.31799738950605,16.04485304154357,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 09 2014,2014-11-09,51.679,6.020337944078816,11.785560104133609,45.36995189465434,18.869352870840498,21.31799738950605,16.04485304154357,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 10 2014,2014-11-10,50.546,6.051359287311691,11.614975449252542,45.317572403652974,18.869352870840498,21.31799738950605,16.04485304154357,16,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 11 2014,2014-11-11,53.812,6.020857045953803,11.305536251620262,45.24200968087628,18.869352870840498,21.31799738950605,16.04485304154357,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
Nov 12 2014,2014-11-12,42.301,6.376824933654531,11.665446488681704,45.24984525813592,18.869352870840498,21.31799738950605,16.04485304154357,18,M4A4 | Bullet Rain,M4A4,Bullet Rain,Minimal Wear,1,1,0
