date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Nov 12 2014,2014-11-12,15.247,,,,7.6502338826898635,1.7633508365443018,8.587032950152782,620,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 13 2014,2014-11-13,12.272,2.103642674029978,2.103642674029979,2.103642674029978,7.6502338826898635,1.7633508365443018,8.587032950152782,382,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 14 2014,2014-11-14,10.403,2.4429531991696707,2.824617762193184,2.4429531991696707,7.6502338826898635,1.7633508365443018,8.587032950152782,299,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 15 2014,2014-11-15,8.425,2.9020064754120254,3.589589824894616,2.9020064754120254,7.6502338826898635,1.7633508365443018,8.587032950152782,368,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 16 2014,2014-11-16,7.623,3.075466468684059,4.054660189806271,3.075466468684059,7.6502338826898635,1.7633508365443018,8.587032950152782,327,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 17 2014,2014-11-17,6.881,3.1809940846638907,4.405471403752193,3.1809940846638907,7.6502338826898635,1.7633508365443018,8.587032950152782,269,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 18 2014,2014-11-18,7.202,3.10916861495006,4.525616989726042,3.10916861495006,7.6502338826898635,1.7633508365443018,8.587032950152782,207,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 19 2014,2014-11-19,6.766,3.062364443064028,4.632330262105047,3.062364443064028,7.6502338826898635,1.7633508365443018,8.587032950152782,202,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 20 2014,2014-11-20,6.047,3.069162974022577,4.766677170887003,3.069162974022577,7.6502338826898635,1.7633508365443018,8.587032950152782,224,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 21 2014,2014-11-21,5.232,3.1275718234936045,4.931088115470057,3.1275718234936045,7.6502338826898635,1.7633508365443018,8.587032950152782,272,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 22 2014,2014-11-22,5.187,3.141430542689979,5.02616034678515,3.141430542689979,7.6502338826898635,1.7633508365443018,8.587032950152782,277,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 23 2014,2014-11-23,5.028,3.140519628640902,5.085548719490853,3.140519628640902,7.6502338826898635,1.7633508365443018,8.587032950152782,286,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
Nov 24 2014,2014-11-24,5.1,3.114413401161338,5.097963463560048,3.114413401161338,7.6502338826898635,1.7633508365443018,8.587032950152782,201,M4A4 | Griffin,M4A4,Griffin,Factory New,0,1,0
