date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Mar 17 2015,2015-03-17,70.721,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 18 2015,2015-03-18,62.001,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 19 2015,2015-03-19,64.934,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 20 2015,2015-03-20,68.641,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 21 2015,2015-03-21,69.857,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 22 2015,2015-03-22,70.088,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 23 2015,2015-03-23,77.54,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 24 2015,2015-03-24,77.636,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 25 2015,2015-03-25,80.451,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 26 2015,2015-03-26,85.152,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 27 2015,2015-03-27,87.33,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 28 2015,2015-03-28,80.194,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 29 2015,2015-03-29,78.17,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 30 2015,2015-03-30,78.13,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 31 2015,2015-03-31,65.559,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 01 2015,2015-04-01,76.46,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 02 2015,2015-04-02,72.904,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 03 2015,2015-04-03,76.28,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 04 2015,2015-04-04,73.45,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 05 2015,2015-04-05,80.662,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 06 2015,2015-04-06,81.455,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 07 2015,2015-04-07,69.796,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 08 2015,2015-04-08,78.581,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 09 2015,2015-04-09,77.495,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 10 2015,2015-04-10,81.903,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 11 2015,2015-04-11,79.204,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 12 2015,2015-04-12,85.743,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 13 2015,2015-04-13,82.271,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 14 2015,2015-04-14,70.325,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 15 2015,2015-04-15,62.77,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 16 2015,2015-04-16,55.781,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 17 2015,2015-04-17,59.786,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 18 2015,2015-04-18,62.766,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 19 2015,2015-04-19,56.117,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 20 2015,2015-04-20,56.238,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 21 2015,2015-04-21,71.083,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 22 2015,2015-04-22,71.333,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 23 2015,2015-04-23,63.669,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 24 2015,2015-04-24,68.412,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 25 2015,2015-04-25,69.492,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 26 2015,2015-04-26,72.19,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 27 2015,2015-04-27,73.001,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 28 2015,2015-04-28,71.022,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 29 2015,2015-04-29,74.478,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 30 2015,2015-04-30,83.737,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 01 2015,2015-05-01,54.059,14,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 02 2015,2015-05-02,71.519,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 03 2015,2015-05-03,86.181,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 04 2015,2015-05-04,77.339,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 05 2015,2015-05-05,86.57,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 06 2015,2015-05-06,73.34,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 07 2015,2015-05-07,70.311,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 08 2015,2015-05-08,65.929,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 09 2015,2015-05-09,75.463,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 10 2015,2015-05-10,69.427,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 11 2015,2015-05-11,67.679,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 12 2015,2015-05-12,68.539,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 13 2015,2015-05-13,64.19,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 14 2015,2015-05-14,61.238,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 15 2015,2015-05-15,64.936,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 16 2015,2015-05-16,63.966,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 17 2015,2015-05-17,67.601,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 18 2015,2015-05-18,67.924,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 19 2015,2015-05-19,69.742,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 20 2015,2015-05-20,68.278,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 21 2015,2015-05-21,70.286,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 22 2015,2015-05-22,65.513,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 23 2015,2015-05-23,53.914,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 24 2015,2015-05-24,65.347,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 25 2015,2015-05-25,60.044,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 26 2015,2015-05-26,64.969,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 27 2015,2015-05-27,66.668,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 28 2015,2015-05-28,59.277,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 29 2015,2015-05-29,59.626,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 30 2015,2015-05-30,62.428,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 31 2015,2015-05-31,55.452,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 01 2015,2015-06-01,50.41,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 02 2015,2015-06-02,56.54,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 03 2015,2015-06-03,53.378,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 04 2015,2015-06-04,54.63,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 05 2015,2015-06-05,56.287,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 06 2015,2015-06-06,56.676,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 07 2015,2015-06-07,52.8,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 08 2015,2015-06-08,57.92,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 09 2015,2015-06-09,55.232,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 10 2015,2015-06-10,62.316,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 11 2015,2015-06-11,55.64,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 12 2015,2015-06-12,56.553,12,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 13 2015,2015-06-13,58.682,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 14 2015,2015-06-14,52.908,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 15 2015,2015-06-15,51.13,10,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 16 2015,2015-06-16,51.834,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 17 2015,2015-06-17,52.856,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 18 2015,2015-06-18,58.347,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 19 2015,2015-06-19,58.776,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 20 2015,2015-06-20,62.536,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 21 2015,2015-06-21,61.635,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 22 2015,2015-06-22,62.05,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 23 2015,2015-06-23,62.968,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 24 2015,2015-06-24,56.191,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 25 2015,2015-06-25,64.148,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 26 2015,2015-06-26,68.983,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 27 2015,2015-06-27,71.586,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 28 2015,2015-06-28,61.786,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 29 2015,2015-06-29,64.256,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 30 2015,2015-06-30,69.781,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 01 2015,2015-07-01,69.784,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 02 2015,2015-07-02,64.132,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 03 2015,2015-07-03,63.506,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 04 2015,2015-07-04,61.794,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 05 2015,2015-07-05,69.469,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 06 2015,2015-07-06,68.53,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 07 2015,2015-07-07,59.413,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 08 2015,2015-07-08,67.706,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 09 2015,2015-07-09,63.414,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 10 2015,2015-07-10,62.323,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 11 2015,2015-07-11,64.403,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 12 2015,2015-07-12,67.867,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 13 2015,2015-07-13,66.615,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 14 2015,2015-07-14,72.92,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 15 2015,2015-07-15,75.388,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 16 2015,2015-07-16,75.048,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 17 2015,2015-07-17,65.19,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 19 2015,2015-07-19,70.14,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 20 2015,2015-07-20,71.68,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 21 2015,2015-07-21,77.5,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 22 2015,2015-07-22,73.87,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 23 2015,2015-07-23,68.8,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 24 2015,2015-07-24,69.593,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 25 2015,2015-07-25,78.84,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 26 2015,2015-07-26,74.044,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 27 2015,2015-07-27,79.627,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 28 2015,2015-07-28,81.14,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 29 2015,2015-07-29,88.916,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 30 2015,2015-07-30,74.258,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 01 2015,2015-08-01,63.097,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 02 2015,2015-08-02,69.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 03 2015,2015-08-03,64.426,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 04 2015,2015-08-04,59.393,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 05 2015,2015-08-05,65.55,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 06 2015,2015-08-06,52.884,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 07 2015,2015-08-07,59.498,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 08 2015,2015-08-08,60.761,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 09 2015,2015-08-09,63.505,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 10 2015,2015-08-10,58.838,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 11 2015,2015-08-11,66.941,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 12 2015,2015-08-12,89.338,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 13 2015,2015-08-13,63.051,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 14 2015,2015-08-14,66.629,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 15 2015,2015-08-15,63.052,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 16 2015,2015-08-16,56.244,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 17 2015,2015-08-17,52.557,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 18 2015,2015-08-18,55.561,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 19 2015,2015-08-19,62.327,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 20 2015,2015-08-20,56.46,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 21 2015,2015-08-21,55.862,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 22 2015,2015-08-22,59.112,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 23 2015,2015-08-23,60.021,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 24 2015,2015-08-24,53.474,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 25 2015,2015-08-25,57.966,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 26 2015,2015-08-26,58.45,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 27 2015,2015-08-27,63.145,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 29 2015,2015-08-29,60.534,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 30 2015,2015-08-30,62.831,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 31 2015,2015-08-31,74.914,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 01 2015,2015-09-01,55.089,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 02 2015,2015-09-02,63.707,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 03 2015,2015-09-03,57.593,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 05 2015,2015-09-05,58.053,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 06 2015,2015-09-06,57.782,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 07 2015,2015-09-07,63.076,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 08 2015,2015-09-08,68.3,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 09 2015,2015-09-09,60.509,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 10 2015,2015-09-10,62.013,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 11 2015,2015-09-11,66.144,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 12 2015,2015-09-12,59.758,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 13 2015,2015-09-13,57.964,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 14 2015,2015-09-14,62.451,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 15 2015,2015-09-15,66.139,11,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 16 2015,2015-09-16,102.363,24,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 17 2015,2015-09-17,99.738,15,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 18 2015,2015-09-18,119.058,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 19 2015,2015-09-19,107.195,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 20 2015,2015-09-20,99.061,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 21 2015,2015-09-21,92.399,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 23 2015,2015-09-23,92.968,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 24 2015,2015-09-24,94.286,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 25 2015,2015-09-25,92.606,7,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 26 2015,2015-09-26,94.737,9,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 27 2015,2015-09-27,101.382,8,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 28 2015,2015-09-28,114.303,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 29 2015,2015-09-29,122.476,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Sep 30 2015,2015-09-30,100.737,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 01 2015,2015-10-01,93.199,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 02 2015,2015-10-02,110.231,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 03 2015,2015-10-03,110.727,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 04 2015,2015-10-04,105.995,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 05 2015,2015-10-05,101.551,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 06 2015,2015-10-06,98.632,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 07 2015,2015-10-07,99.638,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 08 2015,2015-10-08,90.25,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 09 2015,2015-10-09,85.219,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 10 2015,2015-10-10,98.809,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 11 2015,2015-10-11,110.247,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 12 2015,2015-10-12,111.93,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 13 2015,2015-10-13,108.175,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 15 2015,2015-10-15,99.599,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 16 2015,2015-10-16,95.218,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 17 2015,2015-10-17,92.69,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 18 2015,2015-10-18,84.503,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 19 2015,2015-10-19,90.23,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 20 2015,2015-10-20,98.539,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 21 2015,2015-10-21,97.652,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 22 2015,2015-10-22,99.655,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 23 2015,2015-10-23,97.962,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 24 2015,2015-10-24,105.726,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 25 2015,2015-10-25,101.313,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 26 2015,2015-10-26,100.018,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 27 2015,2015-10-27,100.3,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 29 2015,2015-10-29,85.374,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 30 2015,2015-10-30,98.036,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Oct 31 2015,2015-10-31,101.809,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 01 2015,2015-11-01,104.04,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 02 2015,2015-11-02,90.907,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 03 2015,2015-11-03,99.828,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 04 2015,2015-11-04,103.116,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 05 2015,2015-11-05,103.184,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 06 2015,2015-11-06,86.706,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 07 2015,2015-11-07,96.252,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 08 2015,2015-11-08,92.738,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 09 2015,2015-11-09,91.989,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 10 2015,2015-11-10,86.147,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 11 2015,2015-11-11,89.028,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
