date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Nov 12 2015,2015-11-12,93.188,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 13 2015,2015-11-13,91.913,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 14 2015,2015-11-14,89.517,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 15 2015,2015-11-15,94.103,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 17 2015,2015-11-17,89.103,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 18 2015,2015-11-18,92.849,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 19 2015,2015-11-19,93.48,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 20 2015,2015-11-20,93.641,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 21 2015,2015-11-21,118.075,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 23 2015,2015-11-23,111.764,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 24 2015,2015-11-24,114.978,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 25 2015,2015-11-25,101.041,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 26 2015,2015-11-26,117.185,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 27 2015,2015-11-27,108.45,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 28 2015,2015-11-28,112.793,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 29 2015,2015-11-29,107.957,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Nov 30 2015,2015-11-30,110.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 01 2015,2015-12-01,110.71,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 02 2015,2015-12-02,105.785,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 03 2015,2015-12-03,110.101,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 04 2015,2015-12-04,114.185,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 05 2015,2015-12-05,117.799,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 06 2015,2015-12-06,104.328,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 07 2015,2015-12-07,97.055,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 08 2015,2015-12-08,98.838,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 09 2015,2015-12-09,104.147,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 10 2015,2015-12-10,101.72,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 11 2015,2015-12-11,98.579,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 12 2015,2015-12-12,93.99,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 13 2015,2015-12-13,100.812,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 14 2015,2015-12-14,103.022,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 15 2015,2015-12-15,106.44,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 16 2015,2015-12-16,101.306,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 18 2015,2015-12-18,102.75,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 19 2015,2015-12-19,91.485,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 20 2015,2015-12-20,105.346,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 23 2015,2015-12-23,100.096,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 24 2015,2015-12-24,96.984,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 25 2015,2015-12-25,103.905,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 26 2015,2015-12-26,101.104,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 27 2015,2015-12-27,80.653,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 28 2015,2015-12-28,95.306,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 29 2015,2015-12-29,95.955,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 30 2015,2015-12-30,97.35,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Dec 31 2015,2015-12-31,97.935,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 01 2016,2016-01-01,95.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 02 2016,2016-01-02,95.333,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 03 2016,2016-01-03,82.466,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 04 2016,2016-01-04,101.836,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 05 2016,2016-01-05,90.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 06 2016,2016-01-06,86.459,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 07 2016,2016-01-07,89.455,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 08 2016,2016-01-08,92.58,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 09 2016,2016-01-09,96.476,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 10 2016,2016-01-10,108.519,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 11 2016,2016-01-11,107.453,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 12 2016,2016-01-12,91.959,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 13 2016,2016-01-13,113.387,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 14 2016,2016-01-14,117.26,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 15 2016,2016-01-15,119.143,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 16 2016,2016-01-16,112.876,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 17 2016,2016-01-17,114.876,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 20 2016,2016-01-20,107.541,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 21 2016,2016-01-21,113.919,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 22 2016,2016-01-22,94.99,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 23 2016,2016-01-23,89.47,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 24 2016,2016-01-24,105.5,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 25 2016,2016-01-25,105.006,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 26 2016,2016-01-26,106.583,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 28 2016,2016-01-28,98.08,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 29 2016,2016-01-29,95.526,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 30 2016,2016-01-30,105.091,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jan 31 2016,2016-01-31,82.756,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 01 2016,2016-02-01,92.2,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 02 2016,2016-02-02,91.065,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 03 2016,2016-02-03,84.52,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 04 2016,2016-02-04,100.303,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 05 2016,2016-02-05,102.712,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 06 2016,2016-02-06,102.566,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 07 2016,2016-02-07,102.705,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 08 2016,2016-02-08,81.859,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 09 2016,2016-02-09,90.84,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 10 2016,2016-02-10,98.393,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 11 2016,2016-02-11,95.999,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 12 2016,2016-02-12,89.422,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 13 2016,2016-02-13,100.491,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 15 2016,2016-02-15,76.25,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 16 2016,2016-02-16,116.074,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 17 2016,2016-02-17,98.188,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 18 2016,2016-02-18,75.856,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 20 2016,2016-02-20,127.068,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 21 2016,2016-02-21,81.741,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 22 2016,2016-02-22,93.477,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 23 2016,2016-02-23,90.3,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 24 2016,2016-02-24,105.29,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 25 2016,2016-02-25,90.638,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 26 2016,2016-02-26,90.75,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 27 2016,2016-02-27,90.052,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 28 2016,2016-02-28,91.511,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Feb 29 2016,2016-02-29,91.88,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 01 2016,2016-03-01,90.08,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 02 2016,2016-03-02,93.272,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 03 2016,2016-03-03,88.731,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 04 2016,2016-03-04,83.915,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 05 2016,2016-03-05,88.835,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 06 2016,2016-03-06,94.507,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 07 2016,2016-03-07,75.503,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 08 2016,2016-03-08,77.283,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 09 2016,2016-03-09,94.05,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 10 2016,2016-03-10,99.38,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 11 2016,2016-03-11,104.998,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 12 2016,2016-03-12,83.21,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 13 2016,2016-03-13,88.999,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 14 2016,2016-03-14,96.862,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 15 2016,2016-03-15,105.014,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 16 2016,2016-03-16,91.68,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 17 2016,2016-03-17,103.063,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 18 2016,2016-03-18,101.431,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 19 2016,2016-03-19,104.166,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 20 2016,2016-03-20,84.632,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 22 2016,2016-03-22,97.345,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 23 2016,2016-03-23,91.892,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 24 2016,2016-03-24,83.15,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 25 2016,2016-03-25,111.533,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 26 2016,2016-03-26,83.122,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 27 2016,2016-03-27,104.65,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 28 2016,2016-03-28,92.023,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 29 2016,2016-03-29,79.515,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 30 2016,2016-03-30,104.006,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Mar 31 2016,2016-03-31,84.197,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 01 2016,2016-04-01,92.16,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 02 2016,2016-04-02,94.757,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 03 2016,2016-04-03,89.499,6,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 04 2016,2016-04-04,87.846,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 05 2016,2016-04-05,107.657,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 06 2016,2016-04-06,106.185,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 07 2016,2016-04-07,129.085,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 08 2016,2016-04-08,141.007,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 09 2016,2016-04-09,100.36,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 10 2016,2016-04-10,119.764,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 11 2016,2016-04-11,121.847,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 13 2016,2016-04-13,131.049,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 14 2016,2016-04-14,130.141,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 15 2016,2016-04-15,146.739,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 16 2016,2016-04-16,125.738,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 18 2016,2016-04-18,101.85,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 20 2016,2016-04-20,118.212,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 21 2016,2016-04-21,125.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 22 2016,2016-04-22,118.493,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 23 2016,2016-04-23,146.598,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 24 2016,2016-04-24,139.301,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 25 2016,2016-04-25,146.025,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 26 2016,2016-04-26,139.99,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 27 2016,2016-04-27,133.412,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 28 2016,2016-04-28,117.283,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 29 2016,2016-04-29,73.994,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Apr 30 2016,2016-04-30,142.345,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 01 2016,2016-05-01,131.11,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 02 2016,2016-05-02,118.922,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 03 2016,2016-05-03,130.351,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 05 2016,2016-05-05,124.102,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 06 2016,2016-05-06,152.922,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 07 2016,2016-05-07,100.015,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 08 2016,2016-05-08,182.69,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 11 2016,2016-05-11,171.853,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 12 2016,2016-05-12,120.157,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 13 2016,2016-05-13,103.868,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 17 2016,2016-05-17,120.023,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 18 2016,2016-05-18,117.944,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 19 2016,2016-05-19,120.75,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 20 2016,2016-05-20,100.52,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 21 2016,2016-05-21,120.554,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 22 2016,2016-05-22,122.6,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 24 2016,2016-05-24,134.515,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 25 2016,2016-05-25,138.179,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 27 2016,2016-05-27,106.065,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 29 2016,2016-05-29,111.265,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
May 30 2016,2016-05-30,113.359,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 01 2016,2016-06-01,112.049,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 03 2016,2016-06-03,106.181,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 05 2016,2016-06-05,104.467,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 06 2016,2016-06-06,69.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 08 2016,2016-06-08,119.447,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 09 2016,2016-06-09,125.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 12 2016,2016-06-12,121.76,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 13 2016,2016-06-13,88.98,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 14 2016,2016-06-14,100.091,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 15 2016,2016-06-15,109.131,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 16 2016,2016-06-16,111.981,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 17 2016,2016-06-17,114.381,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 18 2016,2016-06-18,88.363,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 19 2016,2016-06-19,103.968,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 21 2016,2016-06-21,88.867,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 22 2016,2016-06-22,89.309,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 23 2016,2016-06-23,93.295,5,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 24 2016,2016-06-24,79.729,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 25 2016,2016-06-25,91.908,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 26 2016,2016-06-26,115.349,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 27 2016,2016-06-27,114.851,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 29 2016,2016-06-29,114.994,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jun 30 2016,2016-06-30,90.675,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 02 2016,2016-07-02,98.69,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 03 2016,2016-07-03,95.18,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 05 2016,2016-07-05,82.65,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 06 2016,2016-07-06,79.775,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 08 2016,2016-07-08,94.678,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 10 2016,2016-07-10,72.003,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 12 2016,2016-07-12,82.522,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 13 2016,2016-07-13,97.56,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 14 2016,2016-07-14,84.539,4,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 16 2016,2016-07-16,86.74,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 18 2016,2016-07-18,86.62,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 19 2016,2016-07-19,84.053,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 20 2016,2016-07-20,84.93,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 22 2016,2016-07-22,86.382,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 23 2016,2016-07-23,57.41,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 24 2016,2016-07-24,94.457,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 25 2016,2016-07-25,63.484,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 26 2016,2016-07-26,84.127,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 28 2016,2016-07-28,91.524,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 29 2016,2016-07-29,91.219,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 30 2016,2016-07-30,74.277,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Jul 31 2016,2016-07-31,72.181,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 01 2016,2016-08-01,82.89,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 02 2016,2016-08-02,77.306,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 03 2016,2016-08-03,81.334,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 04 2016,2016-08-04,134.923,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 05 2016,2016-08-05,68.572,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 06 2016,2016-08-06,79.995,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 10 2016,2016-08-10,76.174,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 12 2016,2016-08-12,71.345,2,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 13 2016,2016-08-13,64.189,3,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
Aug 14 2016,2016-08-14,78.0,1,M4A4 | Bullet Rain,M4A4,Bullet Rain,Factory New,1,1,0
