date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 04 2018,2018-08-04,13.959,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 05 2018,2018-08-05,12.913,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 06 2018,2018-08-06,11.963,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 07 2018,2018-08-07,12.397,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 08 2018,2018-08-08,12.531,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 09 2018,2018-08-09,12.775,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 10 2018,2018-08-10,12.062,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 11 2018,2018-08-11,12.546,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 12 2018,2018-08-12,11.409,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 13 2018,2018-08-13,11.744,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 14 2018,2018-08-14,12.853,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 15 2018,2018-08-15,11.483,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 16 2018,2018-08-16,12.691,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 17 2018,2018-08-17,12.163,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 18 2018,2018-08-18,12.212,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 19 2018,2018-08-19,12.18,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 20 2018,2018-08-20,10.082,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 21 2018,2018-08-21,11.176,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 23 2018,2018-08-23,11.5,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 24 2018,2018-08-24,11.073,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 25 2018,2018-08-25,10.411,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 26 2018,2018-08-26,11.173,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 27 2018,2018-08-27,11.883,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 28 2018,2018-08-28,10.951,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 29 2018,2018-08-29,10.038,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 30 2018,2018-08-30,11.42,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Aug 31 2018,2018-08-31,12.175,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 01 2018,2018-09-01,10.646,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 02 2018,2018-09-02,12.029,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 03 2018,2018-09-03,13.141,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 04 2018,2018-09-04,12.262,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 05 2018,2018-09-05,12.588,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 06 2018,2018-09-06,11.62,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 07 2018,2018-09-07,13.144,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 08 2018,2018-09-08,13.037,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 09 2018,2018-09-09,12.965,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 11 2018,2018-09-11,12.433,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 13 2018,2018-09-13,12.013,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 14 2018,2018-09-14,13.203,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 15 2018,2018-09-15,12.116,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 16 2018,2018-09-16,13.215,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 17 2018,2018-09-17,13.809,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 18 2018,2018-09-18,12.45,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 19 2018,2018-09-19,13.779,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 21 2018,2018-09-21,14.223,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 22 2018,2018-09-22,14.55,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 23 2018,2018-09-23,13.264,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 24 2018,2018-09-24,13.512,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 25 2018,2018-09-25,13.753,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 26 2018,2018-09-26,13.917,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 27 2018,2018-09-27,16.227,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 28 2018,2018-09-28,13.964,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 29 2018,2018-09-29,13.493,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Sep 30 2018,2018-09-30,12.918,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 01 2018,2018-10-01,12.852,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 02 2018,2018-10-02,14.902,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 03 2018,2018-10-03,14.546,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 04 2018,2018-10-04,15.085,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 05 2018,2018-10-05,15.006,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 06 2018,2018-10-06,15.78,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 07 2018,2018-10-07,11.925,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 08 2018,2018-10-08,11.22,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 09 2018,2018-10-09,13.505,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 10 2018,2018-10-10,14.42,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 11 2018,2018-10-11,13.656,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 12 2018,2018-10-12,13.65,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 13 2018,2018-10-13,14.078,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 14 2018,2018-10-14,14.145,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 15 2018,2018-10-15,14.391,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 16 2018,2018-10-16,14.262,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 17 2018,2018-10-17,12.79,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 18 2018,2018-10-18,13.208,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 19 2018,2018-10-19,13.72,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 20 2018,2018-10-20,13.58,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 21 2018,2018-10-21,12.333,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 22 2018,2018-10-22,12.319,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 23 2018,2018-10-23,13.359,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 24 2018,2018-10-24,13.216,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 25 2018,2018-10-25,12.703,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 26 2018,2018-10-26,11.55,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 27 2018,2018-10-27,13.727,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 28 2018,2018-10-28,12.538,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 29 2018,2018-10-29,13.179,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Oct 31 2018,2018-10-31,10.954,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 01 2018,2018-11-01,12.658,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 02 2018,2018-11-02,12.251,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 03 2018,2018-11-03,13.199,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 04 2018,2018-11-04,10.805,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 05 2018,2018-11-05,11.822,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 06 2018,2018-11-06,11.661,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 07 2018,2018-11-07,11.335,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 08 2018,2018-11-08,12.6,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 09 2018,2018-11-09,11.995,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 10 2018,2018-11-10,12.879,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 11 2018,2018-11-11,12.708,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 12 2018,2018-11-12,14.288,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 13 2018,2018-11-13,11.74,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 14 2018,2018-11-14,12.952,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 15 2018,2018-11-15,12.021,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 16 2018,2018-11-16,12.958,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 17 2018,2018-11-17,12.569,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 18 2018,2018-11-18,12.97,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 19 2018,2018-11-19,11.13,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 20 2018,2018-11-20,11.578,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 22 2018,2018-11-22,12.874,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 24 2018,2018-11-24,11.669,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 25 2018,2018-11-25,11.633,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 26 2018,2018-11-26,15.072,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 27 2018,2018-11-27,12.292,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 28 2018,2018-11-28,12.368,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 29 2018,2018-11-29,12.27,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Nov 30 2018,2018-11-30,10.849,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 01 2018,2018-12-01,11.94,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 02 2018,2018-12-02,11.366,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 03 2018,2018-12-03,12.94,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 04 2018,2018-12-04,12.068,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 05 2018,2018-12-05,11.33,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 06 2018,2018-12-06,11.595,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 07 2018,2018-12-07,11.921,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 08 2018,2018-12-08,16.613,10,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 09 2018,2018-12-09,13.005,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 10 2018,2018-12-10,12.634,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 11 2018,2018-12-11,13.127,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 12 2018,2018-12-12,14.625,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 13 2018,2018-12-13,12.166,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 14 2018,2018-12-14,12.053,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 15 2018,2018-12-15,14.701,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 16 2018,2018-12-16,11.664,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 17 2018,2018-12-17,12.31,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 18 2018,2018-12-18,12.899,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 19 2018,2018-12-19,12.022,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 20 2018,2018-12-20,13.27,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 21 2018,2018-12-21,12.494,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 22 2018,2018-12-22,11.543,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 23 2018,2018-12-23,10.816,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 24 2018,2018-12-24,11.119,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 25 2018,2018-12-25,10.669,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 26 2018,2018-12-26,12.229,9,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 27 2018,2018-12-27,13.784,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 28 2018,2018-12-28,15.061,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 29 2018,2018-12-29,13.68,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 30 2018,2018-12-30,13.198,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Dec 31 2018,2018-12-31,14.146,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 01 2019,2019-01-01,12.533,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 02 2019,2019-01-02,12.884,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 03 2019,2019-01-03,12.866,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 04 2019,2019-01-04,13.18,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 05 2019,2019-01-05,15.65,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 06 2019,2019-01-06,12.687,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 07 2019,2019-01-07,13.481,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 08 2019,2019-01-08,13.143,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 09 2019,2019-01-09,13.287,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 10 2019,2019-01-10,12.11,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 11 2019,2019-01-11,14.435,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 12 2019,2019-01-12,15.957,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 13 2019,2019-01-13,16.4,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 15 2019,2019-01-15,14.0,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 16 2019,2019-01-16,13.309,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 17 2019,2019-01-17,13.168,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 18 2019,2019-01-18,12.724,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 19 2019,2019-01-19,15.152,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 20 2019,2019-01-20,15.175,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 21 2019,2019-01-21,16.696,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 22 2019,2019-01-22,10.879,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 23 2019,2019-01-23,13.547,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 24 2019,2019-01-24,14.09,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 25 2019,2019-01-25,13.594,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 26 2019,2019-01-26,14.54,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 27 2019,2019-01-27,14.071,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 28 2019,2019-01-28,14.402,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 29 2019,2019-01-29,13.28,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 30 2019,2019-01-30,12.243,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Jan 31 2019,2019-01-31,14.314,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 01 2019,2019-02-01,15.172,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 02 2019,2019-02-02,14.064,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 03 2019,2019-02-03,15.778,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 04 2019,2019-02-04,17.384,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 05 2019,2019-02-05,14.32,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 06 2019,2019-02-06,16.491,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 07 2019,2019-02-07,15.099,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 08 2019,2019-02-08,13.069,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 09 2019,2019-02-09,13.557,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 10 2019,2019-02-10,14.936,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 11 2019,2019-02-11,13.582,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 12 2019,2019-02-12,16.327,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 13 2019,2019-02-13,14.685,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 14 2019,2019-02-14,13.886,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 15 2019,2019-02-15,16.268,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 16 2019,2019-02-16,14.852,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 17 2019,2019-02-17,15.861,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 18 2019,2019-02-18,12.96,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 19 2019,2019-02-19,13.045,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 20 2019,2019-02-20,14.897,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 21 2019,2019-02-21,14.217,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 22 2019,2019-02-22,14.955,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 23 2019,2019-02-23,14.413,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 24 2019,2019-02-24,12.28,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 25 2019,2019-02-25,14.119,8,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 26 2019,2019-02-26,14.929,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 27 2019,2019-02-27,12.075,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Feb 28 2019,2019-02-28,14.017,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 01 2019,2019-03-01,13.944,7,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 02 2019,2019-03-02,13.487,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 03 2019,2019-03-03,13.34,9,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 04 2019,2019-03-04,13.992,8,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 05 2019,2019-03-05,13.568,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 06 2019,2019-03-06,14.453,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 07 2019,2019-03-07,14.112,6,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 08 2019,2019-03-08,16.745,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 09 2019,2019-03-09,13.674,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 10 2019,2019-03-10,13.786,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 11 2019,2019-03-11,14.58,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 12 2019,2019-03-12,15.59,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 13 2019,2019-03-13,13.359,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 14 2019,2019-03-14,13.385,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 15 2019,2019-03-15,14.222,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 16 2019,2019-03-16,13.005,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 17 2019,2019-03-17,13.715,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 18 2019,2019-03-18,14.629,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 19 2019,2019-03-19,12.795,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 20 2019,2019-03-20,14.206,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 21 2019,2019-03-21,14.81,1,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 22 2019,2019-03-22,14.022,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 23 2019,2019-03-23,13.669,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 24 2019,2019-03-24,12.796,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 25 2019,2019-03-25,13.419,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 26 2019,2019-03-26,15.477,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 27 2019,2019-03-27,13.563,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 28 2019,2019-03-28,13.608,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 29 2019,2019-03-29,13.428,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 30 2019,2019-03-30,13.125,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Mar 31 2019,2019-03-31,12.955,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 01 2019,2019-04-01,13.789,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 02 2019,2019-04-02,13.012,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 05 2019,2019-04-05,12.875,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 06 2019,2019-04-06,13.743,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 07 2019,2019-04-07,13.164,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 08 2019,2019-04-08,12.571,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 09 2019,2019-04-09,13.768,5,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 10 2019,2019-04-10,13.275,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 11 2019,2019-04-11,13.317,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 12 2019,2019-04-12,12.435,2,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 13 2019,2019-04-13,13.601,3,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
Apr 15 2019,2019-04-15,13.74,4,AWP | Elite Build,AWP,Elite Build,Battle-Scarred,1,1,1
