date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jan 05 2017,2017-01-05,5.369,28,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 06 2017,2017-01-06,6.405,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 07 2017,2017-01-07,7.104,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 08 2017,2017-01-08,5.753,23,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 09 2017,2017-01-09,6.093,19,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 10 2017,2017-01-10,6.547,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 11 2017,2017-01-11,5.66,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 12 2017,2017-01-12,5.577,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 13 2017,2017-01-13,5.786,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 14 2017,2017-01-14,6.93,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 15 2017,2017-01-15,5.804,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 16 2017,2017-01-16,5.832,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 17 2017,2017-01-17,5.503,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 18 2017,2017-01-18,5.98,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 19 2017,2017-01-19,5.737,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 20 2017,2017-01-20,5.382,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 21 2017,2017-01-21,5.26,23,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 22 2017,2017-01-22,5.697,19,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 23 2017,2017-01-23,5.727,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 24 2017,2017-01-24,6.49,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 25 2017,2017-01-25,6.515,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 26 2017,2017-01-26,6.606,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 27 2017,2017-01-27,6.433,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 28 2017,2017-01-28,6.867,22,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 29 2017,2017-01-29,6.649,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 30 2017,2017-01-30,6.598,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jan 31 2017,2017-01-31,6.46,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 01 2017,2017-02-01,6.473,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 02 2017,2017-02-02,6.554,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 03 2017,2017-02-03,6.831,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 04 2017,2017-02-04,6.738,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 05 2017,2017-02-05,6.901,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 06 2017,2017-02-06,7.029,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 07 2017,2017-02-07,6.846,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 08 2017,2017-02-08,6.272,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 09 2017,2017-02-09,6.492,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 10 2017,2017-02-10,6.26,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 11 2017,2017-02-11,6.701,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 12 2017,2017-02-12,6.989,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 13 2017,2017-02-13,6.625,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 14 2017,2017-02-14,6.706,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 15 2017,2017-02-15,7.572,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 16 2017,2017-02-16,6.588,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 17 2017,2017-02-17,6.167,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 18 2017,2017-02-18,6.814,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 19 2017,2017-02-19,6.143,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 20 2017,2017-02-20,5.729,22,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 21 2017,2017-02-21,5.469,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 22 2017,2017-02-22,5.74,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 23 2017,2017-02-23,5.645,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 24 2017,2017-02-24,7.314,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 25 2017,2017-02-25,6.541,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 26 2017,2017-02-26,6.543,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 27 2017,2017-02-27,7.425,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Feb 28 2017,2017-02-28,6.344,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 01 2017,2017-03-01,6.38,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 02 2017,2017-03-02,6.427,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 03 2017,2017-03-03,6.417,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 04 2017,2017-03-04,6.735,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 05 2017,2017-03-05,6.159,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 06 2017,2017-03-06,6.086,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 07 2017,2017-03-07,6.304,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 08 2017,2017-03-08,6.435,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 09 2017,2017-03-09,6.024,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 10 2017,2017-03-10,6.053,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 11 2017,2017-03-11,6.19,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 12 2017,2017-03-12,5.962,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 13 2017,2017-03-13,6.268,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 14 2017,2017-03-14,6.41,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 15 2017,2017-03-15,6.306,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 16 2017,2017-03-16,6.436,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 17 2017,2017-03-17,6.597,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 18 2017,2017-03-18,6.378,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 19 2017,2017-03-19,6.073,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 20 2017,2017-03-20,5.932,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 21 2017,2017-03-21,6.141,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 22 2017,2017-03-22,5.861,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 23 2017,2017-03-23,6.056,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 24 2017,2017-03-24,6.021,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 25 2017,2017-03-25,6.621,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 26 2017,2017-03-26,5.955,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 27 2017,2017-03-27,5.693,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 28 2017,2017-03-28,5.555,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 29 2017,2017-03-29,6.828,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 30 2017,2017-03-30,5.472,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Mar 31 2017,2017-03-31,5.267,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 01 2017,2017-04-01,5.777,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 02 2017,2017-04-02,5.496,19,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 03 2017,2017-04-03,5.34,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 04 2017,2017-04-04,5.633,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 05 2017,2017-04-05,5.748,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 06 2017,2017-04-06,6.191,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 07 2017,2017-04-07,6.586,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 08 2017,2017-04-08,6.416,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 09 2017,2017-04-09,6.046,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 10 2017,2017-04-10,6.11,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 11 2017,2017-04-11,6.198,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 12 2017,2017-04-12,5.944,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 13 2017,2017-04-13,6.258,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 14 2017,2017-04-14,5.332,19,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 15 2017,2017-04-15,5.71,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 16 2017,2017-04-16,6.119,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 17 2017,2017-04-17,6.019,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 18 2017,2017-04-18,6.145,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 19 2017,2017-04-19,5.911,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 20 2017,2017-04-20,6.33,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 21 2017,2017-04-21,6.04,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 22 2017,2017-04-22,6.102,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 23 2017,2017-04-23,5.841,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 24 2017,2017-04-24,6.247,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 25 2017,2017-04-25,6.37,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 26 2017,2017-04-26,6.581,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 27 2017,2017-04-27,6.598,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 28 2017,2017-04-28,6.543,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 29 2017,2017-04-29,6.043,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Apr 30 2017,2017-04-30,6.363,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 01 2017,2017-05-01,6.571,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 02 2017,2017-05-02,6.089,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 03 2017,2017-05-03,6.388,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 04 2017,2017-05-04,5.248,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 05 2017,2017-05-05,6.031,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 06 2017,2017-05-06,6.283,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 07 2017,2017-05-07,6.229,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 08 2017,2017-05-08,6.41,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 09 2017,2017-05-09,6.734,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 10 2017,2017-05-10,6.452,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 11 2017,2017-05-11,6.315,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 12 2017,2017-05-12,5.956,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 13 2017,2017-05-13,6.645,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 14 2017,2017-05-14,6.557,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 15 2017,2017-05-15,6.369,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 16 2017,2017-05-16,6.551,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 17 2017,2017-05-17,6.495,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 18 2017,2017-05-18,6.839,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 19 2017,2017-05-19,7.449,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 20 2017,2017-05-20,6.583,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 21 2017,2017-05-21,6.591,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 22 2017,2017-05-22,6.766,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 23 2017,2017-05-23,6.691,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 24 2017,2017-05-24,5.25,38,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 25 2017,2017-05-25,4.913,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 26 2017,2017-05-26,5.268,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 27 2017,2017-05-27,5.504,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 28 2017,2017-05-28,5.246,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 29 2017,2017-05-29,5.449,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 30 2017,2017-05-30,5.616,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
May 31 2017,2017-05-31,5.723,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 01 2017,2017-06-01,6.167,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 02 2017,2017-06-02,5.854,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 03 2017,2017-06-03,5.959,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 04 2017,2017-06-04,6.15,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 05 2017,2017-06-05,5.844,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 06 2017,2017-06-06,6.012,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 07 2017,2017-06-07,6.283,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 08 2017,2017-06-08,6.361,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 09 2017,2017-06-09,5.684,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 10 2017,2017-06-10,5.914,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 11 2017,2017-06-11,5.837,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 12 2017,2017-06-12,5.581,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 13 2017,2017-06-13,5.265,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 14 2017,2017-06-14,5.047,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 15 2017,2017-06-15,5.259,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 16 2017,2017-06-16,5.076,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 17 2017,2017-06-17,5.412,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 18 2017,2017-06-18,5.217,20,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 19 2017,2017-06-19,5.314,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 20 2017,2017-06-20,4.907,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 21 2017,2017-06-21,5.36,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 22 2017,2017-06-22,4.847,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 23 2017,2017-06-23,4.859,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 24 2017,2017-06-24,4.835,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 25 2017,2017-06-25,4.842,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 26 2017,2017-06-26,4.94,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 27 2017,2017-06-27,4.526,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 28 2017,2017-06-28,4.683,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 29 2017,2017-06-29,4.654,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jun 30 2017,2017-06-30,5.463,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 01 2017,2017-07-01,5.279,19,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 02 2017,2017-07-02,4.916,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 03 2017,2017-07-03,5.094,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 04 2017,2017-07-04,11.692,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 05 2017,2017-07-05,5.126,22,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 06 2017,2017-07-06,4.886,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 07 2017,2017-07-07,5.12,18,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 08 2017,2017-07-08,5.503,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 09 2017,2017-07-09,5.014,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 10 2017,2017-07-10,5.426,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 11 2017,2017-07-11,5.704,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 12 2017,2017-07-12,6.094,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 13 2017,2017-07-13,6.357,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 14 2017,2017-07-14,6.327,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 15 2017,2017-07-15,6.469,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 16 2017,2017-07-16,6.044,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 17 2017,2017-07-17,5.631,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 18 2017,2017-07-18,5.488,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 19 2017,2017-07-19,5.864,17,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 20 2017,2017-07-20,6.497,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 21 2017,2017-07-21,6.641,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 22 2017,2017-07-22,7.103,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 23 2017,2017-07-23,6.651,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 24 2017,2017-07-24,6.403,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 25 2017,2017-07-25,6.354,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 26 2017,2017-07-26,6.382,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 27 2017,2017-07-27,6.967,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 28 2017,2017-07-28,6.617,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 29 2017,2017-07-29,6.836,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 30 2017,2017-07-30,7.16,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Jul 31 2017,2017-07-31,7.309,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 01 2017,2017-08-01,6.882,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 02 2017,2017-08-02,7.042,2,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 03 2017,2017-08-03,6.869,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 04 2017,2017-08-04,6.574,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 05 2017,2017-08-05,6.776,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 06 2017,2017-08-06,6.705,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 07 2017,2017-08-07,6.335,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 08 2017,2017-08-08,7.542,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 09 2017,2017-08-09,6.236,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 10 2017,2017-08-10,6.923,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 11 2017,2017-08-11,6.461,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 12 2017,2017-08-12,6.396,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 13 2017,2017-08-13,6.514,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 14 2017,2017-08-14,6.578,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 15 2017,2017-08-15,6.281,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 16 2017,2017-08-16,6.235,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 17 2017,2017-08-17,6.126,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 18 2017,2017-08-18,6.18,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 19 2017,2017-08-19,6.006,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 20 2017,2017-08-20,6.483,2,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 21 2017,2017-08-21,5.966,2,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 22 2017,2017-08-22,5.937,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 23 2017,2017-08-23,6.12,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 24 2017,2017-08-24,5.841,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 25 2017,2017-08-25,5.299,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 26 2017,2017-08-26,5.791,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 27 2017,2017-08-27,5.749,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 28 2017,2017-08-28,5.963,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 29 2017,2017-08-29,6.317,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 30 2017,2017-08-30,6.603,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Aug 31 2017,2017-08-31,7.191,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Sep 01 2017,2017-09-01,5.918,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Sep 02 2017,2017-09-02,6.168,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Sep 03 2017,2017-09-03,5.909,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Sep 04 2017,2017-09-04,6.377,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Sep 05 2017,2017-09-05,6.081,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
Sep 06 2017,2017-09-06,5.821,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,0
