date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Apr 05 2020,2020-04-05,8.852,21,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 06 2020,2020-04-06,9.77,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 07 2020,2020-04-07,9.863,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 08 2020,2020-04-08,10.684,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 09 2020,2020-04-09,10.299,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 10 2020,2020-04-10,9.756,19,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 11 2020,2020-04-11,10.92,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 12 2020,2020-04-12,9.981,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 13 2020,2020-04-13,10.303,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 14 2020,2020-04-14,9.897,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 15 2020,2020-04-15,10.638,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 16 2020,2020-04-16,10.215,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 17 2020,2020-04-17,11.154,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 18 2020,2020-04-18,9.891,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 19 2020,2020-04-19,9.718,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 20 2020,2020-04-20,10.001,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 21 2020,2020-04-21,13.823,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 22 2020,2020-04-22,10.74,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 23 2020,2020-04-23,10.06,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 24 2020,2020-04-24,10.154,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 25 2020,2020-04-25,9.957,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 26 2020,2020-04-26,10.494,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 27 2020,2020-04-27,10.272,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 28 2020,2020-04-28,9.379,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 29 2020,2020-04-29,10.121,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Apr 30 2020,2020-04-30,10.885,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 01 2020,2020-05-01,10.178,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 02 2020,2020-05-02,16.286,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 03 2020,2020-05-03,10.852,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 04 2020,2020-05-04,10.969,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 05 2020,2020-05-05,10.36,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 06 2020,2020-05-06,11.034,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 07 2020,2020-05-07,10.274,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 08 2020,2020-05-08,10.826,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 09 2020,2020-05-09,10.375,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 10 2020,2020-05-10,10.678,13,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 11 2020,2020-05-11,11.045,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 12 2020,2020-05-12,10.229,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 13 2020,2020-05-13,11.04,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 14 2020,2020-05-14,11.089,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 15 2020,2020-05-15,10.308,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 16 2020,2020-05-16,10.813,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 17 2020,2020-05-17,10.81,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 18 2020,2020-05-18,10.692,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 19 2020,2020-05-19,10.065,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 20 2020,2020-05-20,10.791,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 21 2020,2020-05-21,10.5,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 22 2020,2020-05-22,10.826,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 23 2020,2020-05-23,11.329,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 24 2020,2020-05-24,10.492,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 25 2020,2020-05-25,11.189,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 26 2020,2020-05-26,11.818,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 27 2020,2020-05-27,11.008,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 28 2020,2020-05-28,10.066,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 29 2020,2020-05-29,11.463,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 30 2020,2020-05-30,9.86,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
May 31 2020,2020-05-31,9.828,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 01 2020,2020-06-01,9.458,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 02 2020,2020-06-02,10.572,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 03 2020,2020-06-03,11.469,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 04 2020,2020-06-04,10.373,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 05 2020,2020-06-05,10.212,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 06 2020,2020-06-06,11.178,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 07 2020,2020-06-07,10.397,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 08 2020,2020-06-08,10.622,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 09 2020,2020-06-09,10.676,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 10 2020,2020-06-10,10.324,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 11 2020,2020-06-11,10.731,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 12 2020,2020-06-12,10.916,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 13 2020,2020-06-13,10.688,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 14 2020,2020-06-14,21.701,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 15 2020,2020-06-15,10.417,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 16 2020,2020-06-16,10.059,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 17 2020,2020-06-17,9.749,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 18 2020,2020-06-18,18.964,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 19 2020,2020-06-19,10.385,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 20 2020,2020-06-20,10.975,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 21 2020,2020-06-21,10.449,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 22 2020,2020-06-22,9.527,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 23 2020,2020-06-23,9.676,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 24 2020,2020-06-24,9.91,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 25 2020,2020-06-25,15.556,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 26 2020,2020-06-26,8.686,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 27 2020,2020-06-27,9.981,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 28 2020,2020-06-28,9.02,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 29 2020,2020-06-29,9.478,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jun 30 2020,2020-06-30,8.772,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 01 2020,2020-07-01,9.206,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 02 2020,2020-07-02,8.741,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 03 2020,2020-07-03,8.808,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 04 2020,2020-07-04,9.037,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 05 2020,2020-07-05,9.527,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 06 2020,2020-07-06,9.039,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 07 2020,2020-07-07,9.222,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 08 2020,2020-07-08,9.23,15,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 09 2020,2020-07-09,9.577,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 10 2020,2020-07-10,8.92,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 11 2020,2020-07-11,9.306,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 12 2020,2020-07-12,9.49,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 13 2020,2020-07-13,11.71,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 14 2020,2020-07-14,10.193,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 15 2020,2020-07-15,9.684,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 16 2020,2020-07-16,9.987,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 17 2020,2020-07-17,9.365,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 18 2020,2020-07-18,9.639,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 19 2020,2020-07-19,9.831,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 20 2020,2020-07-20,11.621,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 21 2020,2020-07-21,10.444,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 22 2020,2020-07-22,9.47,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 23 2020,2020-07-23,10.596,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 24 2020,2020-07-24,10.378,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 25 2020,2020-07-25,10.609,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 26 2020,2020-07-26,9.67,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 27 2020,2020-07-27,10.082,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 28 2020,2020-07-28,9.636,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 29 2020,2020-07-29,9.852,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 30 2020,2020-07-30,10.428,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Jul 31 2020,2020-07-31,10.406,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 01 2020,2020-08-01,8.99,1,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 02 2020,2020-08-02,10.311,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 03 2020,2020-08-03,10.166,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 04 2020,2020-08-04,21.152,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 05 2020,2020-08-05,10.838,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 06 2020,2020-08-06,10.5,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 07 2020,2020-08-07,9.711,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 08 2020,2020-08-08,10.782,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 09 2020,2020-08-09,8.271,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 10 2020,2020-08-10,10.639,2,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 11 2020,2020-08-11,10.277,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 12 2020,2020-08-12,9.562,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 13 2020,2020-08-13,10.889,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 14 2020,2020-08-14,10.608,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 15 2020,2020-08-15,10.294,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 16 2020,2020-08-16,9.466,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 17 2020,2020-08-17,10.208,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 18 2020,2020-08-18,9.619,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 19 2020,2020-08-19,9.64,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 20 2020,2020-08-20,9.869,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 21 2020,2020-08-21,9.955,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 22 2020,2020-08-22,10.249,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 23 2020,2020-08-23,8.855,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 24 2020,2020-08-24,9.439,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 25 2020,2020-08-25,9.371,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 26 2020,2020-08-26,9.645,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 27 2020,2020-08-27,10.273,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 28 2020,2020-08-28,9.388,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 29 2020,2020-08-29,9.615,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 30 2020,2020-08-30,10.565,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Aug 31 2020,2020-08-31,9.877,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 01 2020,2020-09-01,9.552,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 02 2020,2020-09-02,9.132,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 03 2020,2020-09-03,9.289,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 04 2020,2020-09-04,9.666,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 05 2020,2020-09-05,10.396,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 06 2020,2020-09-06,11.337,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 07 2020,2020-09-07,11.006,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 08 2020,2020-09-08,9.528,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 09 2020,2020-09-09,9.6,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 10 2020,2020-09-10,10.893,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 11 2020,2020-09-11,9.594,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 12 2020,2020-09-12,9.679,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 13 2020,2020-09-13,9.915,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 14 2020,2020-09-14,9.275,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 15 2020,2020-09-15,10.049,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 16 2020,2020-09-16,10.824,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 17 2020,2020-09-17,10.574,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 18 2020,2020-09-18,10.694,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 19 2020,2020-09-19,10.886,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 20 2020,2020-09-20,10.311,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 21 2020,2020-09-21,10.217,1,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 22 2020,2020-09-22,10.104,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 23 2020,2020-09-23,8.68,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 24 2020,2020-09-24,10.191,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 25 2020,2020-09-25,9.575,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 26 2020,2020-09-26,9.657,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 27 2020,2020-09-27,10.558,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 28 2020,2020-09-28,9.171,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 29 2020,2020-09-29,9.061,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Sep 30 2020,2020-09-30,9.821,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 01 2020,2020-10-01,9.345,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 02 2020,2020-10-02,9.813,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 03 2020,2020-10-03,10.248,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 04 2020,2020-10-04,10.222,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 05 2020,2020-10-05,9.971,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 06 2020,2020-10-06,10.59,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 07 2020,2020-10-07,9.829,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 08 2020,2020-10-08,10.011,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 09 2020,2020-10-09,9.932,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 10 2020,2020-10-10,10.468,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 11 2020,2020-10-11,10.344,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 12 2020,2020-10-12,10.534,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 13 2020,2020-10-13,9.897,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 14 2020,2020-10-14,10.487,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 15 2020,2020-10-15,10.766,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 16 2020,2020-10-16,9.895,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 17 2020,2020-10-17,9.421,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 18 2020,2020-10-18,10.036,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 19 2020,2020-10-19,11.129,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 20 2020,2020-10-20,9.677,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 21 2020,2020-10-21,10.993,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 22 2020,2020-10-22,10.006,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 23 2020,2020-10-23,10.53,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 24 2020,2020-10-24,11.128,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 25 2020,2020-10-25,9.902,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 26 2020,2020-10-26,10.319,11,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 27 2020,2020-10-27,13.358,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 28 2020,2020-10-28,10.929,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 29 2020,2020-10-29,10.718,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 30 2020,2020-10-30,10.753,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Oct 31 2020,2020-10-31,10.843,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 01 2020,2020-11-01,10.763,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 02 2020,2020-11-02,11.038,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 03 2020,2020-11-03,10.812,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 04 2020,2020-11-04,10.07,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 05 2020,2020-11-05,11.054,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 06 2020,2020-11-06,10.488,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 07 2020,2020-11-07,10.31,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 08 2020,2020-11-08,10.255,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 09 2020,2020-11-09,10.566,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 10 2020,2020-11-10,10.806,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 11 2020,2020-11-11,10.244,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 12 2020,2020-11-12,9.936,3,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 13 2020,2020-11-13,10.433,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 14 2020,2020-11-14,11.109,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 15 2020,2020-11-15,10.108,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 16 2020,2020-11-16,10.409,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 17 2020,2020-11-17,10.379,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 18 2020,2020-11-18,13.056,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 19 2020,2020-11-19,9.749,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 20 2020,2020-11-20,9.821,7,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 21 2020,2020-11-21,10.045,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 22 2020,2020-11-22,11.472,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 23 2020,2020-11-23,10.713,4,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 24 2020,2020-11-24,10.089,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 25 2020,2020-11-25,9.058,12,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 26 2020,2020-11-26,8.936,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 27 2020,2020-11-27,8.67,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 28 2020,2020-11-28,8.456,9,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 29 2020,2020-11-29,8.864,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Nov 30 2020,2020-11-30,8.723,6,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Dec 01 2020,2020-12-01,9.032,8,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Dec 02 2020,2020-12-02,8.577,5,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Dec 03 2020,2020-12-03,9.156,14,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Dec 04 2020,2020-12-04,8.17,16,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
Dec 05 2020,2020-12-05,7.642,10,USP-S | Stainless,USP-S,Stainless,Battle-Scarred,1,1,1
