date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Apr 27 2015,2015-04-27,7.359,5.1371011339671,9.299148349884964,5.1371011339671,1.1409184229292675,1.3690852492278562,0.9075835597984729,1155,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
Apr 28 2015,2015-04-28,7.27,5.0589277760796065,9.26527440959798,5.0589277760796065,1.1409184229292675,1.3690852492278562,0.9075835597984729,1093,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
Apr 29 2015,2015-04-29,7.054,4.985816235929835,9.21060377724645,4.985816235929835,1.1409184229292675,1.3690852492278562,0.9075835597984729,1118,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
Apr 30 2015,2015-04-30,7.253,4.896559425711468,9.109619149883498,4.896559425711468,1.1409184229292675,1.3690852492278562,0.9075835597984729,1290,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 01 2015,2015-05-01,6.836,4.826651520032635,9.015377528572929,4.826651520032635,1.1409184229292675,1.3690852492278562,0.9075835597984729,1245,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 02 2015,2015-05-02,6.724,4.759051780091098,8.906307804377956,4.759051780091098,1.1409184229292675,1.3690852492278562,0.9075835597984729,1439,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 03 2015,2015-05-03,6.279,4.709118158431084,8.80648586248779,4.709118158431084,1.1409184229292675,1.3690852492278562,0.9075835597984729,1450,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 04 2015,2015-05-04,6.025,4.666134980363381,8.702444416943845,4.666134980363381,1.1409184229292675,1.3690852492278562,0.9075835597984729,1450,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 05 2015,2015-05-05,5.949,4.621967374454987,8.584506130538463,4.621967374454987,1.1409184229292675,1.3690852492278562,0.9075835597984729,1343,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 06 2015,2015-05-06,5.959,4.5742040780467,8.450766383680964,4.5742040780467,1.1409184229292675,1.3690852492278562,0.9075835597984729,1248,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 07 2015,2015-05-07,5.849,4.528426544584441,8.31083945816914,4.528426544584441,1.1409184229292675,1.3690852492278562,0.9075835597984729,1154,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 08 2015,2015-05-08,5.684,4.486625727534261,8.168903139532171,4.486625727534261,1.1409184229292675,1.3690852492278562,0.9075835597984729,1466,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 09 2015,2015-05-09,5.672,4.443523923905311,8.018110348072621,4.443523923905311,1.1409184229292675,1.3690852492278562,0.9075835597984729,1739,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 10 2015,2015-05-10,5.395,4.407993096637064,7.872908592864073,4.407993096637064,1.1409184229292675,1.3690852492278562,0.9075835597984729,1571,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 11 2015,2015-05-11,5.233,4.375749480946094,7.727427800342194,4.375749480946094,1.1409184229292675,1.3690852492278562,0.9075835597984729,1436,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 12 2015,2015-05-12,5.327,4.338997346992504,7.570594291809029,4.338997346992504,1.1409184229292675,1.3690852492278562,0.9075835597984729,1291,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 13 2015,2015-05-13,5.242,4.303669282713712,7.412483862545936,4.303669282713712,1.1409184229292675,1.3690852492278562,0.9075835597984729,1372,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 14 2015,2015-05-14,5.149,4.26998484497951,7.2540790862563025,4.26998484497951,1.1409184229292675,1.3690852492278562,0.9075835597984729,1334,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 15 2015,2015-05-15,5.027,4.2386569534423915,7.097055182033302,4.2386569534423915,1.1409184229292675,1.3690852492278562,0.9075835597984729,1527,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 16 2015,2015-05-16,4.995,2.7594877952174466,6.938135132093269,4.207309170724744,1.1409184229292675,1.3690852492278562,0.9075835597984729,1739,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 17 2015,2015-05-17,4.726,2.132750655250465,6.787246666150458,4.181887704636933,1.1409184229292675,1.3690852492278562,0.9075835597984729,1714,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 18 2015,2015-05-18,4.617,1.870183231849136,6.63759685328217,4.158035238829572,1.1409184229292675,1.3690852492278562,0.9075835597984729,1520,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 19 2015,2015-05-19,4.616,1.6960024089795371,6.48539483182296,4.133128664898551,1.1409184229292675,1.3690852492278562,0.9075835597984729,1453,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 20 2015,2015-05-20,4.57,1.5511457319056845,6.333160043003278,4.1084343330407,1.1409184229292675,1.3690852492278562,0.9075835597984729,1463,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 21 2015,2015-05-21,4.47,1.4079772905039127,6.183283629675203,4.085210450855352,1.1409184229292675,1.3690852492278562,0.9075835597984729,1503,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 22 2015,2015-05-22,4.436,1.2975674960851091,6.033619705615134,4.061983241515697,1.1409184229292675,1.3690852492278562,0.9075835597984729,1744,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 23 2015,2015-05-23,4.335,1.2161126573645746,5.886876003882256,4.040222552776045,1.1409184229292675,1.3690852492278562,0.9075835597984729,1889,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 24 2015,2015-05-24,4.276,1.1313481171014494,5.741716834588477,4.019007855559622,1.1409184229292675,1.3690852492278562,0.9075835597984729,1733,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
May 25 2015,2015-05-25,4.188,1.0400153894750104,5.599329698357614,3.9989283962017543,1.1409184229292675,1.3690852492278562,0.9075835597984729,1706,AWP | Worm God,AWP,Worm God,Factory New,0,1,0
